user_id,avg_memory,wall_clock,system_time,blanks,avg_RAM,language,cloc,nbr_file_in,compiled,swap_main_memory,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compiler_version,max_RAM,user_time
RuslanGatin,0,0.00,0.00,328,0,C++,266,0,0,0,0,7,0,0,82040,-,2808,0.00
Salmon,0,0.00,0.00,88,0,C++,91,0,0,0,0,2,0,0,53488,-,2836,0.00
Savlik,0,1.73,0.02,279,0,C++,216,0,0,0,0,14,0,0,96072,-,3836,1.71
Scooooooorpio,-,-,-,183,-,C++,138,-,1,-,-1,0,-,-,-,-,-,-
Seemann,0,0.05,0.00,9,0,C++,96,0,0,0,0,2,0,0,50920,-,3024,0.05
SeyedParsa,0,0.05,0.00,5,0,C++,68,0,0,0,0,1,0,0,53296,-,2764,0.04
Sfairat,0,7.45,0.00,268,0,C++,216,0,0,0,0,1,0,0,92744,-,6896,7.44
Shaikhitdin,-,-,-,172,-,C++,75,-,0,-,-15,40,-,-,34120,-,-,-
Sindbad8,0,0.04,0.00,26,0,Java,255,0,0,0,1,14,64,0,4201,-,21444,0.04
Slevin,0,1.13,0.00,10,0,C++,119,0,0,0,0,1,0,0,85152,-,3008,1.13
Slimper,0,0.00,0.00,282,0,C++,164,0,0,0,0,5,0,0,130576,-,2384,0.00
Smithers,0,0.44,0.00,12,0,Python,56,0,0,0,0,5,0,0,1723,3.5,9704,0.43
Snuke,0,0.05,0.00,9,0,C++,118,0,0,0,0,2,0,0,62672,-,2760,0.05
Solaris3,-,-,-,7,-,C++,97,-,1,-,-1,1,-,-,-,-,-,-
SpiritsUnite,0,3.15,0.00,5,0,Python,69,8,0,0,0,2,0,0,1942,2.7,8712,3.14
Spooky,-,-,-,12,-,Java,70,-,1,-,-1,5,-,-,-,-,-,-
StarCuriosity,0,0.00,0.00,18,0,C++,116,0,0,0,134,1,0,0,44456,-,2660,0.00
Stonefeang,0,0.07,0.00,9,0,C++,83,0,0,0,0,0,0,0,50016,-,2932,0.05
Strikeskids,0,0.15,0.00,17,0,Python,65,0,0,0,0,1,0,0,2961,3.5,8728,0.14
Sunlicht,0,0.00,0.00,122,0,C++,138,0,0,0,0,71,0,0,109176,-,2536,0.00
Sylvus,0,0.25,0.02,20,0,Python,52,0,0,0,0,105,0,0,6433,2.7,34040,0.22
TKnigge,0,0.07,0.00,13,0,C++,124,0,0,0,0,0,0,0,130696,-,2988,0.06
TLN,-,-,-,13,-,C++,142,-,1,-,-1,3,-,-,-,-,-,-
TallShantanu,0,0.14,0.00,11,0,C++,64,0,0,0,0,1,0,0,77248,-,2972,0.13
Tanzir33,0,0.00,0.00,145,0,C++,131,0,0,0,0,2,8,0,53568,-,2896,0.00
Taube,0,0.03,0.00,192,0,C++,149,0,0,0,0,8,0,0,62848,-,2928,0.03
Tedium,-,-,-,10,-,Python,45,-,0,-,-15,0,-,-,1608,2.7,-,-
Tehnar,0,0.05,0.00,11,0,C++,97,0,0,0,0,23,0,0,56824,-,2800,0.05
Tejs,0,0.13,0.00,84,0,C++,69,0,0,0,0,1,0,0,74096,-,2964,0.12
ThatMathGuy,0,0.06,0.00,27,0,C++,65,0,0,0,0,2,0,0,75616,-,2640,0.05
TimeString,0,1.60,0.00,20,0,C++,91,0,0,0,0,4,0,0,38096,-,33800,1.09
Tinyyy,0,0.00,0.00,9,0,C++,82,0,0,0,0,5,0,0,49632,-,2668,0.00
Tobie,-,-,-,4,-,Python,24,-,0,-,1,8,-,-,-,3.5,-,-
Triply,-,-,-,15,-,Python,36,-,0,-,1,5,-,-,1867,2.7,-,-
TrueBamboo,-,-,-,114,-,C++,106,-,0,-,-15,0,-,-,34480,-,-,-
Tyg3R,0,0.33,0.00,17,0,C++,96,0,0,0,0,5,0,0,77184,-,6464,0.32
Umqra,0,0.06,0.00,12,0,C++,115,0,0,0,0,0,0,0,53968,-,3052,0.05
ValenKof,-,-,-,296,-,C++,235,-,1,-,-1,6,-,-,-,-,-,-
ValentinErmishin,0,0.04,0.00,165,0,C++,117,0,0,0,0,3,0,0,54616,-,3072,0.04
Vaness,0,0.06,0.00,6,0,C++,69,0,0,0,0,0,0,0,91208,-,2808,0.06
Vasyl,0,0.00,0.00,148,0,C++,107,0,0,0,0,1,0,0,40160,-,2616,0.00
Vatt,0,0.06,0.00,148,0,C++,101,0,0,0,0,29,0,0,39776,-,3664,0.06
VinnyJam,0,0.40,0.02,6,0,Java,91,0,0,0,0,0,72,0,2489,-,69888,0.41
Vladster,0,0.02,0.00,210,0,C++,165,0,0,0,0,0,944,0,53312,-,34736,0.01
Vytis,-,-,-,14,-,Python,71,-,0,-,1,1,-,-,-,3.5,-,-
W4yneb0t,0,0.09,0.00,0,0,C++,176,0,0,0,0,0,0,0,177336,-,2880,0.09
Wataru,-,-,-,158,-,C++,120,-,1,-,-1,2,-,-,-,-,-,-
Xellos,0,1.08,0.00,111,0,C++,92,0,0,0,0,7,0,0,89744,-,4436,1.06
XraY,0,0.07,0.00,30,0,C++,208,0,0,0,0,1,0,0,94392,-,2960,0.07
Yaksha,-,-,-,46,-,Python,127,-,0,-,1,49,-,-,5789,2.7,-,-
Yarin,0,0.04,0.01,24,0,Java,182,0,1,0,1,3,64,0,-,-,21592,0.02
Yinyanghu,0,0.06,0.00,12,0,C++,67,0,0,0,0,0,0,0,39032,-,3672,0.06
Yozer,-,-,-,27,-,C#,142,-,1,-,-1,15,-,-,-,-,-,-
Yupo,0,0.06,0.00,134,0,C++,89,0,0,0,0,21,0,0,56744,-,3560,0.05
Z0RR0,0,0.00,0.00,22,0,C++,185,0,0,0,0,31,0,0,54296,-,2712,0.00
ZhNV,0,0.00,0.00,102,0,C++,71,0,0,0,134,0,0,0,54776,-,2632,0.00
Zlobober,0,0.06,0.00,10,0,C++,69,0,0,0,0,0,0,0,50960,-,2740,0.05
Zuza,0,0.14,0.00,15,0,C++,53,0,0,0,0,0,0,0,90072,-,2752,0.13
a142857a,0,0.00,0.00,104,0,C++,72,0,0,0,0,14,8,0,39360,-,3476,0.00
aa2985759,0,0.05,0.00,17,0,C++,68,0,0,0,0,0,0,0,48568,-,2744,0.04
abeakkas,-,-,-,111,-,C++,80,-,0,-,-15,17,-,-,44008,-,-,-
aditya1495,0,0.30,0.00,107,0,C++,88,0,0,0,0,0,0,0,85384,-,4288,0.28
aeremin,0,0.04,0.00,259,0,C++,165,0,0,0,0,18,0,0,107600,-,2736,0.04
agutowski,0,0.02,0.00,0,0,C++,65,0,0,0,0,0,0,0,67432,-,2836,0.02
ah1926,0,0.00,0.00,81,0,C++,69,0,0,0,0,0,0,0,79504,-,2524,0.00
aid,-,-,-,5,-,C++,74,-,0,-,-15,0,-,-,50832,-,-,-
aitch,0,0.06,0.00,3,0,C++,109,0,0,0,0,0,0,0,87392,-,2792,0.06
akaring,0,0.07,0.00,93,0,C++,81,0,0,0,0,2,0,0,64040,-,2816,0.07
akashin,0,8.90,0.03,19,0,C++,139,0,0,0,0,8,137272,0,102736,-,2744,8.86
aklecram,0,0.40,0.00,20,0,Python,112,0,0,0,0,19,8,0,4832,2.7,9936,0.39
akovski,0,0.06,0.00,5,0,C++,87,0,0,0,0,3,0,0,53792,-,2848,0.05
aladdin3,0,0.23,0.02,33,0,Java,159,0,0,0,0,9,64,0,927,-,46480,0.24
alangpierce,0,0.00,0.00,24,0,C++,144,0,0,0,1,1,0,0,146848,-,2580,0.00
alcinos,0,0.08,0.00,7,0,C++,94,0,0,0,0,15,0,0,100592,-,2780,0.06
alexwice,0,0.06,0.00,7,0,Python,79,0,0,0,0,2,8,0,3108,2.7,7584,0.06
algomaus,-,-,-,14,-,Python,57,-,0,-,-15,2,-,-,2105,2.7,-,-
along,-,-,-,3,-,C,69,-,1,-,-1,1,-,-,-,,-,-
alsoba,0,0.00,0.00,10,0,C,111,0,0,0,0,15,0,0,9872,,1436,0.00
amashrabov,-,-,-,28,-,C++,115,-,1,-,-1,0,-,-,-,-,-,-
andrewzta,0,0.04,0.00,17,0,Java,105,0,0,0,1,0,64,0,3091,-,21308,0.03
angargo,0,0.09,0.00,13,0,C++,101,0,0,0,0,0,0,0,92608,-,2676,0.07
ania7,-,-,-,7,-,C++,78,-,0,-,-15,54,-,-,42328,-,-,-
anthonyclays,0,0.24,0.01,3,0,Python,20,8,0,0,0,6,0,0,1171,2.7,28508,0.21
antonkovsharov,0,0.04,0.00,14,0,Java,107,0,1,0,1,1,64,0,2934,-,21704,0.04
anuraganand,0,0.10,0.00,15,0,C++,117,0,0,0,0,0,0,0,121608,-,2880,0.10
aphi,-,-,-,17,-,Python,28,-,0,-,1,1,-,-,1853,2.7,-,-
apiapiapiad,0,0.07,0.00,106,0,C++,101,0,0,0,0,1,0,0,45080,-,2792,0.05
aquamongoose,0,0.06,0.00,4,0,C++,64,0,0,0,0,0,0,0,81232,-,2840,0.06
archit09jain,0,0.00,0.00,182,0,C++,97,0,0,0,134,3,0,0,41296,-,2516,0.00
ariacas,0,0.06,0.00,2,0,C++,78,0,0,0,0,15,0,0,97248,-,2700,0.06
aropan,0,0.05,0.00,12,0,C++,110,0,0,0,0,0,0,0,78176,-,2868,0.05
arpn,-,-,-,23,-,C++,133,-,1,-,-1,14,-,-,-,-,-,-
ashish1610,0,0.15,0.00,0,0,C++,127,0,0,0,0,6,0,0,80184,-,3020,0.08
astrid,0,0.06,0.00,11,0,C++,106,0,0,0,0,5,0,0,80680,-,2636,0.06
atfelix,0,0.18,0.00,7,0,Python,70,288,0,0,0,0,0,0,3410,3.5,9028,0.18
athoscouto,0,0.04,0.00,9,0,C++,49,0,0,0,0,0,0,0,53704,-,2880,0.04
austrin,0,0.05,0.00,13,0,C++,72,0,0,0,0,1,0,0,54112,-,2860,0.04
avgarder,0,0.00,0.00,20,0,C++,93,0,0,0,0,1,0,0,63816,-,2552,0.00
avolchek,0,0.06,0.00,27,0,C++,168,0,0,0,0,1,0,0,52416,-,2780,0.05
azure97,0,0.09,0.00,29,0,C++,132,0,0,0,0,0,0,0,93816,-,2900,0.09
ballonguy,0,0.00,0.00,16,0,C++,126,0,1,0,127,1,0,0,-,-,1372,0.00
bayleef,0,0.00,0.00,114,0,C++,105,0,0,0,0,0,0,0,53112,-,2692,0.00
bbhands,0,0.10,0.00,7,0,Python,25,8,0,0,0,2,0,0,883,2.7,7296,0.09
bcmpinc,0,0.10,0.00,12,0,C++,113,0,0,0,0,0,0,0,68640,-,2808,0.10
bigOnion,-,-,-,71,-,Python,254,-,0,-,1,52,-,-,14115,2.7,-,-
birdstorm,-,-,-,72,-,C++,72,-,0,-,-15,0,-,-,80128,-,-,-
blmarket,0,0.05,0.00,13,0,C++,82,0,0,0,0,0,0,0,54328,-,2756,0.04
bmerry,-,-,-,23,-,C++,197,-,1,-,-1,5,-,-,-,-,-,-
bnuzhanyu,0,0.00,0.00,109,0,C++,91,0,0,0,0,0,0,0,55504,-,2408,0.00
bridgeu,-,-,-,11,-,Python,40,-,0,-,-15,2,-,-,1775,2.7,-,-
bsrinivas8687,-,-,-,4,-,C++,50,-,1,-,-1,0,-,-,-,-,-,-
burunduk3,0,0.08,0.00,-,0,C++,-,0,0,0,0,-,0,0,40984,-,2664,0.06
camypaper,-,-,-,11,-,C#,386,-,1,-,-1,12,-,-,-,-,-,-
carpcrap,0,0.60,0.00,4,0,C++,82,0,0,0,0,8,0,0,12944,-,2756,0.60
cathook,0,0.03,0.00,21,0,C++,61,0,0,0,0,0,0,0,102896,-,2552,0.03
catupper,0,0.09,0.00,144,0,C++,110,0,0,0,0,0,0,0,78384,-,2932,0.07
cebrusfs,0,0.05,0.00,32,0,C++,140,0,0,0,0,11,0,0,55136,-,2864,0.05
chEEtah,0,0.49,0.00,171,0,C++,127,0,0,0,0,5,0,0,81096,-,2744,0.49
chanme,0,0.00,0.00,10,0,C++,73,0,0,0,0,0,0,0,51304,-,2640,0.00
chemthan,0,0.05,0.00,143,0,C++,129,0,0,0,0,2,0,0,55696,-,2776,0.05
clrs97,0,0.03,0.00,51,0,C++,52,0,0,0,0,0,0,0,38760,-,2884,0.03
cly753,0,0.06,0.00,24,0,C++,143,0,0,0,0,11,0,0,78112,-,2912,0.06
coderbd,-,-,-,28,-,C++,118,-,1,-,-1,0,-,-,-,-,-,-
codewinter,0,0.00,0.00,7,0,C++,121,0,0,0,0,0,0,0,44136,-,2616,0.00
cohadar,0,0.46,0.02,17,0,Java,172,0,0,0,0,4,64,0,5147,-,63892,0.50
comGongDoRi,0,0.00,0.00,91,0,C++,65,0,1,0,127,0,0,0,-,-,1380,0.00
cos,0,3.61,0.00,13,0,C++,177,0,0,0,0,4,0,0,94704,-,2860,3.61
cshao1235,0,2.63,0.02,4,0,Java,128,0,0,0,0,13,72,0,3624,-,68536,2.54
csoroiu,0,0.05,0.00,8,0,Java,75,0,0,0,1,5,64,0,2907,-,21616,0.04
cubelover,0,0.01,0.00,72,0,C++,59,0,0,0,0,0,8,0,53120,-,2472,0.01
daifei4321,0,0.04,0.00,3,0,Java,115,0,0,0,1,1,64,0,3382,-,21392,0.04
dancho,0,0.15,0.00,5,0,C++,57,0,0,0,0,2,0,0,101016,-,2884,0.14
danft,0,0.06,0.00,9,0,C++,73,0,0,0,0,1,0,0,57912,-,2748,0.03
darkKelvin,0,0.12,0.00,10,0,C++,234,0,0,0,0,19,0,0,66080,-,3016,0.09
darnley,-,-,-,11,-,Java,120,-,1,-,-1,5,-,-,-,-,-,-
dcms2,-,-,-,14,-,C++,48,-,0,-,-15,0,-,-,77040,-,-,-
dhwanilpatel96,0,0.04,0.00,81,0,Java,584,0,0,0,1,41,64,0,8110,-,21572,0.04
dinario,-,-,-,127,-,C++,100,-,0,-,-15,2,-,-,51696,-,-,-
dj3500,0,0.07,0.00,223,0,C++,155,0,0,0,0,24,0,0,67240,-,5192,0.06
dkorduban,-,-,-,30,-,C++,156,-,0,-,-15,22,-,-,85448,-,-,-
dmute,0,0.05,0.00,6,0,C++,69,0,0,0,0,0,0,0,53888,-,2916,0.05
dojiboy9,0,0.05,0.00,55,0,C++,104,0,0,0,0,4,0,0,79288,-,2968,0.05
dotory1158,0,0.00,0.00,142,0,C++,119,0,0,0,0,0,0,0,65104,-,4936,0.00
doubleEle,0,0.03,0.00,140,0,C++,109,0,0,0,0,15,0,0,24704,-,2836,0.02
dragonic,0,0.05,0.00,18,0,C++,61,0,0,0,0,2,0,0,101464,-,2724,0.04
dreamrunner,-,-,-,6,-,Python,26,-,0,-,1,2,-,-,-,3.5,-,-
dredwerkz,0,0.98,0.00,14,0,C++,118,0,0,0,0,0,0,0,128456,-,2912,0.98
duyboy135,0,0.00,0.00,57,0,C++,57,0,0,0,0,0,0,0,51832,-,2544,0.00
dvolgyes,-,-,-,8,-,Python,42,-,0,-,1,1,-,-,2260,2.7,-,-
eatmore,0,0.19,0.01,15,0,Java,146,0,0,0,0,0,64,0,4355,-,36556,0.19
eduardische,-,-,-,148,-,C++,118,-,0,-,-15,0,-,-,64216,-,-,-
efz1005,0,0.44,0.00,16,0,Python,54,8,0,0,0,27,0,0,1697,2.7,7428,0.43
ekondranin,0,0.06,0.00,7,0,C++,118,0,0,0,0,71,0,0,99600,-,2760,0.05
eshirazi,-,-,-,9,-,Python,25,-,0,-,1,13,-,-,1726,2.7,-,-
espr1t,0,0.00,0.00,221,0,C++,159,0,1,0,127,4,0,0,-,-,1428,0.00
ethiery,0,0.76,0.00,7,0,Python,34,0,0,0,0,0,0,0,1345,3.5,8028,0.75
fafaFFT,0,0.06,0.00,133,0,C++,127,0,0,0,0,5,0,0,68752,-,3684,0.06
fenzhang,0,0.00,0.00,92,0,C++,86,0,0,0,0,0,0,0,41520,-,2256,0.00
ffao,0,0.05,0.00,156,0,C++,68,0,0,0,0,1,0,0,54544,-,2896,0.04
fhlasek,0,0.23,0.00,16,0,C++,106,0,0,0,0,7,0,0,118712,-,2844,0.14
flashmt,0,0.05,0.00,13,0,C++,102,0,0,0,0,0,0,0,84360,-,2656,0.05
flowlight0,0,0.06,0.00,15,0,C++,137,0,0,0,0,1,0,0,84632,-,2900,0.06
ftiasch,0,0.07,0.00,1,0,C++,61,0,0,0,0,0,0,0,78576,-,2984,0.07
gchebanov,0,0.07,0.00,6,0,C++,64,0,0,0,0,1,0,0,72640,-,2640,0.06
geniucos,0,0.00,0.00,87,0,C++,73,0,0,0,0,0,0,0,53816,-,2540,0.00
george98,0,0.00,0.00,71,0,C++,63,0,0,0,0,0,8,0,50880,-,2584,0.00
gfarina,-,-,-,8,-,Python,32,-,0,-,1,1,-,-,1312,2.7,-,-
gharrma,0,0.13,0.00,17,0,C++,82,0,0,0,0,0,0,0,83024,-,2728,0.06
gilesg,0,0.09,0.00,4,0,Python,46,0,0,0,0,0,0,0,2255,2.7,7676,0.09
glapul,0,0.15,0.00,4,0,C++,175,0,0,0,0,13,0,0,162200,-,2904,0.14
globalpointer,0,2.68,0.00,6,0,C++,77,0,0,0,0,1,0,0,82656,-,4176,2.68
gongy,0,0.10,0.00,5,0,C++,40,0,0,0,0,2,0,0,53144,-,2708,0.05
goodmasterli,0,0.09,0.00,6,0,Python,26,0,0,0,0,5,8,0,1061,2.7,7372,0.08
gregorinio,0,0.21,0.00,9,0,C++,82,0,0,0,0,10,0,0,83136,-,5124,0.21
gs12117,0,0.00,0.00,144,0,C++,135,0,0,0,0,10,0,0,23320,-,2160,0.00
gs15016,0,0.00,0.00,73,0,C++,58,0,0,0,0,5,0,0,64792,-,2644,0.00
gustav,0,0.17,0.00,31,0,C++,99,0,0,0,0,0,0,0,75672,-,2884,0.08
hansonw,0,0.09,0.00,3,0,Python,18,8,0,0,0,0,0,0,737,2.7,7352,0.09
hasib,0,0.03,0.00,74,0,C++,239,0,0,0,0,17,0,0,67832,-,2868,0.02
haxxpop,0,0.12,0.00,7,0,C++,72,0,0,0,0,0,0,0,68216,-,3056,0.12
hellman,0,0.11,0.00,18,0,Python,106,8,0,0,0,6,0,0,7177,2.7,11064,0.10
hgd,-,-,-,43,-,C++,42,-,1,-,-1,0,-,-,-,-,-,-
hmich,0,0.00,0.00,95,0,C++,81,0,1,0,127,1,0,0,-,-,1424,0.00
huanzhizun,0,0.00,0.00,0,0,C++,85,0,0,0,0,0,0,0,25216,-,2392,0.00
hyj143,0,0.53,0.08,22,0,Java,87,0,0,0,0,1,72,0,3447,-,469732,0.48
iakudryashov,0,0.00,0.00,21,0,C++,131,0,0,0,0,0,0,0,69248,-,2512,0.00
iamnoobi,0,0.05,0.00,13,0,C++,108,0,0,0,0,2,8,0,83192,-,2812,0.05
ifsmirnov,0,0.05,0.00,12,0,C++,68,0,0,0,0,3,0,0,55264,-,2728,0.05
ikatanic,0,0.05,0.00,15,0,C++,62,0,0,0,0,0,0,0,52592,-,2864,0.05
ilyzhin,-,-,-,128,-,C++,109,-,0,-,-15,0,-,-,84896,-,-,-
inker,0,0.07,0.00,7,0,Python,39,8,0,0,0,0,0,0,1354,2.7,6724,0.07
inutard,0,0.34,0.00,109,0,C++,63,0,0,0,0,19,0,0,62352,-,2764,0.34
iscsi,0,0.00,0.00,99,0,C++,88,0,0,0,0,0,0,0,79800,-,2644,0.00
isea,0,0.04,0.00,13,0,C++,99,0,0,0,0,6,0,0,55208,-,3872,0.03
iskim,0,0.04,0.00,140,0,C++,120,0,0,0,0,3,8,0,93784,-,3772,0.04
ivanilos,0,0.04,0.00,92,0,C++,75,0,0,0,0,1,0,0,48608,-,2660,0.04
iwiwi,0,0.05,0.00,68,0,C++,227,0,0,0,0,4,0,0,86840,-,2852,0.05
jackchen92,0,0.10,0.00,11,0,C++,77,0,0,0,0,1,0,0,58056,-,2940,0.10
jakubr,0,0.04,0.00,154,0,C++,119,0,0,0,0,5,0,0,71288,-,2592,0.04
janq,0,0.00,0.00,11,0,C++,102,0,1,0,127,5,0,0,-,-,1424,0.00
javra,-,-,-,10,-,C++,63,-,0,-,-15,0,-,-,60760,-,-,-
jcvb,0,0.05,0.00,209,0,C++,180,0,0,0,0,7,0,0,43832,-,2832,0.04
jddantes,0,0.07,0.00,124,0,C++,77,0,0,0,0,2,0,0,101696,-,2752,0.07
jelffers,0,0.06,0.00,0,0,C++,36,0,0,0,0,1,0,0,67312,-,2820,0.05
jeroenvw,0,0.01,0.00,55,0,Python,248,0,0,0,0,4,0,0,8346,2.7,8964,0.00
jinzhao,0,0.05,0.00,4,0,C++,94,0,0,0,0,0,0,0,42992,-,2772,0.05
jma127,-,-,-,16,-,C++,155,-,0,-,-15,4,-,-,102752,-,-,-
jmzhao,0,0.19,0.00,14,0,Python,59,0,0,0,0,6,0,0,-,3.5,8292,0.19
johnLate,0,2.93,0.01,22,0,Python,72,0,0,0,0,1,0,0,2082,3.5,18720,2.92
johnathan79717,0,0.14,0.00,10,0,C++,207,0,0,0,0,0,0,0,84768,-,2920,0.14
jonathanasdf,0,0.07,0.00,0,0,C++,34,0,0,0,0,0,0,0,41312,-,3568,0.06
jpsbur,0,0.09,0.00,3,0,Python,37,0,0,0,0,1,0,0,1293,3.5,7956,0.06
jthread,0,0.29,0.04,16,0,C#,117,0,0,0,0,0,0,0,5632,-,38596,0.24
julsa,0,0.04,0.01,15,0,Java,112,0,1,0,1,0,64,0,2518,-,21672,0.02
justever86,-,-,-,41,-,C++,160,-,0,-,-15,0,-,-,89368,-,-,-
k790alex,-,-,-,13,-,Java,113,-,1,-,-1,2,-,-,-,-,-,-
kawatea,0,8.31,0.00,228,0,C++,138,0,0,0,0,0,0,0,88120,-,2776,8.30
kingofnumbers,0,0.00,0.00,193,0,C++,178,0,0,0,0,0,0,0,90736,-,2604,0.00
kmod,0,0.20,0.00,14,0,Python,69,8,0,0,0,4,0,0,2031,2.7,7248,0.19
kolesov93,-,-,-,27,-,C++,155,-,1,-,-1,0,-,-,-,-,-,-
koratel,0,0.06,0.00,131,0,C++,101,0,0,0,0,0,0,0,64176,-,2956,0.06
kostyaby,0,0.04,0.00,25,0,C++,63,0,0,0,0,0,0,0,52424,-,2888,0.04
krijgertje,-,-,-,87,-,C++,67,-,1,-,-1,0,-,-,-,-,-,-
krismaz,0,0.10,0.00,76,0,C++,87,0,0,0,0,3,0,0,82648,-,2720,0.06
ktesar,0,0.07,0.00,9,0,C++,109,0,0,0,0,1,0,0,61888,-,3368,0.06
kyuridenamida,0,0.11,0.00,165,0,C++,120,0,0,0,0,2,0,0,134968,-,3304,0.10
langdamao,0,0.00,0.00,2,0,C++,107,0,0,0,0,1,0,0,10944,-,2604,0.00
laoriu,0,0.00,0.00,16,0,C++,105,0,0,0,0,0,0,0,61648,-,2404,0.00
latte0119,0,0.04,0.00,99,0,C++,83,0,0,0,0,0,0,0,57296,-,3008,0.04
lby,0,0.10,0.00,19,0,C++,119,0,0,0,0,7,0,0,60848,-,3180,0.10
leanil,0,0.00,0.00,90,0,C++,58,0,0,0,0,17,0,0,73304,-,2408,0.00
lewha0,0,0.08,0.00,12,0,C++,108,0,0,0,0,0,0,0,84080,-,2756,0.08
lichenkoh,0,0.06,0.00,9,0,C++,131,0,0,0,0,7,0,0,80128,-,3088,0.06
ll931110,0,0.08,0.00,12,0,C++,75,0,0,0,0,1,0,0,49760,-,3128,0.06
lslah,0,0.24,0.02,3,0,Python,32,8,0,0,0,0,0,0,1563,2.7,29720,0.22
lucasmelo,0,0.96,0.00,13,0,C++,110,0,0,0,0,2,0,0,101800,-,6208,0.96
ludopulles,0,0.06,0.00,260,0,C++,99,0,0,0,0,79,0,0,56072,-,3596,0.06
magrady,0,0.10,0.00,111,0,C++,109,0,0,0,0,0,0,0,78496,-,2856,0.10
maksay,0,0.00,0.00,11,0,C++,77,0,0,0,0,1,0,0,53664,-,2532,0.00
marsenis,0,0.09,0.00,20,0,C++,99,0,0,0,0,11,0,0,74456,-,2620,0.09
mateusz95,0,0.04,0.00,12,0,C++,75,0,0,0,0,0,0,0,54560,-,2640,0.04
mayoko,-,-,-,7,-,C++,115,-,1,-,-1,4,-,-,-,-,-,-
mazaspucesfans,0,0.00,0.00,180,0,C++,112,0,0,0,0,8,0,0,70896,-,2712,0.00
mddassarma,0,0.23,0.01,6,0,Java,74,0,0,0,0,13,72,0,2465,-,41088,0.22
meret,0,0.08,0.00,12,0,C++,108,0,0,0,0,0,0,0,54056,-,2628,0.05
mgch,0,0.00,0.00,237,0,C++,165,0,0,0,0,56,0,0,73576,-,4088,0.00
mhadih,-,-,-,113,-,C++,98,-,1,-,-1,0,-,-,-,-,-,-
mihaild,0,0.76,0.00,17,0,Python,78,0,0,0,0,0,0,0,4224,3.5,9108,0.76
milki,0,0.25,0.00,11,0,Python,36,8,0,0,0,3,0,0,1934,2.7,28152,0.23
milo256,0,2.04,0.12,12,0,Java,90,0,0,0,0,0,64,0,2819,-,713060,2.05
mingqifs,0,0.06,0.00,5,0,Python,37,0,0,0,0,0,0,0,1183,3.5,8040,0.06
mishun,0,0.05,0.00,29,0,C++,90,0,0,0,0,28,0,0,109080,-,2776,0.04
mk2,0,0.04,0.00,175,0,C++,120,0,0,0,0,37,0,0,102856,-,2688,0.04
morriship,0,0.37,0.00,11,0,C++,95,0,0,0,0,1,0,0,77728,-,18680,0.37
moskupols,0,0.05,0.00,28,0,C++,117,0,0,0,0,6,0,0,58432,-,2788,0.04
mukel,0,0.02,0.00,14,0,C++,63,0,0,0,0,0,0,0,67952,-,2772,0.02
music960633,0,0.05,0.00,6,0,C++,67,0,0,0,0,0,0,0,50200,-,2760,0.04
muxiaokui,0,0.01,0.00,77,0,C++,67,0,0,0,0,2,0,0,9760,-,2744,0.01
myp09,-,-,-,2,-,Java,61,-,1,-,-1,0,-,-,-,-,-,-
narri,-,-,-,250,-,C++,219,-,0,-,-15,13,-,-,135440,-,-,-
navidda,0,0.07,0.00,8,0,C++,82,0,0,0,0,22,0,0,80672,-,2940,0.07
nf001,0,0.00,0.00,82,0,C++,74,0,0,0,0,0,0,0,51632,-,2576,0.00
nhho,0,0.08,0.00,94,0,C++,79,0,0,0,0,1,0,0,58640,-,4984,0.08
nisshy,0,0.08,0.00,37,0,C++,148,0,0,0,0,4,0,0,106544,-,2940,0.07
nlbao,0,0.17,0.00,203,0,C++,143,0,0,0,0,3,0,0,66584,-,10780,0.17
nobik,0,0.05,0.00,7,0,C++,64,0,0,0,0,1,0,0,52568,-,2668,0.05
nomeaning,-,-,-,8,-,C++,137,-,0,-,-15,4,-,-,223880,-,-,-
noor148,0,0.06,0.00,145,0,C++,107,0,0,0,0,10,0,0,52072,-,2776,0.04
normit,0,0.23,0.00,33,0,C++,110,0,0,0,0,10,0,0,74792,-,2784,0.13
noxwell,0,0.06,0.00,174,0,C++,134,0,0,0,0,17,0,0,94856,-,2828,0.02
nu4nu,0,0.06,0.00,8,0,C++,79,0,0,0,0,0,0,0,83840,-,2784,0.05
nuip,0,0.08,0.00,129,0,C++,106,0,0,0,0,3,0,0,81384,-,2724,0.07
nullstellensatz,0,0.10,0.00,93,0,C++,67,0,0,0,0,6,0,0,27080,-,3656,0.09
nwin,0,0.05,0.00,1,0,Python,37,8,0,0,0,0,0,0,1372,2.7,7076,0.04
okostya,-,-,-,19,-,C#,157,-,0,-,1,2,-,-,6144,-,-,-
oleksii,-,-,-,8,-,C#,76,-,1,-,-1,0,-,-,-,-,-,-
omeometo,-,-,-,68,-,C++,57,-,0,-,-15,0,-,-,74056,-,-,-
oml1111,0,0.11,0.00,83,0,C++,88,0,0,0,0,2,0,0,84528,-,2708,0.10
ondivate,0,0.35,0.02,17,0,Java,73,0,0,0,0,6,64,0,2427,-,53756,0.39
ordan,0,0.06,0.00,7,0,C++,58,0,0,0,0,0,0,0,49928,-,2780,0.05
orivej,0,0.05,0.00,10,0,Python,75,8,0,0,0,10,0,0,2786,2.7,7848,0.05
