user_id,avg_memory,wall_clock,system_time,blanks,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
11122976,-,-,-,9,C++,-,84,-,0,-,-,-1,9,-,-,11296,-,-,-,-
112atn323,0,0.04,0.00,13,Java,-,157,0,0,0,0,1,0,72,0,2926,-,java.io.FileNotFoundException:,23728,0.03
123qws,-,-,-,14,C++,-,84,-,0,-,-,-1,1,-,-,22640,-,-,-,-
201101050424,0,0.00,0.00,7,C++,-,94,0,0,0,0,0,0,0,0,22808,-,-,2576,0.00
2wsx2wsx2wsx,0,7.82,4.96,9,C++,-,81,0,0,0,0,0,0,343352,0,60512,-,-,2640,2.85
3of7,-,-,-,2,C++,-,68,-,0,-,-,-1,0,-,-,27568,-,-,-,-
551100kk,0,0.07,0.00,1,C++,-,63,0,0,0,0,0,5,1640,0,31056,-,-,2384,0.07
ACgege,0,0.00,0.00,15,C++,-,76,0,0,0,0,0,4,0,0,18216,-,-,2536,0.00
AEtheReal,-,-,-,5,C++,-,59,-,0,-,-,-15,0,-,-,22128,-,Timeout,-,-
AIME15,0,0.00,0.00,19,C++,-,71,0,0,0,0,0,2,0,0,66384,-,-,2352,0.00
AMahdy,0,0.06,0.00,5,Java,-,67,0,0,0,0,1,7,72,0,2055,-,java.io.FileNotFoundException:,23968,0.05
ASotelo,0,0.04,0.00,3,Java,-,68,0,1,0,0,1,5,72,0,3448,Unknown error,java.io.FileNotFoundException:,23724,0.04
AVictor,0,0.08,0.00,8,C++,-,74,0,0,0,0,0,0,0,0,18992,-,-,2756,0.08
Aad,0,0.38,0.00,5,Python,2.7,38,0,0,0,0,0,0,0,0,1917,-,-,7520,0.36
Adonais,0,1.02,0.00,4,C++,-,70,0,0,0,0,0,0,0,0,61496,-,-,5356,1.02
Aerodonkey,0,0.31,0.00,7,C++,-,107,0,0,0,0,0,0,0,0,98888,-,-,2904,0.30
Ahbong,0,0.23,0.00,0,Python,3.5,15,0,0,0,0,0,0,0,0,1253,-,-,8060,0.23
AidaoChen,0,0.00,0.00,12,C++,-,76,0,1,0,0,127,0,0,0,-,Unknown error,Command not found,1440,0.00
Ajlohr,0,1.05,0.08,7,Java,-,78,0,0,0,0,0,4,72,0,2311,-,-,437044,1.11
Aksenov239,0,0.05,0.00,12,Java,-,66,0,0,0,0,1,0,72,0,2310,-,java.lang.NullPointerException,23668,0.03
AlanC,-,-,-,8,C++,-,48,-,0,-,-,-15,0,-,-,22640,-,Timeout,-,-
Aletos,0,0.60,0.01,31,Java,-,95,0,0,0,0,0,2,80,0,2490,-,-,42864,0.60
AlonH,-,-,-,0,Python,2.7,41,-,0,-,-,1,2,-,-,2030,-,TypeError,-,-
AlphaMiller,-,-,-,14,Python,2.7,35,-,0,-,-,-15,7,-,-,1772,-,Timeout,-,-
AlvinChow,0,0.04,0.00,16,Java,-,89,0,0,0,0,0,4,72,0,4190,-,-,23496,0.04
