user_id,blanks,coments,language,cloc
Plagapong,2,2,C++,62
gregstoll,9,0,Python,177
peter50216,2,2,C++,62
pieguy,4,0,C++,51
squark,4,0,C++,51
WSX,10,0,C#,185
msg555,2,0,C++,59
dzhulgakov,18,5,C++,175
watashi,0,0,C++,62
cgy4ever,14,0,C++,104
MRoizner,0,0,C++,62
AEtheReal,8,0,C++,67
ploh,2,15,C++,193
Burunduk1,7,0,C++,61
Saeed,7,0,C++,61
cedriclin,4,0,C++,74
wata,1,2,java,91
iwi,7,0,C++,90
dzetkulict,14,0,C++,104
royf,3,5,Python,153
VArtem,2,0,java,59
falcon112358,8,0,Python,127
acrush,8,0,C++,67
tmt514,1,2,C++,91
fagu,18,5,C++,175
SnapDragon,23,0,C++,157
omeometo,7,0,C++,90
SceneTree,4,0,C++,74
