user_id,syatem_time,wall_clock,system_time,blanks,avg_memory,compiler_version,language,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
liuq901,0.00,0.00,0.00,2,0,3.5,Python,19,0,0,0,0,2,0,0,0,-,7204,0.00
Curs0r,0.00,0.00,0.00,2,0,-,C++,50,0,0,0,0,0,0,0,0,15048,2488,0.00
Nullard,-,-,-,7,-,2.7,Python,39,-,0,-,-,1,3,-,-,-,-,-
First4196,-,-,-,10,-,-,C++,112,-,4,-,-,-1,0,-,-,-,-,-
DebashishSanyal,0.00,0.02,0.00,6,0,2.7,Python,25,0,0,0,0,0,1,8,0,-,6436,0.02
channabankapur,0.00,0.00,0.00,6,0,-,C,23,0,0,0,0,0,0,0,0,7528,2260,0.00
Nochemala,0.00,0.02,0.00,9,0,2.7,Python,29,0,0,0,0,0,2,8,0,-,6352,0.02
macmak,0.00,0.00,0.00,0,0,3.5,Python,11,0,1,0,0,2,0,0,0,-,7156,0.00
RedJay,0.00,0.01,0.00,6,0,2.7,Python,26,0,0,0,0,0,1,0,0,-,6468,0.00
himanshujaju,0.00,0.00,0.00,6,0,-,C++,52,0,0,0,0,0,0,0,0,17664,2484,0.00
a2stnk,0.00,0.04,0.00,10,0,-,java,55,0,0,0,0,1,0,64,0,-,21432,0.04
hhhhhhhhhhhhhhhhhhhhhh,0.00,0.00,0.00,2,0,-,C++,35,0,0,0,0,0,0,0,0,10920,2600,0.00
Kelsier718,0.00,0.00,0.00,1,0,3.5,Python,13,0,0,0,0,2,1,0,0,-,7204,0.00
izrak,0.00,0.00,0.00,4,0,-,C++,13,0,0,0,0,0,0,0,0,11496,2704,0.00
hayk,0.00,0.00,0.00,3,0,3.5,Python,10,0,0,0,0,2,0,0,0,-,7204,0.00
olpetOdessaONU,0.00,0.00,0.00,5,0,-,C++,23,0,0,0,0,0,7,0,0,10584,2544,0.00
vanyarubin,0.00,0.00,0.00,11,0,-,C++,87,0,0,0,0,0,2,0,0,10624,2748,0.00
HDevillez,0.00,0.00,0.00,18,0,-,C++,46,0,0,0,0,0,0,0,0,10424,2536,0.00
ChrisViking,0.00,0.00,0.00,10,0,2.7,Python,21,0,0,0,0,0,2,8,0,-,6388,0.00
biran0079,0.00,0.00,0.00,0,0,2.7,Python,8,0,0,0,0,0,0,0,0,-,6384,0.00
miero,0.00,0.00,0.00,4,0,-,C,37,0,0,0,0,0,0,0,0,7448,2368,0.00
kefaa,-,-,-,8,-,-,C++,62,-,0,-,-,-15,0,-,-,11480,-,-
PetrosN,0.00,0.00,0.00,7,0,-,C,37,0,0,0,0,139,0,0,0,7960,2060,0.00
lbj,0.00,0.00,0.00,3,0,-,C,28,0,0,0,0,0,0,0,0,7344,2332,0.00
rokulo,0.00,0.00,0.00,6,0,2.7,Python,11,0,0,0,0,0,1,0,0,-,6344,0.00
jxs,0.00,0.00,0.00,6,0,3.5,Python,11,0,0,0,0,2,3,0,0,-,7200,0.00
mcprobie7,0.00,0.00,0.00,6,0,-,C++,28,0,0,0,0,0,0,0,0,11064,2548,0.00
Zrfan,0.00,0.00,0.00,1,0,-,C++,24,0,0,0,0,0,0,0,0,10624,2480,0.00
nwin,0.00,0.00,0.00,1,0,2.7,Python,6,0,0,0,0,0,0,0,0,-,6536,0.00
orenash,0.00,0.06,0.00,11,0,-,java,29,0,0,0,0,0,0,64,0,-,24000,0.06
liouzhou101,0.00,0.00,0.00,2,0,-,C++,31,0,0,0,0,0,0,0,0,8696,2672,0.00
henviso,0.00,0.00,0.00,3,0,-,C++,61,0,0,0,0,0,7,0,0,10704,2632,0.00
VaLaci,0.00,0.00,0.00,3,0,-,C++,25,0,0,0,0,0,0,0,0,11680,2512,0.00
samsam2310,0.00,0.00,0.00,0,0,-,C++,23,0,0,0,0,0,3,0,0,12512,2612,0.00
yplusplus,-,-,-,1,-,-,C++,20,-,1,-,-,-1,0,-,-,-,-,-
Matui,0.00,0.00,0.00,1,0,-,C++,24,0,0,0,0,0,0,0,0,10888,2500,0.00
Bano,0.00,0.00,0.00,1,0,3.5,Python,26,0,0,0,0,2,0,0,0,-,7168,0.00
npip99,0.00,0.04,0.00,10,0,-,java,44,0,0,0,0,1,0,64,0,-,21932,0.04
denominator,0.00,0.00,0.00,8,0,2.7,Python,13,0,0,0,0,0,1,0,0,-,6324,0.00
rlanday,0.00,0.00,0.00,7,0,-,C++,28,0,0,0,0,0,0,0,0,10432,2472,0.00
dongockhanh1997,0.00,0.00,0.00,1,0,-,C++,16,0,0,0,0,0,0,0,0,11696,2464,0.00
qwertyk,0.00,0.00,0.00,7,0,-,C++,47,0,0,0,0,0,1,0,0,10584,2544,0.00
koratel,0.00,0.00,0.00,7,0,-,C++,52,0,0,0,0,0,0,0,0,31040,2580,0.00
bambit,0.00,0.00,0.00,3,0,2.7,Python,11,0,0,0,0,0,1,0,0,-,6620,0.00
vlecomte,0.00,0.00,0.00,1,0,-,C++,27,0,0,0,0,0,0,0,0,10280,2544,0.00
miguelb,0.00,-,-,162,-,-,C#,1785,-,1,-,-,-1,6,-,-,-,-,-
majk,0.00,0.00,0.00,2,0,3.5,Python,10,0,0,0,0,2,0,0,0,-,7212,0.00
bloboby,0.00,0.00,0.00,4,0,-,C++,22,0,0,0,0,0,0,0,0,10728,2628,0.00
Microsheep,0.00,0.00,0.00,1,0,-,C++,46,0,0,0,0,0,0,0,0,10120,2492,0.00
sandun,0.00,0.04,0.00,13,0,-,java,79,0,0,0,0,1,0,64,0,-,21416,0.03
semion,0.00,0.00,0.00,9,0,-,C++,33,0,0,0,0,0,5,0,0,11064,2628,0.00
Lewin,0.00,0.04,0.00,9,0,-,java,55,0,0,0,0,1,0,64,0,-,21276,0.04
skycl0wn,0.00,0.01,0.00,10,0,-,C#,62,0,0,0,0,1,0,0,0,-,13656,0.01
thelife,-,-,-,5,-,-,C++,45,-,1,-,-,-1,3,-,-,-,-,-
Itu,0.00,0.00,0.00,3,0,-,C++,43,0,0,0,0,0,1,0,0,11760,2500,0.00
Htedsv,0.00,0.00,0.00,1,0,-,C++,48,0,0,0,0,0,0,0,0,10480,2620,0.00
jinzhao,0.00,0.00,0.00,2,0,-,C++,18,0,0,0,0,0,0,0,0,7416,2280,0.00
Klockan,0.00,0.00,0.00,1,0,2.7,Python,6,0,0,0,0,0,0,0,0,-,6312,0.00
mosa1991,0.00,0.00,0.00,4,0,-,C++,29,0,0,0,0,0,0,0,0,11032,2632,0.00
pexeer,0.00,0.00,0.00,8,0,-,C++,56,0,0,0,0,0,0,0,0,9320,2424,0.00
jgalaro,0.00,0.00,0.00,20,0,2.7,Python,48,0,0,0,0,0,0,8,0,-,6668,0.00
PengLong,0.00,0.00,0.00,2,0,-,C++,26,0,0,0,0,0,0,0,0,7392,2268,0.00
Breakun,0.00,0.00,0.00,5,0,-,C++,20,0,0,0,0,0,0,0,0,10024,2472,0.00
shubo,0.00,0.00,0.00,7,0,2.7,Python,26,0,0,0,0,1,1,0,0,-,6336,0.00
mskyt,0.00,0.00,0.00,4,0,2.7,Python,11,0,0,0,0,0,0,0,0,-,6508,0.00
rutsky,0.00,0.00,0.00,6,0,3.5,Python,22,0,0,0,0,2,0,0,0,-,7224,0.00
LiuHuang,0.00,0.00,0.00,1,0,-,C++,18,0,0,0,0,0,5,0,0,14504,2696,0.00
theme,0.00,0.00,0.00,5,0,-,C++,24,0,0,0,0,0,0,0,0,10944,2488,0.00
Mordecai,0.00,0.00,0.00,3,0,2.7,Python,12,0,0,0,0,0,0,0,0,-,6396,0.00
Nika86,0.00,0.00,0.00,5,0,2.7,Python,7,0,0,0,0,0,1,0,0,-,6352,0.00
vtlinh,0.00,0.00,0.00,7,0,2.7,Python,40,0,0,0,0,2,0,0,0,-,6096,0.00
duyboy135,0.00,0.00,0.00,0,0,-,C++,20,0,0,0,0,0,0,0,0,9984,2628,0.00
aaaaajack,0.00,0.00,0.00,0,0,-,C++,17,0,0,0,0,0,0,0,0,7256,2424,0.00
xfighter,0.00,0.00,0.00,2,0,-,C++,25,0,0,0,0,0,0,0,0,10720,2496,0.00
ranaldmiao,0.00,0.00,0.00,0,0,-,C++,17,0,0,0,0,0,0,0,0,10856,2752,0.00
Malvolio,0.00,0.04,0.00,8,0,-,java,40,0,0,0,0,1,0,64,0,-,21340,0.03
eush77,0.00,0.00,0.00,7,0,-,C++,18,0,0,0,0,0,0,0,0,9904,2460,0.00
kunal93,0.00,0.00,0.00,2,0,-,C++,44,0,0,0,0,0,0,0,0,28592,2508,0.00
kellymilla18,0.00,0.00,0.00,5,0,-,C++,30,0,0,0,0,134,0,0,0,12504,2644,0.00
nhirokinet,0.00,0.00,0.00,16,0,-,C++,68,0,0,0,0,0,3,0,0,11152,2548,0.00
gkreitz,0.00,0.01,0.00,3,0,2.7,Python,21,0,0,0,0,0,1,0,0,-,6408,0.00
Ljq,0.00,0.00,0.00,5,0,2.7,Python,16,0,0,0,0,2,1,0,0,-,6128,0.00
devjoe,0.00,0.00,0.00,1,0,2.7,Python,8,0,0,0,0,0,0,0,0,-,6504,0.00
earl,0.00,0.00,0.00,0,0,2.7,Python,4,0,0,0,0,0,0,0,0,-,6440,0.00
Jongho,0.00,0.00,0.00,1,0,2.7,Python,14,0,0,0,0,0,0,0,0,-,6388,0.00
gotoloop,0.00,0.00,0.00,2,0,-,C++,49,0,0,0,0,0,0,0,0,9208,2328,0.00
nielsb,0.00,0.04,0.00,8,0,-,java,25,0,0,0,0,1,0,64,0,-,21356,0.03
anzu,0.00,0.00,0.00,4,0,-,C++,29,0,0,0,0,0,3,0,0,27400,2520,0.00
int13h,0.01,0.04,0.00,54,0,-,java,53,0,0,0,0,0,5,64,0,-,21576,0.04
joaog,0.00,0.00,0.00,10,0,2.7,Python,17,0,0,0,0,2,0,0,0,-,6192,0.00
jmzhao,0.00,0.00,0.00,7,0,3.5,Python,23,0,1,0,0,2,0,0,0,-,7220,0.00
daisynowhere,0.00,0.00,0.00,3,0,-,C++,24,0,0,0,0,134,8,0,0,10648,2528,0.00
dkorduban,0.00,0.00,0.00,9,0,-,C++,52,0,0,0,0,0,6,0,0,20184,2572,0.00
Atile,0.00,0.00,0.00,5,0,-,C++,18,0,0,0,0,0,0,0,0,7480,2272,0.00
victorlly,0.00,0.00,0.00,3,0,-,C++,29,0,0,0,0,0,14,0,0,10696,2620,0.00
yzq986,0.00,0.01,0.00,5,0,-,C++,30,0,0,0,0,0,1,944,0,9544,2248,0.00
AlexandruValeanu,0.00,0.00,0.00,36,0,-,C++,119,0,0,0,0,0,0,0,0,24728,2548,0.00
Neverauskas,0.00,-,-,8,-,-,C#,71,-,1,-,-,-1,0,-,-,-,-,-
xr1sk,0.00,0.00,0.00,5,0,-,C,31,0,0,0,0,0,0,0,0,7704,2256,0.00
kopemon,0.00,-,-,8,-,-,C#,46,-,1,-,-,-1,0,-,-,-,-,-
m11121,0.00,0.00,0.00,1,0,-,C++,26,0,0,0,0,0,0,0,0,12088,2464,0.00
Milanin,0.00,0.00,0.00,0,0,-,C++,38,0,0,0,0,0,0,0,0,9680,2752,0.00
Sp3000,0.00,0.00,0.00,2,0,3.5,Python,8,0,1,0,0,2,0,0,0,-,7204,0.00
0x42,0.00,0.04,0.00,19,0,-,java,43,0,1,0,0,1,1,64,0,-,21560,0.03
erdemkiraz,0.00,0.00,0.00,9,0,-,C++,39,0,0,0,0,0,0,0,0,8880,2440,0.00
zearom32,0.00,0.00,0.00,6,0,-,C++,59,0,0,0,0,0,0,0,0,17520,2460,0.00
asandrin,0.00,0.00,0.00,7,0,-,C++,27,0,0,0,0,0,0,0,0,10600,2512,0.00
Arcey,0.00,-,-,6,-,-,C#,58,-,1,-,-,-1,1,-,-,-,-,-
FoxNounours,0.00,0.00,0.00,12,0,2.7,Python,24,0,0,0,0,0,1,8,0,-,6380,0.00
abpq,0.00,0.00,0.00,1,0,-,C++,39,0,0,0,0,0,0,8,0,11424,2460,0.00
Orlangur,0.00,0.01,0.00,5,0,-,C#,35,0,0,0,0,0,0,0,0,-,14824,0.01
Whalanator,0.00,0.00,0.00,2,0,-,C++,14,0,0,0,0,0,0,0,0,11504,2720,0.00
evandrix,0.00,0.00,0.00,2,0,2.7,Python,12,0,0,0,0,0,2,0,0,-,6412,0.00
DreamWang,0.00,0.05,0.00,5,0,-,java,65,0,0,0,0,1,2,64,0,-,21796,0.04
pps789,0.00,0.00,0.00,3,0,-,C++,18,0,0,0,0,0,0,0,0,14120,2328,0.00
yaegashi,0.00,0.00,0.00,2,0,-,C++,37,0,0,0,0,0,0,0,0,11224,2400,0.00
sancho,0.00,0.00,0.00,9,0,-,C++,35,0,0,0,0,0,0,0,0,12128,2500,0.00
Borisp,0.00,0.00,0.00,2,0,-,C++,41,0,0,0,0,0,0,0,0,10968,2488,0.00
MeloFix,0.00,0.00,0.00,18,0,3.5,Python,27,0,0,0,0,2,1,0,0,-,7196,0.00
cos,0.00,0.00,0.00,4,0,-,C++,44,0,0,0,0,0,1,0,0,8744,2632,0.00
tdang33,0.00,0.00,0.00,1,0,2.7,Python,13,0,0,0,0,0,2,0,0,-,6328,0.00
Cruiser,0.00,0.00,0.00,3,0,-,C,22,0,0,0,0,139,0,0,0,7800,2072,0.00
xiaowuc1,0.00,0.06,0.00,7,0,-,java,71,0,0,0,0,0,0,72,0,-,23912,0.05
fagu,0.00,0.00,0.00,4,0,-,C++,46,0,0,0,0,0,0,0,0,9576,2344,0.00
metishams,0.00,0.00,0.00,7,0,-,C++,33,0,0,0,0,0,0,0,0,11912,2596,0.00
AhmadMamdouh,0.00,0.07,0.00,11,0,-,java,76,0,0,0,0,0,1,64,0,-,24076,0.06
Qwertyuiop,-,-,-,9,-,2.7,Python,46,-,0,-,-,-15,0,-,-,-,-,-
ulrikdem,0.00,0.00,0.00,1,0,-,C++,22,0,0,0,0,0,0,0,0,10008,2508,0.00
chiguri,0.00,0.00,0.00,11,0,-,C++,33,0,0,0,0,0,0,0,0,7640,2340,0.00
mdrm,0.00,0.00,0.00,7,0,2.7,Python,31,0,0,0,0,0,6,0,0,-,9016,0.00
stormageddon,0.00,0.00,0.00,3,0,-,C++,24,0,0,0,0,0,0,0,0,11176,2624,0.00
LazyAnna,0.00,0.00,0.00,2,0,-,C++,51,0,0,0,0,0,0,0,0,13232,2592,0.00
monad,0.00,0.00,0.00,4,0,-,C++,77,0,0,0,0,0,0,0,0,8096,2256,0.00
demaio,0.00,0.00,0.00,4,0,2.7,Python,21,0,0,0,0,0,1,0,0,-,6344,0.00
mattz,0.00,0.01,0.00,9,0,2.7,Python,33,0,0,0,0,0,1,0,0,-,6332,0.01
nwalton,0.00,0.00,0.00,4,0,2.7,Python,20,0,0,0,0,0,0,8,0,-,6520,0.00
aj95,0.00,0.00,0.00,2,0,-,C++,31,0,0,0,0,134,1,0,0,12576,2628,0.00
Celeritous,0.00,0.00,0.00,11,0,2.7,Python,29,0,0,0,0,0,14,0,0,-,6360,0.00
sdchikorde,-,-,-,0,-,-,C,35,-,1,-,-,-1,0,-,-,-,-,-
Mamick,0.00,0.00,0.00,1,0,-,C++,20,0,0,0,0,0,0,0,0,11904,2596,0.00
Jorik,0.00,0.00,0.00,3,0,-,C++,54,0,0,0,0,0,0,0,0,14352,2584,0.00
lysa0,-,-,-,24,-,-,C++,265,-,0,-,-,-15,0,-,-,22312,-,-
frp,0.00,0.00,0.00,5,0,-,C++,35,0,0,0,0,0,0,0,0,16960,2468,0.00
TVH,0.00,0.08,0.00,3,0,-,java,32,0,0,0,0,0,1,72,0,-,25088,0.07
ihadanny,0.00,0.98,0.00,8,0,2.7,Python,39,0,0,0,0,0,4,0,0,-,6392,0.98
Imnimo,0.01,0.09,0.00,20,0,-,java,58,0,0,0,0,0,2,64,0,-,40172,0.09
Anaros,0.00,0.04,0.00,7,0,-,java,52,0,0,0,0,1,0,64,0,-,21520,0.04
shyam23vinay,0.00,0.00,0.00,0,0,-,C++,28,0,0,0,0,0,2,0,0,12096,2400,0.00
Dishooraj,0.00,0.07,0.00,20,0,-,java,49,0,0,0,0,0,2,64,0,-,24340,0.06
Maricel,0.00,0.08,0.01,12,0,-,java,42,0,0,0,0,0,0,72,0,-,29684,0.06
vntshh,-,-,-,4,-,-,C++,36,-,4,-,-,-1,2,-,-,-,-,-
MichaelGu,0.00,0.00,0.00,14,0,-,C++,65,0,0,0,0,0,2,0,0,29048,2600,0.00
Uts,0.00,0.00,0.00,3,0,2.7,Python,11,0,0,0,0,0,0,0,0,-,6384,0.00
yevshin,0.00,0.05,0.00,3,0,-,java,19,0,0,0,0,0,0,64,0,-,22932,0.04
Aurel,0.00,0.00,0.00,2,0,2.7,Python,16,0,0,0,0,0,0,0,0,-,6468,0.00
Vaush,0.00,0.00,0.00,2,0,-,C++,23,0,-15,0,0,127,0,0,0,-,1412,0.00
CurlyMo,-,-,-,8,-,2.7,Python,31,-,0,-,-,1,1,-,-,-,-,-
Ogorod98,0.00,0.01,0.00,3,0,3.5,Python,12,0,0,0,0,2,1,0,0,-,7284,0.00
hero80,0.00,0.04,0.00,10,0,-,java,52,0,0,0,0,1,3,64,0,-,21392,0.04
greencis,0.00,0.00,0.00,4,0,-,C++,21,0,0,0,0,0,2,0,0,11168,2612,0.00
zaskar,0.00,0.00,0.00,2,0,-,C++,31,0,0,0,0,0,0,0,0,14864,2380,0.00
MatFiz,0.00,0.01,0.00,6,0,-,C#,31,0,0,0,0,0,0,0,0,-,14332,0.01
apiapiapiad,0.00,0.00,0.00,1,0,-,C++,39,0,0,0,0,0,1,0,0,8088,2352,0.00
tana,0.00,0.00,0.00,0,0,2.7,Python,8,0,0,0,0,0,0,0,0,-,6324,0.00
davi0015,0.00,0.00,0.00,7,0,-,C++,39,0,0,0,0,0,0,0,0,10704,2448,0.00
alexrcoleman,0.00,0.10,0.00,1,0,-,java,45,0,0,0,0,0,0,72,0,-,26720,0.10
YYOne,-,-,-,42,-,-,C++,225,-,4,-,-,-1,1,-,-,-,-,-
cki86201,0.00,0.00,0.00,3,0,-,C++,42,0,0,0,0,0,0,0,0,8456,2744,0.00
danielzhang,0.00,0.04,0.00,17,0,-,java,82,0,0,0,0,1,5,64,0,-,21540,0.04
zliu,0.00,0.00,0.00,4,0,-,C++,56,0,0,0,0,0,0,0,0,11024,2460,0.00
fbossiere,0.00,0.00,0.00,4,0,2.7,Python,33,0,0,0,0,2,0,0,0,-,6128,0.00
Pitaga,0.00,0.07,0.01,18,0,-,java,24,0,0,0,0,0,0,72,0,-,29628,0.06
dyukha,0.00,0.00,0.00,8,0,-,C++,53,0,1,0,0,127,0,0,0,-,1376,0.00
sajninredoc,0.00,0.00,0.00,6,0,-,C++,24,0,0,0,0,0,0,0,0,10816,2516,0.00
Sohieb,-,-,-,4,-,-,C++,42,-,4,-,-,-1,0,-,-,-,-,-
I3MNIX,0.00,0.00,0.00,4,0,-,C++,27,0,0,0,0,0,0,0,0,11904,2456,0.00
antoninb,0.00,0.01,0.00,3,0,2.7,Python,31,0,0,0,0,0,0,0,0,-,6516,0.01
marcoskwkm,0.00,0.00,0.00,0,0,2.7,Python,11,0,0,0,0,0,0,0,0,-,6296,0.00
Hogan,0.00,0.00,0.00,4,0,-,C++,19,0,0,0,0,0,0,0,0,7256,2372,0.00
prumnopitys,0.00,0.00,0.00,6,0,3.5,Python,23,0,1,0,0,2,4,0,0,-,7200,0.00
kawatea,0.00,0.00,0.00,11,0,-,C++,20,0,0,0,0,0,0,0,0,7440,2356,0.00
Idiotton,0.00,0.00,0.00,9,0,3.5,Python,11,0,0,0,0,2,1,0,0,-,7164,0.00
zhymaoiing,-,-,-,5,-,-,C#,28,-,1,-,-,-1,0,-,-,-,-,-
ICastro,0.00,0.00,0.00,3,0,-,C++,39,0,0,0,0,0,2,0,0,12024,2460,0.00
codingbug,0.00,0.00,0.00,7,0,-,C++,28,0,0,0,0,0,0,0,0,10008,2608,0.00
tonyxty,0.00,0.00,0.00,1,0,-,C++,20,0,0,0,0,0,0,0,0,7240,2424,0.00
lexuanan,0.00,0.00,0.00,4,0,-,C++,36,0,0,0,0,0,2,0,0,12344,2624,0.00
Hamukichi,0.00,0.00,0.00,13,0,3.5,Python,26,0,0,0,0,2,3,0,0,-,7196,0.00
sazas,0.00,0.00,0.00,7,0,-,C++,40,0,0,0,0,0,0,0,0,11232,2568,0.00
md91829,0.00,0.00,0.00,2,0,-,C++,31,0,0,0,0,0,0,0,0,11856,2480,0.00
RayChris,3.29,4.01,3.17,7,0,-,C++,76,0,0,0,0,0,10,137456,0,30800,2600,0.83
ShawnDong,0.00,0.00,0.00,0,0,-,C++,19,0,0,0,0,0,0,0,0,12448,2536,0.00
Pascualino,0.00,0.00,0.00,2,0,-,C++,19,0,0,0,0,0,0,0,0,10624,2484,0.00
binig,0.00,0.04,0.00,6,0,-,java,41,0,0,0,0,1,3,64,0,-,21960,0.04
shjj,-,-,-,4,-,-,C++,26,-,0,-,-,-15,1,-,-,8768,-,-
vibhorgoel,3.04,3.99,3.05,7,0,-,C++,48,0,0,0,0,0,2,137264,0,14144,2548,0.93
GaMBttO,0.00,0.07,0.00,8,0,-,java,40,0,0,0,0,0,0,64,0,-,24288,0.06
thocevar,0.00,0.00,0.00,4,0,-,C++,44,0,0,0,0,0,1,0,0,10392,2452,0.00
nip,0.00,0.00,0.00,5,0,2.7,Python,12,0,0,0,0,0,1,0,0,-,6512,0.00
OnionPringles,0.00,0.00,0.00,6,0,-,C++,59,0,0,0,0,0,1,0,0,7896,2448,0.00
Akshaya,0.00,-,-,6,-,2.7,Python,45,-,0,-,-,-15,1,-,-,-,-,-
trort,0.00,0.00,0.00,1,0,2.7,Python,12,0,0,0,0,0,1,0,0,-,6372,0.00
Fulcrum,0.00,0.00,0.00,7,0,-,C++,25,0,0,0,0,0,0,0,0,10984,2464,0.00
zhuny,0.00,0.00,0.00,35,0,3.5,Python,70,0,1,0,0,2,3,0,0,-,7168,0.00
romd,0.00,0.00,0.00,9,0,2.7,Python,25,0,0,0,0,0,0,8,0,-,6316,0.00
chubakueno,0.00,0.00,0.00,0,0,-,C++,19,0,0,0,0,0,0,0,0,10832,2620,0.00
moranski,0.00,0.00,0.00,3,0,-,C++,21,0,0,0,0,0,0,0,0,11056,2596,0.00
Nepeta,0.00,0.00,0.00,6,0,2.7,Python,12,0,0,0,0,0,4,0,0,-,6664,0.00
Zeroe,0.00,0.00,0.00,17,0,2.7,Python,34,0,0,0,0,0,3,8,0,-,7148,0.00
sy2006,0.00,0.00,0.00,1,0,-,C++,38,0,0,0,0,0,0,0,0,7632,2364,0.00
pulkitsinghal,0.00,0.00,0.00,1,0,-,C++,26,0,0,0,0,0,0,0,0,12352,2448,0.00
jaedong,0.00,0.00,0.00,6,0,-,C++,39,0,0,0,0,0,0,0,0,11064,2700,0.00
kurena,0.00,0.01,0.00,0,0,2.7,Python,14,0,0,0,0,0,0,0,0,-,6496,0.01
dened,0.01,0.05,0.01,27,0,-,java,110,0,0,0,0,1,6,64,0,-,21736,0.03
Skywave,0.00,0.04,0.00,8,0,-,java,26,0,0,0,0,1,0,64,0,-,21612,0.04
ddddddpppppp,0.00,0.00,0.00,5,0,-,C++,35,0,0,0,0,0,0,0,0,8752,2564,0.00
317070,0.00,0.00,0.00,9,0,3.5,Python,36,0,0,0,0,2,2,0,0,-,7216,0.00
GaryWu,0.00,0.00,0.00,4,0,-,C++,34,0,0,0,0,0,7,0,0,12568,2556,0.00
a1ex,0.00,0.01,0.00,8,0,2.7,Python,18,0,0,0,0,0,6,0,0,-,6320,0.01
jonathanwoenardi,0.00,0.00,0.00,4,0,-,C++,41,0,0,0,0,0,0,0,0,12112,2584,0.00
qnighy,0.00,0.00,0.00,2,0,3.5,Python,4,0,0,0,0,2,2,0,0,-,7156,0.00
erzpan,0.00,0.04,0.00,17,0,-,java,152,0,0,0,0,1,0,64,0,-,21628,0.04
Bosz,0.00,0.01,0.00,3,0,2.7,Python,20,0,0,0,0,0,3,0,0,-,6380,0.01
xeina,0.00,0.00,0.00,13,0,2.7,Python,53,0,0,0,0,0,19,8,0,-,6448,0.00
AngryBacon,-,-,-,4,-,-,C++,26,-,1,-,-,-1,0,-,-,-,-,-
atfelix,0.00,0.00,0.00,2,0,3.5,Python,14,0,0,0,0,2,0,0,0,-,7220,0.00
Moketi,0.00,0.00,0.00,7,0,-,C++,35,0,0,0,0,0,1,0,0,7368,2316,0.00
LotK,0.00,0.00,0.00,2,0,-,C++,19,0,0,0,0,0,0,0,0,7808,2316,0.00
ctzsm,0.00,0.00,0.00,2,0,-,C++,40,0,0,0,0,0,3,0,0,10312,2236,0.00
yllan,0.00,0.00,0.00,3,0,-,C++,29,0,0,0,0,0,0,0,0,7512,2448,0.00
hhwang,0.00,0.00,0.00,2,0,2.7,Python,8,0,0,0,0,0,0,0,0,-,6384,0.00
dnufer,0.00,0.00,0.00,5,0,2.7,Python,12,0,0,0,0,0,0,0,0,-,6428,0.00
Vitaliy,0.00,0.00,0.00,3,0,-,C,31,0,0,0,0,0,0,0,0,8184,2368,0.00
swmuron,-,-,-,19,-,2.7,Python,56,-,0,-,-,1,14,-,-,-,-,-
aeremin,0.00,0.00,0.00,1,0,3.5,Python,6,0,0,0,0,2,0,0,0,-,7264,0.00
ZhouYuChen,0.00,0.01,0.00,2,0,2.7,Python,20,0,0,0,0,0,1,0,0,-,6516,0.01
jarsp,0.00,0.00,0.00,2,0,2.7,Python,16,0,0,0,0,0,0,8,0,-,6380,0.00
pekempey,0.00,0.00,0.00,6,0,-,C++,25,0,0,0,0,0,0,0,0,11536,2636,0.00
Darkgeass,0.00,0.00,0.00,3,0,-,C++,17,0,0,0,0,0,0,0,0,10360,2472,0.00
rishicomplex,0.00,0.00,0.00,5,0,-,C++,31,0,0,0,0,0,0,0,0,10840,2580,0.00
eatmore,0.00,0.04,0.00,11,0,-,java,63,0,0,0,0,0,0,64,0,-,22648,0.04
178855371157,0.00,0.00,0.00,5,0,2.7,Python,13,0,0,0,0,0,0,0,0,-,8644,0.00
GuanYu,0.00,0.00,0.00,8,0,-,C++,33,0,0,0,0,0,7,0,0,7568,2360,0.00
hsyeo,0.00,0.00,0.00,2,0,-,C++,22,0,0,0,0,0,0,0,0,10280,2684,0.00
STEP5,0.00,0.00,0.00,5,0,-,C++,49,0,0,0,0,0,1,0,0,11864,2516,0.00
usaxena95,0.00,0.00,0.00,2,0,-,C++,33,0,0,0,0,0,7,0,0,12080,2472,0.00
rversteegen,0.00,0.02,0.00,0,0,2.7,Python,16,0,0,0,0,0,0,0,0,-,6356,0.02
MathProgrammer,0.00,0.01,0.00,14,0,2.7,Python,48,0,0,0,0,0,3,8,0,-,6396,0.01
adrik,-,-,-,6,-,-,C#,29,-,1,-,-,-1,0,-,-,-,-,-
fullfool,0.00,0.00,0.00,26,0,2.7,Python,55,0,0,0,0,2,16,0,0,-,6100,0.00
cloudzfy,0.00,0.00,0.00,2,0,-,C++,57,0,0,0,0,0,7,0,0,8240,2208,0.00
Beardhat,0.00,0.01,0.00,22,0,-,C#,142,0,0,0,0,0,3,0,0,-,14588,0.01
linacurious,0.00,-,-,9,-,2.7,Python,23,-,0,-,-,1,0,-,-,-,-,-
Tinyyy,0.00,0.08,0.00,2,0,-,C++,35,0,0,0,0,0,1,0,0,10504,2580,0.08
vaxyzek,0.00,0.00,0.00,20,0,2.7,Python,43,0,0,0,0,2,7,0,0,-,6188,0.00
rmumi,0.00,0.00,0.00,1,0,-,C++,23,0,0,0,0,0,0,0,0,9944,2516,0.00
cfcfs,0.00,0.00,0.00,6,0,2.7,Python,18,0,0,0,0,0,1,0,0,-,8744,0.00
