user_id,syatem_time,wall_clock,system_time,blanks,avg_memory,compiler_version,language,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
edisonarango,0.00,0.11,0.00,6,0,-,java,56,0,0,0,0,0,6,64,0,-,26216,0.11
kaizerwing,-,-,-,0,-,2.7,Python,18,-,0,-,-,1,0,-,-,-,-,-
hiaatcnd,0.00,0.00,0.00,4,0,-,C++,31,0,0,0,0,0,0,0,0,11384,2516,0.00
stan,0.00,0.04,0.00,3,0,2.7,Python,15,0,0,0,0,0,0,0,0,-,6484,0.04
yutaka1999,0.00,0.00,0.00,3,0,-,C++,29,0,0,0,0,0,0,0,0,7496,2256,0.00
Shloub,0.00,0.00,0.00,2,0,-,C++,27,0,0,0,0,0,0,0,0,16920,2444,0.00
lostinlogfile,0.00,0.00,0.00,2,0,-,C++,39,0,1,0,0,127,0,0,0,-,1372,0.00
hank55663,0.00,0.00,0.00,0,0,-,C++,17,0,0,0,0,0,0,0,0,9496,2744,0.00
tfliao,0.01,0.09,0.00,7,0,-,java,45,0,0,0,0,0,0,64,0,-,25388,0.08
Auenwald,0.00,0.00,0.00,4,0,-,C++,24,0,0,0,0,0,0,0,0,11672,2528,0.00
lahavane,0.00,0.01,0.00,6,0,2.7,Python,39,0,0,0,0,0,2,0,0,-,6432,0.01
AlexFetisov,0.01,0.05,0.00,11,0,-,java,81,0,0,0,0,0,6,72,0,-,22784,0.04
nonreviad,0.00,0.01,0.00,0,0,2.7,Python,23,0,0,0,0,0,0,0,0,-,6236,0.00
cold5r,0.00,0.05,0.00,25,0,-,java,174,0,0,0,0,0,0,72,0,-,22772,0.04
