user_id,blanks,coments,language,cloc
VotBear,15,6,C++,89
nicesap,25,0,C++,193
NGG,22,3,C++,115
mfv,6,0,java,53
shindannin,6,0,C++,53
CarpathianCoder,32,1,C++,120
lookingfor,14,12,C++,176
giongto35,10,2,C++,39
pjsdream,19,0,C++,161
aropan,11,0,C++,68
qin,7,0,C++,65
turbin,19,0,C++,161
ktesar,40,34,C++,179
staniek,11,0,C++,84
zlzmsrhak,20,1,C++,63
Ripatti,9,1,C++,75
farzadab,25,1,C++,114
JialinOuyang,9,0,C++,67
olalia,18,0,C++,95
mkut,17,0,C++,90
ituphanov,27,7,C++,124
KOTEHOK,8,0,C++,55
lisang,13,3,C++,55
lwq,19,0,C++,128
OlegHaracidi,26,1,java,95
nwin,3,5,Python,87
steiner,51,0,C++,216
RiKang,8,0,C++,75
keivan,11,0,C++,73
rbommel,13,0,C++,97
KomarovAndrey,13,3,java,55
DCLXVI,25,1,C++,114
xiaodao,14,0,C++,71
klad2008,8,0,C++,68
AS1,25,0,C++,193
Arti1990,11,0,C++,73
Eryx,32,1,C++,120
WeiLiu,7,3,C#,105
dragon007,24,0,C++,151
ZhouYuChen,8,0,C++,75
Blakman,22,0,C#,199
david942j,14,4,C++,70
tkociumaka,10,0,C++,98
alberist2,2,0,Python,35
petrzlen,17,0,C++,90
darkKelvin,18,0,C++,119
nip,3,0,Python,29
dragonic,51,0,C++,216
jamu,11,0,java,84
RalphFurmaniak,10,0,C++,98
LeoMao,1,0,Python,28
eatmore,15,0,java,72
Ignat,17,1,C++,80
maciejk,20,1,C++,63
jaro3000,26,1,C++,95
PhilipPV,11,0,C++,90
ir5,25,1,C++,242
userresu,9,1,C++,75
xiaowuc1,13,2,java,70
meret,11,0,C++,110
MikeMirzayanov,14,12,C++,176
zhanyl,17,1,C++,80
vbuterin,27,7,C++,122
