user_id,blanks,coments,language,cloc
TakanashiRikka,7,2,C++,66
BinaryShaman,7,0,java,71
yao11617,27,7,C++,115
hanhan0912,3,2,C++,70
hehaodele,3,6,C++,52
sLeviN,4,0,C++,28
Elias,7,2,java,66
K0stIa,0,0,Python,24
XSquare,9,0,C++,68
jiaqiyang,10,0,C++,68
whxwhx,5,0,C++,100
linguo,7,0,Python,74
lzx,17,2,C++,107
morojenoe,18,1,C++,105
Arti1990,5,0,C++,51
y3eadgbe,14,6,C++,162
TryAndSee,7,0,C++,63
devjoe,15,1,Python,81
Candela,18,15,Python,191
sanekspot,12,0,C++,70
sigma425,4,0,C++,53
Seter,2,0,Python,40
carlop,8,0,C++,47
graf,4,0,Python,46
auguste,12,0,C++,69
artberryx,12,0,C++,70
quailty,5,2,C++,65
Leonspirit,7,0,C++,71
matthew99,19,0,C++,117
jsannemo,4,0,C++,53
Babouche,6,0,C++,42
nadoo,18,1,C++,105
Capp,21,4,Python,93
AndreySergunin,12,0,C++,69
a3nm,7,2,C++,35
ojos,3,0,Python,46
Nikitosh,7,0,C++,55
ZaN,5,2,C++,65
cchli,3,6,java,52
yxfish13,7,0,C++,66
VisualPaul,3,18,C++,61
GlebsHP,1,0,C++,55
Ericcwang,4,0,C++,44
meowmeow,0,0,Python,46
yaoshimax,24,7,C++,97
Deneb,7,2,C++,35
olpetOdessaONU,3,0,C++,55
ChienYu,6,1,Python,51
natufunu,3,6,C++,49
Shapo,6,0,C++,69
petuhovskiy,15,6,java,180
smapson,12,0,Python,65
grebnesieh,14,1,Python,82
dotato,18,7,C++,103
RiversDeng,4,0,C++,44
vdeksel,13,0,C++,53
Klockan,7,2,C++,61
skdudn321,3,6,C++,49
TerrencePark,19,0,java,117
stevenhao,0,5,C++,44
majk,6,0,Python,67
pwecar,6,0,C++,89
fanKarpaty,24,7,java,97
zscoder,14,6,C++,162
PhilipsT,2,6,C++,32
liuq901,7,0,C++,55
anari,0,0,Python,50
freak93,8,0,C++,73
rabot,6,0,java,56
RLM,19,6,C++,172
pswgoo,8,1,C++,61
sjhu,3,0,C++,37
zec23456,6,0,C++,56
YvesChan,11,0,C++,71
nxy0520,2,6,C++,32
Monads,4,0,C++,53
AdGold,9,2,Python,87
lyc2147483647,15,6,C++,180
langdamao,19,6,C++,172
WYOCMWYH,20,6,C++,100
Tinsane,18,7,C++,103
LeoMao,2,0,Python,47
kyc,6,0,java,42
mystic,8,1,C#,89
IRSisyphus,27,7,C++,115
Gnivom,18,0,C++,120
Nore,4,0,Python,42
evima,18,0,C++,120
patcho168,10,1,Python,73
15joeybloom,0,0,C++,73
akhtyamovpavel,3,0,C++,35
OEtzi007,8,9,C++,73
Aksenov239,10,0,java,68
mingqifs,1,0,Python,42
zylber,5,0,C++,51
azaky,4,0,C++,41
alpha3,6,0,Python,42
calvinleenyc,1,1,C++,56
Tangjz,5,0,C++,34
lmzqwer2,1,0,C++,48
raoxj,7,0,C++,49
axp,5,0,C++,100
liniku,9,0,C++,68
afaji321,2,0,C++,33
chokudai,17,8,C#,55
yancouto,10,1,C++,46
bsnipers,6,0,C++,48
