user_id,blanks,coments,language,cloc
festony,21,8,Python,91
domeng,1,0,C++,40
PalmPTSJ,1,6,C++,4
Eryx,12,0,C++,44
msg555,6,0,C++,50
VittorioIt,8,0,java,38
whsb,20,28,C++,144
polmauri,0,0,C++,23
ecnerwala,1,23,C++,0
alexeykuzmin0,11,0,C#,69
edorundo,9,0,java,50
dhh1995,19,0,C++,174
JiK,7,0,C++,98
Naonao,0,0,java,23
ronalchn,15,4,C++,69
Yoshiap,30,2,C++,136
Krazul,11,3,C++,57
psir,11,20,C++,204
y3eadgbe,1,0,C++,85
Kraken,1,0,java,40
apiad,0,1,C++,37
tlawrence85,18,1,C++,132
iridescent,20,2,C++,83
AlexAlvarez,9,0,C++,60
domingos86,1,0,C++,85
lewha0,1,7,C++,4
forifchen,29,1,C++,197
cmd,3,0,C++,79
drazil,8,0,C++,38
alexmat21,3,0,C++,55
dimer,0,3,C++,121
Polemarch,0,2,C#,42
flashmt,20,2,C++,85
Robodave,9,0,C++,50
Fly33,0,2,C++,41
Gustavostor,20,4,C++,224
SnapDragon,6,0,C++,113
a9108,20,28,C++,144
rafaeldaigo,16,4,C++,177
zetas,20,2,java,85
RimasT,24,5,Python,181
Salls,6,0,C++,113
TankEngineer,1,0,C++,53
Samjay,6,1,java,41
Multifarious,11,4,Python,112
wishlin,5,3,C++,34
royf,6,0,Python,45
evima,15,3,C++,133
dhkk,1,23,C++,0
liymouse,1,0,C++,25
mikhailOK,9,4,java,83
hamadu,5,3,java,34
Mister,7,4,C++,91
robot13,7,0,C++,98
CLDP,16,4,C++,158
thalassarche,4,0,C++,44
DAle,20,0,C++,99
eddy1021,30,2,C++,136
DoublePointer,1,0,java,25
pieguy,4,1,C++,65
MauricioC,1,0,C++,3
eMBe,13,0,Python,69
stzgd,10,4,C++,98
Tedium,4,0,C++,31
tsholmes,7,0,java,32
RTaghizadeh,1,0,C++,35
X303,12,0,java,44
goalboy1015,7,0,java,34
ilackthatsuperpower,9,0,C++,240
slipperyfrob,15,4,C++,45
Kriiii,7,0,C++,32
sy2006,3,0,C++,55
Xellos,7,0,C++,34
baihacker,3,0,C,41
zholnin,1,20,Python,0
xyz111,9,4,C++,83
jtc172,21,1,C++,145
Rawnblade,5,0,java,41
ValenKof,12,0,C++,57
dllu,11,19,C++,205
nathanajah,20,4,C++,224
cki86201,6,0,C++,42
surwdkgo,19,0,C++,174
ArcherShot,2,0,C++,27
stqn,9,5,Python,72
wang108,4,0,java,31
sevenkplus,20,0,C++,99
marcoskwkm,29,1,C++,197
miguelmaurizio,1,16,java,0
kawatea,9,0,C++,240
ishraq,9,0,C++,56
Tellmarch,15,4,java,45
rabbitTR,7,4,C++,94
Celicath,5,0,C++,41
DrBacon,20,4,Python,93
chokudai,10,0,C#,54
Lewin,18,1,java,132
venco5,15,3,C++,133
mkirsche,0,0,java,29
square7,1,16,C++,0
ffao,2,0,Python,50
kmjp,1,16,C++,0
