user_id,avg_memory,wall_clock,system_time,blanks,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
00wuyu00,0,0.37,0.05,119,C++,-,103,0,0,0,0,0,0,3056,0,49904,-,-,41776,0.32
0x0,0,2.48,0.13,10,Java,-,94,0,0,0,0,0,2,72,0,3444,-,-,317280,2.51
0x42,0,8.46,0.35,31,Java,-,93,0,0,0,0,0,3,80,0,3477,-,-,715536,8.82
213r,0,0.10,0.04,5,Python,2.7,36,8,0,0,0,0,4,0,0,1657,-,-,19436,0.05
ACMonster,0,5.66,0.00,89,C++,-,80,0,0,0,0,0,1,0,0,24288,-,-,7704,5.65
ACube,0,0.00,0.00,212,C++,-,152,0,0,0,0,0,8,0,0,24640,-,-,3740,0.00
ADJA,0,0.00,0.00,126,C++,-,91,0,0,0,0,0,0,0,0,22552,-,-,2532,0.00
AMV,-,-,-,39,Python,2.7,211,-,0,-,-,1,7,-,-,12303,-,ImportError,-,-
AS1,0,5.71,0.00,1,C++,-,70,0,0,0,0,0,0,0,0,34688,-,-,6476,5.70
ASotelo,0,0.09,0.01,2,Java,-,105,0,1,0,0,1,5,72,0,4152,Unknown error,java.io.FileNotFoundException:,23688,0.04
AbsentMoniker,0,0.01,0.00,7,Python,2.7,153,16,0,0,0,1,6,0,0,4278,-,Unknown,6476,0.00
AhmadMamdouh,0,0.91,0.06,11,Java,-,124,0,0,0,0,0,1,80,0,2905,-,-,120544,0.84
Akim,0,2.40,0.00,8,C++,-,66,0,0,0,0,0,0,0,0,33728,-,-,7756,2.39
AlbertoLCS,0,0.00,0.00,85,C++,-,73,0,0,0,0,0,0,0,0,15280,-,-,2468,0.00
AlexAlvarez,-,-,-,10,C++,-,76,-,0,-,-,-15,0,-,-,17744,-,Timeout,-,-
AlexLin,-,-,-,12,C++,-,113,-,0,-,-,-15,12,-,-,61456,-,Timeout,-,-
Alexander86,0,1.42,0.01,7,C++,-,114,0,0,0,0,0,0,0,0,50080,-,-,85432,1.40
AlvinChow,0,0.02,0.00,24,C#,-,170,0,0,0,0,1,9,0,0,5632,-,: System.NullReferenceException,9536,0.01
