user_id,blanks,coments,language,cloc
edemo,7,17,Python,360
BNieuwenhuizen,28,0,C++,123
yarrr,24,2,java,88
Sharph,17,0,C++,52
Balajiganapathi,8,3,C++,53
JohnSmith,10,0,C++,74
tokoharu,18,5,C++,126
natsugiri,12,0,C++,116
AngryBacon,28,16,C++,114
hpmv,1,4,Python,60
Jonasz,16,6,Python,179
demidenko,16,0,C++,178
wook,19,6,C++,153
strapahuulius,24,2,C++,87
romanandreev,9,0,C++,77
netkuba,7,17,C++,360
devjoe,56,4,Python,218
tmt514,9,3,C++,53
AlvinChow,19,0,C,92
krijgertje,16,7,C++,71
ogiekako,18,5,java,134
maciejk,18,5,C++,134
squahtx,17,0,C++,52
STEP5,11,3,C++,48
SeeBees,23,2,java,91
fiver,13,1,C#,91
Binnie,28,0,Python,123
Sfairat,1,4,C++,60
Miceren,25,13,C++,102
otacon,5,8,Python,101
ashmelev,32,22,C++,166
YOBA,33,63,Python,165
vedg,2,0,C++,43
TankEngineer,11,0,C++,113
Lunarmony,14,0,C++,113
csegura,25,13,C++,102
royf,29,1,Python,282
l521530,29,1,C++,276
dreamoon,31,40,C++,203
mikhailOK,12,0,java,99
hamadu,11,3,java,68
barryd,48,25,Python,318
xiaowuc1,12,0,java,116
abryant,4,0,java,128
vlada,30,5,Python,273
Lukasz16a,15,3,C++,101
tkociumaka,4,0,C++,128
Tenyoku,12,0,C++,113
chEEtah,11,3,C++,68
doudouille,60,25,C++,193
jchen314,7,0,java,71
nirhershko,60,25,Python,193
pieguy,24,2,C++,88
MauricioC,18,3,C++,80
sdya,13,1,C++,91
gojira,32,22,C++,166
Maryann,29,22,C#,162
olalia,33,47,C++,181
cgy4ever,24,2,C++,87
bmerry,1,2,C++,29
davidv,4,0,C++,46
Snuke,47,25,C++,309
paulliu,25,22,java,189
CatalinT,12,0,C++,113
levlam,9,0,C++,77
Huziwara,2,0,C++,43
SnapDragon,9,0,C++,63
kyuridenamida,4,0,C++,46
surwdkgo,22,5,C++,146
vot,11,0,java,113
Nicolas16,15,11,C++,73
Griffon,19,0,java,92
sohelH,22,0,C++,92
GGed,12,0,C++,99
indifferent,31,40,C#,203
Tellmarch,14,11,java,73
woodpecker112358,30,5,C++,273
Fcdkbear,18,5,C++,126
KennyHORROR,7,0,C++,71
jkud,22,0,Python,92
jxwuyi,24,2,C++,81
mugurelionut,10,0,C++,74
SmartSchizo,16,9,C++,71
kennyChiu,8,0,C++,83
d6d0d1a8,29,22,C++,162
dolphinigle,7,3,Python,66
Xhark,35,2,C++,141
Alexander86,25,22,C++,189
ryuuga,3,0,Python,37
meret,23,2,C++,91
pivizz,19,6,C#,153
