user_id,avg_memory,wall_clock,system_time,blanks,avg_RAM,language,cloc,nbr_file_in,compiled,swap_main_memory,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compiler_version,compile_error_msg,run_error_msg,max_RAM,user_time
kosvik,0,0.09,0.00,20,0,C++,79,0,0,0,0,3,0,0,24464,-,-,-,2476,0.04
koyahi,0,0.08,0.00,12,0,C++,57,0,0,0,0,4,0,0,9568,-,-,-,2612,0.03
koyumeishi,0,0.15,0.00,9,0,C++,63,0,0,0,0,0,0,0,17512,-,-,-,2324,0.07
krienson,0,0.13,0.00,5,0,C++,37,0,0,0,0,3,0,0,21376,-,-,-,2468,0.06
kriii,0,0.00,0.00,8,0,C++,52,0,0,0,0,0,0,0,8336,-,-,-,2200,0.00
krio,-,-,-,14,-,Java,101,-,0,-,-15,5,-,-,2249,-,-,Timeout,-,-
ksamelyuk,0,0.08,0.00,4,0,C++,66,0,0,0,0,2,0,0,17440,-,-,-,2476,0.06
ksun48,0,0.00,0.00,4,0,C++,50,0,0,0,134,0,0,0,11864,-,-,Assertion failed,2380,0.00
kuangbin2013,0,0.00,0.00,3,0,C++,64,0,0,0,0,5,0,0,9872,-,-,-,2512,0.00
kubusgol,0,0.05,0.00,11,0,Java,109,0,0,0,1,4,72,0,1625,-,-,java.lang.NullPointerException,25372,0.04
kunalkukreja,0,0.00,0.00,1,0,C++,123,0,0,0,0,5,0,0,21928,-,-,-,2448,0.00
kuritzky,-,-,-,11,-,Python,55,-,0,-,1,7,-,-,-,3.5,-,File or Dir not found,-,-
l1n4r,-,-,-,8,-,C++,66,-,0,-,-15,0,-,-,8656,-,-,Timeout,-,-
lagoon0o0,0,0.00,0.00,1,0,C++,58,0,0,0,0,1,8,0,9976,-,-,-,2704,0.00
lamphanviet,-,-,-,9,-,C++,75,-,0,-,-15,3,-,-,10984,-,-,Timeout,-,-
laoriu,0,6.21,3.09,7,0,C++,42,0,0,0,0,0,145376,0,11424,-,-,-,2484,1.30
lawrenceli,0,0.00,0.00,8,0,C++,38,0,0,0,0,0,0,0,11208,-,-,-,2588,0.00
lawson,0,0.00,0.00,9,0,C++,64,0,0,0,0,0,0,0,12232,-,-,-,2560,0.00
lby,0,0.08,0.00,10,0,C++,38,0,0,0,0,7,0,0,9936,-,-,-,2592,0.04
lclan,0,0.09,0.00,2,0,C++,69,0,0,0,0,0,0,0,10048,-,-,-,2376,0.04
leanil,0,0.00,0.00,5,0,C++,52,0,0,0,134,0,0,0,21600,-,-,Unknown,2388,0.00
leek,0,0.12,0.00,15,0,C++,54,0,0,0,0,0,0,0,10952,-,-,-,2704,0.06
lemourin,0,0.12,0.00,11,0,C++,41,0,0,0,0,1,0,0,17080,-,-,-,2252,0.06
leo2,-,-,-,24,-,C#,98,-,1,-,-1,1,-,-,-,-,: Program `Ctest.exe' does not contain a static `Main' method suitable for an en,-,-,-
lewha0,-,-,-,12,-,C++,50,-,0,-,-15,0,-,-,7848,-,-,Timeout,-,-
lexmiir,0,1.49,0.00,9,0,Python,37,0,0,0,0,6,8,0,1380,2.7,-,-,6928,1.48
liangjiaxing,0,0.00,0.00,3,0,C++,50,0,0,0,0,3,0,0,20800,-,-,-,2508,0.00
liangsheng,0,0.00,0.00,3,0,C++,62,0,0,0,0,1,0,0,14760,-,-,-,2536,0.00
liangxi11,0,0.00,0.00,7,0,C++,53,0,0,0,0,0,0,0,8360,-,-,-,2220,0.00
liar,0,0.24,0.01,7,0,Python,39,8,0,0,0,0,0,0,2244,2.7,-,-,6608,0.23
lichenkoh,0,0.11,0.00,1,0,C++,52,0,0,0,0,1,0,0,11688,-,-,-,3344,0.05
likawind,0,0.00,0.00,4,0,C++,53,0,0,0,0,8,0,0,10912,-,-,-,2460,0.00
lilione,0,0.07,0.00,6,0,C++,61,0,0,0,0,0,8,0,9936,-,-,-,2720,0.03
linyufly,0,0.07,0.00,16,0,C++,47,0,0,0,0,2,0,0,9280,-,-,-,2256,0.03
liouzhou101,0,0.00,0.00,6,0,C++,87,0,0,0,0,0,0,0,10008,-,-,-,2476,0.00
littlefriend,0,0.07,0.00,1,0,C++,51,0,0,0,0,0,0,0,8080,-,-,-,2244,0.04
liuriloami,0,0.21,0.00,2,0,C++,50,0,0,0,0,0,0,0,23336,-,-,-,2544,0.11
liutianren,-,-,-,7,-,Python,42,-,0,-,-15,4,-,-,1978,2.7,-,Timeout,-,-
liuzhijian,0,0.06,0.00,12,0,C++,65,0,0,0,0,0,0,0,10304,-,-,-,2468,0.05
liymouse,-,-,-,5,-,C++,82,-,0,-,-15,0,-,-,9864,-,-,Timeout,-,-
lizhaozhen,0,0.20,0.00,5,0,C#,55,0,0,0,0,0,8,0,4608,-,-,-,21540,0.19
lmzqwer2,0,0.00,0.00,3,0,C++,50,0,0,0,0,0,0,0,9488,-,-,-,2548,0.00
lnsuyn,0,0.11,0.00,3,0,C++,67,0,0,0,0,0,0,0,7624,-,-,-,2320,0.05
logickaiser,0,0.24,0.00,9,0,C++,98,0,0,0,0,0,0,0,50232,-,-,-,2564,0.12
logicmachine,0,0.11,0.00,4,0,C++,42,0,0,0,0,0,0,0,17528,-,-,-,2516,0.06
lopek,0,0.61,0.00,7,0,C++,55,0,0,0,0,0,0,0,14992,-,-,-,2276,0.45
lostRating,0,0.00,0.00,9,0,C++,83,0,0,0,134,0,0,0,14608,-,-,underflow error reading the file,2548,0.00
lovekd,0,0.15,0.00,3,0,C++,113,0,0,0,0,5,0,0,9832,-,-,-,2684,0.07
loyolman,0,0.19,0.00,7,0,C++,40,0,0,0,0,3,0,0,21784,-,-,-,2476,0.09
lrgar,0,0.13,0.00,16,0,C++,51,0,0,0,0,7,0,0,26256,-,-,-,2512,0.08
ltaravilse,0,0.00,0.00,6,0,C++,57,0,0,0,0,0,0,0,21360,-,-,-,2532,0.00
luc4sdreyer,0,0.04,0.00,40,0,Java,257,0,0,0,1,7,72,0,4373,-,-,java.io.FileNotFoundException:,23620,0.04
lucaslima,-,-,-,13,-,C++,50,-,0,-,-15,4,-,-,19808,-,-,Timeout,-,-
lucasmelo,0,0.09,0.00,7,0,C++,52,0,0,0,0,0,0,0,10160,-,-,-,2540,0.04
lucasr,0,0.34,0.02,4,0,Java,49,0,0,0,0,0,72,0,1482,-,-,-,61820,0.36
lucifer2709,0,0.00,0.00,5,0,C++,54,0,0,0,135,1,0,0,11608,-,-,Unknown,2304,0.00
luckytoilet,-,-,-,14,-,Java,60,-,0,-,-15,2,-,-,2131,-,-,Timeout,-,-
lukasvst,0,0.41,0.03,21,0,Java,88,0,0,0,0,2,72,0,1543,-,-,-,62132,0.36
lvie,-,-,-,5,-,C++,45,-,0,-,-15,0,-,-,9880,-,-,Timeout,-,-
lx75249,0,0.22,0.00,0,0,C++,56,0,0,0,0,10,0,0,37048,-,-,-,2612,0.10
lyc,0,0.07,0.00,4,0,C++,44,0,0,0,0,0,0,0,9008,-,-,-,2684,0.03
lydrainbowcat,0,7.23,0.00,5,0,C++,62,0,0,0,0,0,0,0,9984,-,-,-,2592,5.16
lyoz,0,0.18,0.00,10,0,C++,81,0,0,0,0,1,0,0,43136,-,-,-,2672,0.11
m0m0c,0,0.00,0.00,6,0,C++,66,0,0,0,0,1,0,0,20312,-,-,-,2516,0.00
machy,0,0.14,0.00,5,0,C++,70,0,0,0,0,0,0,0,17640,-,-,-,2568,0.06
macmak,0,0.22,0.00,3,0,Python,38,8,0,0,0,1,0,0,1360,2.7,-,-,6676,0.22
madokamylove,0,0.00,0.00,4,0,C++,58,0,0,0,139,0,0,0,34200,-,-,Segmentation fault,2064,0.00
madxmad,0,0.25,0.00,13,0,C++,66,0,0,0,0,0,0,0,23440,-,-,-,2552,0.11
magao21,-,-,-,0,-,C++,43,-,1,-,-1,1,-,-,-,-,not declared,-,-,-
magicdlf,-,-,-,6,-,C++,73,-,1,-,-1,4,-,-,-,-,No such file or directory,-,-,-
magrady,0,0.08,0.00,3,0,C++,44,0,0,0,0,4,0,0,9168,-,-,-,2268,0.04
maker2807,0,1.14,0.00,14,0,C++,67,0,0,0,0,12,0,0,18064,-,-,-,2480,0.84
maksay,0,0.00,0.00,1,0,C++,57,0,0,0,0,0,0,0,10232,-,-,-,2480,0.00
malinovsky239,0,0.10,0.00,13,0,C++,65,0,0,0,0,1,0,0,9832,-,-,-,2700,0.04
mamekin,0,0.19,0.00,9,0,C++,62,0,0,0,0,0,0,0,39440,-,-,-,2560,0.11
maone,0,0.10,0.00,5,0,C++,44,0,0,0,0,0,0,0,10104,-,-,-,2464,0.04
mappinator,0,0.05,0.00,0,0,C++,49,0,0,0,0,0,0,0,8472,-,-,-,2724,0.04
marciofelix,0,0.03,0.00,17,0,C++,55,0,0,0,0,0,0,0,11200,-,-,-,2616,0.03
marijonas,0,0.09,0.00,5,0,C++,41,0,0,0,0,1,0,0,9864,-,-,-,2576,0.04
marim,0,0.21,0.00,15,0,C++,55,0,0,0,0,3,0,0,20768,-,-,-,2612,0.10
mark03,0,0.00,0.00,6,0,C++,62,0,0,0,0,0,0,0,22432,-,-,-,2460,0.00
marstone,0,0.49,0.02,19,0,Java,52,0,0,0,0,4,72,0,1564,-,-,-,62800,0.46
martinezgjuan,0,0.10,0.00,17,0,Java,18,0,0,0,0,64,72,0,2814,-,-,-,24996,0.10
martins,0,1.51,0.01,10,0,Java,75,0,0,0,1,8,72,0,1947,-,-,java.lang.ArithmeticException:,55980,1.66
masafumi,0,0.16,0.00,17,0,C++,60,0,0,0,0,5,0,0,44368,-,-,-,2628,0.07
mastan,0,0.00,0.00,7,0,C++,42,0,0,0,0,2,0,0,8192,-,-,-,2116,0.00
math314,0,0.13,0.00,11,0,C++,75,0,0,0,0,0,0,0,17784,-,-,-,2564,0.06
matwetu,-,-,-,7,-,Python,58,-,0,-,1,8,-,-,3518,2.7,-,File or Dir not found,-,-
maxor,0,0.00,0.00,18,0,C++,85,0,0,0,255,14,0,0,32440,-,-,Unknown,2472,0.00
maxtongjunqi,0,0.00,0.00,0,0,C++,77,0,0,0,0,0,0,0,9872,-,-,-,2592,0.00
mayf3,0,0.09,0.00,5,0,C++,40,0,0,0,0,0,0,0,9272,-,-,-,2360,0.04
mazy,0,0.00,0.00,14,0,C++,129,0,0,0,0,55,0,0,11528,-,-,-,2616,0.00
mbrc,0,0.09,0.00,8,0,C++,64,0,0,0,0,0,0,0,10184,-,-,-,2468,0.04
mchcloseup,-,-,-,8,-,C++,61,-,0,-,-15,1,-,-,18816,-,-,Timeout,-,-
mcprobie7,0,0.56,0.02,11,0,Java,60,0,0,0,0,2,80,0,1762,-,-,-,69388,0.69
meijun,0,0.22,0.02,15,0,Java,103,0,0,0,0,5,72,0,634,-,-,-,38292,0.24
mektpoy,0,0.00,0.00,5,0,C++,52,0,0,0,0,0,0,0,17760,-,-,-,2440,0.00
melango,-,-,-,21,-,C++,62,-,1,-,-1,0,-,-,-,-,No such file or directory,-,-,-
mezei,-,-,-,15,-,C++,59,-,0,-,-15,4,-,-,31832,-,-,Timeout,-,-
mhss,0,0.08,0.00,13,0,C++,64,0,0,0,0,4,0,0,11152,-,-,-,2652,0.04
mi6091,0,0.16,0.00,16,0,C++,55,0,0,0,0,1,0,0,9984,-,-,-,2700,0.08
mickeyandkaka,0,0.00,0.00,13,0,C++,76,0,0,0,0,0,0,0,9984,-,-,-,2428,0.00
microtony,0,0.09,0.00,1,0,C++,47,0,0,0,0,1,0,0,10840,-,-,-,2732,0.04
miguelmaurizio,0,0.04,0.00,27,0,Java,117,0,0,0,1,1,72,0,4365,-,-,java.lang.NullPointerException,23632,0.04
mikhailOK,0,0.15,0.00,11,0,Java,95,0,0,0,0,4,80,0,1197,-,-,-,35532,0.14
milo256,0,0.47,0.02,9,0,Java,66,0,0,0,0,1,80,0,1963,-,-,-,70720,0.58
minimario,-,-,-,5,-,Python,40,-,0,-,-15,2,-,-,1454,2.7,-,Timeout,-,-
misha100896,0,0.00,0.00,4,0,C++,45,0,0,0,0,0,0,0,11304,-,-,-,2448,0.00
mishun,0,0.00,0.00,13,0,C++,60,0,0,0,0,4,0,0,20480,-,-,-,2172,0.00
mitaki28,0,0.12,0.00,7,0,C++,77,0,0,0,0,0,0,0,10304,-,-,-,2324,0.06
miyo,0,0.00,0.00,10,0,C++,83,0,0,0,0,8,0,0,10064,-,-,-,2544,0.00
mkrjn99,0,0.19,0.00,7,0,C++,68,0,0,0,0,7,0,0,18696,-,-,-,2724,0.09
monyura,0,0.08,0.00,12,0,C++,110,0,0,0,0,0,0,0,10128,-,-,-,2716,0.04
moooe,0,0.00,0.00,1,0,C++,59,0,0,0,0,2,0,0,10592,-,-,-,2524,0.00
moreD,0,0.10,0.00,3,0,C++,34,0,0,0,0,0,0,0,7752,-,-,-,2436,0.05
morriship,0,0.09,0.00,5,0,C++,56,0,0,0,0,4,0,0,11336,-,-,-,2672,0.04
mosy1991,0,0.14,0.00,6,0,C++,58,0,0,0,0,0,0,0,8816,-,-,-,2732,0.07
mrdotmoon,-,-,-,14,-,C++,105,-,1,-,-1,0,-,-,-,-,not declared,-,-,-
msg555,0,0.10,0.00,4,0,C++,42,0,0,0,0,0,0,0,17304,-,-,-,2568,0.05
mstczuo,0,0.00,0.00,6,0,C++,37,0,0,0,0,0,0,0,35872,-,-,-,2628,0.00
mth,-,-,-,13,-,Python,77,-,0,-,1,4,-,-,4224,2.7,-,File or Dir not found,-,-
mtosatti,0,0.36,0.02,5,0,Java,60,0,0,0,0,0,72,0,1813,-,-,-,62388,0.43
music960633,0,0.15,0.00,5,0,C++,35,0,0,0,0,1,0,0,7744,-,-,-,2360,0.07
mvlkaraan,0,0.28,0.02,1,0,Java,43,0,0,0,0,2,72,0,2006,-,-,-,41048,0.27
myin528,0,0.09,0.00,1,0,C++,45,0,0,0,0,3,0,0,21176,-,-,-,2600,0.04
mym987,0,1.13,0.00,6,0,Java,59,0,0,0,0,0,80,0,2213,-,-,-,31612,1.11
mystic,0,0.34,0.02,5,0,Java,54,0,0,0,0,0,80,0,1991,-,-,-,63544,0.35
myungwoo,0,0.08,0.00,4,0,C++,37,0,0,0,0,0,0,0,21904,-,-,-,2596,0.04
nabuk,0,0.08,0.00,14,0,C#,78,0,0,0,0,0,8,0,5632,-,-,-,22216,0.08
nagochan,0,0.12,0.00,5,0,C++,119,0,0,0,0,2,0,0,22168,-,-,-,2488,0.06
nai,0,0.20,0.00,10,0,C++,78,0,0,0,0,3,0,0,15944,-,-,-,2508,0.10
nanikaka,0,0.60,0.03,6,0,Java,62,0,0,0,0,0,72,0,2057,-,-,-,64932,0.63
narri,0,0.31,0.00,5,0,Python,35,8,0,0,0,1,0,0,1981,2.7,-,-,6704,0.28
natalia,0,0.00,0.00,22,0,C++,83,0,0,0,0,0,0,0,39048,-,-,-,2604,0.00
natsugiri,0,0.13,0.00,7,0,C++,50,0,0,0,0,0,0,0,9944,-,-,-,2620,0.06
naumanmj,-,-,-,20,-,Python,50,-,0,-,-15,6,-,-,2090,2.7,-,Timeout,-,-
nbuacm09,-,-,-,11,-,C++,121,-,1,-,-1,3,-,-,-,-,not declared,-,-,-
nekrald,-,-,-,6,-,C++,61,-,0,-,-15,1,-,-,10992,-,-,Timeout,-,-
nel215,0,0.26,0.00,10,0,C++,71,0,0,0,0,3,0,0,39200,-,-,-,2572,0.15
net12k44,-,-,-,9,-,Java,68,-,0,-,-1,4,-,-,-,-,-,-,-,-
nf001,0,0.00,0.00,0,0,C++,61,0,0,0,0,1,0,0,9976,-,-,-,2524,0.00
nhirokinet,0,0.15,0.00,31,0,C++,84,0,0,0,0,3,0,0,21824,-,-,-,2616,0.07
nickbuelich,0,0.44,0.02,6,0,Java,72,0,0,0,0,1,80,0,2084,-,-,-,63932,0.41
niconiconi,0,0.17,0.00,2,0,C++,52,0,0,0,0,0,0,0,7664,-,-,-,2436,0.09
nicpe92,0,0.22,0.01,7,0,Java,59,0,0,0,0,4,72,0,1789,-,-,-,37484,0.23
nikkitousen,0,0.16,0.00,14,0,C++,74,0,0,0,0,4,0,0,10168,-,-,-,2596,0.08
niklasb,0,0.10,0.00,1,0,C++,41,0,0,0,0,4,0,0,23136,-,-,-,2620,0.05
nikoseven,0,0.13,0.00,6,0,C++,66,0,0,0,0,0,0,0,9848,-,-,-,2724,0.06
nima101,0,0.12,0.00,4,0,C++,63,0,0,0,0,0,0,0,9648,-,-,-,2508,0.06
nip,0,0.37,0.00,3,0,Python,26,8,0,0,0,0,0,0,1251,2.7,-,-,6692,0.36
nisshy,0,0.16,0.00,14,0,C++,57,0,0,0,0,0,0,0,25928,-,-,-,2472,0.08
niti94,0,0.11,0.00,16,0,C++,68,0,0,0,0,4,0,0,9872,-,-,-,2668,0.05
nivwusquorum,0,0.41,0.00,9,0,Python,29,0,0,0,0,0,0,0,1702,3.5,-,-,7968,0.40
njustskt,0,1.02,0.00,7,0,C++,105,0,0,0,0,7,0,0,9944,-,-,-,2592,0.63
no15renne,0,0.15,0.00,9,0,C++,61,0,0,0,0,2,0,0,17440,-,-,-,2336,0.07
nobb,0,0.00,0.00,6,0,C++,61,0,1,0,127,0,0,0,-,-,Unknown error,Command not found,1372,0.00
nolasuz,0,0.13,0.00,14,0,C++,119,0,0,0,0,22,0,0,17520,-,-,-,2464,0.08
nonsava,-,-,-,49,-,C#,176,-,0,-,-15,16,-,-,6656,-,-,Timeout,-,-
not,0,0.13,0.00,3,0,C++,46,0,0,0,0,0,0,0,35840,-,-,-,2428,0.06
nuip,0,0.08,0.00,4,0,C++,77,0,0,0,0,1,0,0,18120,-,-,-,2488,0.04
numa,0,0.14,0.00,15,0,C++,69,0,0,0,0,0,0,0,18504,-,-,-,2384,0.07
numbertheorist17,0,0.15,0.00,3,0,C++,40,0,0,0,0,0,0,0,28696,-,-,-,2552,0.07
okostya,-,-,-,17,-,C#,97,-,0,-,1,2,-,-,5120,-,-,: System.IO.DirectoryNotFoundException,-,-
okuraofvegetable,0,0.09,0.00,0,0,C++,72,0,0,0,0,1,0,0,8672,-,-,-,2700,0.04
olage,0,0.14,0.00,21,0,C++,76,0,0,0,0,9,0,0,17792,-,-,-,2588,0.06
omse1998,0,0.01,0.00,8,0,C++,70,0,0,0,0,23,0,0,10560,-,-,-,2564,0.00
onepiecehoki,0,0.24,0.00,12,0,C++,70,0,0,0,0,7,0,0,18008,-,-,-,2476,0.11
onigirionigiri,0,0.06,0.00,20,0,C#,106,0,0,0,0,1,8,0,5120,System.Numerics,-,-,19296,0.06
ordcoder,0,0.12,0.00,-,0,C++,-,0,0,0,0,-,0,0,19720,-,-,-,2412,0.06
orenguy,0,1.60,0.00,12,0,C++,100,0,0,0,0,4,0,0,25096,-,-,-,2772,1.07
osank,0,0.46,0.03,30,0,C++,95,0,0,0,0,6,120816,0,12008,-,-,-,2564,0.29
oscariano,0,0.04,0.00,11,0,Java,85,0,0,0,1,9,72,0,2375,-,-,java.io.FileNotFoundException:,23684,0.03
p5ic05i5,0,2.67,0.01,9,0,Python,38,8,0,0,0,0,0,0,2449,2.7,-,-,9692,2.62
paimon,0,0.35,0.00,4,0,Python,26,0,0,0,0,1,0,0,1659,3.5,-,-,7948,0.34
palikrushev,-,-,-,44,-,Java,100,-,1,-,1,0,-,-,-,-,cannot find symbol,javafx.application.Application,-,-
parkjs814,0,0.00,0.00,6,0,C++,56,0,0,0,0,0,0,0,10160,-,-,-,2524,0.00
pashkal,0,0.23,0.01,15,0,Java,79,0,0,0,0,0,80,0,2783,-,-,-,35700,0.22
pasin30055,0,0.54,0.00,0,0,Python,23,8,0,0,0,0,0,0,739,2.7,-,-,6580,0.51
pawelparys,0,0.09,0.00,13,0,C++,61,0,0,0,0,1,0,0,9112,-,-,-,2584,0.04
pdwd,0,0.18,0.00,9,0,C++,81,0,0,0,0,0,0,0,36896,-,-,-,2624,0.09
pekempey,0,0.12,0.00,15,0,C++,53,0,0,0,0,1,0,0,9912,-,-,-,2684,0.06
pengfeibill,0,0.00,0.00,4,0,C++,41,0,0,0,0,0,0,0,10432,-,-,-,2468,0.00
perel,0,0.87,0.01,3,0,Python,49,0,0,0,0,3,8,0,2256,2.7,-,-,8036,0.58
peter31415,0,0.12,0.01,17,0,Java,99,0,1,0,1,2,72,0,3175,-,Unknown error,java.io.FileNotFoundException:,23796,0.05
peteryuanpan,0,0.17,0.00,20,0,C++,88,0,0,0,0,6,0,0,18232,-,-,-,2600,0.08
peterz,0,0.11,0.00,1,0,C++,64,0,0,0,0,22,0,0,9104,-,-,-,2704,0.06
pflueger,0,0.13,0.00,7,0,C++,54,0,0,0,0,0,0,0,33536,-,-,-,2536,0.06
phidnight,0,0.13,0.00,1,0,C++,51,0,0,0,0,0,0,0,7872,-,-,-,2396,0.11
philokey,0,0.25,0.00,4,0,C++,78,0,0,0,0,2,0,0,10384,-,-,-,2612,0.14
phirasit,0,0.00,0.00,6,0,C++,52,0,1,0,127,0,0,0,-,-,Unknown error,Command not found,1412,0.00
phire,-,-,-,15,-,C++,73,-,1,-,-1,1,-,-,-,-,not declared,-,-,-
phoenix41,0,0.00,0.00,3,0,C++,64,0,0,0,134,3,0,0,39824,-,-,underflow error reading the file,2600,0.00
phyllo,0,0.19,0.00,12,0,C++,84,0,0,0,0,3,0,0,43136,-,-,-,2508,0.09
pi37,0,0.17,0.01,1,0,Java,57,0,0,0,0,20,80,0,2448,-,-,-,39724,0.15
pieguy,0,0.10,0.00,1,0,C++,56,0,0,0,0,0,0,0,7984,-,-,-,2416,0.04
piroz,0,0.21,0.00,31,0,Java,255,0,0,0,0,1,80,0,1427,-,-,-,33748,0.19
pivizz,0,0.44,0.00,7,0,Python,33,0,0,0,0,1,0,0,1539,3.5,-,-,7848,0.43
piyawatl,-,-,-,12,-,C#,131,-,0,-,1,0,-,-,6144,-,-,: System.IO.DirectoryNotFoundException,-,-
piyushkumar,0,0.22,0.00,13,0,C++,95,0,0,0,0,0,0,0,50384,-,-,-,2788,0.11
pkdsb90,0,0.00,0.00,5,0,C++,59,0,0,0,0,4,0,0,11264,-,-,-,2444,0.00
pkq2006,0,0.10,0.00,18,0,C++,145,0,0,0,0,0,0,0,9928,-,-,-,2508,0.05
pkwv,0,0.10,0.00,7,0,C++,77,0,0,0,0,17,0,0,18440,-,-,-,2616,0.05
pmnox,0,0.09,0.00,10,0,C++,85,0,0,0,0,8,0,0,11248,-,-,-,2752,0.04
poao,0,0.36,0.00,7,0,Python,42,0,0,0,0,2,0,0,1920,2.7,-,-,8428,0.35
poesia,0,0.15,0.00,16,0,C++,46,0,0,0,0,0,0,0,17304,-,-,-,2496,0.08
polmauri,0,0.14,0.00,5,0,C++,59,0,0,0,0,0,0,0,17600,-,-,-,2572,0.07
poly,0,0.53,0.02,1,0,Java,41,0,0,0,0,6,72,0,1354,-,-,-,64800,0.54
ponyopoppo,0,0.08,0.00,13,0,C++,79,0,0,0,0,4,0,0,20120,-,-,-,2584,0.06
porker2008,0,0.10,0.00,2,0,C++,44,0,0,0,0,0,0,0,10048,-,-,-,2468,0.05
potpath,0,1.03,0.00,0,0,Python,29,0,0,0,0,0,0,0,873,3.5,-,-,7872,1.02
poursoul,0,0.00,0.00,7,0,C++,51,0,0,0,0,0,0,0,9504,-,-,-,2264,0.00
pperm,0,0.10,0.00,19,0,C++,110,0,0,0,0,1,0,0,37064,-,-,-,2540,0.07
ppershing,0,0.09,0.00,10,0,C++,47,0,0,0,0,2,0,0,9496,-,-,-,2332,0.04
ppetter1025,0,0.09,0.00,7,0,C++,34,0,0,0,0,0,0,0,9824,-,-,-,2720,0.04
prajogotio,0,0.09,0.00,2,0,C++,64,0,0,0,0,0,0,0,36448,-,-,-,2772,0.04
printf,0,0.00,0.00,1,0,C++,69,0,0,0,0,0,0,0,12384,-,-,-,2468,0.00
prololo,0,0.06,0.00,7,0,C++,66,0,0,0,0,0,0,0,8296,-,-,-,2252,0.03
ptrj,0,0.12,0.00,17,0,C++,60,0,0,0,0,5,0,0,25568,-,-,-,2636,0.06
pulkitsinghal,0,0.16,0.00,2,0,C++,49,0,0,0,0,0,0,0,21584,-,-,-,2612,0.08
pvncad,0,1.05,0.00,14,0,Python,29,8,0,0,0,7,0,0,1044,2.7,-,-,6880,1.04
pwecar,-,-,-,11,-,C++,81,-,0,-,-15,6,-,-,10064,-,-,Timeout,-,-
pwild,0,0.12,0.00,7,0,C++,70,0,0,0,0,0,0,0,17584,-,-,-,2520,0.06
pylin,0,0.00,0.00,5,0,C++,73,0,0,0,0,0,0,0,45872,-,-,-,2664,0.00
qazwsxedcrfvtg14,0,0.08,0.00,0,0,C++,54,0,0,0,0,0,0,0,12928,-,-,-,2696,0.04
qbeuek,-,-,-,9,-,C#,83,-,0,-,1,0,-,-,5120,-,: The best overloaded method match for `System.IO.StreamWriter.StreamWriter(stri,: System.IO.FileNotFoundException,-,-
qedpi,0,0.05,0.01,8,0,Java,102,0,0,0,1,13,72,0,2164,-,-,java.io.FileNotFoundException:,23784,0.03
qingl,0,0.01,0.00,0,0,C++,57,0,0,0,0,2,1328,0,9072,-,-,-,2588,0.00
qiuli,0,0.00,0.00,8,0,C++,46,0,0,0,0,9,0,0,24040,-,-,-,2316,0.00
qnighy,0,0.07,0.00,1,0,C++,36,0,0,0,0,3,0,0,7672,-,-,-,2384,0.04
quantstrafe,0,0.38,0.00,7,0,Python,20,8,0,0,0,2,0,0,1191,2.7,-,-,6724,0.38
quimey,0,0.12,0.00,7,0,C++,61,0,0,0,0,4,0,0,17512,-,-,-,2380,0.06
quizywiz,0,0.08,0.00,1,0,C++,67,0,0,0,0,3,0,0,11752,-,-,-,2448,0.08
qw4990,0,0.00,0.00,8,0,C++,97,0,0,0,0,0,0,0,10120,-,-,-,2436,0.00
qwertier,0,0.08,0.00,2,0,C++,75,0,0,0,0,1,0,0,35600,-,-,-,2428,0.04
qwerty787788,0,0.16,0.01,17,0,Java,131,0,0,0,0,0,80,0,2249,-,-,-,34464,0.20
qzhu,0,0.50,0.02,11,0,Java,53,0,0,0,0,6,72,0,1518,-,-,-,66756,0.49
rabbit125,0,0.00,0.00,0,0,C++,108,0,0,0,0,27,8,0,10984,-,-,-,2640,0.00
rabbitTR,0,2.22,0.00,19,0,C++,65,0,0,0,0,0,0,0,21656,-,-,-,2628,1.49
rabot,0,0.05,0.00,9,0,Java,63,0,0,0,1,0,72,0,2175,-,-,java.lang.ArrayIndexOutOfBoundsException:,23672,0.04
radicalviva,0,0.00,0.00,3,0,C++,49,0,0,0,0,0,0,0,10224,-,-,-,2588,0.00
radkokotev,0,0.04,0.00,14,0,Java,96,0,0,0,1,32,72,0,2782,-,-,java.io.FileNotFoundException:,23804,0.03
rafael859,0,0.26,0.00,14,0,C++,86,0,0,0,0,4,0,0,10184,-,-,-,2668,0.16
ranaldmiao,0,0.00,0.00,2,0,C++,36,0,0,0,0,4,0,0,20608,-,-,-,2396,0.00
rankalee,0,0.13,0.00,10,0,C++,42,0,0,0,0,0,0,0,16704,-,-,-,2728,0.06
ratulghatak,0,0.10,0.00,10,0,C++,90,0,0,0,0,18,0,0,25472,-,-,-,2740,0.04
raven17,0,0.20,0.00,10,0,C++,53,0,0,0,0,8,0,0,22352,-,-,-,2476,0.10
real,0,1.99,0.00,8,0,Python,20,8,0,0,0,0,0,0,1437,2.7,-,-,7188,1.97
rednivrug15,0,0.00,0.00,19,0,C++,82,0,0,0,0,2,0,0,11024,-,-,-,2444,0.00
reew2n,0,0.12,0.00,2,0,C++,63,0,0,0,0,0,0,0,11368,-,-,-,2596,0.06
regina8023,0,0.01,0.00,0,0,C++,67,0,0,0,0,0,0,0,9968,-,-,-,2364,0.00
reload,0,0.16,0.00,10,0,C++,86,0,0,0,0,5,0,0,35000,-,-,-,2480,0.08
