user_id,penalty,points,rank
......................,1276,11,3009
..M..,8072,55,919
.Dragon.,8478,55,959
.Spencer.,8944,33,2679
.alexander.,7116,33,2543
0w1,8133,67,502
0x1337,3466,33,2159
0x42,8502,77,386
1010110001010,2157,33,1882
12rmshe,5590,55,720
1E60,8936,22,2942
200,6392,100,55
2old2randr,5863,33,2422
354898002,9135,33,2693
3bdelra7man,8261,55,931
3omda,6175,33,2453
5l2,7156,33,2545
6eJIa9IzZzTeHb,6435,55,763
74th,7538,66,580
8cbx,9193,33,2699
9gix,3453,33,2154
A.Elahi,9060,100,128
A.S.,1834,33,1808
A0sorgv,4399,33,2270
ABHISHEK004,8457,55,955
ACalvin,5537,44,1227
ACgege,8489,55,961
ADEpt,9228,22,2953
ADJA,6576,77,301
AFGhazy,7792,44,1463
AIDUMP,9297,22,2955
AIMag,8749,77,399
AISarkin,8774,44,1574
AJ721,9400,66,634
AK93,5160,33,2353
AKim,7695,77,348
ALOHA.BEOM,3438,33,2148
ALOHA.Brcps,6096,44,1280
ALOHA.HJ,8900,55,1017
ALOHA.J.alpaka,3928,33,2222
ALOHA.Sangwoo,6410,44,1313
ALOHA.YEOP,7166,55,822
ALOHA.hoon343,5978,44,1267
ALOHAYS,6135,33,2447
ANEvans,1112,33,1680
ASverdlov,8430,44,1538
AaronYChan,9454,33,2709
Abacist,6302,66,557
AbhiAb,3287,33,2129
Agentchuck,2582,33,1967
AhmadMamdouh,5880,55,736
Ahmed.Gamal,2910,33,2052
Ahmed.Salama,6036,66,550
AhmedFathyAly,9284,55,1053
AhnChang,1547,33,1745
AizukiKoh,8715,22,2929
Aj5774,9196,44,1611
Ajlohr,10603,77,429
Akigeor,4635,77,265
Aksenov239,4067,78,137
Alamin,8105,33,2612
Alan.Chang,8761,77,400
AlanTam,6949,100,73
Alcarinquo,4947,44,1183
Aleksander,6574,100,60
Alesis.Novik,6286,44,1302
Alex.Baranau,5060,100,34
Alex.PKZDL,1325,11,3013
AlexAlvarez,7391,77,336
AlexSM,1373,33,1708
AlexVistyazh,6945,44,1370
Alexander.USU,6243,66,556
AlexanderL,6505,33,2484
Alexnus,8543,44,1552
Alextrovert,9084,44,1608
Algiz,8222,44,1509
Alireza.bh,5471,100,38
AlohaDH,2706,33,1994
AlonsoVidales,2956,33,2065
Alramech,2047,33,1863
AlthafMohammed,6664,33,2497
AlvinWong,1633,33,1761
Alwahsh,5772,44,1249
Aman.Parmar,2924,33,2059
Ambling,7397,44,1422
Amir.bh,8731,78,231
AmolMandhane,1340,33,1701
Amr.Magdy,2516,33,1952
An4ik.D,740,11,2977
AnPelec,6790,33,2505
AndersTornkvist,1259,33,1697
Andrei6184,7488,55,848
Andretti,9190,33,2698
Andrew.Makar,5301,100,37
AndrewNguyen,3891,33,2218
Andryxa,1007,33,1663
AndyAder,4559,33,2295
AndyBear,7594,77,345
AnhDo,6990,45,1098
Annie,5301,33,2368
Anton.Hola,8548,44,1554
Anton.Lunyov,6875,100,71
Anton92nd,9152,78,243
Antrax,8016,45,1101
AnuarTB,4998,77,269
Anup21d,4507,33,2286
Anuraag,1866,33,1817
ApoorvGupta,2588,33,1969
Aran,3840,33,2210
AravindaDP,8512,55,963
Arcey,10013,45,1108
Archetype,4685,33,2309
Archimage,6084,33,2441
Ardavel,1580,33,1753
Are.You.OK,4562,22,2747
Areseye,8783,55,998
Aries512,7552,55,857
Arilato,849,33,1651
Ariza,8912,22,2940
ArmandNM,7654,44,1446
Arrows,9000,77,413
Arseniy.,7409,55,838
Arseny,4738,55,690
Arshu,7183,22,2843
Arstine,781,11,2980
ArtHoly,8995,44,1604
Arti1990,8537,78,219
Artifere,3542,44,1125
Arup,8319,100,105
AshishRKO,6309,44,1304
Askhatish,8405,55,949
Asocasno,8626,44,1560
