user_id,avg_memory,wall_clock,system_time,blanks,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
0rang3,0,0.00,0.00,15,C++,-,69,0,0,0,0,134,5,0,0,10552,2488,0.00
37ae912,-,-,-,16,C++,-,70,-,1,-,-,-1,3,-,-,-,-,-
ACube,0,0.03,0.00,10,C++,-,121,0,0,0,0,0,1,0,0,29304,2564,0.03
ATrosinenko,-,-,-,8,C++,-,70,-,0,-,-,-15,0,-,-,64472,-,-
AliMalekzadeh,0,0.00,0.00,3,C++,-,48,0,0,0,0,0,0,0,0,10296,2472,0.00
ArchitGarg,0,0.00,0.00,5,Python,2.7,50,0,0,0,0,2,2,0,0,-,6168,0.00
Astrae,0,0.03,0.00,40,Python,2.7,44,0,0,0,0,0,18,0,0,-,19492,0.02
Atol,0,0.00,0.00,22,C++,-,107,0,0,0,0,0,4,0,0,52984,2736,0.00
Aurel,0,0.01,0.00,14,Python,2.7,38,0,0,0,0,0,6,0,0,-,6856,0.00
Belag,0,0.04,0.00,10,Java,-,86,0,0,0,0,1,2,64,0,2148,21448,0.04
Belonogov,0,0.00,0.00,16,C++,-,99,0,0,0,0,0,1,0,0,37088,2744,0.00
Borisp,0,0.00,0.00,7,C++,-,71,0,0,0,0,0,0,0,0,22784,2552,0.00
BudAlNik,0,0.00,0.00,6,C++,-,58,0,0,0,0,0,2,0,0,55784,2496,0.00
CarrDelling,0,0.00,0.00,24,Python,2.7,35,0,0,0,0,2,0,0,0,-,6172,0.00
Cerezo,0,0.00,0.00,16,Python,2.7,49,0,0,0,0,2,11,0,0,-,6232,0.00
Chumblespuzz,0,0.04,0.00,20,Java,-,109,0,0,0,0,1,1,64,0,2246,21452,0.04
DamianS,0,0.06,0.00,7,C++,-,91,0,0,0,0,0,0,0,0,52192,2588,0.06
DaniJVaz,-,-,-,22,C++,-,70,-,0,-,-,-15,9,-,-,33880,-,-
Diddi,-,-,-,3,Python,2.7,41,-,0,-,-,-15,0,-,-,-,-,-
Edvard,0,0.00,0.00,16,C++,-,79,0,0,0,0,0,0,0,0,13648,2600,0.00
EgorKulikov,-,-,-,31,Java,-,242,-,1,-,-,-1,5,-,-,-,-,-
EricStansifer,0,0.00,0.00,2,Python,2.7,0,0,0,0,0,0,23,0,0,-,6312,0.00
EvgeniSergeev,0,0.00,0.00,18,C++,-,86,0,0,0,0,0,5,0,0,34832,2544,0.00
Fcdkbear,0,0.00,0.00,7,C++,-,98,0,0,0,0,0,0,0,0,24544,2696,0.00
Fdg,0,0.00,0.00,4,C++,-,71,0,0,0,0,0,3,0,0,38088,2548,0.00
FerranAlet,0,0.00,0.00,5,C++,-,75,0,0,0,0,134,1,0,0,49912,2604,0.00
Ganindu,0,0.15,0.00,14,Java,-,51,0,0,0,0,0,0,72,0,1713,33712,0.14
Giove,0,0.01,0.00,19,Python,2.7,38,0,0,0,0,0,5,0,0,-,8896,0.01
GlebsHP,0,0.00,0.00,14,C++,-,62,0,0,0,0,0,0,0,0,11088,2376,0.00
Greatlemer,0,0.00,0.00,12,Python,2.7,94,0,0,0,0,0,24,0,0,-,7404,0.00
Gullesnuffs,0,0.13,0.00,10,C++,-,67,0,0,0,0,0,9,0,0,33688,2908,0.12
HIR180,0,0.01,0.00,0,C++,-,83,0,0,0,0,0,0,0,0,19752,2628,0.01
Haghani,0,0.00,0.00,0,C++,-,41,0,0,0,0,0,0,0,0,37168,2516,0.00
HanV,0,0.04,0.00,8,Java,-,52,0,0,0,0,1,3,64,0,2276,21364,0.04
Hikari42,-,-,-,20,Java,-,54,-,1,-,-,-1,2,-,-,-,-,-
JeffCsoul,0,4.13,3.12,5,C++,-,54,0,0,0,0,0,6,137216,0,10384,2528,1.00
KENNYPARK,-,-,-,-,C++,-,-,-,1,-,-,-1,-,-,-,-,-,-
Kaizero,0,0.00,0.00,0,C++,-,63,0,0,0,0,0,0,0,0,45912,2348,0.00
Kawazoe,-,-,-,10,C++,-,108,-,1,-,-,-1,3,-,-,-,-,-
Kristofer,-,-,-,26,Java,-,186,-,1,-,-,-1,6,-,-,-,-,-
LaRourke,0,0.01,0.00,6,C++,-,82,0,0,0,0,0,2,0,0,42584,2812,0.01
Labib666,-,-,-,20,C++,-,76,-,0,-,-,-15,9,-,-,32184,-,-
Leopan,0,0.00,0.00,0,C++,-,48,0,1,0,0,127,0,0,0,-,1276,0.00
Life,0,0.04,0.00,20,Java,-,61,0,0,0,0,1,2,64,0,3203,21596,0.03
Lightmoon,0,0.00,0.00,7,C++,-,85,0,0,0,0,0,0,0,0,26616,2356,0.00
MRoizner,0,0.00,0.00,9,C++,-,64,0,0,0,0,0,7,0,0,48544,2580,0.00
MadHatter,0,0.00,0.00,13,Python,2.7,40,0,0,0,0,2,43,0,0,-,6232,0.00
Merkurev,0,0.00,0.00,14,C++,-,98,0,0,0,0,0,1,0,0,34560,2628,0.00
MooseBoys,-,-,-,31,C++,-,121,-,1,-,-,-1,48,-,-,-,-,-
MrBearUA,-,-,-,27,C++,-,62,-,0,-,-,-15,8,-,-,38440,-,-
Muali,0,4.33,3.32,5,C++,-,77,0,0,0,0,0,0,137200,0,23656,2384,1.01
Nerevar,0,0.01,0.00,7,C++,-,80,0,0,0,0,0,0,0,0,23096,2632,0.01
Niko31,0,0.02,0.00,6,C++,-,38,0,0,0,0,0,0,0,0,23264,2532,0.02
Nonira,0,0.00,0.00,3,C++,-,44,0,0,0,0,0,0,0,0,35736,2392,0.00
Owi,0,0.00,0.00,7,C++,-,76,0,0,0,0,0,0,936,0,43528,2576,0.00
PGoerlach,0,0.00,0.00,14,C++,-,85,0,0,0,0,1,6,0,0,13104,2668,0.00
Pasqual45,0,0.03,0.02,8,C++,-,64,0,0,0,0,0,2,1264,0,22952,2640,0.00
PaulJefferys,0,0.00,0.00,54,C++,-,117,0,0,0,0,0,4,0,0,113192,2636,0.00
PavelKunyavskiy,0,0.00,0.00,27,C++,-,145,0,0,0,0,0,1,0,0,55352,2328,0.00
Progbeat,0,0.00,0.00,8,C++,-,68,0,0,0,0,0,1,0,0,26456,2632,0.00
Pufforrohk,0,0.00,0.00,5,C++,-,50,0,0,0,0,0,10,0,0,22256,2396,0.00
QuentinB,0,0.00,0.00,21,Python,2.7,77,0,0,0,0,2,4,0,0,-,6188,0.00
RalfKistner,0,0.00,0.00,4,Python,3.5,34,0,1,0,0,2,4,0,0,-,7208,0.00
RalphFurmaniak,-,-,-,2,C++,-,43,-,1,-,-,-1,1,-,-,-,-,-
RiaD,0,0.00,0.00,101,C++,-,354,0,0,0,0,0,22,0,0,42264,2436,0.00
SIOFive,0,0.00,0.00,0,C++,-,62,0,0,0,0,0,5,0,0,18480,2560,0.00
Sasha,0,0.15,0.00,16,Java,-,59,0,0,0,0,0,0,72,0,1939,33748,0.15
Seemann,0,0.00,0.00,10,C++,-,81,0,0,0,0,0,5,0,0,34832,2724,0.00
ShawnDong,-,-,-,53,C++,-,592,-,0,-,-,-15,62,-,-,50840,-,-
Smithers,0,0.00,0.00,6,Python,3.5,18,0,0,0,0,2,8,0,0,-,7160,0.00
SnapDragon,0,0.00,0.00,3,C++,-,57,0,0,0,0,0,1,0,0,39176,2508,0.00
Snuke,0,0.57,0.00,11,C++,-,149,0,0,0,0,0,9,0,0,38112,2760,0.56
Sp3000,0,0.00,0.00,18,Python,3.5,28,0,1,0,0,2,0,0,0,-,7172,0.00
TarasBob,0,0.00,0.00,10,Python,2.7,37,0,0,0,0,2,0,0,0,-,6136,0.00
TeaPot,0,0.00,0.00,23,C++,-,86,0,0,0,0,134,0,0,0,38184,2656,0.00
