user_id,penalty,points,rank
.Spencer.,3719,52,628
.msfm,6895,52,1130
.undef,2218,18,2863
0210804,6078,52,1002
0w1,1442,18,2268
0x00000000,3616,31,1708
0x42,8943,66,429
0xffff,11825,52,1480
144p,1705,18,2442
15joeybloom,7288,100,67
1saac,7915,52,1297
2011aad,9186,52,1450
2shraaf,2033,18,2718
314eter,4716,52,772
317070,8101,52,1320
40R15T3,6932,52,1142
4xel,7026,66,261
7pablof,1488,18,2297
9aman,1708,18,2449
AHaGDog,2357,18,2995
AK93,8613,66,395
AL2K,4493,52,742
ALOHA.Brcps,4817,31,1756
ALOHA.HJ,9368,31,2052
ALOHA.YEOP,5837,31,1833
ALOHA.taeyeon,2346,18,2980
ALOHAYS,6524,52,1075
ANEvans,1316,18,2209
ANIS,7325,52,1199
ARESdream,6608,66,237
Abdelrahman.ramadan,5465,52,901
Abscp,2849,52,549
Acka,8324,32,1653
AdGold,4945,100,24
Adensur,1917,18,2607
AdiDahan,2103,18,2775
Adipt,2018,18,2700
Aergyl,7701,52,1265
AgeOfEmpires2,1360,18,2231
Ahmed.Kamel,1991,18,2678
Aida,7753,31,1957
Aith,3390,31,1694
AizukiKoh,1677,18,2423
Aksenov239,4647,100,21
AlSaeed,5843,52,965
Alamin,8536,52,1376
AlanC,5462,42,1566
Alaska,1086,18,2129
Alcarinquo,4500,31,1738
Alex.PKZDL,7768,31,1960
Alex.z,6794,45,1500
Alex7,5874,31,1838
AlexAlvarez,3925,52,659
AlexChang1992,1567,18,2350
AlexDinaro,1348,18,2225
AlexProk,6863,31,1897
AlexTolstov,5761,45,1494
AlexYuan,2217,18,2861
Alexander.USU,2364,18,3003
AlexanderYarets,1871,18,2574
Alexiski,7182,52,1171
Alicen,2256,18,2888
Alicev3.0.4,2390,18,3030
Alinfty,8213,52,1334
AlixMartin,9092,52,1444
AlohaTack,8974,42,1598
AlphaGo,5967,52,985
AlvinWong,2345,18,2978
Alwahsh,2329,18,2965
AlwaysHungry,3598,52,619
Amaury.Lili,7749,52,1271
Ambling,8311,66,351
Amitoj,6315,31,1870
AmrAlaa,2088,18,2759
AndersTornkvist,9479,45,1544
Andres.Unt,1079,18,2128
Andrew.Tweddle,9449,48,1485
AndreyL,8775,32,1663
AndreySergunin,8379,100,100
AndyAder,2254,18,2887
Anjupiter,3953,52,662
Annekan,1746,18,2480
Anomandaris,1716,18,2459
AntalViktor,8389,52,1360
Anton.Hola,1467,18,2283
Anton.Lunyov,3996,100,16
Anton92nd,3416,52,602
Antonator,2263,18,2900
AnuarTB,6388,52,1056
Aragna,6955,31,1905
AravindaDP,6525,66,231
ArbokEkans,8890,66,420
Arcey,8882,100,122
Archazey,3476,52,607
Archikrator,2177,18,2829
Ardem,5462,79,155
Areseye,2380,18,3020
Arg.007,5496,31,1803
Aries512,2075,18,2746
ArneH,1707,18,2448
Arseny,8276,52,1347
ArthasMenethil,1032,18,2121
Arthur.k,1706,18,2444
Arti1990,7892,100,89
Arwin,7328,48,1483
AsGreyWolf,1874,18,2579
Ash.2.Life,8197,31,1986
AshHash,2026,18,2709
Ashurnasirpal,6197,52,1030
Astro75,6305,66,220
AtomRush,1551,18,2341
Aurel,6896,52,1132
Axelle,2078,18,2751
AxiomOfChoice,7338,66,275
Azat,6708,66,242
BIPUL,2276,18,2913
BUAA.Thor,4825,52,796
Babouche,7144,100,64
Bagla,1920,18,2611
Ballball,5498,31,1804
Barty,5825,52,962
Baster,8534,66,383
Belinsky,1587,18,2360
