user_id,blanks,coments,language,cloc
stjepan,11,3,C++,96
xhae,4,5,C++,42
linguo,7,2,Python,59
argentony,3,0,java,42
Krig,6,0,C++,61
Eryx,8,0,C++,94
ttim,4,0,java,49
RalfKistner,4,1,Python,85
dmute,4,5,C++,42
KarlisS,2,21,C++,2
johnasselta,4,3,C++,68
c175353,27,3,C++,177
jchen314,15,0,java,85
agutowski,16,14,Python,106
lsmll,13,0,C++,50
Nika86,6,66,Python,54
voover,3,1,C++,31
alberist1,3,0,Python,37
klad2008,2,19,C++,5
evgentu,27,5,C++,137
yeputons,17,0,C++,163
isea,2,21,C++,2
Myth5,12,0,C++,197
spnautilus,20,5,C++,117
Witalia,11,3,C++,71
cherudim9,6,0,C++,47
maksay,10,0,C++,59
harrenhall,8,0,Python,65
huangxi,2,21,C++,3
pablobce,5,0,C++,48
phire,23,0,Python,139
ariacas,4,0,C++,45
rversteegen,0,0,Python,47
Seter,17,0,C++,163
Samsaray,10,1,C++,68
TimeString,6,5,C++,56
lookingfor,3,0,Python,49
Superpear,4,0,C++,49
Milanin,3,0,C++,82
WJMZBMR,10,1,C++,87
aropan,11,0,C++,118
GeassCode,27,3,C++,177
Alex97,14,1,C++,91
kmod,2,5,Python,107
Smithers,10,1,C,68
Frederica,6,5,C++,82
Ldragon007,42,42,C++,140
andrewzta,14,1,java,91
caiwaifung,12,7,C++,102
TankEngineer,7,0,C++,83
caustique,5,2,C++,66
MiminoCoder,21,0,C++,145
humblefool,6,3,java,59
quimey,2,0,Python,54
tkociumaka,15,0,C++,85
stgatilov,28,6,C++,138
LeBron,9,0,C++,178
xiaowuc1,20,8,java,78
dasko,9,1,C++,59
equation618,14,0,C++,52
Celicath,7,0,C++,46
tailed,31,14,C++,139
eurekash,11,2,C++,96
Lytton,7,1,C++,37
decltypeNULL,14,2,C++,133
rettunlw,13,0,C++,81
kuangbin2013,9,1,C++,27
Dmoonleo,7,4,C++,69
ysymyth,6,0,C++,59
mruxim,15,0,C++,107
SqrtPi,8,0,C++,94
vdeksel,5,0,C++,42
bmerry,7,0,C++,83
Iliad,17,0,C++,110
Romka,15,0,C++,107
dkirienko,9,11,Python,55
keivan,14,1,C++,78
DCLXVI,5,0,C++,46
AHdoc,7,0,C++,46
dongockhanh1997,34,0,Python,114
SImplex,4,0,C++,62
cycycy,0,2,C++,27
xyz111,9,1,C++,84
natalia,5,0,C++,46
juwon,0,0,C++,33
Paja,6,3,C++,59
Endagorion,6,0,C++,62
MichaelLevin,0,0,C++,35
zhj,13,0,C++,81
Eledven,11,0,C++,118
Joshik,9,1,java,85
Ra16bit,9,0,C++,82
Dagon,11,2,C++,96
Theogry,20,5,C++,81
mystic,0,8,java,40
Vasyl,5,0,C++,44
trebe,11,0,C#,62
WindShi,7,8,C++,182
Merkurev,4,0,C++,102
emaxx,0,8,C++,40
Nedy88,1,1,Python,41
paulik,4,1,C++,52
PavelKuznetsov,3,0,C#,39
KaiZeR,0,0,C++,31
johannesk,18,3,C++,124
SmartSchizo,9,0,C++,43
heyihong,6,5,C++,56
LTzycLT,4,3,C++,68
daveagp,20,10,java,129
pty,3,1,C++,31
jarvis142,2,19,C++,5
Alexander86,9,0,C++,43
framalex,7,1,java,37
seanwu,5,0,C++,46
