user_id,blanks,coments,language,cloc
angwuy,3,0,C++,42
yarrr,20,1,java,100
Nerevar,101,22,C++,354
RalfKistner,27,1,Python,145
ecnerwala,30,5,C++,286
niyaznigmatul,44,2,java,151
Kaizero,4,0,C++,48
RiaD,138,122,C++,846
voover,25,5,C++,227
shirobaka,16,2,C++,122
liutianren,18,0,Python,45
artemhb,127,103,C++,774
tomerun,22,4,java,187
jackyyf,1,13,C++,54
sdya,12,2,C++,75
krijgertje,44,2,C++,151
DaniJVaz,15,0,C++,59
seldon,8,3,C++,45
misof,0,0,Python,63
yokozuna57,1,0,C++,36
FerranAlet,20,1,C++,100
Seter,22,5,C++,194
RalphFurmaniak,14,0,C++,70
lordstefano,20,10,C++,103
gs12117,17,3,C++,85
flashmt,0,4,C++,58
tomek204,7,0,C++,86
PaulJefferys,17,2,C++,78
DamianS,7,4,C++,84
zerotrac,3,0,C++,58
rafaeldaigo,0,0,C++,64
yuusti,8,0,C++,39
daveagp,135,102,java,802
Smithers,33,5,Python,82
avolchek,5,0,C++,62
ashmelev,1,1,C++,44
BudAlNik,15,10,C++,84
Gullesnuffs,4,0,C++,48
poopi,25,5,C++,227
lmz,7,0,Python,91
IlyaLos,129,102,C++,784
andrewzta,17,5,java,115
rbommel,15,9,C++,115
pwahs,5,1,C++,75
GlebsHP,10,9,C++,67
david942j,17,0,C++,110
simonlindholm,0,0,C++,64
meshanya,8,2,C++,64
Borisp,10,0,C++,69
stgatilov,11,0,C++,64
Pasqual45,17,5,C++,115
cos,14,0,C++,92
Xhark,16,2,C++,104
pashka,31,12,java,222
karanaggarwal,22,5,C++,194
rowdark,31,12,C++,222
subscriber,31,5,C++,242
jzj,1,1,java,44
bmerry,22,5,C++,187
Enchom,17,9,C++,107
Romka,13,2,C++,66
XraY,9,2,C++,59
pandamonium,30,5,C++,286
wangyisong1996,7,0,C++,86
EricStansifer,0,0,Python,44
Sp3000,19,0,Python,95
freak93,10,5,Python,81
PavelKunyavskiy,20,5,C++,144
Nonira,5,10,C++,50
wuzhengkai,11,0,C++,103
tana,11,0,Python,78
SnapDragon,22,0,C++,139
kyuridenamida,3,0,C++,42
Zlobober,8,0,C++,37
Belonogov,8,1,C++,81
shik,20,15,C++,134
dyukha,5,37,C++,54
hellman,16,2,Python,112
peter50216,4,0,C++,31
kyc,5,0,java,53
Vasyl,5,3,C++,59
Umbra,2,15,C#,160
vepifanov,5,37,C++,54
Giove,0,0,Python,61
Merkurev,5,2,C++,52
kawatea,2,48,C++,37
nika,3,0,C++,39
shamir0xE,15,0,java,59
WJMZBMR,4,4,C++,50
h4tguy,17,1,Python,63
nwin,2,8,Python,94
Fcdkbear,135,102,C++,802
matias,7,0,C++,98
jopiko,0,4,java,58
Pufforrohk,18,6,C++,97
vlad89,5,3,C++,86
TeaPot,22,9,C++,70
yeputons,21,5,C++,175
piob,8,0,C++,49
k21,16,0,C++,235
mnbvmar,21,2,C++,99
Seemann,2,48,C++,37
mkirsche,20,10,java,93
EgorKulikov,31,5,java,242
