user_id,blanks,coments,language,cloc
gloompisces,22,0,C++,90
LayCurse,6,0,C++,78
cedriclin,1,1,C++,101
hehaodele,3,0,C++,31
aurinegro,6,1,C++,44
a9108,4,5,C++,64
ltaravilse,23,2,C++,148
Flydutchman,26,0,C++,131
Kaizero,11,1,C++,100
shangjingbo,3,0,C++,39
zyz915,17,0,C++,68
adm3ws,7,0,C#,67
Grzesiu,1,2,Python,60
polchawa,4,0,C#,61
newman,5,6,C++,109
pmnox,5,0,C++,68
Token,8,1,C++,114
allenlyh,5,1,C++,77
Anta0,2,6,C++,77
earl,9,0,C++,80
lewha0,4,0,C++,41
michal27,5,1,C++,44
Felix,13,0,C++,78
misof,6,1,C++,53
STEP5,6,0,C++,52
gongbaoa,5,0,C++,60
gs12117,5,0,C++,66
HiltonLange,4,2,C#,61
squark,9,0,C++,84
wuzhengkai,29,19,C++,140
SnapDragon,3,0,C++,47
Grossiant,3,0,C++,70
drazil,15,3,C++,86
mips88,277,1,C++,796
winger,26,0,java,131
imyoyo,277,1,java,796
nomeaning,7,1,C++,43
malinovsky239,5,1,C++,44
cos,19,1,C++,138
hamadu,13,3,java,78
srh,12,4,C++,72
CLDP,8,1,C++,94
Xhark,20,1,C++,92
RoBa,11,2,C++,58
YerzhanU,27,0,C++,59
t3cmax,8,0,C++,46
pieguy,24,24,C++,167
kevinsogo,9,9,Python,83
dzhulgakov,19,1,C++,138
AEtheReal,51,0,C++,164
tozangezan,62,5,C++,379
cgy4ever,28,0,C++,137
fhlasek,15,0,C++,100
stqn,40,24,C++,168
yosupot,6,0,C++,62
MikeMirzayanov,52,1,C++,164
aquamongoose,6,0,C++,78
danielf,8,12,C++,76
lostRating,13,3,C++,78
trait,5,3,C++,100
anari,5,2,C++,70
darnley,6,0,java,74
kcm1700,4,2,C++,48
PavelKunyavskiy,7,1,C++,75
RalphFurmaniak,6,0,C++,74
qwerty787788,20,1,java,134
yswtt,0,0,C++,77
Hogloid,15,3,C++,86
EmK,7,0,C++,57
rankalee,10,1,C++,96
Gnurdux,13,3,C++,81
Gluk,6,0,C++,62
Zlobober,24,8,C++,146
Mister,16,2,C++,98
geka666,10,8,C++,56
radeye,16,1,C++,86
kormyshov,4,9,C++,101
peter50216,11,1,C++,102
kyc,7,0,java,57
marcoskwkm,4,0,C++,58
alkjash,4,0,Python,46
exod40,1,0,C++,67
kawatea,11,0,C++,55
nika,8,1,C++,70
ptncks0121,9,0,C++,77
narri,24,11,C++,128
fuwenjie,5,1,C++,44
forest,2,2,C++,56
mamekin,11,0,C++,55
KennyHORROR,69,1,C++,255
travm12,6,1,java,53
dreamoon,0,0,C++,57
ZhukovDmitry,61,6,C++,438
cchao,25,0,C++,126
climpet,20,1,C++,134
anrieff,18,14,C++,97
dtalamas24,13,0,C++,58
ztxz16,0,1,C++,50
dolphinigle,6,0,C++,74
k21,21,8,C++,88
apiad,25,0,C++,126
venco5,10,0,C++,59
ffao,61,6,C++,438
EgorKulikov,62,5,java,379
chnlich,10,0,C++,72
