user_id,blanks,coments,language,cloc
darnley,3,0,java,57
nitinj,21,0,Python,161
Krig,11,1,C++,96
Dlougach,17,0,C++,80
Eryx,10,0,C++,99
Ixanezis,7,1,C++,83
winger,15,0,java,72
izulin,4,0,C++,49
niyaznigmatul,3,0,java,50
Kornacker,26,1,java,58
puddleglum42,31,2,Python,213
aditsu,2,0,java,75
razimantv,18,48,C++,114
Jonasz,2,0,C++,72
NALP,41,14,C++,119
DreamLane,21,4,Python,104
araki,15,3,C++,64
Vitaliy,26,0,C,176
MikelTheProgrammer,4,0,Python,50
Yarin,2,18,java,3
Yaro,16,0,java,90
romanandreev,17,0,C++,114
yeputons,2,0,C++,67
Myth5,16,0,C++,109
Grotmol,8,0,java,41
Gassa,20,3,C++,69
krijgertje,20,1,C++,132
eatmore,11,1,java,96
voidus,9,0,Python,130
maciejk,31,2,C++,213
lukasP,12,0,C++,66
megaterik,11,0,java,86
Psyho,15,2,C++,109
skol,15,2,java,65
IvayloS,24,0,C++,135
Milanin,17,0,C++,96
WJMZBMR,8,0,C++,41
PaulJefferys,3,0,C++,57
jellies,2,18,C++,3
ikicic,15,0,C++,72
emaxx,15,1,C++,126
ashmelev,2,33,C++,17
andrewzta,17,0,java,80
steiner,15,2,C++,170
alexamici,2,32,Python,10
MiminoCoder,3,1,C++,73
Carber,11,0,C++,96
naiveAlgorist,5,13,C++,62
jackfeng,17,0,Python,127
stgatilov,30,5,C++,189
cobbal,4,0,Python,101
mikhailOK,13,0,java,85
cos,16,0,C++,134
Dembel,6,0,C++,75
CNRICville,6,1,java,62
fruwajacybyk,16,0,C++,98
dasko,13,0,C++,95
AlTimin,2,0,C++,75
b0b0b0b,5,13,java,62
pashka,4,0,java,49
VulpesX,12,0,java,47
Pompon,2,17,C++,3
takluyver,16,0,Python,85
MauricioC,16,0,C++,90
sdya,3,0,C++,50
gojira,2,23,C++,4
altkeys,22,1,Python,151
sune2,17,0,C++,127
bmerry,9,0,C++,130
hansonw,13,1,C++,93
Romka,15,2,C++,170
fmm,16,5,C++,144
MikeMirzayanov,6,13,C++,79
valich,17,0,C++,96
guyadini,7,1,Python,83
asaveljevs,35,1,C++,86
DCLXVI,16,0,C++,85
RalphFurmaniak,13,0,C++,85
Rydberg,32,5,C++,189
Ra16bit,15,0,C++,74
robertre,4,0,C++,107
vot,13,0,java,95
vepifanov,19,1,C++,137
marcoskwkm,26,0,C++,176
Ripatti,12,0,C++,47
mib,5,13,C++,53
narri,39,5,Python,254
ChrisBeaumont,1,0,Python,53
Atol,21,0,C++,161
PavelKuznetsov,1,0,C#,53
Mingwei,41,14,Python,119
wojteks,6,0,C++,82
jxwuyi,16,0,C++,98
Alias,39,5,C++,254
sisu,3,0,C++,57
ashwink,35,1,Python,86
Lovro,6,1,C++,62
IcePupil,26,1,C++,58
Wataru,24,1,C++,52
dolphinigle,4,0,C++,107
marcina,11,0,C++,86
oldjunyi,15,2,C++,104
ZhukovDmitry,19,4,C++,99
EgorKulikov,32,5,java,189
