user_id,blanks,coments,language,cloc
stjepan,17,0,C++,163
Samsaray,9,0,C++,43
Ra16bit,3,0,C++,82
TimeString,17,0,C++,110
Theogry,2,19,C++,5
mystic,4,0,java,49
argentony,20,8,java,78
Milanin,7,0,C++,46
WJMZBMR,28,6,C++,138
aropan,0,8,C++,40
Krig,17,0,C++,163
Dmoonleo,11,2,C++,96
Eryx,7,0,C++,83
Merkurev,27,3,C++,177
RalfKistner,4,5,Python,42
stgatilov,13,0,C++,81
vdeksel,15,0,C++,107
dmute,20,5,C++,81
Smithers,7,1,C,37
cycycy,4,3,C++,68
KaiZeR,12,0,C++,197
bmerry,7,1,C++,37
c175353,5,0,C++,46
jchen314,3,0,java,42
decltypeNULL,2,21,C++,2
WindShi,27,5,C++,137
eurekash,6,3,C++,59
Romka,2,21,C++,3
rversteegen,4,5,Python,42
dkirienko,2,19,C++,5
Nika86,14,1,C++,91
voover,10,1,C++,68
caiwaifung,4,3,C++,68
caustique,2,21,C++,2
AHdoc,15,0,C++,85
humblefool,6,3,java,59
Vasyl,15,0,C++,107
johannesk,27,3,C++,177
evgentu,4,0,C++,49
dongockhanh1997,9,0,C++,178
SmartSchizo,15,0,C++,85
kuangbin2013,8,0,C++,94
heyihong,21,0,C++,145
tkociumaka,7,0,C++,83
Myth5,9,0,C++,43
spnautilus,11,0,C++,118
kmod,6,5,Python,56
xyz111,10,1,C++,68
daveagp,0,8,java,40
andrewzta,14,1,java,91
yeputons,9,1,C++,84
MichaelLevin,11,2,C++,96
jarvis142,13,0,C++,81
trebe,6,5,C#,56
Endagorion,11,0,C++,118
Alexander86,7,0,C++,46
Celicath,5,0,C++,46
xiaowuc1,20,10,java,129
Seter,3,1,C++,31
zhj,3,1,C++,31
Joshik,9,1,java,85
seanwu,8,0,C++,94
