user_id,penalty,points,rank
...Johniel,2942,14,2694
..manmeet..,2234,28,1433
..math,7718,38,1030
.PEIN.,7759,49,437
.jaz,7771,100,11
.msfm,4638,14,2855
.olympian,8461,28,2379
.tarungupta,7941,28,2354
0673nC,8018,28,2360
072988,8027,63,270
0806580124,7103,73,57
0x0539,4891,14,2874
0xfd,3226,28,1725
10iii,3045,28,1676
1152230301,2732,28,1588
1292765944,4148,14,2807
13k,5818,28,2227
1ed,2423,28,1482
20100,3814,28,1878
37ae912,9065,40,890
42Life,5731,28,2217
4lberto,6462,14,2972
4ndypanda,4426,28,2004
51isoft,1057,28,1144
735612658,8372,40,803
7henick,2460,14,2639
7sedam7,4953,14,2880
88844452999,5921,28,2239
901001,2301,28,1449
9mat,4207,14,2812
A.S.,4647,28,2051
ABryant,2667,28,1570
AC521,8656,40,836
ACSeed,7966,26,2462
ADEpt,7598,63,253
AIMag,9011,50,409
AIgen,5021,28,2123
AKarpinsky,3221,14,2720
AKee,7910,28,2352
AS1,6444,100,6
ASotelo,7048,63,235
AaKoshh,6055,40,578
AbdallahHamdy,3796,28,1876
Abdoufel,3283,28,1739
Abhiz,4726,14,2862
AdGold,2074,28,1387
AdrianKuegel,3921,73,37
AdrianRoos,7261,100,9
Afzali,2769,28,1598
AgentM,7691,38,1028
Agu10,2728,28,1586
Ahmad.Badkoubehei,6974,14,2990
AhmadMamdouh,7719,40,731
Ahmed.Ibrahem,7878,40,756
Ahmed.Salama,2604,40,449
AhmedSalem,6759,40,652
Akai,5334,40,531
Aki,3760,28,1867
Akira,5185,14,2895
Akollias,1695,14,2555
AkrAmAtion,2478,28,1496
Alan.Leung,4388,28,2000
Aldelo,4527,40,494
Alekso,3729,28,1858
AlexDinaro,7557,40,715
AlexGran,7190,63,238
AlexTolstov,7038,40,671
Alexander.USU,1869,28,1321
AlexanderBolshakov,8543,38,1053
AlexanderL,8384,65,120
Alf,1598,28,1258
Ali.S,5734,28,2218
Aliaksei,9999,40,946
AliakseiCharnevich,8497,40,815
Alien,4289,28,1979
Allen0759,7046,14,2996
Allen7,4026,40,475
Alon,3648,40,463
Along,5534,26,2434
AmbBAI,9308,50,425
Aming,4098,28,1939
Amir,1090,28,1150
Amr.Mesbah,2059,14,2602
AmyZhang,6418,14,2970
Ananya,6325,63,208
Anarivu,10326,63,319
Anastasia,790,28,1119
AncientPC,4110,28,1943
Andfive,9199,73,94
AndreiJurubita,8332,28,2372
AndriyM,7865,65,115
AndyBloch,5051,28,2128
AneeshDogra,5687,14,2924
AnhDT,6428,40,616
AnkurKKhurana,5367,28,2170
AnnKats93,4866,28,2096
Annie,5603,28,2204
Ant.dujun,3147,28,1697
AntiHype,6694,40,644
Anton.Hola,917,28,1130
AntonBerezin,2829,28,1621
Ants,7031,65,108
AquaSnail,2419,28,1479
Aramgutang,1472,28,1227
Ardem,2091,28,1390
Aries512,845,28,1124
Ariza,1757,14,2561
Aroneous,3652,28,1837
Aros,9120,40,900
Arseniy.,2144,28,1408
Arti1990,5387,63,178
Artifere,6658,40,640
Artishok11,6290,40,601
Arup,9072,50,415
Assustado,4361,14,2823
Astalavista,4584,14,2846
Atlante45,3357,28,1756
Atneik,6989,14,2993
Atvoid,1723,28,1283
Aumy,4911,28,2103
Aurel,4923,40,511
AxiomOfChoice,3844,28,1885
B.PENG,6239,28,2260
B4dT0bi,7567,26,2457
BacekJon,2784,28,1603
Bang,5986,14,2942
Bao,8520,28,2382
Bapu60,5046,28,2125
Bark,2931,38,951
Barty,5831,40,565
BassWu,7845,40,750
BatusaiX,4550,14,2840
Bejos,2826,28,1620
Belag,1528,28,1239
BenM,3721,14,2766
BenoitBlanchon,3081,28,1681
Bergamotka,8161,40,785
Berry,2396,28,1471
BertLeung,4054,40,478
Bertje,3339,14,2728
Betamoo,3357,28,1756
Bew,7381,50,356
Bhambya,4981,28,2114
Bidhan,8656,63,289
Bigodao,4449,28,2008
Bigtime,3207,28,1716
Bill,8195,63,274
Billda,6144,40,587
BinaryShaman,5112,28,2139
Biskup,3254,28,1730
Biylda,9472,38,1081
BlackBone,5943,14,2939
BlackHole,8200,37,1094
Blackbull,5864,14,2934
Blakman,9374,73,98
Blazerfrost,7776,38,1032
Blub,8872,40,868
Bogdan,7338,38,1011
BogolyubskiyAlexey,6718,40,645
Boojum,7536,40,714
Boreas,8228,73,72
Boreeas,2783,14,2671
BradPreston,7612,28,2341
BrunoJCM,2547,28,1520
BuaaBella,7823,40,745
BudgieInWA,6579,40,631
Budianto,7353,50,352
C0d3M0nk3y,8539,26,2474
CCKit,3930,28,1905
Cactus,9150,50,419
Caeser,1699,28,1280
CaiZhicong,4211,14,2813
CaptainObvious,1238,28,1180
Carlitos,7269,26,2450
Caskman,3276,28,1736
CataHaidau,5391,28,2175
Cesar1000,8680,77,30
ChRapO,7276,40,695
ChairBreaker,3392,28,1767
Chaitype,8119,28,2363
ChaosPP,4219,28,1964
Charil,8539,38,1052
Cheese,8527,40,820
ChevalierMalFet,3848,26,2427
Chewbacca,2274,28,1446
Chino,3441,28,1782
Chip,3275,28,1735
Chip.Whaley,5701,14,2925
ChiuDavid,4892,28,2101
Chocobo,2485,28,1503
Chotiwat,6841,28,2304
ChrisCooper,3186,28,1713
ChrisFlash,8674,40,841
Christos.P,6650,28,2289
ChunLaw,1085,28,1148
CinMon,4923,14,2877
Clouds,5823,28,2229
Coconut.Big,7347,38,1013
CodeAce,5798,28,2224
CodeGear,7199,14,3003
CodeInChaos,8618,37,1096
CodeViking,3517,28,1799
Coder.1340,8660,50,394
CokaRoach,1558,28,1251
Coke,6584,28,2283
CompoundParrot,8319,24,2509
Connector,9278,73,97
Conny,9552,38,1084
Copycat91,1805,28,1306
Corey,8136,28,2364
CrBoy,2023,28,1371
Creed,5998,40,572
Crowsi,9262,38,1075
Crush,7651,73,65
Cryst.Meth,6743,28,2294
Csillag,8919,38,1063
Ctronc,1101,28,1153
Cube,7100,40,678
CubiX,7072,14,2998
Cumber,7369,40,702
CuteCube,2914,28,1642
Cyanic,3887,28,1898
CyberZHG,4471,28,2012
CydorniaKnight,2044,28,1380
Cyin,6481,40,621
Cypi,2856,63,130
CyrusWong,2426,14,2636
D0NKEY,6267,28,2263
DAMF,6550,40,630
DANDELION,4970,40,516
DAle,9509,77,35
DBN,1488,14,2545
DHKim,5113,14,2888
DIMYP,8414,28,2377
DMA57361,2230,28,1432
DNI,9567,40,932
DNNX,6796,63,227
DSK,7322,14,3008
DSquare,6554,38,984
Daiver19,1728,28,1286
Dalmat,7053,28,2317
Danielhehe,2831,14,2676
Dantheman,10086,26,2490
DarLam,9233,73,96
DarkEmi,1723,14,2558
DarkKnightAnk,3901,14,2786
DarkUD,7703,14,3021
DarkVampire,6561,14,2976
Dasc,4471,28,2012
DaveiD,4143,14,2804
Dazzle,7789,40,740
DbIHbKA,3631,28,1828
Dealmaster13,3098,14,2708
Deba,5808,28,2226
Decster,2939,28,1650
Demand,5940,24,2498
DenRaskovalov,786,28,1118
DerekZhao,2256,28,1442
DesiCoder,4973,28,2112
DevinP,2364,14,2631
Dhanush,3649,28,1835
Dhari,6213,14,2958
Dieend,9144,63,307
Diego7,6386,40,610
DiegoAE,7083,38,1003
Digibomb,2539,28,1515
DireWolf,9013,50,410
DmitriyL,9042,63,302
Dmoonleo,8275,38,1043
DoC,2776,28,1601
DoDoHushHush,7167,36,1099
Dog,6140,40,585
Doplgangr,3860,14,2779
Dpsipher,7926,50,369
DrBenLondon,4122,14,2802
DrEdri,3455,14,2742
DraStiK,1204,14,2531
Dragooon,2104,14,2606
DragosR,1542,28,1246
DrakeAnderson,1445,28,1222
DreamBird,9169,40,904
DroL,9068,40,892
Dronte,5052,28,2129
DryukAlex,9940,49,445
