user_id,avg_memory,wall_clock,system_time,blanks,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
0210804,-,-,-,52,C++,-,40,-,0,-,-,-1,0,-,-,10864,-,-,-,-
0xb0c5,0,0.00,0.00,1,Python,2.7,15,8,0,0,0,0,0,0,0,591,-,-,6572,0.00
0xrgb,-,-,-,36,C++,-,23,-,1,-,-,-1,0,-,-,-,No such file or directory,-,-,-
131131yhx,0,0.00,0.00,43,C++,-,35,0,0,0,0,0,0,0,0,11144,-,-,2524,0.00
1403mashaonan,0,4.24,3.20,87,C++,-,68,0,0,0,0,0,3,129072,0,13984,-,-,2696,1.04
144p,0,0.04,0.00,11,Java,-,20,0,0,0,0,0,0,64,0,1387,-,-,21592,0.04
178855371157,0,0.00,0.00,4,Python,2.7,12,8,0,0,0,0,0,0,0,515,-,-,8668,0.00
19891101,0,0.00,0.00,92,C++,-,66,0,0,0,0,0,0,0,0,10184,-,-,2440,0.00
1NCID3R,0,0.00,0.00,32,C++,-,25,0,0,0,0,0,0,0,0,24992,-,-,2728,0.00
2011aad,0,0.00,0.00,33,C++,-,23,0,0,0,0,0,0,0,0,14216,-,-,2552,0.00
2jjy,0,0.00,0.00,41,C++,-,39,0,0,0,0,0,0,0,0,12752,-,-,2600,0.00
2oo7,0,0.04,0.00,16,Java,-,100,0,0,0,0,1,6,64,0,1250,-,-,21472,0.04
2rf,-,-,-,2,Python,2.7,9,-,0,-,-,1,0,-,-,567,-,Unknown,-,-
4yn,0,0.00,0.00,42,C++,-,39,0,0,0,0,0,0,0,0,31752,-,-,2476,0.00
6aJIaJIae4HuK,-,-,-,61,C++,-,52,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
7HM,0,0.08,0.00,7,Java,-,29,0,0,0,0,0,5,72,0,1438,-,-,29332,0.07
7pablof,-,-,-,0,Python,3.5,17,-,0,-,-,1,1,-,-,-,-,File or Dir not found,-,-
8163264128,0,0.07,0.00,1,Java,-,16,0,0,0,0,0,0,64,0,1148,-,-,24176,0.06
A13xand3r,0,0.01,0.00,12,Python,2.7,31,8,0,0,0,0,0,8,0,1565,-,-,6432,0.00
ABANDIYA1995,0,0.04,0.00,2,Java,-,39,0,0,0,0,1,12,64,0,1535,-,java,21384,0.03
ACErupt,0,0.00,0.00,2,C++,-,19,0,0,0,0,0,1,0,0,13576,-,-,2500,0.00
ACMonster,0,0.00,0.00,5,C++,-,65,0,0,0,0,0,1,0,0,13712,-,-,2696,0.00
ACalvin,-,-,-,36,C++,-,36,-,0,-,-,-1,0,-,-,8064,-,-,-,-
AISarkin,0,0.00,0.00,5,C++,-,52,0,0,0,0,0,0,0,0,26200,-,-,2576,0.00
AKim,0,0.00,0.00,11,C++,-,87,0,0,0,0,0,1,0,0,25128,-,-,2632,0.00
AMartin,-,-,-,3,C++,-,31,-,0,-,-,-1,0,-,-,13456,-,-,-,-
AboShady,0,0.00,0.00,33,C++,-,29,0,0,0,0,0,0,0,0,32544,-,-,2520,0.00
Action,-,-,-,9,C#,-,87,-,1,-,-,-1,0,-,-,-,: Unexpected character `$' ,-,-,-
AdGold,0,0.00,0.00,8,Python,2.7,20,8,0,0,0,0,8,0,0,973,-,-,6532,0.00
