user_id,blanks,coments,language,cloc
stjepan,12,7,C++,102
xhae,0,0,C++,35
linguo,3,0,Python,37
argentony,3,0,java,42
Krig,14,1,C++,78
Eryx,27,3,C++,177
ttim,4,0,java,49
RalfKistner,34,0,Python,114
dmute,9,0,C++,82
KarlisS,28,6,C++,138
johnasselta,4,5,C++,42
c175353,15,0,C++,107
jchen314,15,0,java,85
agutowski,2,21,C++,2
lsmll,3,0,C++,49
Nika86,9,0,C++,178
voover,3,1,C++,31
alberist1,4,1,C++,52
klad2008,2,19,C++,5
evgentu,6,5,C++,56
yeputons,27,5,C++,137
isea,11,0,C++,118
Myth5,11,2,C++,96
spnautilus,7,8,C++,182
Witalia,10,1,C++,87
cherudim9,9,1,C++,59
maksay,11,3,C++,71
harrenhall,8,0,Python,65
huangxi,20,5,C++,81
pablobce,4,0,C++,62
phire,6,3,C++,59
ariacas,0,0,C++,33
rversteegen,0,0,Python,47
Seter,4,3,C++,68
Samsaray,7,0,C++,46
TimeString,11,3,C++,96
lookingfor,21,0,C++,145
Superpear,17,0,C++,110
Milanin,2,21,C++,2
WJMZBMR,7,4,C++,69
aropan,10,0,C++,59
GeassCode,6,0,C++,59
Alex97,4,0,C++,49
kmod,4,1,Python,85
Smithers,10,1,C,68
Frederica,2,5,C++,107
Ldragon007,6,0,C++,61
andrewzta,14,1,java,91
caiwaifung,14,0,C++,52
TankEngineer,13,0,C++,81
caustique,6,5,C++,82
MiminoCoder,11,2,C++,96
humblefool,6,3,java,59
quimey,4,0,C++,45
tkociumaka,2,19,C++,5
stgatilov,17,0,C++,163
LeBron,4,5,C++,42
xiaowuc1,20,8,java,78
dasko,42,42,C++,140
equation618,0,2,C++,27
Celicath,7,0,C++,83
tailed,7,2,C++,59
eurekash,4,3,C++,68
Lytton,10,1,C++,68
decltypeNULL,5,0,C++,48
rettunlw,14,1,C++,91
kuangbin2013,6,0,C++,62
Dmoonleo,13,0,C++,50
ysymyth,5,0,C++,44
mruxim,12,0,C++,197
SqrtPi,6,5,C++,56
vdeksel,4,0,C++,102
bmerry,13,0,C++,81
Iliad,15,0,C++,107
Romka,27,3,C++,177
dkirienko,9,0,C++,43
keivan,16,14,C++,106
DCLXVI,15,0,C++,85
AHdoc,7,0,C++,46
dongockhanh1997,9,11,C++,55
SImplex,31,14,C++,139
cycycy,1,1,C++,41
xyz111,0,8,C++,40
natalia,9,1,C++,84
juwon,9,1,C++,27
Paja,2,21,C++,3
Endagorion,2,0,C++,54
MichaelLevin,5,0,C++,46
zhj,7,1,C++,37
Eledven,8,0,C++,94
Joshik,9,1,java,85
Ra16bit,14,2,C++,133
Dagon,8,0,C++,94
Theogry,17,0,C++,163
mystic,0,8,java,40
Vasyl,0,0,C++,31
trebe,11,0,C#,62
WindShi,23,0,C++,139
Merkurev,6,66,C++,54
emaxx,3,0,C++,82
Nedy88,7,0,C++,83
paulik,5,2,C++,66
PavelKuznetsov,3,0,C#,39
KaiZeR,20,5,C++,117
johannesk,5,0,C++,42
SmartSchizo,5,0,C++,46
heyihong,6,0,C++,47
LTzycLT,11,0,C++,118
daveagp,20,10,java,129
pty,9,0,C++,43
jarvis142,3,1,C++,31
Alexander86,5,0,C++,46
framalex,7,1,java,37
seanwu,18,3,C++,124
