user_id,blanks,coments,language,cloc
TakanashiRikka,6,1,C++,70
dnkywin,6,0,C++,45
cedriclin,2,0,C++,25
SaveVMK,4,0,java,33
MKLOL,14,15,C++,31
aurinegro,17,0,C++,105
FatalEagle,26,0,C++,118
Ljq,7,2,Python,97
Dukkha,1,0,java,33
winger,26,0,java,107
yzyz,5,0,C++,40
jchen314,1,0,java,31
jbaldus,4,0,C++,33
phirasit,7,0,C++,82
haoranxu510,7,0,C++,71
gauravjs,1,0,Python,38
Subscheme,6,3,Python,50
waltz,9,0,C++,41
Salls,5,0,Python,31
liutianren,9,0,Python,116
wwt15,17,0,C++,115
lichenkoh,1,0,C++,17
ZhSh,1,0,C++,33
OliverHallam,7,2,C#,97
jmzhao,18,0,Python,105
waterfalls,17,0,C++,115
zhouyuc1,1,0,Python,21
lwchkg,1,0,C++,37
alexwice,25,0,Python,97
rafaeldaigo,25,0,C++,105
camypaper,1,0,C#,52
ballonguy,9,1,C++,85
gizzywump,9,0,Python,55
Bossle,26,0,C++,107
AntiForest,25,0,C++,97
Stilwell,14,15,C++,40
jonathanasdf,13,0,C++,63
lyoz,2,0,C++,25
eduardische,1,0,C,40
ASotelo,2,3,java,35
asi1024,7,0,C++,82
royf,20,0,Python,145
darkKelvin,5,0,C++,40
vovanhuy22000,2,3,C++,49
xiaowuc1,7,0,java,75
akulsareen,18,0,C++,105
Celicath,5,0,C++,31
EscapeSequence,5,2,Python,87
MauricioC,15,15,C++,47
rowdark,14,13,C++,40
UpDownDOTA,2,3,C++,35
cgy4ever,1,0,C++,21
OnionPringles,4,0,C++,27
mystic,1,0,C#,38
ilackthatsuperpower,5,1,C++,81
Vytis,1,0,Python,21
jcvb,9,0,C++,41
olafm,17,13,java,47
anari,4,0,Python,27
ctunoku,5,1,java,81
xyz111,25,0,C++,105
FittySpence,9,0,Python,71
RalphFurmaniak,10,0,C++,71
qwerty787788,17,0,java,105
Endagorion,1,0,C++,39
darnoc,7,0,Python,71
kiwijam,9,0,Python,76
danielf,19,9,Python,71
nathanajah,1,0,Python,17
izrak,2,3,C++,56
zajac,1,0,C++,34
tcooke,16,13,Python,31
alex1770,18,0,Python,77
sevenkplus,2,3,Python,53
ImBarD,14,0,C++,67
maxitg,9,0,C++,55
Nicolas16,10,0,C++,48
marcoskwkm,2,3,C++,87
HellKitsune123,1,0,C++,34
alkjash,3,0,Python,21
exod40,1,0,C++,31
lbj,10,0,Python,48
Ragnar,7,0,C++,75
etotheipi,26,0,Python,118
Tellmarch,14,0,java,67
tomconerly,1,0,java,34
h4tguy,1,0,Python,52
abc3141,2,3,C++,56
Lewin,10,0,java,70
johngs,1,0,C++,21
Schneck,6,0,java,45
anttil,10,0,C++,71
abuss,7,0,Python,54
vibhorgoel,10,0,C++,70
achan1058,1,0,C++,21
vlecomte,9,1,C++,85
burunduk3,13,0,C++,63
halucinka,2,3,Python,58
mrauen,6,1,Python,70
azhai,19,0,C++,79
Itu,1,0,C++,34
