user_id,blanks,coments,language,cloc
lzw75,56,1,C,479
g201513,12,8,C++,236
sixshine,0,0,C++,1
dunkmaster,8,0,java,38
kurnevsky,8,0,C++,38
Stun,11,0,C++,50
hychen,53,5,C,330
Boltmeyer,7,0,C#,50
qnighy,3,0,C++,34
alexliver,4,0,java,59
SumuduF,28,0,C++,294
strapahuulius,3,0,C++,63
nexen,4,8,C++,51
emppu,4,35,C++,30
qbeuek,20,0,C#,70
tanriol,10,0,Python,112
chys,53,22,Python,140
updog,3,0,C++,63
sigmar,48,26,C++,184
tmt514,4,0,C++,59
krijgertje,0,0,C++,1
eatmore,11,0,java,69
Hooyoung,11,3,Python,39
fuseidenamida,13,15,C++,156
kenimo,14,0,C++,58
CydorniaKnight,2,1,C++,55
jellies,10,0,C++,58
TripleM,11,1,C++,51
koda,1,2,C++,69
rafaeldaigo,21,0,C++,273
kmod,46,16,Python,179
Weeble,3,0,Python,23
Smithers,15,0,Python,61
gepa,4,0,Python,36
Scooooooorpio,12,8,C++,236
srkib0y,22,7,C++,119
Salls,4,0,C++,166
aussie,17,5,C#,37
FFFFF,3,0,java,65
waik,4,39,C++,31
ecv,22,0,C++,283
royf,11,12,Python,24
Berry,0,0,C,1
rydotyosh,11,0,C++,75
stgatilov,1,0,C++,24
lxx,7,0,C++,29
kappahouse,3,0,C++,40
devurandom,5,0,C++,45
srh,3,0,C++,51
DjinnKahn,33,0,C++,416
dwenzel,5,0,Python,76
khelman,25,5,java,42
alva0930,21,0,java,273
stopit99,17,5,C#,37
IElenik,1,2,C++,69
bmerry,4,0,C++,37
Tilps,5,0,C#,76
a2stnk,10,0,java,44
mjmjmtl,3,46,C++,0
ineaugh,11,0,C++,75
dspyz,1,0,java,24
CaptainAhmadi,10,0,C++,44
cardboardbox,2,2,java,53
donogo,0,0,C++,1
kcm1700,11,0,C++,67
ymgve,4,3,Python,22
eldering,3,0,C++,34
levlam,3,0,C++,65
SnapDragon,1,2,C++,37
caf,3,46,C,0
mystic,11,0,java,50
Vasyl,22,7,C++,119
AS1,4,0,C++,37
Nicolas16,48,26,C,184
akinori,3,0,C#,23
refacto,13,15,C++,156
LinShu,2,2,C++,53
bengedy,6,0,C++,21
eddyferreira,18,7,C++,139
fswenton,11,0,C++,51
arping,18,7,C++,139
falcon112358,30,25,Python,269
kik,11,0,C++,69
piyawatl,16,5,C#,47
sisu,25,5,C++,42
kelvinlau,22,0,C++,283
iwiskimo,53,5,C++,330
Arcturus,2,1,C++,55
caethan,66,32,Python,291
Alexander86,19,10,C++,41
azhai,14,0,C++,68
tikitikirevenge,19,10,C++,41
kmjp,7,0,C++,29
