user_id,penalty,points,rank
.Invader,62676,74,879
.RandomUsername,14992,74,536
.Spencer.,64218,57,2318
.dP.,71106,66,1690
07c00,93790,74,1183
0alex,83961,72,1274
0x00000000,74619,74,996
0x42,68714,74,940
0xb0c5,81335,66,1791
0xffff,73718,57,2370
1.jatekos,34647,83,388
112atn323,59367,100,179
178855371157,60115,66,1601
19891101,40231,74,688
200,65217,74,903
2011aad,36448,49,2995
2IhJKjRRfkGol3Ts5XZ,26824,66,1385
2rf,66085,74,914
317070,61919,74,872
3230391,97412,57,2527
37ae912,77318,74,1023
3abdelazim,95396,74,1196
551100kk,27615,100,65
74th,38639,49,3007
916852,47218,57,2230
9charles,96947,53,2816
9mat,43431,57,2219
ACMonster,51592,74,769
ACgege,29626,74,612
AFGhazy,66053,74,913
AHdoc,74399,100,254
AIMag,43628,66,1475
AISarkin,59568,66,1597
AJ721,93600,66,1882
AK93,52578,57,2256
AKM,79694,66,1773
AKim,52673,66,1529
ALOHA.YEOP,40248,74,689
ANEvans,97332,57,2526
ARGO,93555,57,2491
ARechitsky,38290,74,672
ASotelo,19256,74,564
ATailouloute,80820,57,2413
ATrosinenko,66657,66,1658
AVM.Martin,98509,57,2536
AVictor,66633,74,919
AaronYChan,89652,57,2470
Abhinand,97585,57,2529
AdGold,29096,49,2950
AddOn,13076,49,2886
AdityaDeepak,64036,57,2317
Adrian.Orzepowski,78372,74,1032
Agentchuck,76535,74,1012
Agone,73150,57,2365
AhmadMamdouh,54682,74,794
Ahmed.Gamal,95032,79,483
AirRafer,96027,62,2108
AkaCoder,84491,57,2443
AkashSwami,98879,62,2121
Akigeor,47439,57,2231
Aksenov239,72785,74,977
Al.Cash,50248,74,758
Al3ks1002,75617,100,259
AlSaeed,95697,74,1200
Alamin,77982,66,1757
Alan.Chang,73200,74,983
AlanTam,36248,57,2201
AlbertBuckeye,97735,53,2818
AleksanderBalobanov,77221,74,1019
Aleksei,24496,57,2162
Alesis.Novik,88967,74,1138
Alex.Baranau,40729,100,105
Alex.CHS,25460,49,2934
Alex.z,75914,57,2385
AlexFetisov,69631,74,952
AlexVistyazh,59384,66,1594
Alexander.USU,79905,66,1775
Alexander86,91736,57,2480
Alexiski,76140,74,1008
Alexnus,80958,66,1786
Alextrovert,89081,57,2467
Algiz,66992,53,2694
AliMalekzadeh,18683,57,2149
Aliaksei,79800,66,1774
Altynai.me,63587,57,2314
AlvinChow,51868,57,2250
AlvinWong,34649,74,648
Alwahsh,87058,74,1111
Amaury.Lili,97034,50,2874
Ambling,72241,88,368
Amirnasr,58982,57,2283
AmolMandhane,79445,62,2038
AnPelec,57171,57,2276
Anardael,54111,62,1981
AndreiNet,36635,66,1440
Andretti,62472,57,2308
Andy.Li,79234,62,2035
AndyAder,56896,53,2672
AndyBloch,32319,49,2973
AngryBacon,20494,66,1359
AnhDo,17934,49,2907
Anta0,41387,100,107
AntalViktor,78550,74,1033
AntiForest,6698,100,4
Anton92nd,74407,66,1720
AnyFire,88921,66,1846
Anyrainel,50533,57,2246
ArKobel,68305,62,2012
ArbokEkans,83010,66,1807
Archikrator,88747,74,1134
Archimedean,23585,74,587
Ardavel,87726,74,1123
Are.You.OK,17249,56,2541
Areseye,76995,71,1313
Arhno,94670,53,2806
Aries512,18308,72,1246
Ariza,88129,51,2858
Arkelenia,92191,74,1171
Arrows,95434,57,2508
Arseniy.,63289,100,201
Arseny,74280,54,2581
Arterm,83851,66,1811
Arup,73836,100,251
AshishRKO,81806,100,282
Ashkboooos,89455,62,2080
Asm.Def,73920,66,1714
Astein,62907,74,882
Astrae,51405,83,397
Astro75,90985,74,1157
Atol,82507,74,1073
Aubrey,66999,57,2334
Auenwald,86067,53,2761
Austin880625,69542,71,1310
AxiomOfChoice,96893,74,1216
BALOWRIA,94235,83,448
BD777,49898,66,1512
BIPUL,50571,74,760
BNieuwenhuizen,65444,74,906
BSBandme,36554,100,93
BSCMichael2015,85552,74,1102
BUAA.Thor,54821,66,1547
Backspe,67081,57,2336
Baklazan,70629,83,414
Balajiganapathi,16664,74,549
BalderJ,80763,83,425
BananaTree,29533,66,1395
Barba,25400,74,597
Bars,44411,57,2223
Bebe,62155,72,1251
BelaRacz,87693,100,310
BellyWhite,15078,57,2144
Belonogov,45342,72,1247
Bench,80396,100,276
BeniBela,84983,54,2596
BennyCarina,96464,66,1902
Berba,35235,62,1958
Beresta,92837,88,377
Bg1,96237,57,2514
Bhajun,92656,53,2797
Bidhan,85184,51,2854
BigBourin,38857,49,3008
BigWaterMan,28598,49,2947
Bigmac,62817,64,1940
Biigbang,45734,52,2819
Binnie,78019,54,2588
Biylda,71838,79,468
BlackGammon,82647,57,2427
Blawho14,96598,72,1298
Bleizig,83577,53,2750
Blue.Bear,91920,66,1869
Blue.Mary,26901,100,63
BlueMoonCQM,6150,72,1244
BoeingX,76842,74,1016
Boping,53876,100,160
Borisp,35316,74,652
Bossle,7963,74,499
BothEarRim,63734,57,2316
Boxer,25391,54,2558
Brandonchen33,87207,83,438
BreathOfZen,85658,83,435
Breda,86582,54,2597
Brian.P,26285,57,2168
