user_id,blanks,coments,language,cloc
gloompisces,18,14,C++,97
LayCurse,6,0,C++,78
cedriclin,9,0,C++,80
hehaodele,3,0,C++,31
aurinegro,0,0,C++,57
a9108,8,1,C++,94
ltaravilse,23,2,C++,148
Flydutchman,26,0,C++,131
Kaizero,5,0,C++,66
shangjingbo,3,0,C++,47
zyz915,1,1,C++,101
adm3ws,1,2,C#,60
Grzesiu,4,2,Python,48
polchawa,4,0,C#,46
newman,5,6,C++,109
pmnox,5,1,C++,77
Token,9,0,C++,84
allenlyh,2,2,C++,56
Anta0,27,0,C++,59
earl,6,0,C++,74
lewha0,1,0,C++,67
michal27,5,1,C++,44
Felix,11,1,C++,102
misof,6,1,C++,53
STEP5,11,2,C++,58
gongbaoa,10,1,C++,96
gs12117,13,3,C++,81
HiltonLange,7,0,C#,67
squark,10,8,C++,56
wuzhengkai,29,19,C++,140
SnapDragon,2,6,C++,77
Grossiant,7,1,C++,75
drazil,15,3,C++,86
mips88,277,1,C++,796
winger,26,0,java,131
imyoyo,277,1,java,796
malinovsky239,4,5,C++,64
cos,61,6,C++,438
hamadu,13,3,java,78
srh,5,2,C++,70
CLDP,16,2,C++,98
Xhark,17,0,C++,68
RoBa,22,0,C++,90
YerzhanU,6,1,C++,44
t3cmax,8,1,C++,70
pieguy,24,24,C++,167
kevinsogo,11,0,Python,55
dzhulgakov,19,1,C++,138
AEtheReal,51,0,C++,164
tozangezan,62,5,C++,379
cgy4ever,0,1,C++,50
fhlasek,28,0,C++,137
stqn,4,0,Python,58
yosupot,6,0,C++,62
MikeMirzayanov,19,1,C++,138
aquamongoose,6,0,C++,78
danielf,8,12,C++,76
lostRating,13,3,C++,78
trait,13,0,C++,78
anari,0,0,C++,77
darnley,6,0,java,74
kcm1700,16,1,C++,86
PavelKunyavskiy,5,3,C++,100
RalphFurmaniak,24,8,C++,146
qwerty787788,20,1,java,134
yswtt,10,0,C++,72
Hogloid,5,1,C++,44
EmK,7,0,C++,57
rankalee,3,0,C++,70
Gnurdux,4,9,C++,101
Gluk,6,0,C++,62
Zlobober,7,1,C++,43
Mister,13,0,C++,58
geka666,15,0,C++,100
kormyshov,15,3,C++,86
peter50216,5,0,C++,68
kyc,7,0,java,57
marcoskwkm,6,0,C++,52
alkjash,4,0,Python,41
exod40,21,8,C++,88
kawatea,8,1,C++,114
nika,9,0,C++,77
ptncks0121,10,0,C++,59
narri,24,11,C++,128
fuwenjie,52,1,C++,164
forest,11,0,C++,55
mamekin,8,0,C++,46
KennyHORROR,69,1,C++,255
travm12,6,1,java,53
dreamoon,40,24,C++,168
ZhukovDmitry,61,6,C++,438
cchao,25,0,C++,126
climpet,20,1,C++,134
anrieff,9,9,Python,83
dtalamas24,5,0,C++,60
ztxz16,11,1,C++,100
dolphinigle,6,0,C++,74
k21,12,4,C++,72
apiad,25,0,C++,126
venco5,5,1,C++,44
ffao,3,0,Python,39
EgorKulikov,62,5,java,379
chnlich,20,1,C++,92
