user_id,penalty,points,rank
Gautham,4432,22,2529
GavinVS,2074,22,1574
GeKa,6362,64,278
Gennady.Korotkevich,9423,100,109
Genyaz,6286,64,269
Geonm,4373,22,2511
GetMeng,8547,100,86
Gibon.fiodor,3905,22,2344
Giles,7922,64,369
Ginkgobiloba,2482,22,1767
Ginzaner,5289,64,226
Giove,5669,36,732
Gleb,6342,64,273
GlebsHP,5180,100,12
Glueck,6050,22,2987
Goblin911,2747,22,1866
GoldenSection,4135,22,2442
Goldeye,5297,22,2783
Golovanov399,2101,22,1591
Goodhope,2242,22,1664
Goodoo,3141,22,2048
Goodwine,3685,22,2259
Goofy57,3772,64,188
GordonFremen,9468,36,954
Gravekper,2351,22,1709
GrayFox,5539,22,2862
GreatPhambino,2843,22,1911
Greatlemer,4479,22,2553
Gricha,3984,22,2381
Griffon,4293,22,2485
Grzesiu,860,22,1157
GunnERs,8234,64,393
Gustavostor,8266,48,648
Gyosh,2082,22,1580
HIR180,5616,22,2881
HKKenneth,4479,22,2553
Hachimori,1738,22,1440
HaifengJin,1658,22,1402
HamedArafa,3226,22,2076
Hamition,8006,34,1041
Hamro,3971,22,2377
Hamzawy,2241,22,1663
Hanaban,1202,22,1220
Hanafy,8408,34,1052
Hansen,5675,22,2897
HappyPerson,1494,22,1323
Harrenhall,7283,64,332
HarshEvilGeek,4449,22,2540
Hasan0540,5500,22,2848
Hawkslade,3350,22,2126
Hecky,4024,22,2397
HecticO,5717,22,2915
HellFalcon,6538,64,290
HelloWord,2808,22,1895
Henni,4521,22,2566
HenrikRueping,9140,36,934
HenryTang,8145,52,626
Hephaestos,9304,34,1078
Hesham.Elkhatib,3416,22,2146
Hewr,4242,58,509
HexTree,2384,22,1725
Hiking,9451,24,1133
HiltonLange,8830,100,92
Himanshug,4118,22,2438
Ho.Lee,2161,22,1620
Hodduc,1651,22,1393
Hogan,8918,36,923
Hohol,7929,48,644
HonMing,7191,36,798
Hooyoung,6957,64,315
HouXiang,3464,22,2171
Hrobak,5521,22,2856
Hsiu,6858,64,307
Htedsv,8915,36,922
HuZhongXian,3317,22,2110
Huangry,3306,22,2104
HubertJ,5298,22,2784
Huddu,5418,22,2831
Hydraxis,3994,22,2388
Hydrogen,8345,64,401
I.Choose.Code,3137,22,2045
ICY,4835,22,2665
ICastro,2235,22,1660
ILove47,7410,24,1104
INNOCENT,8857,64,443
IP314,6397,34,1008
IdoLivneh,5450,22,2837
Ifni,8790,52,630
IgelSK,7460,72,171
Ilnur,4982,22,2708
IlyaMSU,6579,64,292
ImCrAcKiNgThEwOrLd,3339,22,2124
Imnimo,7623,36,813
Imsbuno,9848,100,115
Indeed,8106,36,846
InnoVator,4467,22,2549
Invest,1585,22,1360
IslamDiaa,1641,22,1388
Isuzok,4888,22,2680
IvanRomanov,4922,100,9
Ixanezis,7637,58,564
J3ffreySmith,3278,22,2093
JTJL,9649,36,961
JWZH,2736,22,1860
JaNo,6287,64,270
JaapB,3356,22,2130
Jackchess,4436,22,2531
JacoCronje,6686,34,1011
Jaewon,3825,22,2316
Jakob223,2775,22,1882
JalbaRu,10038,36,971
Jamespic,3297,22,2099
Jami,5031,34,982
JanCK,8497,64,413
Jani99,8940,64,451
Jarekczek,9474,64,484
Jarvis57,6480,76,131
JasonYik,4136,22,2443
JcChen,4603,22,2596
Jennica,1342,22,1262
Jens,9148,72,182
JieJie,2489,22,1770
Jimexist,5328,22,2796
Jingfei,3900,22,2339
JmJ,8520,58,587
JoachimVH,2432,22,1746
JohnMave,5558,22,2867
Johnnywsd,4547,22,2575
Jokser,5662,34,995
Joku,5504,22,2849
Jonasz,3282,64,185
Jonick,6598,72,167
Joost,5820,36,735
JuanBesa,3110,22,2033
Judas1995,8132,36,848
JulienC,3212,22,2068
Juniocarl,3034,22,2004
JuniorHsu,9588,64,488
JustN,9082,64,461
K.A.D.R,4082,100,2
K0stIa,6731,36,770
KAP,5733,58,528
KFile,592,22,1137
KJan,5857,22,2941
KainanWang,4278,64,194
KalininN,9255,100,108
KamranM,2553,22,1792
KangK,5203,22,2748
Karian,8081,64,380
KarlisS,6700,64,297
Karolis.Ramanauskas,5671,22,2896
Kaseo,3589,22,2217
Katalyst20,4415,22,2524
Katran,4782,22,2653
Kawazoe,8447,36,874
KeShiHao,5219,22,2754
Keithchen,2902,22,1930
KenjiH,7867,34,1037
Kepnu4,4028,58,505
KhaotiK,2121,22,1607
Kickazz,4726,22,2635
Kingder,7643,34,1028
KipB7,5916,22,2958
KirillB,5554,22,2865
Kirk1,1531,22,1340
Kiroxas,2904,22,1931
Kiselev.Yuri,4885,36,706
Kodack,8938,64,450
Kompu,964,22,1169
Konrad127123,1930,22,1520
Kormat,2717,22,1850
Korvin,7768,36,823
Kosie,1577,22,1355
Kostroma,6671,100,43
Kouprin,6562,58,544
Koyaah,596,22,1138
Koyote,3655,22,2243
KrK,6998,76,132
Krem,9168,64,468
Krey,2666,22,1827
Krig,8434,58,585
Kriiii,6019,100,28
Kristofer,5728,34,999
Krumatya,4395,22,2518
KrzysztofNowak,5236,22,2759
KungA,5701,34,998
KungFuPanda,4349,22,2505
Kutso,6146,58,535
Kuzmin,1912,22,1510
Kvlr,4892,22,2684
Kylar,6758,36,772
KyleLau,2390,22,1728
Kylesky,8299,64,397
Kyoo,5530,22,2860
Kyousuke,4364,22,2508
Kyungryeol,6842,36,777
Kyuubi,5994,22,2973
L1048596,3204,22,2065
LAWEL,1730,22,1436
LFLONG,3782,22,2295
LXYXYNT,9199,48,660
Labib666,2231,22,1658
Lagger,5370,22,2811
Landertxu,4146,36,697
Lanik42,4984,22,2709
Laptro,4758,22,2647
Lawpun,3699,22,2263
LeeSin,4203,64,193
Lei.S,4082,22,2419
LenardG,1578,22,1357
LeoYu,7407,100,58
Lepton.s,5615,36,730
LewCPE,5178,22,2743
Lexa,3674,22,2252
LiJiancheng,3367,22,2131
LiYuqiao,4908,22,2692
Lightmoon,6095,36,745
LilacLu,2935,22,1953
LinKin,2385,22,1726
LinesPrower,8184,100,72
Linxingyu,7597,64,353
Lisz,3788,22,2301
LittleBear,8947,64,452
Liu115,4201,22,2462
Loki...,5643,24,1094
LoliFarmer,3747,22,2289
Lolli,1777,22,1457
Lom,5266,22,2770
LordDuran,2624,22,1815
Lordk,1291,22,1247
LostRating,7666,100,62
LovelyPenguin,2694,22,1838
LucaLuo,2535,22,1783
LucasJA,4587,22,2590
LuisSergio,3444,22,2158
Luiz.Afonso,8066,100,70
Lukaas,3171,22,2057
Lukasz16a,9134,76,153
Lutyj,8538,100,85
LyonLys,1636,22,1383
Lytton,8756,64,434
M.H.,9071,58,600
MAME,3468,22,2175
MDT,9459,36,952
MKLOL,9064,34,1069
MSPA,867,22,1160
Magilarrr,9131,64,464
Maksud,7059,34,1018
Malachor,5991,22,2972
Malioboro,2936,22,1954
Mamick,7197,34,1020
ManosKouk,3959,22,2370
Manu.Comskys,3905,22,2344
Marcin.Smulewicz,5854,64,247
Marev,10265,52,637
Marijan,2918,22,1938
MarioYC,8813,100,91
Marmch,6171,22,3012
MarsChenly,8453,34,1054
Marshmallow,2717,22,1850
Marte,854,22,1156
Martial,6783,64,303
MartinThoma,1713,22,1427
Martinarjovsky,1939,22,1522
Martynas,1769,22,1453
Mashimaru,7004,36,785
Mastojun,4188,58,507
MatRush,1245,22,1234
Matches,5495,22,2843
Math.Wizard.Boy,1000,22,1174
MathProgrammer,7045,24,1100
Mathew24,2023,22,1559
MatsT,8914,36,920
MattSkala,3432,22,2150
MatteoJug,3767,36,690
Matts01,5914,64,252
MauriceJoe,7961,64,370
MauricioC,7209,100,52
MaximKalinin,5802,64,246
Mc...,7568,42,673
McFood,5599,22,2877
Mcquay,1280,22,1242
MeHdi.KaZemI8,1850,22,1481
Megabyte,3332,22,2119
Megan,2376,22,1720
MehrdadAP,5700,22,2907
MemoryBank,1825,22,1472
Merkurev,6374,100,35
Merlininice,7106,58,553
MiameRishio,4222,22,2465
Miaowu,1206,22,1222
Mic2013,3968,22,2375
MicMic,3631,22,2235
Miceren,7817,76,137
Michael,2319,22,1697
MichaelLevin,6685,58,546
Michivious,7482,36,810
Mickalot,3308,22,2105
Midnighter,1882,22,1496
Miek,9700,42,680
Miguel.92,3758,22,2292
MikeLiang,4472,22,2551
MikeMirzayanov,1379,22,1277
MikeOlsen,4726,22,2635
MikeT,5608,22,2879
MikeyD,2769,22,1879
MikleB,6404,64,281
Milanin,2281,22,1687
Milik,3101,22,2030
MinS,9025,24,1129
MinWoo,4531,22,2569
MingBeta,2855,22,1916
Mingbo,5689,22,2902
Minivivi,1372,22,1275
Mirec,1472,22,1315
Mirko02,2879,22,1925
MiroB,1108,22,1193
Missa,2750,22,1867
Mochavic,3618,64,187
MohamedAmin,3044,22,2007
MohamedBassem,2563,22,1798
Mohammad.JRS,8271,34,1048
Moldot,4807,64,211
MonadicJustice,3904,22,2342
MonkeyKing,4295,22,2487
Monmoy,8864,72,179
Moor,1166,22,1210
MooseBoys,8703,36,898
Morad2145,1307,22,1250
Moroten.old,9059,48,656
Moskupols,4615,58,511
Mr.Mars,3952,22,2366
Mr.X,3333,22,2120
MrDindows,1620,22,1376
MrMoe,8327,24,1115
MrRoach,2175,22,1627
Mxu,3722,22,2272
Mystic,7217,36,799
NAFIS,8749,64,433
NGloom,4619,22,2599
NTN,7725,36,820
NTaveras,4258,22,2475
Naaram,7664,36,817
Nahian,4660,22,2619
Narwhalprime,5232,22,2757
NatashaL,4003,22,2391
Navid,5231,64,225
Navidop,9219,64,473
Neamh,4889,22,2681
Nedy88,5897,58,530
NeilV,7020,36,786
Nekosyndrome,8228,64,391
NemBen,2103,22,1595
Neolefty,8840,36,914
Nerv,4531,22,2569
Neverauskas,2577,22,1804
Neverous,2950,22,1960
Niautanor,4967,22,2703
Nickolas,7049,64,321
Nickyname,5858,22,2943
Nicolas16,4426,64,199
Nika86,9141,64,466
Nikitosh,2540,22,1785
NiksJ,4032,22,2400
NilayVaish,2143,22,1614
Nin0,1326,22,1256
Nipunn,9322,64,479
Nnsad,4100,22,2428
NoLeafTree,2830,22,1901
NoNoNo,4992,64,215
NoS,3386,22,2133
Nonplay,3985,22,2383
Noodar,3004,22,1986
North99,6177,22,3015
Nothing.L,9708,24,1134
NothingMore,5649,22,2890
Noziar,5871,22,2949
NuM,8217,64,389
Nyatl,715,22,1143
ONP,4121,58,506
OVR,7788,34,1036
OYoung,9485,36,955
Oct.Gap201,861,22,1158
Oi.,5419,36,722
Oleg805,4400,64,198
Olivier42,2392,22,1729
OnShuffle,2773,22,1880
Ondra,2409,22,1736
Onoez,2927,22,1947
Opu,7606,58,562
Orlando,2684,22,1832
PER,1409,22,1291
PMichalak,8832,24,1126
PMurray,4875,22,2675
Paja,5835,34,1001
PalmPTSJ,10380,36,973
Passerby,5342,34,985
Patlatus,3836,22,2320
PavelKunyavskiy,8480,100,80
PavelKuznetsov,6886,100,46
PavelSavchenkov,1297,22,1248
Payton,8388,64,406
PeachCP36,3448,22,2163
PearGod,2851,22,1913
Pekaz,1666,22,1410
Pep,6279,36,760
Petar.Minchev,6125,34,1005
Peter.Smit,9346,52,634
Peti,2825,22,1899
PetrR,4492,22,2557
Petrus,3539,22,2196
PhD,2407,22,1734
Phil217,5493,64,233
Phoenix.,3799,22,2305
Piano,2919,22,1940
PierreB,3658,22,2247
Pilot34,3049,22,2010
Pitaga,1065,22,1183
Pitaya,2977,22,1973
Piyush0210,4259,22,2477
Pla,3668,22,2250
PlayLikeNeverB4,9423,48,662
PlutoShe,11280,64,502
Pollo91,3922,22,2349
Pompon,7642,100,61
PositivaPatrik,8833,36,913
PotatO,2617,22,1814
Predimonio,5393,22,2820
Prepod,3717,22,2270
PrimuS,2964,22,1969
Progbeat,7225,100,53
ProjectZero,3590,22,2219
Psyho,6161,100,31
Pt.Tp,1320,22,1251
Quadery,5496,22,2845
QuangHuynh,3031,22,2003
Quarter2Twelve,8485,64,410
Quelloquialism,6436,64,283
QuentinB,5659,22,2892
Qulinxao,2817,22,1897
Qwaz,8171,64,388
RAD.,9886,64,496
RGRGRG,5496,36,725
Ra1nWarden,3597,22,2222
Radim,4420,22,2527
Radsaggi,2908,22,1936
Rafbill,9183,64,469
RafiKamal,3567,22,2208
RalfKistner,6034,76,129
Ramtararam,3684,22,2257
RaphaelJ,8005,36,837
Rasmus,1738,22,1440
Rasto,4293,22,2485
Raul,4428,22,2528
Razzyl,5002,22,2712
ReikVal,5404,22,2825
ReiraCofage,3002,58,503
Renelvon,4876,22,2676
Revamped,7478,24,1107
Rezwan4029,5291,22,2781
RhythmicRobot,5342,22,2800
RiKang,1226,22,1230
Ribix,4489,22,2556
Ridowan,6428,46,665
RiversZ,5002,22,2712
Rmin,2379,22,1721
RoBa,9633,100,114
Robert.Rosolek,7103,58,552
RobinPercy,4642,22,2610
Rojko,1558,22,1347
RoryK,4748,22,2645
Rozwel,4133,22,2441
RuslanGatin,5569,34,992
Rustyoldman,1898,22,1506
Ryannnnnnn,8642,58,591
S7012MY,788,22,1149
SAAD,6038,22,2983
SImplex,7601,64,354
SQLNinja,5125,22,2732
SSJJ,9910,36,968
STEP5,8078,64,379
SVKzemco,9507,36,957
Saay,3734,22,2281
Sadia,1494,22,1323
Saeed,8193,100,73
Safadurimo,1593,22,1363
Sagremor.de.Grace,2091,22,1589
Sairi,3271,22,2090
Sakib,7078,36,788
Salmon,1976,22,1539
Sam.Eisenstat,6881,64,309
SamScott,1928,22,1518
Samjay,8662,64,426
Sammarize,7605,100,60
Sankalan,4094,22,2426
Sapog,3316,22,2108
Savlik,837,22,1154
Saylars,2906,22,1935
Sazid.SUST,2940,22,1955
Schmeerskahoven,6193,22,3021
Scintillo,5555,22,2866
Scony,3800,22,2306
ScottCheung,2258,22,1671
ScottyH,3006,22,1989
Sd.Invol,4539,22,2571
SebP,1543,22,1343
Seemann,8492,100,81
Sempr,1724,22,1433
Sereja,3336,36,684
Serendip,2670,22,1829
SergGr,1829,22,1474
SergeyFedorov,5151,100,11
SergeyMelnikov,8578,100,88
SergeyWeiss,9143,72,181
Serhiy,4734,22,2640
Servy,1774,22,1456
SevagD,2512,22,1777
Sevensword,2492,22,1773
Seyaua,4380,100,5
Sganda,4570,22,2584
Shafaet,9250,34,1075
Shanto,2661,22,1826
Shaon,5869,22,2947
Shapo,6516,36,766
SharpC,1653,22,1397
ShawnDong,8808,34,1064
Shayan72,3058,22,2013
ShayanH,2198,22,1636
Sheimi,1513,22,1333
Shermal,5089,22,2729
Shigon,8105,36,845
Shimika,3353,22,2129
Shining,7653,64,356
Shoom,2824,22,1898
Shrug,3557,22,2201
Shuaib.Khan,2209,22,1644
Sibi,8007,36,838
SierraBravo,5527,22,2858
Sigmav,2872,22,1921
Simon.M,5467,36,724
SimpleWhite,4879,22,2678
Siyong.huang,3897,36,693
Skeas,9693,64,493
Skird,6897,100,47
Sklyack,1610,22,1372
Skyfire,5506,34,991
Skywalker8921,2666,22,1827
SmartSchizo,7049,58,551
SmileIJP,6644,64,295
Smirnov.Boris,4702,24,1088
Smithers,3670,36,686
Smitty,8586,72,177
Smylic,4474,64,202
Snicker,1682,22,1417
Sniper,1076,22,1190
Snipx,1703,22,1422
SobolS,7983,64,373
Sokac,3754,22,2291
Solaris,4691,22,2624
Solaris3,5161,22,2739
SoraKasugano,2325,22,1701
Sosi,3661,22,2249
Soso,1074,22,1189
Soultaker,8080,76,139
Spect506,8945,36,925
Spooky,9529,76,159
Spoonman,3010,22,1992
Sreezin,3454,22,2165
StarDolphin,2126,22,1608
StatujaLeha,3918,22,2348
Steditor,5495,22,2843
Steph007,3017,22,1999
Steps09,7398,100,57
Stigius,7107,36,791
Storm,1922,22,1513
Stratocoder,8008,64,377
Stucki153,3506,22,2185
Stun,1384,22,1279
Suboptimist,6179,24,1097
Subscheme,1408,22,1289
Suchorski,5402,22,2824
Suckzoo,1782,22,1462
Sunny,1198,22,1219
SuperBidi,8283,36,862
Suphan,2934,22,1951
SuprDewd,8814,52,631
Supto,4476,22,2552
SurendraM,7310,58,555
Suyog,3707,22,2267
Swarnaprakash,3671,22,2251
Swistakk,4821,64,213
SwitchCase,4380,22,2514
Swrrt,9129,100,104
Syedee,4084,22,2420
TDteach,6108,36,746
TGCodeJam,2784,22,1883
TRoy888,5025,22,2718
TWal,4585,24,1087
TaaviRandmaa,5904,22,2957
Tadrion,5027,36,712
Taehyun,1672,22,1414
TaiTai,9128,36,933
Taizo,5704,22,2911
Takuma,2414,22,1738
Talibu,3841,22,2324
Tamirri,4171,22,2454
Tan909090909090,5933,36,739
TankEngineer,10115,100,117
Tawz,4990,22,2710
TcWang,3316,22,2108
Team26,5170,22,2741
TeamCraftworks,3753,22,2290
Tedxz,7851,64,363
Tegas,3045,22,2009
Tehnar,5948,22,2964
Tellmarch,7360,58,556
TemZar,5512,22,2853
Temas,4446,22,2536
Tenyoku,7983,64,373
Thanabhat,2013,22,1557
TheCodeBoss,5078,22,2728
TheTaintedOne,3580,22,2212
Theorem,2069,22,1571
ThiagoRRamos,8007,52,624
Thib,5352,22,2802
Thijs.,5453,64,231
ThinkFly,2138,22,1613
ThinkPadLover600,4737,22,2642
Thomas.94,3381,22,2132
Thomas0809,7035,64,320
ThomasLee,4093,22,2424
Tifuera.,3044,22,2007
Tigro,4063,22,2410
TimPaNi,3993,22,2387
Timdk,2690,22,1836
TimeString,5963,36,740
Tinysun,4345,22,2504
Titus,2117,22,1603
TobiR,4321,22,2496
Toby,9195,100,106
Tom2016,9030,64,458
Tomi,7699,100,63
Tomo,7537,48,641
ToonAlfrink,3743,22,2288
TorIsHere,4603,22,2596
Totktonada,2075,22,1575
Towhid,8781,34,1060
TrePe,3421,22,2147
TrevorDasch,2336,22,1705
Trewq,2415,22,1739
TripleManiac,8074,100,71
Troublemaker,1388,22,1281
Troy,5611,34,994
Tym,7081,64,324
Ulysses,9969,36,969
UminchuR,6004,24,1096
Ummae,3115,22,2036
UnixMonkey,3248,22,2084
Upsilon,5678,64,240
Uran,1605,22,1368
