user_id,avg_memory,wall_clock,system_time,blanks,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
0b00101010,-,-,-,1,Java,-,48,-,0,-,-,-15,0,-,-,1530,-,Timeout,-,-
0x42,0,0.92,0.02,27,Java,-,65,0,0,0,0,0,0,240,0,2122,-,-,38388,1.14
13k,-,-,-,6,Python,3.5,64,-,0,-,-,1,2,-,-,-,-,File or Dir not found,-,-
1E60,0,0.00,0.00,3,C++,-,64,0,0,0,0,0,1,0,0,8792,-,-,2440,0.00
1ed,0,0.04,0.00,12,Java,-,71,0,0,0,0,1,8,72,0,2006,-,java.io.FileNotFoundException:,24004,0.04
1malins,-,-,-,98,Java,-,285,-,0,-,-,-1,64,-,-,1949,-,-,-,-
1nadequacy,-,-,-,9,C++,-,50,-,0,-,-,-1,0,-,-,9960,-,-,-,-
2332933,-,-,-,4,C++,-,50,-,0,-,-,-1,2,-,-,9656,-,-,-,-
37ae912,0,0.00,0.00,12,C++,-,74,0,0,0,0,0,9,0,0,9872,-,-,2752,0.00
735612658,0,0.33,0.03,7,C++,-,55,0,0,0,0,0,0,120800,0,9848,-,-,2748,0.29
7omasz,0,0.04,0.00,17,Java,-,76,0,0,0,0,1,10,72,0,2951,-,java.io.FileNotFoundException:,23972,0.03
901001,-,-,-,1,C++,-,39,-,0,-,-,-1,1,-,-,9792,-,-,-,-
9mat,-,-,-,17,C++,-,76,-,0,-,-,-1,4,-,-,41400,-,-,-,-
ACQuester,-,-,-,5,C++,-,71,-,0,-,-,-1,0,-,-,10472,-,-,-,-
ACube,0,0.68,0.00,15,C++,-,58,0,0,0,0,0,0,0,0,9120,-,-,2724,0.67
AHdoc,-,-,-,5,C++,-,41,-,0,-,-,-1,0,-,-,11192,-,-,-,-
AIQINGXING,-,-,-,1,C++,-,43,-,0,-,-,-1,0,-,-,10224,-,-,-,-
AKarpinsky,-,-,-,18,C++,-,63,-,0,-,-,-15,0,-,-,17696,-,Timeout,-,-
AKee,0,0.34,0.02,11,Java,-,56,0,0,0,0,0,0,72,0,1501,-,-,40868,0.36
AMao,0,0.34,0.02,4,C++,-,53,0,0,0,0,0,7,120792,0,8488,-,-,2376,0.30
ARC,-,-,-,3,C++,-,83,-,0,-,-,-15,2,-,-,9952,-,Timeout,-,-
ASotelo,0,0.04,0.00,2,Java,-,48,0,1,0,0,1,4,72,0,2449,Unknown error,java.io.FileNotFoundException:,23668,0.03
Aaron07,-,-,-,20,Java,-,76,-,0,-,-,-15,8,-,-,2078,-,Timeout,-,-
Aashi,-,-,-,7,C#,System.Drawing,178,-,1,-,-,-1,105,-,-,-,: The type or namespace name `Data' does not exist in the namespace `System'. Ar,-,-,-
Abhineet,0,0.00,0.00,0,C,-,43,0,0,0,0,0,0,0,0,7976,-,-,1380,0.00
Absoult,-,-,-,0,C++,-,38,-,0,-,-,-1,2,-,-,9384,-,-,-,-
Acev,-,-,-,23,C++,-,95,-,0,-,-,-1,2,-,-,22472,-,-,-,-
Activision,0,0.04,0.00,2,C#,-,43,0,0,0,0,0,0,96,0,4096,-,-,13484,0.02
AddaxT,0,0.17,0.00,4,Java,-,58,0,0,0,0,0,8,72,0,2092,-,-,33200,0.16
AdrianRoos,-,-,-,7,C++,-,39,-,0,-,-,-1,0,-,-,9464,-,-,-,-
Afshin,-,-,-,2,C++,-,81,-,0,-,-,-1,3,-,-,18448,-,-,-,-
Ahbong,-,-,-,3,C++,-,56,-,0,-,-,-1,1,-,-,8456,-,-,-,-
AhmadMamdouh,0,0.75,0.06,4,Java,-,61,0,0,0,0,0,5,72,0,2201,-,-,248588,0.81
AhmedSalem,-,-,-,9,C++,-,64,-,0,-,-,-1,1,-,-,9640,-,-,-,-
Ahyangyi,-,-,-,10,C++,-,46,-,0,-,-,-1,3,-,-,9320,-,-,-,-
Akai,-,-,-,4,C++,-,43,-,0,-,-,-1,5,-,-,18784,-,-,-,-
Akim,0,0.04,0.00,4,Java,-,47,0,0,0,0,1,0,72,0,1779,-,java.io.FileNotFoundException:,24060,0.03
Akollias,-,-,-,12,C++,-,99,-,0,-,-,-1,1,-,-,11832,-,-,-,-
AlTimin,-,-,-,7,C++,-,62,-,0,-,-,-1,0,-,-,9912,-,-,-,-
Aleksander,0,0.00,0.00,18,C++,-,70,0,0,0,0,0,0,0,0,10064,-,-,2620,0.00
AlexAlvarez,0,0.41,0.00,3,C++,-,71,0,0,0,0,0,0,0,0,17864,-,-,2556,0.38
AlexLin,0,0.18,0.00,7,C++,-,63,0,0,0,0,0,0,0,0,9856,-,-,2612,0.18
AlexTolstov,0,0.49,0.02,19,Java,-,75,0,0,0,0,0,0,72,0,2427,-,-,43128,0.46
Alexander86,-,-,-,6,C++,-,61,-,0,-,-,-1,0,-,-,10192,-,-,-,-
AlexanderBolshakov,0,0.04,0.00,19,Java,-,90,0,0,0,0,0,2,72,0,2674,-,-,23728,0.03
AlexanderL,0,0.02,0.00,2,C#,-,55,0,0,0,0,0,2,128,0,4096,-,-,11348,0.02
AlexanderS,0,0.04,0.00,10,Java,-,58,0,0,0,0,1,0,72,0,1870,-,java.io.FileNotFoundException:,23572,0.04
Aliaksei,0,0.00,0.00,12,C++,-,52,0,0,0,0,0,0,8,0,21960,-,-,2588,0.00
AliakseiCharnevich,0,0.00,0.00,2,C++,-,62,0,0,0,0,0,0,0,0,72960,-,-,2532,0.00
Alias,-,-,-,10,C++,-,82,-,0,-,-,-1,0,-,-,10072,-,-,-,-
Alinfty,0,0.01,0.00,7,C,-,80,0,0,0,0,0,0,0,0,8424,-,-,1344,0.00
Alligator,0,0.06,0.00,25,C#,-,127,0,0,0,0,0,0,120,0,5632,-,-,15620,0.04
Almog,0,0.02,0.00,15,C#,-,69,0,0,0,0,1,0,0,0,4096,-,: System.IndexOutOfRangeException,9548,0.01
Alon,-,-,-,3,Python,2.7,25,-,0,-,-,-15,1,-,-,1474,-,Timeout,-,-
Altynai,-,-,-,6,C++,-,67,-,0,-,-,-1,5,-,-,10144,-,-,-,-
Alys88,0,0.01,0.00,19,Python,2.7,38,8,0,0,0,1,10,0,0,1592,-,Unknown,6372,0.00
Amansa,-,-,-,3,Java,-,50,-,0,-,-,-15,4,-,-,1456,-,Timeout,-,-
Amoa400,-,-,-,6,C++,-,40,-,0,-,-,-1,0,-,-,9760,-,-,-,-
Amtep,0,0.01,0.00,7,C++,-,51,0,0,0,0,0,0,0,0,39640,-,-,2676,0.00
Amtrix,0,0.00,0.00,10,C++,-,73,0,0,0,0,0,0,8,0,10024,-,-,2744,0.00
Ananya,-,-,-,9,C++,-,40,-,0,-,-,-1,0,-,-,16232,-,-,-,-
Anarivu,-,-,-,15,C++,-,52,-,0,-,-,-1,0,-,-,9888,-,-,-,-
Anastasia,0,0.01,0.00,11,C++,-,50,0,0,0,0,0,1,1152,0,20696,-,-,2652,0.01
Andfive,0,0.00,0.00,0,C++,-,48,0,0,0,0,0,0,0,0,8320,-,-,2244,0.00
