user_id,syatem_time,wall_clock,system_time,blanks,avg_memory,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
avolchek,0.00,-,-,27,-,C++,-,125,-,127,-,-,-1,5,-,-,-,-,-
tumdum,0.00,-,-,4,-,C++,-,28,-,127,-,-,-1,0,-,-,-,-,-
wodesuck,0.00,-,-,4,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
mazaspucesfans,0.00,-,-,6,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
Fory,0.00,-,-,2,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
stefan,0.00,-,-,4,-,C++,-,32,-,127,-,-,-1,1,-,-,-,-,-
zetamoo,3.18,-,-,2,-,C++,-,65,-,127,-,-,-1,0,-,-,-,-,-
michu,0.00,-,-,12,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
hwmaltby,0.00,-,-,4,-,Python,2.7,18,-,0,-,-,1,6,-,-,-,-,-
popcorny,0.00,0.04,0.01,18,0,java,-,45,0,0,0,0,1,1,64,0,-,21356,0.03
D3zmodos,0.00,0.01,0.00,4,0,Python,2.7,22,0,0,0,0,0,0,0,0,-,6492,0.00
sidhant,3.18,-,-,4,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
ppalasek,0.00,0.00,0.00,7,0,Python,2.7,14,0,0,0,0,0,0,0,0,-,6476,0.00
AlexanderSM,0.00,0.04,0.00,11,0,java,-,68,0,0,0,0,1,0,64,0,-,21192,0.03
alexb5dh,0.00,-,-,12,-,C#,-,61,-,1,-,-,-1,0,-,-,-,-,-
tmanohar02,0.00,0.01,0.00,3,0,Python,2.7,18,0,0,0,0,0,0,0,0,-,6364,0.00
along,0.00,-,-,6,-,C,-,46,-,127,-,-,-1,0,-,-,-,-,-
radsilver,-,-,-,9,-,C++,-,40,-,127,-,-,-1,2,-,-,-,-,-
dexter2206,0.00,0.01,0.00,4,0,Python,2.7,16,0,0,0,0,0,0,0,0,-,6528,0.00
Kbo,0.00,0.00,0.00,15,0,Python,2.7,29,0,0,0,0,0,9,0,0,-,6360,0.00
kingofdark,0.00,-,-,6,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
tonynater,0.00,-,-,6,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
free777man,0.00,-,-,14,-,C++,-,67,-,127,-,-,-1,1,-,-,-,-,-
hxhl95,0.00,-,-,1,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
abdulrahuman5196,0.02,0.08,0.00,10,0,java,-,47,0,0,0,0,0,9,72,0,-,24328,0.06
RoBa,0.00,-,-,3,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
alyaxey,0.00,-,-,10,-,C++,-,108,-,127,-,-,-1,0,-,-,-,-,-
chengyinwu,0.00,-,-,4,-,C++,-,30,-,127,-,-,-1,1,-,-,-,-,-
xykhl,0.00,0.01,0.00,6,0,Python,2.7,24,0,0,0,0,0,1,0,0,-,6356,0.01
tigolina,0.00,0.07,0.00,7,0,java,-,35,0,0,0,0,0,0,64,0,-,24516,0.06
PeterPaan,0.00,0.00,0.00,4,0,Python,2.7,20,0,0,0,0,0,1,0,0,-,6272,0.00
windie,0.00,-,-,4,-,C++,-,71,-,127,-,-,-1,3,-,-,-,-,-
kdalex,0.00,-,-,9,-,C++,-,61,-,127,-,-,-1,2,-,-,-,-,-
shzhtly,0.00,-,-,4,-,C++,-,41,-,127,-,-,-1,2,-,-,-,-,-
timics23,0.00,-,-,3,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
blednotik2,0.00,-,-,9,-,C++,-,66,-,127,-,-,-1,2,-,-,-,-,-
EasyWong,0.00,0.05,0.00,16,0,java,-,53,0,0,0,0,1,15,64,0,-,21524,0.04
Zips,0.00,-,-,10,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
erdemkiraz,0.00,-,-,11,-,C++,-,48,-,127,-,-,-1,0,-,-,-,-,-
notEphim,0.00,-,-,10,-,C++,-,73,-,127,-,-,-1,0,-,-,-,-,-
donhatch,0.00,0.00,0.00,3,0,Python,2.7,31,0,0,0,0,0,5,0,0,-,6572,0.00
anari,0.00,0.01,0.00,0,0,Python,2.7,16,0,0,0,0,0,0,0,0,-,6516,0.00
yunoac,0.00,0.04,0.01,7,0,java,-,42,0,0,0,0,1,1,64,0,-,21376,0.03
KraBrR,0.00,0.01,0.00,2,0,Python,2.7,18,0,0,0,0,0,1,8,0,-,6268,0.00
Naizuru,0.01,0.08,0.01,10,0,java,-,43,0,0,0,0,0,4,64,0,-,24412,0.06
SummerDAway,0.00,-,-,5,-,C++,-,47,-,127,-,-,-1,1,-,-,-,-,-
fikr,0.00,0.05,0.00,3,0,java,-,49,0,0,0,0,0,4,64,0,-,21792,0.04
mhborkowski,0.00,0.13,0.00,7,0,java,-,36,0,0,0,0,0,0,64,0,-,30080,0.11
satyaki3794,0.00,-,-,21,-,C++,-,46,-,127,-,-,-1,4,-,-,-,-,-
Hykinel,0.00,0.08,0.00,7,0,java,-,41,0,0,0,0,0,3,64,0,-,24580,0.07
WARLOCK,-,-,-,2,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
caz,0.03,-,-,10,-,C++,-,61,-,127,-,-,-1,0,-,-,-,-,-
wrbuaa2005,0.00,-,-,4,-,C++,-,34,-,127,-,-,-1,7,-,-,-,-,-
masonsbro,-,-,-,2,-,Python,2.7,0,-,0,-,-,-15,5,-,-,-,-,-
mavd09,-,-,-,11,-,C++,-,55,-,127,-,-,-1,0,-,-,-,-,-
yaoshun,0.00,-,-,3,-,C++,-,32,-,127,-,-,-1,0,-,-,-,-,-
avgarder,0.00,-,-,11,-,C++,-,64,-,127,-,-,-1,0,-,-,-,-,-
nonomen,0.00,-,-,3,-,C++,-,28,-,127,-,-,-1,0,-,-,-,-,-
Gluk,0.04,-,-,10,-,C++,-,64,-,127,-,-,-1,0,-,-,-,-,-
nathanajah,0.00,0.01,0.00,4,0,Python,2.7,18,0,0,0,0,0,0,0,0,-,6520,0.00
ijxsid,-,-,-,5,-,Python,2.7,22,-,0,-,-,1,0,-,-,-,-,-
caf,0.00,-,-,9,-,C,-,31,-,127,-,-,-1,0,-,-,-,-,-
Ahbong,0.00,0.01,0.00,2,0,Python,2.7,15,0,0,0,0,0,1,0,0,-,6556,0.00
elsantodel90,0.00,-,-,10,-,C++,-,62,-,127,-,-,-1,0,-,-,-,-,-
franzks,0.00,0.05,0.00,30,0,java,-,97,0,0,0,0,1,7,64,0,-,21296,0.04
Bremsstrahlung,0.00,-,-,13,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
freskov,0.00,-,-,10,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
kyc,0.00,0.09,0.00,6,0,java,-,38,0,0,0,0,0,0,64,0,-,24768,0.07
Mamedov,0.00,-,-,4,-,C++,-,49,-,127,-,-,-1,0,-,-,-,-,-
echoo,0.00,-,-,1,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
fuch,0.00,-,-,5,-,C++,-,44,-,127,-,-,-1,2,-,-,-,-,-
jpaulson,0.00,-,-,6,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
mntruell,0.00,0.00,0.00,6,0,Python,3.5,28,0,1,0,0,2,0,0,0,-,7216,0.00
FutureChaser,0.00,-,-,4,-,C++,-,35,-,127,-,-,-1,1,-,-,-,-,-
Yinyanghu,0.00,-,-,5,-,C++,-,38,-,127,-,-,-1,4,-,-,-,-,-
FloatingPoint,0.00,-,-,8,-,C++,-,49,-,127,-,-,-1,0,-,-,-,-,-
TusanHomichi,0.00,0.00,0.00,1,0,Python,2.7,17,0,0,0,0,0,1,0,0,-,6520,0.00
CameronAavik,0.00,0.01,0.00,0,0,Python,2.7,20,0,0,0,0,0,0,8,0,-,6464,0.00
yukihana0416,-,-,-,15,-,C++,-,127,-,127,-,-,-1,3,-,-,-,-,-
akaki,0.00,-,-,3,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
xcwgf666,0.00,-,-,3,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
Bradrin,0.00,0.09,0.00,11,0,java,-,50,0,0,0,0,0,0,72,0,-,24444,0.06
Zayankovsky,0.00,-,-,2,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
garzon,-,-,-,6,-,C++,-,44,-,127,-,-,-1,0,-,-,-,-,-
TwoFx,0.00,0.02,0.00,21,0,C#,-,116,0,0,0,0,0,0,8,0,-,15888,0.01
AKim,0.00,-,-,11,-,C++,-,84,-,127,-,-,-1,1,-,-,-,-,-
vator,0.00,-,-,4,-,C++,-,48,-,127,-,-,-1,2,-,-,-,-,-
Veltz,0.00,0.00,0.00,9,0,Python,2.7,30,0,0,0,0,0,8,8,0,-,6372,0.00
frOzen,0.00,-,-,12,-,C++,-,43,-,127,-,-,-1,9,-,-,-,-,-
levp,0.00,-,-,3,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
achan1058,0.00,-,-,7,-,C++,-,62,-,127,-,-,-1,0,-,-,-,-,-
andytyk,0.00,0.05,0.00,2,0,java,-,34,0,0,0,0,1,0,64,0,-,21396,0.04
lucasr,0.00,0.05,0.01,4,0,java,-,31,0,0,0,0,1,0,64,0,-,21352,0.03
wistful,0.00,0.04,0.01,33,0,java,-,185,0,1,0,0,1,2,64,0,-,21324,0.03
handre,0.00,-,-,9,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
pijusn,0.00,-,-,20,-,C++,-,60,-,127,-,-,-1,2,-,-,-,-,-
xllend3,0.00,-,-,1,-,C++,-,60,-,127,-,-,-1,6,-,-,-,-,-
Jakub001,0.00,0.00,0.00,2,0,Python,2.7,19,0,0,0,0,2,11,0,0,-,6228,0.00
LEcry,0.00,-,-,1,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
etotheipi,0.00,0.00,0.00,6,0,Python,2.7,18,0,0,0,0,0,0,8,0,-,6428,0.00
PKProStudio,0.00,-,-,1,-,C++,-,32,-,127,-,-,-1,0,-,-,-,-,-
Isolement,0.00,-,-,0,-,C++,-,25,-,127,-,-,-1,1,-,-,-,-,-
akaring,0.00,-,-,6,-,C++,-,47,-,127,-,-,-1,2,-,-,-,-,-
jackyyf,0.00,0.01,0.00,1,0,Python,2.7,15,0,0,0,0,0,0,0,0,-,6488,0.00
mfrodl,0.00,-,-,9,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
Suphan,0.00,0.00,0.00,3,0,Python,2.7,20,0,0,0,0,2,0,0,0,-,6108,0.00
amalykh,0.00,-,-,8,-,C++,-,57,-,127,-,-,-1,6,-,-,-,-,-
Aemon,0.00,0.08,0.00,3,0,java,-,37,0,0,0,0,0,0,72,0,-,24356,0.06
STz,0.00,-,-,2,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
zmax,0.00,0.05,0.00,10,0,java,-,44,0,0,0,0,1,1,64,0,-,21360,0.04
kriii,0.00,-,-,3,-,C++,-,26,-,127,-,-,-1,0,-,-,-,-,-
nausicaa,0.00,0.00,0.00,14,0,Python,3.5,33,0,1,0,0,2,4,0,0,-,7168,0.00
alan790712,0.00,-,-,4,-,C,-,43,-,127,-,-,-1,0,-,-,-,-,-
Elias,0.00,0.08,0.00,5,0,java,-,39,0,0,0,0,0,1,72,0,-,29556,0.08
moskvanaft,0.00,-,-,4,-,C++,-,92,-,127,-,-,-1,0,-,-,-,-,-
xinyang,-,-,-,5,-,C++,-,53,-,127,-,-,-1,2,-,-,-,-,-
SmileyFace,0.02,-,-,2,-,C++,-,56,-,127,-,-,-1,0,-,-,-,-,-
Wain,0.00,-,-,14,-,C++,-,48,-,127,-,-,-1,7,-,-,-,-,-
Ghilai,0.00,0.01,0.00,7,0,Python,2.7,35,0,0,0,0,2,1,0,0,-,6216,0.00
Kaizero,0.00,-,-,0,-,C++,-,28,-,127,-,-,-1,0,-,-,-,-,-
lovely00,0.00,0.01,0.00,13,0,Python,2.7,25,0,0,0,0,0,1,0,0,-,6508,0.00
alcinos,0.00,-,-,6,-,C++,-,42,-,127,-,-,-1,2,-,-,-,-,-
peterderivaz,0.00,0.00,0.00,1,0,Python,2.7,13,0,0,0,0,0,0,0,0,-,6484,0.00
ysbae,-,-,-,5,-,C++,-,35,-,127,-,-,-1,0,-,-,-,-,-
Burunduk1,0.00,-,-,3,-,C++,-,27,-,127,-,-,-1,0,-,-,-,-,-
davidlee1999,-,-,-,2,-,C++,-,61,-,127,-,-,-1,6,-,-,-,-,-
miguelmaurizio,0.00,0.05,0.00,25,0,java,-,106,0,0,0,0,1,14,64,0,-,21380,0.03
mliz,0.00,0.01,0.00,1,0,Python,2.7,19,0,0,0,0,0,0,8,0,-,6376,0.00
zscoder,0.00,-,-,4,-,C++,-,62,-,127,-,-,-1,0,-,-,-,-,-
dvolgyes,0.00,0.28,0.04,5,0,Python,2.7,23,0,0,0,0,0,2,0,0,-,62572,0.24
QuantumCaffeine,0.00,0.00,0.00,3,0,Python,2.7,17,0,0,0,0,0,2,8,0,-,6400,0.00
Allanur,0.00,-,-,11,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
AmrMahmoud,0.00,-,-,3,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
tanphatls987,0.00,-,-,5,-,C++,-,43,-,127,-,-,-1,0,-,-,-,-,-
Bnick,0.00,-,-,8,-,C++,-,102,-,127,-,-,-1,8,-,-,-,-,-
RogerW,0.00,0.01,0.00,8,0,Python,2.7,21,0,0,0,0,0,1,0,0,-,6400,0.00
Schneck,0.01,0.16,0.00,6,0,java,-,45,0,0,0,0,0,0,64,0,-,31308,0.15
happyCoder,0.00,-,-,1,-,C++,-,27,-,127,-,-,-1,0,-,-,-,-,-
IlyaKheifets,0.00,-,-,4,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
css,0.00,-,-,9,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
RogerB,0.00,0.04,0.00,2,0,java,-,32,0,0,0,0,1,0,64,0,-,21584,0.03
Anthrax,0.00,-,-,10,-,C,-,43,-,127,-,-,-1,0,-,-,-,-,-
tkzc,0.00,0.01,0.00,3,0,Python,2.7,20,0,0,0,0,0,0,0,0,-,6444,0.00
GoldenMan,0.00,0.01,0.00,4,0,Python,2.7,15,0,0,0,0,0,0,0,0,-,6400,0.00
avg79,0.00,-,-,7,-,C++,-,65,-,127,-,-,-1,0,-,-,-,-,-
myselfrishabh,0.00,-,-,2,-,C++,-,40,-,127,-,-,-1,6,-,-,-,-,-
squark,0.00,-,-,2,-,C++,-,57,-,127,-,-,-1,1,-,-,-,-,-
macieck9,0.00,-,-,6,-,C++,-,44,-,127,-,-,-1,0,-,-,-,-,-
shashank21j,0.00,-,-,0,-,C++,-,32,-,127,-,-,-1,0,-,-,-,-,-
ruclion,0.00,-,-,6,-,C++,-,51,-,127,-,-,-1,0,-,-,-,-,-
PluVian,0.00,0.00,0.00,10,0,Python,2.7,19,0,0,0,0,0,0,0,0,-,6672,0.00
I3MNIX,0.00,-,-,4,-,C++,-,28,-,127,-,-,-1,0,-,-,-,-,-
Dankaati,0.00,-,-,4,-,C++,-,36,-,127,-,-,-1,1,-,-,-,-,-
trold,0.00,0.05,0.00,5,0,java,-,39,0,0,0,0,1,0,64,0,-,21444,0.04
SouthRa,0.05,-,-,2,-,C++,-,31,-,127,-,-,-1,0,-,-,-,-,-
goulagman,0.00,-,-,6,-,Python,2.7,26,-,0,-,-,1,0,-,-,-,-,-
TrumenGG,0.00,-,-,9,-,C++,-,93,-,127,-,-,-1,3,-,-,-,-,-
Squarefk,0.00,-,-,5,-,C++,-,37,-,127,-,-,-1,0,-,-,-,-,-
branyine,0.00,0.00,0.00,3,0,Python,2.7,31,0,0,0,0,2,1,0,0,-,6200,0.00
lingchunkai,0.00,-,-,5,-,Python,2.7,7,-,0,-,-,-15,27,-,-,-,-,-
mimo31,0.00,-,-,4,-,C#,-,75,-,1,-,-,-1,0,-,-,-,-,-
lmz,0.00,0.02,0.00,3,0,Python,2.7,17,0,0,0,0,0,0,0,0,-,6692,0.02
noamher,0.00,0.00,0.00,10,0,Python,2.7,29,0,0,0,0,1,3,0,0,-,6448,0.00
Gullesnuffs,0.00,-,-,4,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
yurp,-,-,-,29,-,C++,-,122,-,127,-,-,-1,0,-,-,-,-,-
victoreis,0.00,-,-,5,-,C++,-,28,-,127,-,-,-1,0,-,-,-,-,-
inomasa,0.00,-,-,5,-,C#,-,48,-,1,-,-,-1,0,-,-,-,-,-
Thundzz,0.00,0.01,0.00,9,0,Python,2.7,22,0,0,0,0,0,0,0,0,-,6596,0.00
frogineer,3.22,-,-,4,-,C++,-,47,-,127,-,-,-1,0,-,-,-,-,-
pflueger,0.00,-,-,12,-,C++,-,96,-,127,-,-,-1,19,-,-,-,-,-
vasalf,0.00,0.00,0.00,1,0,Python,2.7,13,0,0,0,0,0,1,0,0,-,6520,0.00
k1nval,0.11,-,-,7,-,C++,-,76,-,127,-,-,-1,1,-,-,-,-,-
alex700,0.00,0.04,0.00,12,0,java,-,76,0,1,0,0,1,0,64,0,-,21564,0.04
Triply,0.00,0.01,0.00,10,0,Python,2.7,21,0,0,0,0,0,0,8,0,-,6456,0.00
TKnigge,0.00,-,-,10,-,C++,-,56,-,127,-,-,-1,0,-,-,-,-,-
wooshmi,0.02,-,-,7,-,C++,-,44,-,127,-,-,-1,0,-,-,-,-,-
yesnot,0.00,-,-,12,-,C++,-,102,-,127,-,-,-1,5,-,-,-,-,-
conormuldoon,0.00,0.04,0.00,12,0,java,-,56,0,0,0,0,1,0,64,0,-,21432,0.04
yum,0.00,-,-,4,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
ChienYu,0.00,0.00,0.00,2,0,Python,2.7,16,0,0,0,0,0,0,0,0,-,6444,0.00
lostinlogfile,0.00,-,-,2,-,C++,-,57,-,127,-,-,-1,0,-,-,-,-,-
square7,0.00,0.07,0.02,3,0,Python,2.7,30,0,0,0,0,0,0,0,0,-,23128,0.04
ebd,0.00,-,-,2,-,C++,-,29,-,127,-,-,-1,0,-,-,-,-,-
eddy1021,0.00,-,-,1,-,C++,-,98,-,127,-,-,-1,2,-,-,-,-,-
MaksK,0.00,0.01,0.00,0,0,Python,2.7,14,0,0,0,0,0,0,0,0,-,6772,0.01
linside,0.00,-,-,0,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
kgwmath,-,-,-,2,-,C++,-,33,-,127,-,-,-1,0,-,-,-,-,-
khelman,0.01,0.05,0.00,12,0,java,-,35,0,0,0,0,1,0,64,0,-,21580,0.04
johnathan79717,0.00,0.00,0.00,3,0,Python,2.7,13,0,0,0,0,0,1,0,0,-,6544,0.00
Yao,0.00,-,-,2,-,C,-,18,-,127,-,-,-1,0,-,-,-,-,-
Yak,-,-,-,16,-,C++,-,70,-,127,-,-,-1,3,-,-,-,-,-
DerrickT,0.00,0.05,0.00,12,0,java,-,51,0,0,0,0,1,0,64,0,-,21384,0.04
olalia,0.00,-,-,9,-,C++,-,32,-,127,-,-,-1,0,-,-,-,-,-
erichoco,0.00,0.02,0.00,28,0,Python,2.7,91,0,0,0,0,0,32,0,0,-,8760,0.00
bmerry,0.00,-,-,3,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
jinhwanlazy,0.00,0.00,0.00,2,0,Python,2.7,12,0,0,0,0,0,0,0,0,-,6592,0.00
lastonephy,0.00,-,-,2,-,C++,-,68,-,127,-,-,-1,0,-,-,-,-,-
ncfxy,0.00,0.07,0.00,8,0,java,-,58,0,0,0,0,0,21,72,0,-,29436,0.07
zmajdy,0.00,-,-,11,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
Vicsyl,-,-,-,17,-,java,-,44,-,1,-,-,-1,1,-,-,-,-,-
a2stnk,0.00,0.05,0.00,10,0,java,-,66,0,0,0,0,1,0,64,0,-,21408,0.04
faiface,0.00,0.00,0.00,4,0,Python,2.7,12,0,0,0,0,0,0,0,0,-,6584,0.00
thav,0.00,-,-,4,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
abhishek1408,-,-,-,10,-,C++,-,59,-,127,-,-,-1,4,-,-,-,-,-
YDesai,0.00,-,-,22,-,C++,-,61,-,127,-,-,-1,5,-,-,-,-,-
thelife,-,-,-,6,-,C++,-,50,-,127,-,-,-1,3,-,-,-,-,-
darnley,-,-,-,8,-,java,-,88,-,1,-,-,-1,5,-,-,-,-,-
Kompu,0.00,-,-,5,-,C++,-,41,-,127,-,-,-1,0,-,-,-,-,-
jasonvictoryan,0.00,-,-,6,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
KenjiH,0.00,-,-,7,-,C++,-,59,-,127,-,-,-1,0,-,-,-,-,-
Tunabrain,0.00,-,-,5,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
jsphkn,0.00,0.00,0.00,3,0,Python,2.7,27,0,0,0,0,0,0,8,0,-,6520,0.00
samurdhilbk,0.00,-,-,4,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
gvissers,-,-,-,1,-,Python,2.7,16,-,0,-,-,-15,1,-,-,-,-,-
teveillan,3.26,-,-,7,-,C++,-,46,-,127,-,-,-1,0,-,-,-,-,-
Samjay,0.01,0.04,0.00,22,0,java,-,158,0,0,0,0,1,0,64,0,-,21404,0.04
kyuridenamida,-,-,-,7,-,C++,-,66,-,127,-,-,-1,6,-,-,-,-,-
ScottyP,0.00,0.01,0.00,7,0,Python,2.7,24,0,0,0,0,0,1,0,0,-,6464,0.00
dazedviper,0.04,-,-,12,-,C++,-,75,-,127,-,-,-1,8,-,-,-,-,-
MauroHorie,0.00,0.05,0.00,7,0,java,-,50,0,0,0,0,0,0,64,0,-,21664,0.04
HaifengJin,0.00,-,-,6,-,C++,-,56,-,127,-,-,-1,0,-,-,-,-,-
qwertier,0.00,-,-,3,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
NAFIS,0.00,-,-,6,-,C++,-,79,-,127,-,-,-1,1,-,-,-,-,-
dnkywin,0.00,0.01,0.00,2,0,Python,2.7,12,0,0,0,0,0,0,0,0,-,6536,0.00
Theogry,0.00,-,-,7,-,C++,-,57,-,127,-,-,-1,0,-,-,-,-,-
mr146,-,-,-,10,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
stolis,0.00,0.04,0.01,7,0,java,-,42,0,0,0,0,1,0,64,0,-,21288,0.03
MarekSt,0.00,0.08,0.00,11,0,java,-,42,0,0,0,0,0,1,64,0,-,24588,0.06
madokamylove,0.00,-,-,4,-,C++,-,43,-,127,-,-,-1,0,-,-,-,-,-
SashaMN,0.00,-,-,4,-,C++,-,35,-,127,-,-,-1,1,-,-,-,-,-
Nicolas16,0.00,-,-,8,-,C++,-,58,-,127,-,-,-1,0,-,-,-,-,-
Pascualino,0.00,0.04,0.00,3,0,java,-,36,0,0,0,0,1,0,64,0,-,21484,0.04
MikeyG,0.00,0.00,0.00,8,0,Python,2.7,23,0,0,0,0,2,0,0,0,-,6116,0.00
BennyCarina,-,-,-,6,-,C++,-,73,-,127,-,-,-1,1,-,-,-,-,-
minh141198,0.00,-,-,3,-,C++,-,48,-,127,-,-,-1,1,-,-,-,-,-
ttauruss,0.00,-,-,4,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
Murphy,0.00,-,-,1,-,C++,-,45,-,127,-,-,-1,0,-,-,-,-,-
GYH,0.00,-,-,3,-,C++,-,46,-,127,-,-,-1,1,-,-,-,-,-
darrenhp,0.00,0.01,0.00,5,0,Python,2.7,10,0,0,0,0,0,1,0,0,-,6460,0.00
rajats123,-,-,-,0,-,C++,-,44,-,127,-,-,-1,0,-,-,-,-,-
fcjy,-,-,-,9,-,C++,-,37,-,127,-,-,-1,2,-,-,-,-,-
serialk,0.00,0.02,0.00,3,0,Python,2.7,16,0,0,0,0,0,1,0,0,-,6488,0.00
anttil,0.00,-,-,5,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
doldom,0.00,-,-,2,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
wingemerald,0.00,-,-,2,-,C++,-,27,-,127,-,-,-1,0,-,-,-,-,-
gugus,0.00,0.13,0.00,6,0,Python,2.7,23,0,0,0,0,0,1,0,0,-,6300,0.06
Grevozin,0.00,0.00,0.00,7,0,Python,2.7,31,0,0,0,0,0,0,8,0,-,6552,0.00
myutman,0.00,-,-,2,-,C++,-,31,-,127,-,-,-1,2,-,-,-,-,-
Toeler,0.00,0.01,0.00,2,0,C#,-,0,0,0,0,0,0,19,8,0,-,16488,0.01
csehydrogen,0.00,-,-,0,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
Backspe,0.00,-,-,1,-,C,-,25,-,127,-,-,-1,0,-,-,-,-,-
brnn,0.00,-,-,5,-,C++,-,40,-,127,-,-,-1,0,-,-,-,-,-
Yuxiang,0.00,0.01,0.00,5,0,Python,2.7,20,0,0,0,0,0,0,0,0,-,6412,0.00
Zacru0,0.00,0.01,0.00,2,0,Python,2.7,19,0,0,0,0,0,0,8,0,-,6344,0.00
mgch,0.00,-,-,6,-,C++,-,54,-,127,-,-,-1,0,-,-,-,-,-
Zwergesel,0.00,-,-,8,-,C++,-,58,-,127,-,-,-1,0,-,-,-,-,-
geniusjazz,-,-,-,5,-,C++,-,36,-,127,-,-,-1,0,-,-,-,-,-
cutrain,0.00,-,-,2,-,C++,-,38,-,127,-,-,-1,2,-,-,-,-,-
MsrButterfly,-,-,-,4,-,C++,-,52,-,127,-,-,-1,0,-,-,-,-,-
abhisheksaini,0.00,-,-,9,-,C++,-,80,-,127,-,-,-1,24,-,-,-,-,-
IX103,0.00,0.00,0.00,6,0,Python,2.7,15,0,0,0,0,0,1,0,0,-,6428,0.00
Moriz,0.00,0.07,0.00,2,0,java,-,31,0,0,0,0,0,0,64,0,-,24184,0.06
kostyaby,0.00,-,-,18,-,C++,-,48,-,127,-,-,-1,1,-,-,-,-,-
bgdr,0.00,-,-,4,-,C++,-,33,-,127,-,-,-1,9,-,-,-,-,-
LayCurse,0.00,-,-,12,-,C++,-,53,-,127,-,-,-1,1,-,-,-,-,-
doktoren,-,-,-,3,-,java,-,35,-,0,-,-,-1,4,-,-,-,-,-
Cypi,0.00,0.01,0.00,4,0,Python,2.7,19,0,0,0,0,0,0,0,0,-,6636,0.00
AlexVistyazh,0.00,-,-,7,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
AJ721,0.00,0.01,0.00,3,0,Python,2.7,27,0,0,0,0,2,0,0,0,-,6184,0.00
HenrikRueping,0.00,0.01,0.00,0,0,Python,2.7,20,0,0,0,0,0,3,8,0,-,6520,0.00
ynasu,0.00,-,-,6,-,C++,-,27,-,127,-,-,-1,0,-,-,-,-,-
fengsuiyan,0.00,-,-,4,-,C++,-,34,-,127,-,-,-1,0,-,-,-,-,-
pintoo560,0.00,0.02,0.00,2,0,Python,2.7,26,0,0,0,0,0,2,8,0,-,6548,0.01
upgrade,0.01,0.04,0.00,3,0,java,-,42,0,0,0,0,1,0,64,0,-,21680,0.04
mastan,-,-,-,3,-,C++,-,39,-,127,-,-,-1,0,-,-,-,-,-
darry140,0.00,-,-,38,-,C++,-,98,-,127,-,-,-1,8,-,-,-,-,-
HSJ,0.04,-,-,1,-,C++,-,30,-,127,-,-,-1,0,-,-,-,-,-
mateusz95,0.00,-,-,6,-,C++,-,38,-,127,-,-,-1,0,-,-,-,-,-
yao11617,0.00,-,-,1,-,C++,-,30,-,127,-,-,-1,0,-,-,-,-,-
