user_id,penalty,points,rank
..................,4069,20,2392
.GPS.,2366,20,1815
.ZuTa.,9342,30,1340
.hendrik.,7033,20,2922
.ky.lynx,7861,20,3001
0b00101010,4870,55,204
0rang3,6164,20,2810
1.jatekos,4575,33,793
10561066,3497,20,2214
134u,5699,20,2740
1ed,5032,20,2608
200,3166,20,2095
2ndstep,5510,20,2700
317070,6164,30,1017
37ae912,7578,30,1181
3Doubloons,1342,20,1462
3xv,7824,20,2998
4.20,8355,30,1256
4ameleon,7361,30,1155
74th,8307,35,738
8163264128,1270,20,1450
9mat,8545,55,398
A.Araghian,7195,30,1132
A.z.A.z.A,5719,20,2742
ABHISHEK004,2590,20,1897
AChin1311,7567,30,1180
ACing,5152,55,208
AHdoc,6780,100,14
AIgen,8951,55,428
AK24,4091,20,2394
AK93,3165,30,834
ALOHA.HeoSangMin,6043,20,2792
ALOHA.Sangwoo,1542,20,1519
ALOHA.YEOP,2787,20,1970
ALOHA.kwak,2562,20,1881
AR10,3233,20,2116
ARK,3113,20,2079
ARechitsky,7544,55,319
ASverdlov,1384,20,1471
AYoungProgrammer,5121,30,923
Abdurrahman,3406,20,2182
Aberen,3372,20,2167
Abon,5584,20,2717
Action,7817,33,813
Adac,4842,20,2567
Adhit,4537,20,2509
Adhithya,5663,20,2731
Adrian.Orzepowski,8177,70,113
Agentchuck,7973,23,1373
Ahmed.Kamel,9466,45,638
Ahmed.Salama,9061,70,150
AidaoChen,4320,30,881
Aiz,7854,65,174
AizukiKoh,5675,35,692
Aki,2775,20,1960
Akigeor,6106,30,1012
Akitsukineko,10156,23,1386
Akshay1994.leo,1241,20,1444
Akulen,1703,20,1565
Alan.Chang,6233,45,515
AlcatraZ,8071,20,3021
Alchemist0823,6254,30,1027
AlecN,4796,20,2559
Aleksander,6250,55,257
Alesis.Novik,8687,30,1281
Alex.z,5490,30,949
AlexGorilla,2168,20,1720
AlexSusu,5421,20,2691
AlexTolstov,8585,45,596
Alexander.Motin,5532,20,2707
Alexander86,7774,100,27
AlexanderBolshakov,4653,45,490
AlexanderLarin,3609,30,847
Alexandria518,7487,20,2966
Alf,6509,20,2854
Algiz,8448,30,1260
Aliman,4325,20,2457
Alinfty,1904,20,1626
Alireza514,6801,20,2887
Alligator,6292,30,1030
Almog,2497,20,1859
AlonH,1374,20,1469
AlphardWang,7513,55,315
Alston,7269,30,1138
Aluex,1804,20,1589
Aman.Parmar,5351,20,2675
AmanJain,5172,20,2645
AmazingCaddy,4525,30,892
Ambling,1367,20,1468
Amir.bh,3288,45,482
Amit.Chahal,4421,20,2484
Amitjf,4250,20,2434
Amitoj,2860,20,1999
AmrMahmoud,8295,30,1251
AmrRezk,4932,20,2582
Amzaz,7626,55,328
Ananya,2627,20,1913
Anarivu,6777,45,534
Anastasko,9111,30,1316
AndresR,2352,20,1810
Andrew.Su,9161,35,772
Andromac,4391,20,2469
Andryxa,4992,20,2595
AndyBloch,1596,20,1536
AndyJiang,1527,20,1513
AngryBird,4681,35,681
AnhDo,3538,20,2229
Anikushin,9652,70,165
