user_id,blanks,coments,language,cloc
g201513,3,0,C++,26
radeye,18,5,java,175
gregstoll,1,0,Python,55
peter50216,7,0,C++,42
pieguy,1,2,C++,91
stubbscroll,4,0,C,74
Plagapong,14,0,C++,104
dwahler,6,4,Python,86
aropan,3,1,C++,38
sevenkplus,2,2,C++,24
scottai,11,0,C++,58
kevinsogo,2,0,java,59
chokudai,2,0,C#,44
LinesPrower,2,0,C++,26
msg555,23,0,C++,157
dzhulgakov,4,0,C++,74
a9108,7,0,C++,42
ush,0,0,C++,32
TripleM,3,5,C++,153
watashi,0,11,C++,140
dj3500,1,2,C++,30
goryinyich,7,0,C++,61
HiltonLange,5,2,C#,70
nika,9,0,C++,40
RuanYongliu,24,2,C++,192
cgy4ever,3,0,C++,25
falcon112358,8,0,Python,52
SergeyRogulenko,3,5,C++,43
tomconerly,14,0,java,104
MRoizner,6,4,C++,94
Tilps,4,0,C#,78
williamljb,5,0,C++,25
ZhouErjin,4,0,C++,51
drazil,2,15,C++,193
eMBe,3,1,Python,43
AEtheReal,7,0,C++,61
ploh,9,0,C++,40
jackchen92,0,0,C++,32
pasin30055,7,0,C++,77
rudradevbasak,8,0,C++,127
Saeed,10,0,C++,42
Komaki,3,1,C++,38
EbTech,5,0,C++,25
Maryann,3,5,C++,43
wata,7,0,java,90
iwi,18,5,C++,175
Zhuojie,2,2,C++,62
pjsdream,10,0,C++,185
royf,7,0,Python,83
CaseyRoberts711,23,0,C++,157
Jimbly,3,0,C++,26
twds,2,2,java,62
jaehyunp,8,0,C++,67
dahlukeh,8,0,C,67
dzetkulict,2,0,C++,59
burunduk3,0,1,Python,66
Pasqual45,7,0,C++,90
vpj,7,0,C++,29
acrush,7,0,C++,59
tmt514,11,0,C++,58
WSX,9,10,C#,66
xiaowuc1,4,0,java,51
fagu,3,0,C++,25
EmK,0,0,C++,62
SnapDragon,2,2,C++,24
omeometo,2,0,C++,26
Burunduk1,10,0,C++,185
cedriclin,21,5,C++,154
ONP,7,0,C++,59
tikitikirevenge,9,0,C++,177
squark,21,5,C++,154
venco5,10,0,C++,42
SceneTree,0,0,C++,62
surwdkgo,7,0,C++,29
loneknight,1,2,C++,30
SkidanovAlexander,7,0,C++,77
VArtem,1,2,java,91
