user_id,avg_memory,wall_clock,system_time,blanks,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
0b00101010,0,0.62,0.13,1,Java,-,129,0,0,0,0,0,1,280,0,3058,-,-,67852,0.60
ACMonster,-,-,-,126,C++,-,113,-,0,-,-,-15,1,-,-,14016,-,Timeout,-,-
AlbertoLCS,0,0.02,0.02,99,C++,-,93,32,0,0,0,0,0,72,0,12568,-,-,2460,0.00
AlexAlvarez,-,-,-,7,C++,-,69,-,0,-,-,-15,0,-,-,110248,-,Timeout,-,-
Anudeep2011,-,-,-,106,C++,-,79,-,0,-,-,-15,22,-,-,9856,-,Timeout,-,-
Arcturus,0,0.36,0.02,66,C++,-,50,24,0,0,0,0,0,120760,0,8488,-,-,2212,0.30
Aussiroth,0,0.76,0.30,4,Python,2.7,51,8,0,0,0,0,0,208,0,1807,-,-,7024,0.44
Avalanche,-,-,-,157,C++,-,108,-,1,-,-,-1,0,-,-,-,No such file or directory,-,-,-
AvinFernando,-,-,-,8,C#,System.Numerics,92,-,1,-,-,-1,4,-,-,-,: The type or namespace name `CodeJamProblem' could not be found. Are you missin,-,-,-
AxiomOfChoice,-,-,-,13,C++,-,106,-,0,-,-,-15,1,-,-,10096,-,Timeout,-,-
BSBandme,0,2.40,0.02,215,C++,-,182,32,0,0,0,0,7,106608,0,11560,-,-,2684,2.36
BabaninIvan,0,0.00,0.00,120,C++,-,101,144,0,0,0,0,0,0,1,72944,-,-,2560,0.00
BassWu,-,-,-,62,C++,-,58,-,0,-,-,-15,0,-,-,8056,-,Timeout,-,-
Bhajun,-,-,-,18,Python,2.7,50,-,0,-,-,-15,4,-,-,2708,-,Timeout,-,-
Budianto,-,-,-,12,Java,-,51,-,0,-,-,-15,4,-,-,1873,-,Timeout,-,-
CANDEO,0,0.00,0.00,14,Python,2.7,105,8,0,0,0,0,4,0,0,3269,-,-,6620,0.00
Cakes,0,2.37,0.02,3,Java,-,110,0,0,0,0,1,2,104,0,3470,-,java.lang.NumberFormatException:,78556,3.16
CardboardBox,-,-,-,5,Python,2.7,24,-,0,-,-,-15,0,-,-,1187,-,Timeout,-,-
CathyChen,0,0.00,0.00,51,C++,-,38,24,0,0,0,0,3,0,0,9840,-,-,2560,0.00
Celicath,-,-,-,136,C++,-,103,-,1,-,-,-1,1,-,-,-,No such file or directory,-,-,-
Choonghyun,0,1.20,0.00,8,Python,2.7,99,8,0,0,0,0,0,208,0,7054,-,-,17184,1.20
CodeThaumaturge,0,0.01,0.00,16,C#,-,76,0,0,0,0,1,0,0,0,6144,-,: System.IndexOutOfRangeException,10348,0.01
Coolife,0,0.29,0.01,14,Java,-,73,0,0,0,0,0,5,280,0,1539,-,-,62732,0.30
Cricycle,-,-,-,6,Java,-,113,-,0,-,-,-15,10,-,-,3270,-,Timeout,-,-
Cronos,0,0.04,0.00,9,Java,-,126,0,0,0,0,1,3,72,0,3887,-,java.io.FileNotFoundException:,23696,0.03
Cypi,-,-,-,14,Python,2.7,66,-,0,-,-,-15,2,-,-,2692,-,Timeout,-,-
DancingSoul,0,0.01,0.00,67,C++,-,63,24,0,0,0,0,0,0,0,10296,-,-,2524,0.00
DaniTunes,-,-,-,3,Python,2.7,27,-,0,-,-,-15,2,-,-,1134,-,Timeout,-,-
Dark,0,0.00,0.00,73,C++,-,68,24,0,0,0,0,1,0,0,10728,-,-,2536,0.00
Darko,-,-,-,14,Java,-,95,-,0,-,-,-15,3,-,-,3573,-,Timeout,-,-
Darrin370,0,1.92,0.04,8,Java,-,88,0,0,0,0,0,5,280,0,2975,-,-,61176,1.99
DayBit,0,0.07,0.00,10,Python,2.7,44,8,0,0,0,0,2,64,0,2311,-,-,10364,0.07
DeCowboy,-,-,-,26,C++,-,120,-,0,-,-,-15,6,-,-,86416,-,Timeout,-,-
Demasi,-,-,-,13,C++,-,95,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
Dener,0,0.00,0.00,32,C++,-,182,0,0,0,0,127,0,0,0,10504,-,Command not found,1376,0.00
Diego1149,-,-,-,82,C++,-,80,-,0,-,-,-15,0,-,-,12064,-,Timeout,-,-
Dlougach,-,-,-,108,C++,-,101,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
DpEpsilon,0,0.25,0.00,4,Python,2.7,64,0,0,0,0,0,0,0,0,1771,-,-,7376,0.24
DrEdri,0,0.04,0.00,15,Java,-,233,0,0,0,0,1,18,72,0,4281,-,java.lang.ArrayIndexOutOfBoundsException:,23560,0.04
Dumbear2,-,-,-,115,C++,-,102,-,0,-,-,-15,1,-,-,42560,-,Timeout,-,-
Edvard,-,-,-,179,C++,-,124,-,0,-,-,-15,1,-,-,67864,-,Timeout,-,-
Edwin,-,-,-,18,C++,-,71,-,0,-,-,-15,0,-,-,35200,-,Timeout,-,-
EgorKulikov,-,-,-,57,Java,-,452,-,0,-,-,-15,8,-,-,1175,-,Timeout,-,-
EmK,-,-,-,137,C++,-,106,-,0,-,-,-15,3,-,-,78824,-,Timeout,-,-
EricStansifer,0,0.16,0.00,32,Python,2.7,150,0,0,0,0,0,4,208,0,2356,-,-,6944,0.15
Ericcwang,0,0.00,0.00,61,C++,-,53,48,0,0,0,0,0,8,0,22592,-,-,2552,0.00
ErickW,-,-,-,18,C++,-,68,-,0,-,-,-15,3,-,-,74624,-,Timeout,-,-
Eternyte,0,0.50,0.00,12,Python,2.7,87,8,0,0,0,0,0,208,0,2568,-,-,9096,0.48
FedyuninV,-,-,-,3,C++,-,94,-,0,-,-,-15,0,-,-,25488,-,Timeout,-,-
ForestM,-,-,-,10,C++,-,46,-,1,-,-,-1,46,-,-,-,not declared,-,-,-
Gareve,-,-,-,21,C++,-,117,-,0,-,-,-15,3,-,-,82728,-,Timeout,-,-
Grqhf,-,-,-,34,C#,-,141,-,0,-,-,1,8,-,-,6656,-,: System.IO.DirectoryNotFoundException,-,-
HTC,-,-,-,105,C++,-,95,-,0,-,-,-15,10,-,-,21416,-,Timeout,-,-
Hendri,-,-,-,3,C++,-,92,-,0,-,-,-15,4,-,-,11296,-,Timeout,-,-
HonMing,-,-,-,7,C,-,90,-,0,-,-,-15,0,-,-,8408,-,-,-,-
Icemore,-,-,-,20,C++,-,136,-,0,-,-,-15,2,-,-,10744,-,Timeout,-,-
InnoVator,-,-,-,75,C++,-,75,-,1,-,-,-1,0,-,-,-,reference is ambiguous,-,-,-
Isaacpei,0,0.02,0.00,6,C++,-,99,24,0,0,0,0,3,0,0,10888,-,-,2484,0.00
IsawaSteve,0,0.06,0.00,14,Java,-,147,0,0,0,0,1,12,72,0,4164,-,java.lang.ArrayIndexOutOfBoundsException:,23924,0.05
JAPLJ,-,-,-,11,C++,-,116,-,0,-,-,-15,0,-,-,38392,-,Timeout,-,-
Jimbly,-,-,-,36,C++,-,403,-,1,-,-,-1,42,-,-,-,No such file or directory,-,-,-
Jinfu,0,0.00,0.00,81,C++,-,80,24,0,0,0,0,0,0,0,10176,-,-,2560,0.00
JongMan,-,-,-,16,Python,2.7,68,-,0,-,-,-15,0,-,-,2691,-,Timeout,-,-
Junkbot,-,-,-,30,C++,-,101,-,0,-,-,-15,6,-,-,47080,-,Timeout,-,-
KennyHORROR,0,0.02,0.00,155,C++,-,138,80,0,0,0,0,0,0,1,38912,-,-,2528,0.00
KirarinSnow,-,-,-,8,Python,2.7,16,-,0,-,-,-15,11,-,-,1115,-,Timeout,-,-
Kriiii,-,-,-,112,C++,-,91,-,0,-,-,-15,0,-,-,13432,-,Timeout,-,-
KungA,0,0.00,0.00,132,C++,-,50,24,0,0,0,0,0,8,0,10296,-,-,2328,0.00
Kuzunoha,-,-,-,40,C++,-,38,-,0,-,-,-15,0,-,-,22544,-,Timeout,-,-
Kylesky,-,-,-,116,C++,-,102,-,0,-,-,-15,7,-,-,9432,-,Timeout,-,-
LayCurse,-,-,-,153,C++,-,107,-,0,-,-,-15,0,-,-,11608,-,Timeout,-,-
LinJiYuan90,-,-,-,6,C++,-,112,-,0,-,-,-15,0,-,-,44264,-,Timeout,-,-
LineArc,-,-,-,67,C++,-,58,-,0,-,-,-15,0,-,-,35040,-,Timeout,-,-
LordNapi,0,0.05,0.01,11,Python,2.7,32,8,0,0,0,0,0,0,0,1557,-,-,19424,0.03
Lovro,-,-,-,19,C++,-,121,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
MDanoher,-,-,-,21,Python,3.5,86,-,0,-,-,-15,1,-,-,4017,-,Timeout,-,-
Maryann,-,-,-,115,C++,-,100,-,0,-,-,-15,0,-,-,10608,-,Timeout,-,-
MathCrusader,-,-,-,19,C++,-,75,-,0,-,-,-15,4,-,-,12448,-,Timeout,-,-
Maulikmihir,0,0.05,0.00,38,Java,-,76,0,0,0,0,0,2,72,0,2171,-,-,23720,0.04
MauricioC,-,-,-,25,C++,-,84,-,1,-,-,-1,0,-,-,-,No such file or directory,-,-,-
Merkurev,-,-,-,138,C++,-,107,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
Miaowu,-,-,-,4,C++,-,138,-,1,-,-,-1,5,-,-,-,reference is ambiguous,-,-,-
MikeOlsen,0,0.06,0.01,17,Java,-,174,0,1,0,0,1,5,72,0,3529,Unknown error,java.io.FileNotFoundException:,25540,0.04
MilesEdgeworth,-,-,-,11,Python,2.7,52,-,0,-,-,-15,0,-,-,2260,-,Timeout,-,-
