user_id,penalty,points,rank
...Johniel,35602,115,2091
..abhishek..,52373,115,2575
..math,23948,115,1799
.PEIN.,66246,135,1136
.ltdtl.,30778,115,1959
00wuyu00,15772,115,1635
0673nC,50091,115,2504
0x0,90020,190,382
0x42,57901,135,1075
1311126312,35285,115,2079
13k,16781,115,1658
2011026137,50988,115,2532
213r,86883,130,1376
260010,32053,170,450
29.agag,9778,115,1483
2old2randr,46397,170,500
2rf,5094,150,824
3230391,14476,115,1596
3Doubloons,29185,115,1921
42.1415,80795,155,822
4ameleon,16732,135,905
66CCFF,56282,115,2728
74th,61417,115,2928
ACMonster,53500,135,1055
ACube,83037,190,337
ADEpt,82357,190,331
ADJA,44785,135,1011
AEtheReal,36435,115,2116
AEtherSurfer,86425,170,748
AHdoc,74071,170,659
AIMag,30863,115,1960
AK93,55170,115,2686
AKim,32498,115,2003
ALOHA.LEIA,55771,115,2709
ALPC92,24958,115,1829
AMV,80007,190,320
AS1,80139,190,321
ASotelo,89276,190,375
AVR,39897,115,2218
AbdelrahmanAsal,7711,115,1445
Abeja,31365,170,448
AbsentMoniker,71115,130,1372
Acev,19088,115,1702
AdGold,40527,170,479
Adey1989,50956,115,2530
Adrian.Orzepowski,88935,135,1349
AekdyCoin,10434,115,1500
Aerodonkey,53507,170,529
Agentchuck,11098,115,1519
Ahitman,34056,115,2047
AhmadMamdouh,76153,135,1227
Ahmed.Salama,60769,135,1097
AhmedRashad,34581,115,2064
AhmedSalem,63467,115,3009
Akim,79068,190,316
Akira,74947,170,664
Al3kSaNdaR,14539,170,402
AlTimin,55088,115,2679
Alan,42265,115,2281
AlbertoLCS,24547,115,1816
AleksejsPopovs,51239,115,2541
Alen,64882,170,598
Alex.Baranau,70855,190,277
AlexAlvarez,71141,190,279
AlexLin,37163,190,169
Alexander.USU,52956,115,2594
Alexander86,87791,250,54
AlexanderBolshakov,5801,170,392
Alice171,62066,115,2956
Alina,61995,115,2950
Alireza.bh,62699,115,2980
Alligator,39935,115,2220
Altynai.me,48944,115,2466
AlvinChow,73907,195,89
Alys88,42503,115,2289
AmazingCaddy,60639,115,2896
AmbBAI,88339,170,764
Amir.Rachum,56906,135,1065
Amr.Mesbah,50953,115,2529
Amtrix,4039,115,1391
Anarivu,41658,135,989
Anastasia,60773,115,2905
Andrejs,37562,115,2157
Andrew510,21877,135,921
Andrew9042,80876,170,705
AndreySiunov,54195,170,534
AndyBloch,84036,150,850
Angeldar,57140,115,2765
AngryBacon,60879,250,23
AnilM,8413,115,1456
AnnKats93,52075,115,2563
Ant.dujun,61761,115,2943
Anta0,18409,115,1686
AntalViktor,53534,170,530
AntiForest,52524,135,1046
Anton.Lunyov,43435,190,186
Ants,45560,115,2374
Anuta,54900,115,2671
Applejack,66237,170,603
Apr,18579,115,1691
ArcadiaPerson,78338,135,1252
ArchVince,29234,115,1923
Arcturus,32551,190,159
Aries512,50314,115,2511
Arios,20961,115,1743
Ariza,14290,115,1591
Armavica,39574,115,2207
Arseny,75113,135,1215
ArtHoly,51555,115,2551
Arterm,33011,115,2017
Artyom,17327,170,408
Astein,58291,170,552
Atlas,89165,170,772
Atol,24292,135,930
Auster,50691,190,208
Avalanche,73704,135,1200
AxeTed,32073,115,1988
AxiomOfChoice,89037,135,1352
Azras,76171,135,1228
Azrle,56172,115,2722
Azurespace,36561,115,2122
BBuss,42650,115,2294
BMF,63419,115,3007
BNieuwenhuizen,47737,250,13
BabaninIvan,39756,115,2212
Babayoto,59990,115,2873
Bakhodir.Ashirmatov,80919,135,1277
Balajiganapathi,38137,250,7
Baras,58701,115,2830
BarsukAlexey,70275,190,274
Baster,49593,115,2488
Batistuta86,66255,170,604
Bene,31887,115,1983
BeniBela,83994,250,51
BenoitBlanchon,61110,170,574
Benyamin,28529,115,1910
Beriand,47007,115,2412
Berry,10858,170,396
Bhambya,18407,115,1685
BigBourin,56736,190,217
BigWei,24346,115,1809
Bigmac,34830,140,856
Binnie,64914,250,28
Blabla.404,47400,170,505
BlackBird,48543,115,2459
Blank258,44589,115,2344
Bleizig,44440,160,785
Blue.Iris,31390,115,1973
BlueFish,10257,115,1494
Blueur,51115,115,2536
Boat,62021,115,2953
Bob333333333333321,61111,115,2917
Bobik,34196,135,959
Borisp,63260,135,1115
Brats,58535,115,2826
Brian.P,84440,135,1302
BudAlNik,45500,115,2373
BudgieInWA,27708,115,1898
Budianto,11827,115,1539
Burlakov.Nick,31514,135,952
Burunduk1,31772,190,157
CAQ,54388,115,2652
CHAY,84927,170,744
CHZ,43900,135,1003
CLDP,13258,135,898
CS.Ferng,65637,250,30
Cactus,51502,170,520
Caesar11,60435,115,2889
Cakra,30789,135,944
Cancan,34643,170,458
Capp,26728,115,1876
Carbon.Brother,41538,135,988
CardboardBox,20202,155,805
CaseyRoberts711,43119,155,808
Cata,49935,115,2497
CatalinT,88838,250,59
Cenadar,44459,135,1009
ChCat,57831,170,547
Chaker,75636,135,1218
ChamChi,30640,115,1956
Champ8644,12455,115,1553
Charlene,43035,190,183
Chei,69048,170,620
Cherip,47051,115,2415
Chewbacca,53921,115,2636
