user_id,avg_memory,wall_clock,system_time,blanks,avg_RAM,language,cloc,nbr_file_in,compiled,swap_main_memory,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compiler_version,compile_error_msg,run_error_msg,max_RAM,user_time
baixingdev,0,0.00,0.00,5,0,C++,32,0,0,0,0,0,0,0,9400,-,-,-,2272,0.00
bambit,0,0.03,0.00,18,0,Python,75,0,0,0,0,2,0,0,1916,2.7,-,-,6704,0.03
bananaphone,0,0.64,0.00,15,0,Python,69,8,0,0,0,7,0,0,2989,2.7,-,-,6844,0.64
bas,0,0.00,0.00,5,0,C++,34,0,0,0,0,0,0,0,17672,-,-,-,2380,0.00
bcurcio,-,-,-,26,-,C++,62,-,0,-,-15,0,-,-,60512,-,-,Timeout,-,-
beerscout,0,0.90,0.00,24,0,C++,151,0,0,0,0,0,0,0,43656,-,-,-,2352,0.72
beilinli,0,0.00,0.00,19,0,C++,78,0,0,0,0,8,0,0,48376,-,-,-,2628,0.00
bigelephant29,0,0.00,0.00,5,0,C++,125,0,1,0,127,1,0,0,-,-,Unknown error,Command not found,1372,0.00
billynyh,0,0.00,0.00,20,0,C++,90,0,0,0,0,8,0,0,20840,-,-,-,2936,0.00
biltharesatyendra,-,-,-,18,-,C++,94,-,0,-,-15,12,-,-,38592,-,-,Timeout,-,-
bimaoe,-,-,-,13,-,C++,168,-,1,-,-1,5,-,-,-,-,not declared,-,-,-
birdstorm,0,0.00,0.00,0,0,C++,77,0,1,0,127,0,0,0,-,-,Unknown error,Command not found,1408,0.00
blakdragon,0,1.22,0.00,13,0,C++,166,0,0,0,0,0,0,0,37176,-,-,-,2608,0.83
blankcqk,0,9.62,0.00,7,0,C++,128,0,0,0,0,10,0,0,21736,-,-,-,2708,7.14
blueblimp,0,0.02,0.00,29,0,C++,141,0,0,0,0,3,0,0,58944,-,-,-,2348,0.01
bluedawnstar,-,-,-,30,-,C++,111,-,1,-,-1,1,-,-,-,-,Unknown error,-,-,-
bluewang,0,0.00,0.00,0,0,C++,45,0,0,0,0,0,0,0,8400,-,-,-,2124,0.00
bnuzhanyu,0,0.00,0.00,34,0,C++,164,0,0,0,0,6,0,0,28584,-,-,-,2552,0.00
boqun,0,0.00,0.00,6,0,C++,45,0,0,0,0,7,0,0,10032,-,-,-,2476,0.00
bosung90,0,0.16,0.00,18,0,Java,76,0,0,0,0,6,72,0,2265,-,-,-,28208,0.16
brandys11,-,-,-,19,-,C++,77,-,0,-,-15,0,-,-,84432,-,-,Timeout,-,-
brightshine,0,0.00,0.00,4,0,C++,63,0,1,0,127,0,0,0,-,-,Unknown error,Command not found,1368,0.00
briguychau,0,0.00,0.00,18,0,C++,98,0,0,0,0,3,0,0,95440,-,-,-,2492,0.00
bsnipers,0,0.00,0.00,5,0,C++,104,0,0,0,0,0,0,0,40816,-,-,-,2392,0.00
bsnsk,-,-,-,13,-,C++,71,-,0,-,-15,11,-,-,21616,-,-,Timeout,-,-
buptcjj,0,7.44,0.04,17,0,C++,64,0,0,0,0,1,120824,0,14488,-,-,-,2568,5.31
byeah,0,0.00,0.00,10,0,C++,85,0,0,0,0,16,0,0,21672,-,-,-,2376,0.00
byh,0,0.02,0.00,9,0,Python,37,0,0,0,0,2,8,0,1261,2.7,-,-,7016,0.02
c2251393,0,0.00,0.00,12,0,C++,110,0,0,0,0,10,0,0,45304,-,-,-,2768,0.00
caethan,-,-,-,24,-,Python,85,-,0,-,1,45,-,-,6294,2.7,-,AssertionError,-,-
camypaper,0,2.35,0.00,9,0,C#,204,0,0,0,0,0,0,0,8704,System.Numerics,-,-,15040,2.35
carlop,-,-,-,11,-,C++,48,-,1,-,-1,0,-,-,-,-,not declared,-,-,-
carpcrap,0,0.00,0.00,2,0,C++,38,0,0,0,0,0,0,0,9696,-,-,-,2604,0.00
casvel,-,-,-,33,-,C++,101,-,0,-,-15,3,-,-,48576,-,-,Timeout,-,-
cathook,0,0.00,0.00,21,0,C++,101,0,0,0,0,12,0,0,30224,-,-,-,2384,0.00
catupper,0,0.00,0.00,5,0,C++,50,0,0,0,0,34,0,0,27816,-,-,-,2552,0.00
cbx,-,-,-,2,-,C++,173,-,1,-,-1,6,-,-,-,-,redeclared,-,-,-
ccarter,0,0.00,0.00,1,0,C++,60,0,0,0,0,0,0,0,8624,-,-,-,2620,0.00
cchao,-,-,-,4,-,C++,76,-,0,-,-15,1,-,-,51664,-,-,Timeout,-,-
cenariusxz,0,0.00,0.00,1,0,C++,59,0,0,0,0,0,0,0,9512,-,-,-,2232,0.00
cenyk1230,0,0.01,0.00,11,0,C++,82,0,0,0,0,0,0,0,10064,-,-,-,2620,0.00
cgy4ever,0,0.01,0.00,5,0,C++,68,0,0,0,0,0,0,0,43936,-,-,-,2656,0.00
changhai,0,0.05,0.00,7,0,Python,47,0,0,0,0,1,8,0,2121,2.7,-,-,6604,0.04
chaoticiak,-,-,-,13,-,Python,58,-,0,-,1,13,-,-,-,3.5,-,File or Dir not found,-,-
chaoy,0,1.27,0.00,10,0,C++,90,0,0,0,0,0,0,0,26392,-,-,-,2524,0.88
chenglg,0,0.00,0.00,7,0,C++,134,0,0,0,0,5,0,0,58464,-,-,-,2532,0.00
chengyin,0,0.00,0.00,4,0,C++,48,0,0,0,0,7,0,0,17424,-,-,-,2612,0.00
chenmark,0,9.06,0.00,24,0,C++,78,0,0,0,0,2,0,0,54184,-,-,-,2572,6.53
chenyang,0,0.04,0.00,3,0,Python,25,8,0,0,0,1,0,0,1458,2.7,-,-,6660,0.02
cherudim9,0,0.00,0.00,19,0,C++,97,0,1,0,127,4,0,0,-,-,Unknown error,Command not found,1364,0.00
chffy,0,0.00,0.00,7,0,C++,62,0,1,0,127,1,0,0,-,-,Unknown error,Command not found,1420,0.00
chi251155,0,0.00,0.00,12,0,C++,75,0,0,0,0,10,0,0,75680,-,-,-,2568,0.00
chiguri,0,0.00,0.00,8,0,C,55,0,0,0,0,8,0,0,7720,-,-,-,1376,0.00
chinadoll,0,1.24,0.00,2,0,C++,83,0,0,0,0,0,0,0,17488,-,-,-,2372,0.87
chinoxyz,-,-,-,15,-,C++,110,-,0,-,-15,20,-,-,46384,-,-,Timeout,-,-
chlxyd,0,1.54,0.00,1,0,C++,103,0,0,0,0,4,8,0,22288,-,-,-,2652,1.20
chnlich,0,0.00,0.00,15,0,C++,102,0,0,0,0,31,0,0,22528,-,-,-,2580,0.00
chokudai,0,0.02,0.00,24,0,C#,106,0,0,0,0,0,0,0,4608,-,-,-,10488,0.01
chongkong,-,-,-,18,-,C++,121,-,1,-,-1,2,-,-,-,-,not declared,-,-,-
chonps,0,0.00,0.00,15,0,C++,92,0,0,0,0,0,0,0,41144,-,-,-,2608,0.00
cjoa,0,6.77,0.00,26,0,C++,128,0,0,0,0,24,0,0,57080,-,-,-,2540,4.87
claire,0,3.81,0.00,10,0,C++,77,0,0,0,0,2,0,0,20608,-,-,-,2732,2.68
clavichord93,0,0.00,0.00,9,0,C++,104,0,0,0,0,22,0,0,21136,-,-,-,2776,0.00
clickme8,0,0.93,0.39,1,0,C++,26,0,0,0,0,0,0,0,9688,-,-,-,2560,0.23
climpet,0,0.01,0.00,28,0,C++,128,0,0,0,0,1,0,0,63624,-,-,-,2700,0.00
cly753,0,0.00,0.00,13,0,C++,68,0,0,0,0,3,0,0,10320,-,-,-,2616,0.00
cobbal,-,-,-,13,-,Python,46,-,0,-,1,6,-,-,3440,2.7,-,Unknown,-,-
codenote,0,0.00,0.00,16,0,C++,102,0,1,0,127,26,0,0,-,-,Unknown error,Command not found,1412,0.00
coder32167,0,1.78,0.00,29,0,C++,102,0,0,0,0,2,0,0,19720,-,-,-,2716,1.28
codergs,0,1.23,0.00,16,0,Python,40,0,0,0,0,9,0,0,1706,2.7,-,-,6716,1.22
cosminC79,0,0.00,0.00,15,0,C++,112,0,0,0,0,3,0,0,20112,-,-,-,2224,0.00
courage,0,0.00,0.00,0,0,C++,96,0,0,0,0,1,0,0,19944,-,-,-,2244,0.00
crazyboycjr,0,0.00,0.00,5,0,C++,93,0,0,0,0,0,0,0,20000,-,-,-,2612,0.00
csimstu,0,0.00,0.00,7,0,C++,72,0,0,0,0,0,0,0,50984,-,-,-,2384,0.00
cst1,0,0.02,0.00,13,0,Python,61,8,0,0,0,0,0,0,3443,2.7,-,-,7076,0.01
csurfer,0,0.01,0.00,10,0,Python,56,8,0,0,0,2,0,0,2225,2.7,-,-,6736,0.01
ctunoku,0,0.11,0.00,12,0,Java,101,0,0,0,0,4,64,0,4059,-,-,-,25992,0.10
ctynan,-,-,-,22,-,Python,45,-,0,-,1,0,-,-,1844,2.7,-,File or Dir not found,-,-
ctzsm,0,0.00,0.00,8,0,C++,88,0,0,0,0,0,0,0,22760,-,-,-,2604,0.00
cubicka,-,-,-,16,-,Python,53,-,0,-,-15,0,-,-,2492,2.7,-,Timeout,-,-
cxlove321,0,2.42,0.00,18,0,C++,346,0,0,0,0,355,0,0,22552,-,-,-,2732,1.70
cyin,0,0.10,0.00,3,0,Python,59,8,0,0,0,0,0,0,2265,2.7,-,-,6840,0.10
cyl,0,0.05,0.00,13,0,Python,48,0,0,0,0,16,8,0,2068,2.7,-,-,6728,0.04
daggerbox,0,0.00,0.00,16,0,C++,108,0,0,0,0,1,0,0,63088,-,-,-,2604,0.00
daifei4321,-,-,-,4,-,C++,117,-,0,-,-15,0,-,-,11472,-,-,Timeout,-,-
daisynowhere,0,0.00,0.00,11,0,C++,104,0,0,0,0,0,0,0,42480,-,-,-,2616,0.00
daiwb,0,1.14,0.00,11,0,C++,89,0,0,0,0,0,0,0,19912,-,-,-,2600,0.76
dancho,0,0.00,0.00,6,0,C++,51,0,0,0,0,0,0,0,16992,-,-,-,2388,0.00
danft,-,-,-,10,-,C++,105,-,0,-,-15,3,-,-,36632,-,-,Timeout,-,-
danield7,0,0.81,0.00,4,0,C++,63,0,0,0,0,0,0,0,129272,-,-,-,3088,0.57
danielf,0,0.00,0.00,12,0,C++,67,0,0,0,0,0,0,0,36976,-,-,-,2604,0.00
darkKelvin,0,0.00,0.00,10,0,C++,146,0,0,0,0,8,0,0,20784,-,-,-,2804,0.00
darnley,-,-,-,10,-,Java,100,-,1,-,-1,2,-,-,-,-,Unknown error,-,-,-
darrenhp,0,6.11,0.00,7,0,C++,128,0,0,0,0,30,0,0,45808,-,-,-,2576,4.30
davi0015,0,0.00,0.00,14,0,C++,77,0,0,0,0,0,0,0,17864,-,-,-,2608,0.00
davidv,0,0.00,0.00,24,0,C++,121,0,0,0,0,0,0,0,45208,-,-,-,2500,0.00
dbkhanh,0,0.10,0.00,7,0,Python,63,0,0,0,0,2,0,0,2709,2.7,-,-,8920,0.10
dcms2,0,4.41,0.00,9,0,C++,78,0,0,0,0,1,0,0,76144,-,-,-,2644,3.47
delfare,0,0.00,0.00,1,0,C++,51,0,0,0,0,0,0,0,15192,-,-,-,2372,0.00
demidenko,0,0.00,0.00,20,0,C++,151,0,0,0,0,9,0,0,84984,-,-,-,2508,0.00
devjoe,0,0.15,0.00,3,0,Python,81,8,0,0,0,3,0,0,1837,2.7,-,-,8400,0.14
dexy,0,0.00,0.00,19,0,C++,98,0,0,0,0,6,0,0,41192,-,-,-,2500,0.00
diegoximenes,0,1.01,0.00,21,0,C++,130,0,0,0,0,14,0,0,72680,-,-,-,2856,0.73
dimagalov179,0,0.01,0.00,5,0,C++,76,0,0,0,0,0,0,0,17848,-,-,-,2484,0.00
diogoholanda,0,4.40,0.00,12,0,C++,96,0,0,0,0,5,0,0,56088,-,-,-,2604,3.22
disneyp,0,5.94,3.32,2,0,C++,57,0,0,0,0,4,129296,0,37936,-,-,-,2620,0.96
dkirienko,-,-,-,11,-,Python,65,-,0,-,1,2,-,-,-,3.5,-,File or Dir not found,-,-
dmute,0,0.00,0.00,6,0,C++,93,0,0,0,0,26,0,0,22840,-,-,-,2932,0.00
dnkywin,0,0.45,0.00,12,0,Python,48,8,0,0,0,0,0,0,1949,2.7,-,-,8648,0.44
dnr2,-,-,-,15,-,C++,102,-,0,-,-15,9,-,-,49048,-,-,Timeout,-,-
doldom,0,0.00,0.00,5,0,C++,59,0,0,0,0,1,0,0,65952,-,-,-,2164,0.00
domen111,0,7.38,0.00,0,0,C++,91,0,0,0,0,3,0,0,68408,-,-,-,2660,5.48
dotory1158,0,0.00,0.00,0,0,C++,112,0,0,0,0,0,0,0,35808,-,-,-,2276,0.00
dragon7,0,5.49,0.00,1,0,C++,60,0,0,0,0,5,0,0,49664,-,-,-,2488,3.99
drazil,0,0.01,0.00,14,0,C++,56,0,0,0,0,0,0,0,19488,-,-,-,2700,0.00
dreamoon,0,0.01,0.00,0,0,C++,73,0,0,0,0,0,0,0,19376,-,-,-,18412,0.00
dreamrunner,0,0.11,0.00,5,0,Python,33,0,0,0,0,7,0,0,1204,3.5,-,-,7824,0.11
dreig,0,0.00,0.00,6,0,C++,38,0,0,0,0,0,0,0,10016,-,-,-,2584,0.00
durt,0,0.00,0.00,10,0,C++,60,0,0,0,0,6,0,0,14376,-,-,-,2628,0.00
dussel,0,8.39,0.00,12,0,C++,99,0,0,0,0,7,0,0,55200,-,-,-,2516,5.99
dut200901102,0,1.32,0.00,11,0,C++,69,0,0,0,0,4,0,0,20584,-,-,-,2684,0.88
duyhai,-,-,-,31,-,C++,169,-,1,-,-1,26,-,-,-,-,Unknown error,-,-,-
duzfan,0,0.00,0.00,8,0,C++,51,0,0,0,0,0,0,0,18240,-,-,-,2268,0.00
dyx404514,0,0.49,0.02,1,0,C++,123,0,0,0,0,2,120792,0,36976,-,-,-,2600,0.27
dzhulgakov,-,-,-,15,-,C++,134,-,0,-,-15,1,-,-,62696,-,-,Timeout,-,-
eMBe,0,0.05,0.00,21,0,Python,104,8,0,0,0,1,0,0,5783,2.7,-,-,7516,0.05
earl,0,0.00,0.00,2,0,C++,38,0,0,0,0,0,0,0,43632,-,-,-,2544,0.00
eatmore,0,0.13,0.00,15,0,Java,154,0,0,0,0,42,64,0,4137,-,-,-,28744,0.12
eddy1021,0,0.00,0.00,1,0,C++,79,0,0,0,0,2,0,0,15304,-,-,-,2692,0.00
edgarthewise,0,0.24,0.00,16,0,Python,38,8,0,0,0,0,0,0,2306,2.7,-,-,6828,0.12
edorundo,0,0.23,0.00,10,0,Java,64,0,0,0,0,2,72,0,1993,-,-,-,36596,0.21
eduardische,0,0.00,0.00,10,0,C++,132,0,0,0,0,6,0,0,19840,-,-,-,2276,0.00
eha,0,0.01,0.00,14,0,C++,55,0,0,0,0,2,0,0,41816,-,-,-,2656,0.00
ehlemur,0,5.33,0.00,28,0,C++,60,0,0,0,0,49,0,0,53648,-,-,-,2544,3.96
ehsan7069,0,0.01,0.00,27,0,C++,110,0,0,0,0,7,0,0,21920,-,-,-,2468,0.00
elockhart,-,-,-,14,-,Python,95,-,0,-,1,3,-,-,4361,2.7,-,IndexError,-,-
elsantodel90,0,6.84,0.00,11,0,C++,106,0,0,0,0,1,0,0,73280,-,-,-,2524,4.75
elvina,-,-,-,10,-,C++,66,-,0,-,-15,3,-,-,25320,-,-,Timeout,-,-
eomole,-,-,-,48,-,Java,261,-,1,-,-1,6,-,-,-,-,Unknown error,-,-,-
equation618,0,0.00,0.00,5,0,C++,67,0,0,0,0,38,0,0,20656,-,-,-,2752,0.00
ethanjimenez,0,6.72,0.16,7,0,C++,80,0,0,0,0,0,0,0,49408,-,-,-,1097096,4.67
etotheipi,0,0.00,0.00,20,0,C++,96,0,0,0,0,14,0,0,12872,-,-,-,2472,0.00
eval,-,-,-,11,-,Python,37,-,0,-,1,1,-,-,2016,3.5,-,SyntaxError,-,-
exod40,0,0.00,0.00,13,0,C++,51,0,0,0,0,0,0,0,9456,-,-,-,2404,0.00
expye,0,0.00,0.00,0,0,C++,54,0,0,0,0,5,0,0,17912,-,-,-,2208,0.00
eyTns,0,0.00,0.00,10,0,C++,54,0,1,0,127,3,0,0,-,-,Unknown error,Command not found,1264,0.00
factory,-,-,-,16,-,C++,128,-,0,-,-15,0,-,-,81888,-,-,Timeout,-,-
fagu,0,0.01,0.00,7,0,C++,89,0,0,0,0,15,0,0,38888,-,-,-,2432,0.00
fanKarpaty,0,0.04,0.00,5,0,Java,68,0,0,0,1,2,64,0,1831,-,-,jav,21804,0.04
fayyaz,0,0.84,0.01,39,0,Java,273,0,0,0,0,10,72,0,2911,-,-,-,59236,0.86
fcbruce,0,2.09,0.00,21,0,C++,124,0,0,0,0,8,0,0,34200,-,-,-,2764,1.42
fengyang0317,0,0.00,0.00,1,0,C++,117,0,0,0,0,1,0,0,21856,-,-,-,2600,0.00
fengzlzl,-,-,-,18,-,C++,103,-,0,-,-15,1,-,-,21296,-,-,Timeout,-,-
festony,0,0.00,0.00,63,0,Python,356,0,0,0,0,17,0,0,10205,2.7,-,-,6584,0.00
ffao,0,0.00,0.00,22,0,C++,120,0,0,0,0,2,0,0,35968,-,-,-,2916,0.00
fidels,0,0.01,0.00,14,0,C++,44,0,0,0,0,0,0,0,18744,-,-,-,2828,0.00
fiver,0,0.03,0.00,23,0,C#,142,0,0,0,0,0,0,0,5632,-,-,-,16448,0.02
flamme,0,0.00,0.00,2,0,C++,71,0,0,0,0,0,0,0,10176,-,-,-,2536,0.00
fmm,0,0.10,0.00,17,0,C++,117,0,0,0,0,1,0,0,22880,-,-,-,2752,0.05
footman,0,0.17,0.00,9,0,Java,112,0,0,0,0,8,72,0,2227,-,-,-,33656,0.16
forest,-,-,-,35,-,C++,145,-,0,-,-15,6,-,-,32824,-,-,Timeout,-,-
foreverbell,0,0.00,0.00,19,0,C++,155,0,0,0,0,0,0,0,24576,-,-,-,2516,0.00
foxermen,0,0.50,0.03,7,0,C++,77,0,0,0,0,0,120776,0,10288,-,-,-,2600,0.24
frankbozar,0,0.01,0.00,17,0,C++,64,0,0,0,0,0,0,0,21616,-,-,-,2352,0.00
frcepeda,-,-,-,22,-,C++,51,-,0,-,-15,1,-,-,18656,-,-,Timeout,-,-
fruwajacybyk,0,0.00,0.00,12,0,C++,70,0,0,0,0,0,0,0,24024,-,-,-,2724,0.00
fsa4,0,4.98,0.00,17,0,C++,87,0,0,0,0,0,0,0,74336,-,-,-,2932,3.59
ftfish,-,-,-,8,-,C++,69,-,0,-,-15,0,-,-,21160,-,-,Timeout,-,-
fullpower,0,0.00,0.00,13,0,C++,99,0,0,0,0,0,0,0,21896,-,-,-,2484,0.00
fulvioabrahao,0,1.57,0.00,15,0,C++,154,0,0,0,0,21,0,0,67192,-,-,-,2664,1.14
fwm94,0,0.00,0.00,0,0,C++,147,0,0,0,0,1,0,0,21024,-,-,-,2520,0.00
garasubois,-,-,-,29,-,C++,168,-,1,-,-1,28,-,-,-,-,Unknown error,-,-,-
gepa,0,0.03,0.00,8,0,Python,32,8,0,0,0,0,0,0,1717,2.7,-,-,6664,0.03
gfarina,0,0.06,0.00,13,0,Python,39,8,0,0,0,0,0,0,1608,2.7,-,-,6716,0.05
ghostgold,0,0.00,0.00,1,0,C++,58,0,0,0,0,1,0,0,9680,-,-,-,2368,0.00
ginkgobiloba,0,0.00,0.00,4,0,C++,64,0,0,0,0,0,0,0,21584,-,-,-,2476,0.00
gkevinyen5418,-,-,-,20,-,C++,61,-,1,-,-1,0,-,-,-,-,not declared,-,-,-
globalpointer,0,0.00,0.00,12,0,C++,76,0,0,0,0,5,0,0,24368,-,-,-,2688,0.00
gloompisces,0,0.00,0.00,11,0,C++,120,0,0,0,0,3,0,0,9640,-,-,-,2196,0.00
gnarlycow,-,-,-,8,-,C++,61,-,1,-,-1,0,-,-,-,-,not declared,-,-,-
goffrie,0,0.01,0.00,6,0,C++,46,0,0,0,0,0,0,0,30856,-,-,-,2620,0.00
gojira,0,0.05,0.00,3,0,Java,46,0,0,0,1,1,64,0,1667,-,-,jav,22800,0.04
goobypls,-,-,-,13,-,Python,39,-,0,-,-15,4,-,-,2108,3.5,-,Timeout,-,-
gprano,0,0.00,0.00,7,0,C++,69,0,0,0,0,16,0,0,38936,-,-,-,2572,0.00
gqwind,-,-,-,3,-,C#,62,-,0,-,1,2,-,-,4608,-,-,: System.IO.DirectoryNotFoundException,-,-
greatwall1995,0,0.00,0.00,13,0,C++,135,0,0,0,0,0,0,0,38568,-,-,-,2704,0.00
grebnesieh,0,3.35,0.00,11,0,Python,47,8,0,0,0,17,0,0,2506,2.7,-,-,6800,3.34
guilherme,-,-,-,25,-,C++,158,-,0,-,-15,6,-,-,51480,-,-,Timeout,-,-
gvaibhav21,0,0.00,0.00,2,0,C++,69,0,0,0,0,0,0,0,9912,-,-,-,2492,0.00
gxnncrx,0,0.00,0.00,16,0,C++,114,0,0,0,0,4,0,0,11096,-,-,-,2608,0.00
halfo,0,2.39,0.00,27,0,C++,129,0,0,0,0,20,0,0,81824,-,-,-,2616,1.79
hallowelt,-,-,-,11,-,Python,31,-,0,-,-15,1,-,-,1582,2.7,-,Timeout,-,-
hamadu,0,0.04,0.00,22,0,Java,112,0,0,0,1,2,64,0,2971,-,-,java,21648,0.04
hansonw,0,8.25,0.00,10,0,C++,85,0,0,0,0,3,0,0,68064,-,-,-,2796,5.81
hapoom,0,0.00,0.00,8,0,C++,139,0,1,0,127,2,0,0,-,-,Unknown error,Command not found,1412,0.00
happyCoder,0,3.18,0.00,11,0,C++,73,0,0,0,0,2,0,0,38736,-,-,-,2712,2.37
harbinger,0,2.76,0.00,18,0,C++,104,0,0,0,0,10,0,0,52136,-,-,-,2680,1.89
hasipon,-,-,-,2,-,C++,105,-,1,-,-1,0,-,-,-,-,Unknown error,-,-,-
haxxpop,0,7.30,0.00,8,0,C++,112,0,0,0,0,17,0,0,18304,-,-,-,2300,5.18
hayassy,0,0.00,0.00,6,0,C++,59,0,0,0,0,0,0,0,22848,-,-,-,2480,0.00
hccz95,0,0.00,0.00,6,0,C++,51,0,1,0,127,29,0,0,-,-,Unknown error,Command not found,1368,0.00
hec,-,-,-,19,-,C++,97,-,0,-,-15,7,-,-,49560,-,-,Timeout,-,-
hedwenas,0,0.00,0.00,17,0,C++,91,0,0,0,0,0,0,0,10480,-,-,-,2480,0.00
heekyu,0,0.04,0.00,12,0,Java,127,0,0,0,1,23,64,0,1628,-,-,jav,21904,0.04
hehaodele,0,0.41,0.00,8,0,C++,91,0,0,0,0,3,0,0,19416,-,-,-,2664,0.28
helloliuc,-,-,-,16,-,C++,143,-,0,-,-15,44,-,-,21232,-,-,Timeout,-,-
henviso,0,7.54,0.00,23,0,C++,166,0,0,0,0,19,0,0,48872,-,-,-,2824,5.50
hero777,-,-,-,4,-,Python,34,-,0,-,-15,0,-,-,1240,2.7,-,Timeout,-,-
hgd,0,0.00,0.00,2,0,C++,35,0,1,0,127,0,0,0,-,-,Unknown error,Command not found,1420,0.00
hgminh95,0,0.00,0.00,26,0,C++,96,0,0,0,0,9,8,0,55952,-,-,-,2640,0.00
hhhhhhhhhhhhhhhhhhhhhh,0,0.00,0.00,3,0,C++,97,0,0,0,0,6,0,0,39816,-,-,-,2528,0.00
hiro116s,0,7.40,0.04,43,0,Java,228,0,0,0,0,5,64,0,3751,-,-,-,157288,7.41
hiukim,0,1.29,0.05,28,0,Java,147,0,0,0,0,13,64,0,3877,-,-,-,62564,1.37
hiwang123,0,2.09,0.00,4,0,C++,90,0,0,0,0,0,0,0,21600,-,-,-,2344,1.56
hjmkt,0,0.00,0.00,15,0,C++,63,0,0,0,0,0,0,0,12744,-,-,-,2392,0.00
hongkai,-,-,-,2,-,Python,34,-,0,-,1,0,-,-,1222,2.7,-,File or Dir not found,-,-
hooman,0,0.00,0.00,3,0,C++,62,0,1,0,127,5,0,0,-,-,Unknown error,Command not found,1332,0.00
hopelesscoder,0,0.00,0.00,9,0,C++,73,0,0,0,0,7,0,0,10176,-,-,-,2784,0.00
hopopo,0,0.00,0.00,13,0,C++,43,0,0,0,0,0,0,0,22648,-,-,-,2560,0.00
hqpwca,0,0.00,0.00,22,0,C++,369,0,0,0,134,9,0,0,23168,-,-,underflow error reading the file,2680,0.00
hta,-,-,-,1,-,C++,90,-,0,-,-15,0,-,-,10944,-,-,Timeout,-,-
htamas,0,0.03,0.00,4,0,Python,19,0,0,0,0,1,0,0,1235,3.5,-,-,8112,0.02
huantwofat,0,0.00,0.00,0,0,C++,67,0,0,0,0,32,0,0,19296,-,-,-,2704,0.00
hustsxh,0,0.00,0.00,7,0,C++,58,0,0,0,0,4,0,0,39824,-,-,-,2576,0.00
huzecong,0,0.00,0.00,8,0,C++,96,0,0,0,0,23,0,0,20256,-,-,-,2796,0.00
hychen,0,0.00,0.00,6,0,C,85,32,0,0,0,6,0,0,9696, lm ,-,-,1728,0.00
hyeonguk,-,-,-,21,-,C++,104,-,1,-,-1,0,-,-,-,-,redeclared,-,-,-
hyksm,0,0.02,0.00,15,0,C++,100,0,0,0,0,0,0,0,15288,-,-,-,2756,0.01
hz2003,0,0.04,0.00,7,0,Java,96,0,0,0,1,2,64,0,1617,-,-,java,21436,0.03
iahs,0,1.03,0.00,5,0,Python,35,8,0,0,0,2,0,0,2411,2.7,-,-,7056,1.03
iamnoobi,0,0.00,0.00,17,0,C++,96,0,0,0,0,1,0,0,55312,-,-,-,2528,0.00
iblacksun,0,0.00,0.00,1,0,C++,103,0,0,0,0,0,0,0,18888,-,-,-,2540,0.00
icedingo,0,0.01,0.00,10,0,Python,40,0,0,0,0,1,0,0,1434,3.5,-,-,7944,0.01
icerain94,0,0.00,0.00,5,0,C++,92,0,0,0,0,2,8,0,21968,-,-,-,2704,0.00
ichyo,0,7.43,0.00,17,0,C++,100,0,0,0,0,9,0,0,62784,-,-,-,2516,5.11
iensen,0,0.04,0.00,50,0,Java,218,0,0,0,1,15,64,0,1628,-,-,jav,21596,0.04
ihere1,0,0.61,0.00,4,0,C++,97,0,0,0,0,0,0,0,25680,-,-,-,2936,0.50
ikicha,0,0.16,0.00,7,0,Java,73,0,0,0,0,0,72,0,3025,-,-,-,32824,0.19
ilackthatsuperpower,0,0.00,0.00,37,0,C++,98,0,0,0,0,24,0,0,25120,-,-,-,2556,0.00
impetus,0,0.00,0.00,6,0,C++,76,0,0,0,0,0,8,0,17816,-,-,-,2484,0.00
indy256,0,0.04,0.00,13,0,Java,133,0,0,0,1,4,64,0,1628,-,-,jav,21768,0.04
inker,-,-,-,19,-,Python,49,-,0,-,-15,19,-,-,3074,2.7,-,Timeout,-,-
insulator,0,0.04,0.00,3,0,Java,41,0,0,0,1,0,64,0,1358,-,-,java,21468,0.04
inuhir0shi,-,-,-,6,-,C++,124,-,1,-,-1,15,-,-,-,-,Unknown error,-,-,-
inutard,0,0.01,0.00,7,0,C++,35,0,0,0,0,0,0,0,15008,-,-,-,2652,0.00
ir5,0,0.01,0.00,22,0,C++,89,0,0,0,0,10,0,0,47808,-,-,-,2480,0.00
iridescent,0,0.01,0.00,5,0,C++,53,0,0,0,0,5,0,0,24248,-,-,-,2784,0.00
iseriohn,0,0.00,0.00,7,0,C++,69,0,0,0,0,0,0,0,18616,-,-,-,2672,0.00
ishikado,-,-,-,10,-,C++,98,-,0,-,-15,13,-,-,40008,-,-,Timeout,-,-
ishraq,0,0.00,0.00,13,0,C++,63,0,0,0,0,5,0,0,39080,-,-,-,2540,0.00
it3,0,1.41,0.03,77,0,Java,429,0,0,0,0,104,80,0,11354,-,-,-,155288,1.38
ithlony,0,0.00,0.00,10,0,C++,56,0,0,0,0,4,0,0,9744,-,-,-,2656,0.00
ivancastel94,0,0.00,0.00,5,0,C++,82,0,1,0,127,2,0,0,-,-,Unknown error,Command not found,1332,0.00
ivanzjj,-,-,-,5,-,C++,139,-,0,-,-15,2,-,-,22104,-,-,Timeout,-,-
ixxa,0,4.64,0.00,15,0,Java,130,0,0,0,0,2,72,0,2529,-,-,-,25560,4.65
