user_id,blanks,coments,language,cloc
Sammarize,7,5,java,36
Bobik,14,3,C++,92
linguo,13,0,Python,41
sankear,25,0,C++,147
LinesPrower,6,0,C++,120
polmauri,13,1,C++,143
fkmj,4,0,C++,60
xlmj531,6,2,C++,72
goryinyich,3,0,C++,50
dhh1995,8,0,C++,113
ZhouErjin,23,1,C++,147
Burunduk1,6,0,C++,69
Vitaliy,22,0,C,79
2rf,18,3,java,114
MarioYC,13,7,C++,45
Yarin,2,18,java,3
netkuba,2,30,C++,4
GetMeng,4,0,java,31
monyura,13,0,C++,163
Swrrt,3,2,C++,54
blmarket,4,0,C++,31
ZbanIlya,10,0,C++,84
Toby,10,1,C++,97
AppleCplus,13,7,C++,45
Psyho,25,0,C++,121
HiltonLange,6,0,C#,69
ifsmirnov,13,1,C++,53
Breakun,2,2,C++,78
WJMZBMR,8,0,C++,113
emaxx,7,2,C++,62
nshepperd,13,0,Python,50
lunae,18,1,C++,108
IvanRomanov,18,1,java,108
TankEngineer,10,0,C++,80
andrewzta,16,1,Python,63
kuba97531,6,0,C#,34
GlebsHP,11,3,C++,126
simonlindholm,4,1,C++,40
stgatilov,26,1,C++,121
buddh4,13,2,C++,129
SergeyMelnikov,5,0,java,46
fagu,7,3,C++,74
buaaGG,17,8,C++,160
chEEtah,2,18,C++,3
freak93,3,2,Python,57
pashka,4,1,java,40
Pompon,20,1,C++,138
MauricioC,3,0,C++,46
rowdark,3,0,C++,60
gojira,13,4,C++,128
protos,22,0,C++,89
Crush,3,0,C++,44
cgy4ever,20,1,C++,138
bmerry,8,11,C++,65
Kostroma,7,3,C++,76
fhlasek,26,17,C++,187
blueblimp,46,0,C++,135
fmm,3,0,C++,76
hansonw,2,23,C++,3
ysyshtc,8,0,java,71
LeoYu,2,2,C++,78
gawry,6,0,C++,120
Fdg,6,0,C++,69
Saeed,3,0,C++,46
Kriiii,14,3,C++,92
liuq901,25,1,C++,146
KalininN,11,0,C++,90
darnley,3,0,java,50
zlfengyi1,4,1,C++,30
PavelKunyavskiy,11,3,C++,126
vot,11,0,java,90
levlam,7,2,C++,63
Skird,25,0,C++,146
EmK,5,0,C++,46
Lutyj,3,0,C++,76
Vasyl,16,6,C++,68
sevenkplus,4,1,C++,38
WindShi,10,1,C++,97
Merkurev,9,1,C++,78
Imsbuno,22,0,C++,89
pperm,23,1,C++,147
Progbeat,3,0,C++,60
Fumiya,13,1,C++,143
lostRating,18,3,C++,114
DmitryEgorov,10,0,C++,84
fuwenjie,10,2,C++,69
Aksenov239,22,0,java,79
PavelKuznetsov,12,0,C#,68
jcn,8,0,C++,71
TripleManiac,25,0,C++,147
dj3500,2,35,C++,19
SergeyFedorov,2,24,C++,3
sonyckson,16,6,C++,68
zaq1xsw2tktk,12,3,C#,74
Tomi,7,5,C++,36
dolphinigle,7,0,Python,49
chokudai,10,0,C#,90
imbanoob,13,0,C++,163
oldjunyi,46,0,C++,135
Seyaua,3,2,C++,54
RoBa,1,2,C++,34
Steps09,8,1,C++,65
Seemann,10,0,java,80
