user_id,syatem_time,wall_clock,blanks,avg_memory,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,max_RAM,user_time
BluePrint,0.00,0.00,1,0,C++,-,53,0,0,0,0,0,1,0,0,2612,0.00
lab104yifan,0.00,0.00,4,0,C++,-,52,0,0,0,0,0,0,0,0,2252,0.00
JESI,0.00,0.00,25,0,C++,-,69,0,134,0,0,134,2,0,0,2612,0.00
elvina,0.00,0.00,7,0,C++,-,62,0,0,0,0,0,1,0,0,2636,0.00
Rike,0.00,0.00,7,0,Python,2.7,33,0,2,0,0,2,2,0,0,6192,0.00
ProphetOvDarkness,0.00,0.01,18,0,C++,-,103,0,0,0,0,0,17,816,0,2772,0.00
Ixanezis,0.00,0.00,7,0,C++,-,37,0,0,0,0,0,0,0,0,2408,0.00
kojingharang,0.00,0.00,9,0,C++,-,117,0,0,0,0,0,13,0,0,2528,0.00
abhishekgarg2009,0.00,0.00,0,0,C++,-,57,0,0,0,0,0,0,0,0,2584,0.00
Pierroteknik,0.00,0.01,4,0,Python,3.5,42,0,2,0,0,2,1,0,0,7200,0.00
vteotia9,0.00,0.00,4,0,C++,-,47,0,0,0,0,0,1,0,0,2508,0.00
seland,0.00,0.00,11,0,C++,-,92,0,0,0,0,0,0,0,0,2580,0.00
Ticktock,0.00,0.08,3,0,java,-,72,0,0,0,0,0,0,64,0,25400,0.08
StefanPochmann,0.00,0.01,2,0,Python,3.5,16,0,2,0,0,2,2,0,0,7204,0.00
Alexiski,0.00,0.00,5,0,C++,-,55,0,0,0,0,0,0,0,0,2468,0.00
pulgares,0.00,0.00,7,0,C++,-,64,0,0,0,0,0,0,0,0,2640,0.00
flash7,0.00,0.00,10,0,C++,-,103,0,134,0,0,134,21,0,0,2592,0.00
MatusH,0.00,0.00,19,0,C++,-,81,0,0,0,0,0,1,0,0,2384,0.00
meixinyu,0.00,0.00,0,0,C++,-,101,0,0,0,0,0,5,0,0,2616,0.00
Gedas,0.00,0.00,5,0,Python,2.7,20,0,2,0,0,2,0,0,0,6208,0.00
damianhxy,0.00,0.00,3,0,C++,-,48,0,0,0,0,0,0,0,0,2504,0.00
koichinakamura,0.00,0.01,5,0,Python,3.5,27,0,2,0,0,2,0,0,0,7192,0.00
delps,-,-,37,-,C#,-,142,-,-1,-,-,-1,0,-,-,-,-
johnLate,0.00,0.00,14,0,C++,-,76,0,0,0,0,0,0,0,0,2492,0.00
TryAndSee,0.00,0.00,5,0,C++,-,52,0,0,0,0,0,3,8,0,2504,0.00
wxnfifth,0.00,0.00,13,0,C++,-,56,0,139,0,0,139,0,0,0,2380,0.00
oldcatfish,0.00,0.00,12,0,Python,2.7,38,0,2,0,0,2,5,0,0,6224,0.00
Dealmaster13,0.00,0.00,21,0,C#,-,103,0,2,0,0,2,0,0,0,12052,0.00
disneyp,-,-,3,-,C++,-,60,-,-1,-,-,-1,0,-,-,-,-
killerrex,0.00,0.00,20,0,Python,2.7,54,0,0,0,0,0,21,0,0,6972,0.00
Vytas,0.00,0.12,32,0,Python,2.7,115,0,0,0,0,0,16,0,0,12568,0.02
zizhong,0.00,0.00,2,0,C++,-,69,0,0,0,0,0,9,0,0,2556,0.00
Mariammmm,0.00,0.05,16,0,java,-,94,0,1,0,0,1,2,64,0,21892,0.04
minchurl,0.00,0.00,0,0,C++,-,55,0,0,0,0,0,0,0,0,2220,0.00
Longi,-,-,15,-,Python,2.7,29,-,1,-,-,1,2,-,-,-,-
programcaicai,0.00,0.00,17,0,Python,3.5,37,0,2,0,0,2,0,0,0,7220,0.00
snaury,0.00,0.00,2,0,C++,-,49,0,0,0,0,0,0,0,0,2600,0.00
Spelvin,0.00,0.01,4,0,Python,2.7,44,0,0,0,0,0,0,8,0,6504,0.00
gvoin,0.00,0.00,3,0,C++,-,38,0,0,0,0,0,2,0,0,2784,0.00
Jhamra,-,-,15,-,C++,-,63,-,-15,-,-,-15,0,-,-,-,-
YBZ,0.00,0.00,16,0,C++,-,68,0,0,0,0,0,4,0,0,2404,0.00
9aman,0.03,0.05,1,0,C++,-,55,0,0,0,0,0,0,880,0,2640,0.02
lucasdfr,-,-,2,-,java,-,72,-,-1,-,-,-1,0,-,-,-,-
nosnosnos,0.00,0.00,20,0,C++,-,91,0,0,0,0,0,0,0,0,2588,0.00
Xtrm0,0.00,0.00,3,0,C++,-,50,0,0,0,0,0,0,0,0,2664,0.00
Pavol,0.00,0.00,15,0,C++,-,34,0,0,0,0,0,0,0,0,2412,0.00
qu1ck,0.00,0.00,2,0,C++,-,38,0,0,0,0,0,0,0,0,2704,0.00
pro2911,0.00,0.00,3,0,C,-,59,0,0,0,0,0,0,0,0,2412,0.00
Karan2k,0.00,0.00,21,0,C++,-,77,0,0,0,0,0,0,0,0,2424,0.00
wilwell,0.02,0.78,2,0,C++,-,76,0,0,0,0,0,0,120872,0,2748,0.76
WayneTimer,0.00,0.00,6,0,C++,-,59,0,0,0,0,0,1,0,0,2392,0.00
MercuryHunter,0.00,0.07,8,0,java,-,48,0,0,0,0,0,2,64,0,25128,0.08
htsyn,0.00,0.00,4,0,C++,-,88,0,139,0,0,139,4,0,0,2472,0.00
miuZ,0.00,0.00,14,0,C++,-,106,0,0,0,0,0,8,0,0,2732,0.00
Yhammad,0.00,0.00,1,0,C++,-,54,0,0,0,0,0,0,0,0,2404,0.00
brandys11,0.00,0.00,6,0,C++,-,37,0,0,0,0,0,0,0,0,2536,0.00
BIPUL,0.00,0.01,2,0,Python,3.5,59,0,2,0,0,2,9,0,0,7280,0.00
chenb,-,-,23,-,java,-,61,-,-1,-,-,-1,1,-,-,-,-
kaz72x,0.00,0.00,20,0,C++,-,126,0,0,0,0,0,7,0,0,2500,0.00
psukys,0.00,0.00,3,0,Python,2.7,24,8,0,0,0,0,3,0,0,6536,0.00
sazerterus,0.00,0.00,9,0,C++,-,79,0,0,0,0,0,3,0,0,2524,0.00
alexamici,0.00,0.00,10,0,Python,2.7,33,0,0,0,0,0,8,0,0,6764,0.00
Amitoj,0.00,0.00,13,0,C++,-,93,0,0,0,0,0,0,0,0,2488,0.00
qmant,0.00,0.00,8,0,C++,-,77,0,0,0,0,0,0,0,0,2648,0.00
karakayasemi,0.00,0.00,1,0,C++,-,78,0,0,0,0,0,0,8,0,2456,0.00
Fedyarer,-,-,13,-,C++,-,90,-,134,-,-,134,0,-,-,-,-
hexiecs,-,-,20,-,C++,-,108,-,-15,-,-,-15,5,-,-,-,-
JKqq,-,-,12,-,C++,-,63,-,-15,-,-,-15,1,-,-,-,-
jamu,0.00,0.08,20,0,java,-,73,0,0,0,0,0,2,64,0,25380,0.08
gawarkiewicz,0.00,0.00,3,0,C++,-,39,0,0,0,0,0,8,0,0,2556,0.00
harismandal,0.00,0.05,24,0,java,-,134,0,1,0,0,1,4,64,0,22068,0.04
jakab922,0.00,0.00,6,0,Python,2.7,28,8,0,0,0,0,0,0,0,6668,0.00
mawwaki,0.00,0.00,14,0,Python,2.7,41,0,2,0,0,2,33,0,0,6168,0.00
kongbomb,-,-,10,-,java,-,64,-,-1,-,-,-1,0,-,-,-,-
Radeo,0.00,0.09,6,0,java,-,63,0,0,0,0,0,1,72,0,25080,0.10
ssulbbang,0.00,0.00,4,0,C++,-,55,0,0,0,0,0,0,0,0,2588,0.00
Nooodles,0.00,0.00,7,0,Python,2.7,25,8,0,0,0,0,3,0,0,6580,0.00
ty70,0.00,0.00,7,0,C++,-,96,0,0,0,0,0,0,0,0,2560,0.00
vladklyachin,0.00,0.00,4,0,C++,-,87,0,0,0,0,0,1,0,0,2696,0.00
poomrokc,0.00,0.00,0,0,C++,-,60,0,0,0,0,0,0,0,0,2240,0.00
Stratocoder,0.00,0.00,7,0,Python,2.7,15,8,0,0,0,0,0,0,0,7016,0.00
Epiq,0.00,0.00,14,0,C++,-,41,0,134,0,0,134,0,0,0,2536,0.00
acheng,0.01,0.06,1,0,java,-,70,0,1,0,0,1,4,64,0,21736,0.05
koji,-,-,11,-,java,-,73,-,-1,-,-,-1,0,-,-,-,-
watcharin,0.00,0.01,17,0,Python,2.7,33,0,0,0,0,0,5,0,0,6656,0.00
SsnL,0.00,0.01,7,0,Python,3.5,37,0,2,0,0,2,4,0,0,7196,0.01
nobe0716,-,-,11,-,Python,2.7,40,-,1,-,-,1,2,-,-,-,-
whiord,0.00,0.00,35,0,Python,2.7,52,0,0,0,0,0,0,0,0,6540,0.00
Rudolfking,0.00,0.01,10,0,C#,System.Numerics,92,0,2,0,0,2,0,0,0,12132,0.00
anstkras,0.00,0.00,7,0,C++,-,85,0,0,0,0,0,13,0,0,2348,0.00
Sairi,0.00,0.00,23,0,C++,-,66,0,0,0,0,0,0,8,0,2588,0.00
Edward89,0.00,0.00,1,0,Python,2.7,33,0,2,0,0,2,0,0,0,6192,0.00
togatoga,0.00,0.00,7,0,C++,-,126,0,0,0,0,0,1,0,0,2652,0.00
Sunchiro,0.00,0.00,1,0,C++,-,44,0,0,0,0,0,0,0,0,2412,0.00
noah25,0.00,0.00,3,0,Python,2.7,69,0,0,0,0,0,2,0,0,6380,0.00
GreyWarden,0.00,0.00,9,0,C++,-,74,0,139,0,0,139,1,0,0,2452,0.00
freshzerg,0.00,0.00,0,0,C++,-,57,0,0,0,0,0,0,0,0,2600,0.00
Neverous,0.00,0.00,11,0,C++,-,48,0,0,0,0,0,4,0,0,2428,0.00
fange121,-,-,1,-,C++,-,77,-,-1,-,-,-1,0,-,-,-,-
fpfilko,0.00,0.00,5,0,C++,-,67,0,0,0,0,0,0,0,0,2524,0.00
IRSisyphus,0.00,0.00,6,0,C++,-,51,0,0,0,0,0,0,0,0,2620,0.00
shadowless,0.00,0.00,58,0,C++,-,90,0,0,0,0,0,2,0,0,2644,0.00
g0010726,-,-,3,-,C++,-,46,-,-1,-,-,-1,0,-,-,-,-
olafm,0.00,0.05,81,0,java,-,476,0,1,0,0,1,19,64,0,22144,0.05
battyone,-,-,12,-,C++,-,48,-,-1,-,-,-1,2,-,-,-,-
MuCephei,0.00,0.00,14,0,Python,2.7,34,8,0,0,0,0,0,0,0,6488,0.00
paulliu,-,-,36,-,java,-,218,-,-1,-,-,-1,22,-,-,-,-
yixincoding,0.00,0.00,2,0,C++,-,69,0,0,0,0,0,1,0,0,2340,0.00
SPerumal,-,-,10,-,C#,-,66,-,-1,-,-,-1,0,-,-,-,-
anatoly,0.00,0.00,14,0,C++,-,56,0,0,0,0,0,0,0,0,2488,0.00
LilacLu,0.00,0.00,4,0,C++,-,45,0,0,0,0,0,1,0,0,2120,0.00
mohitj,0.00,0.00,4,0,C++,-,46,0,0,0,0,0,0,0,0,2500,0.00
vinitgandhi007,0.00,0.00,3,0,C++,-,80,0,0,0,0,0,4,0,0,2516,0.00
sjhu,0.00,0.00,14,0,C++,-,85,0,0,0,0,0,1,0,0,2620,0.00
TungNP,0.00,0.00,15,0,C++,-,73,0,0,0,0,0,10,0,0,2496,0.00
barryd,0.00,0.00,35,0,Python,2.7,86,8,0,0,0,0,8,0,0,7092,0.00
thecodekaiser,0.00,0.00,19,0,C++,-,97,0,0,0,0,0,4,0,0,2608,0.00
AlexanderYarets,0.00,0.00,6,0,C++,-,50,0,0,0,0,0,0,0,0,2348,0.00
creatnx,0.00,0.00,7,0,C++,-,87,0,139,0,0,139,5,0,0,2556,0.00
bogdan10bos,-,-,11,-,C++,-,64,-,-15,-,-,-15,0,-,-,-,-
zhaodaolimeng,0.00,0.00,5,0,C++,-,63,0,0,0,0,0,0,0,0,2464,0.00
zetamoo,0.02,0.03,2,0,C++,-,68,0,0,0,0,0,0,816,0,2388,0.01
koopman,0.00,0.01,9,0,Python,2.7,32,0,0,0,0,0,0,8,0,7240,0.00
Inmania,0.00,0.01,3,0,Python,2.7,35,8,0,0,0,0,9,0,0,6504,0.00
fuleo,0.00,0.00,1,0,C++,-,58,0,0,0,0,0,9,0,0,2524,0.00
Gaabs,0.00,0.00,18,0,C++,-,62,0,0,0,0,0,2,0,0,2692,0.00
Quilan,0.00,0.00,28,0,Python,2.7,66,0,2,0,0,2,14,0,0,6108,0.00
tgehr,0.00,0.00,3,0,C++,-,62,0,0,0,0,0,1,0,0,2616,0.00
nikban,0.00,0.00,6,0,C++,-,51,0,0,0,0,0,0,0,0,2752,0.00
bohuss,0.00,0.04,30,0,java,-,129,0,1,0,0,1,10,64,0,21536,0.04
pulkitkapoor15,0.00,0.00,1,0,Python,2.7,27,0,0,0,0,0,0,0,0,6604,0.00
Superty,0.00,0.00,6,0,C++,-,60,0,0,0,0,0,0,0,0,2412,0.00
dpforest,0.00,0.00,12,0,Python,2.7,75,0,2,0,0,2,1,0,0,6196,0.00
hojoon0205,0.00,0.00,0,0,C++,-,50,0,0,0,0,0,0,0,0,2280,0.00
codeOmer,0.01,0.07,9,0,java,-,51,0,0,0,0,0,0,64,0,24888,0.07
shadeel,0.00,0.00,9,0,C++,-,48,0,139,0,0,139,2,0,0,1924,0.00
Thibs,0.00,0.01,14,0,C#,-,112,0,2,0,0,2,3,0,0,12020,0.00
Ashurnasirpal,0.00,0.00,2,0,C++,-,36,0,0,0,0,0,0,0,0,2396,0.00
ilim,0.00,0.00,4,0,C++,-,56,0,0,0,0,0,1,0,0,2772,0.00
lfn2,0.00,0.00,12,0,C#,-,75,0,2,0,0,2,0,0,0,12100,0.00
shubhamgarg1,-,-,18,-,C++,-,68,-,-15,-,-,-15,15,-,-,-,-
abc3141,0.00,0.00,0,0,C++,-,44,0,0,0,0,0,0,0,0,2632,0.00
Aksenov239,0.00,0.05,12,0,java,-,70,0,0,0,0,0,0,64,0,21764,0.04
Jacb,0.00,0.05,10,0,java,-,64,0,1,0,0,1,7,64,0,21400,0.04
LeonardoXavier,-,-,3,-,-,C#,-,0,-,-1,-,-1,29,-,-,-,-
kou605,0.00,0.00,15,0,C++,-,183,0,0,0,0,0,0,8,0,2512,0.00
DreamBird,0.00,0.00,12,0,C++,-,62,0,0,0,0,0,2,8,0,2480,0.00
hackssssss,-,-,6,-,C++,-,86,-,-15,-,-,-15,0,-,-,-,-
rycus86,0.00,0.00,21,0,Python,2.7,43,0,2,0,0,2,1,0,0,6224,0.00
regresscheck,0.00,0.00,7,0,C++,-,57,0,0,0,0,0,0,0,0,2688,0.00
dragon7,0.00,0.00,1,0,C++,-,58,0,0,0,0,0,0,0,0,2620,0.00
Lazysheep,0.00,0.00,2,0,C++,-,85,0,0,0,0,0,0,8,0,2744,0.00
machineeX,0.00,0.00,25,0,C++,-,71,0,0,0,0,0,17,8,0,2404,0.00
bangcoder,0.00,0.00,25,0,C++,-,111,0,0,0,0,0,0,0,0,2448,0.00
VArtem,0.01,0.07,14,0,java,-,88,0,1,0,0,1,0,64,0,21716,0.06
WarriorWithin,0.00,0.00,31,0,C++,-,127,0,0,0,0,0,15,0,0,2676,0.00
pabloh,-,-,12,-,C++,-,74,-,-15,-,-,-15,11,-,-,-,-
brasspots,0.00,0.00,16,0,Python,2.7,56,8,0,0,0,0,8,0,0,6572,0.00
startcpp,0.00,0.00,7,0,C++,-,50,0,0,0,0,0,0,0,0,2408,0.00
netsuso,0.00,0.01,11,0,Python,2.7,29,0,0,0,0,0,2,0,0,6332,0.00
gravity0905,0.00,0.00,2,0,C++,-,71,0,0,0,0,0,0,0,0,2568,0.00
shimomire,0.00,0.00,11,0,C++,-,131,0,0,0,0,0,6,0,0,2740,0.00
afaji321,0.00,0.00,9,0,C++,-,36,0,0,0,0,0,0,0,0,2736,0.00
ScottyP,0.00,0.01,16,0,Python,2.7,46,8,0,0,0,0,4,0,0,6612,0.00
khairy,0.00,0.00,5,0,C++,-,66,0,139,0,0,139,0,0,0,2464,0.00
galloska,0.00,0.00,31,0,C++,-,67,0,0,0,0,0,0,0,0,2592,0.00
Cerberus97,-,-,25,-,C++,-,87,-,-1,-,-,-1,1,-,-,-,-
abcwuhang,0.00,0.00,0,0,C++,-,166,0,0,0,0,0,34,816,0,2372,0.00
yancouto,0.00,0.00,2,0,C++,-,59,0,0,0,0,0,0,0,0,2636,0.00
gugus,4.89,6.19,10,0,C++,-,82,0,0,0,0,0,4,182280,0,2524,1.30
Ekuuleus,-,-,27,-,C++,-,64,-,-1,-,-,-1,3,-,-,-,-
nonsequitur,0.00,0.00,17,0,C++,-,46,0,0,0,0,0,0,0,0,2716,0.00
Matth,0.00,0.00,2,0,C++,-,56,0,0,0,0,0,1,0,0,2592,0.00
farizazmi,0.00,0.00,5,0,C++,-,43,0,0,0,0,0,0,0,0,2720,0.00
kostka,0.00,0.00,3,0,C++,-,42,0,0,0,0,0,1,0,0,2404,0.00
tpablo,0.00,0.00,13,0,C++,-,36,0,0,0,0,0,0,0,0,2640,0.00
spiderbatman,0.00,0.00,5,0,C++,-,52,0,0,0,0,0,0,0,0,2496,0.00
bquark,0.00,0.00,3,0,Python,2.7,32,0,2,0,0,2,0,0,0,6104,0.00
zakieh,0.00,0.00,21,0,C++,-,63,0,0,0,0,0,0,0,0,2572,0.00
saca,0.00,0.00,16,0,Python,2.7,41,8,0,0,0,0,1,0,0,6788,0.00
Rhenneton,0.00,0.07,8,0,java,-,51,0,0,0,0,0,0,64,0,25152,0.08
Tjandra,0.00,0.00,0,0,C,-,22,0,0,0,0,0,0,0,0,2356,0.00
harungunaydin1,-,-,10,-,C++,-,55,-,-15,-,-,-15,0,-,-,-,-
alexeykuzmin0,-,-,7,-,C++,-,137,-,-1,-,-,-1,0,-,-,-,-
ctyl,0.00,0.00,7,0,C++,-,64,0,0,0,0,0,2,0,0,2548,0.00
VastoLorde95,0.00,0.00,19,0,C++,-,66,0,0,0,0,0,0,0,0,2764,0.00
Leonid,0.00,0.00,6,0,C++,-,56,0,0,0,0,0,4,0,0,2552,0.00
orlusai,0.00,0.01,10,0,Python,3.5,29,0,2,0,0,2,0,0,0,7224,0.00
joegunrok,0.00,0.01,0,0,Python,2.7,33,0,0,0,0,0,0,0,0,6496,0.00
linside,0.00,0.00,0,0,C++,-,70,0,0,0,0,0,0,8,0,2492,0.00
hnoson,0.00,0.00,6,0,C++,-,53,0,0,0,0,0,0,0,0,2484,0.00
zuko3d,-,-,12,-,C++,-,87,-,-15,-,-,-15,0,-,-,-,-
SAS,0.00,0.00,9,0,C++,-,54,0,0,0,0,0,0,0,0,2412,0.00
takamoto,0.00,0.00,7,0,C++,-,46,0,0,0,0,0,0,0,0,2628,0.00
crazyapple,0.00,0.00,0,0,C++,-,49,0,0,0,0,0,0,0,0,2524,0.00
Helgrind,0.00,0.00,7,0,Python,3.5,20,0,2,0,0,2,0,0,0,7216,0.00
alittleprogramming,0.00,0.00,7,0,C++,-,102,0,0,0,0,0,3,0,0,3412,0.00
ganeshsawhney,0.00,0.00,12,0,C++,-,77,0,134,0,0,134,0,0,0,2548,0.00
capythm,0.00,0.00,0,0,C++,-,34,0,0,0,0,0,0,0,0,2568,0.00
QuentinB,0.00,0.00,16,0,Python,2.7,63,0,2,0,0,2,1,0,0,6104,0.00
MaximKulikov,0.00,0.00,10,0,C++,-,81,0,0,0,0,0,0,0,0,2500,0.00
souvikkrm,0.00,0.00,1,0,C++,-,85,0,0,0,0,0,0,0,0,2400,0.00
anshkhanna7,0.00,0.01,0,0,C++,-,76,0,0,0,0,0,0,8,0,2740,0.00
Aries512,0.00,0.01,62,0,C#,System.Numerics,395,0,2,0,0,2,2,0,0,12048,0.00
Schemtschik,0.00,0.00,10,0,C++,-,33,0,0,0,0,0,1,0,0,2556,0.00
YohMike,0.00,0.00,19,0,Python,2.7,57,0,2,0,0,2,4,0,0,6208,0.00
CharleSE,0.00,0.00,0,0,C++,-,66,0,0,0,0,0,0,0,0,2652,0.00
Archazey,0.00,0.00,4,0,C++,-,45,0,134,0,0,134,0,0,0,2524,0.00
JelteF,0.00,0.00,11,0,Python,2.7,29,0,2,0,0,2,1,0,0,6108,0.00
DBN,0.00,0.00,7,0,Python,2.7,23,0,2,0,0,2,0,0,0,6064,0.00
edrabc,0.00,0.04,9,0,java,-,52,0,1,0,0,1,0,64,0,21640,0.04
Indeed,0.00,0.00,1,0,C++,-,42,0,0,0,0,0,0,0,0,2348,0.00
Juampi,0.00,0.00,6,0,Python,2.7,36,0,2,0,0,2,6,0,0,6152,0.00
KhaledSami,-,-,1,-,C++,-,46,-,-15,-,-,-15,0,-,-,-,-
troller19,-,-,5,-,C++,-,81,-,-1,-,-,-1,2,-,-,-,-
alei,0.00,0.00,0,0,C++,-,44,0,139,0,0,139,0,0,0,2400,0.00
sashaostankov,0.00,0.00,27,0,C++,-,99,0,0,0,0,0,2,0,0,2620,0.00
OdinZ,0.00,0.00,2,0,C++,-,30,0,0,0,0,0,0,0,0,2688,0.00
Seter,0.00,0.01,1,0,Python,3.5,24,0,2,0,0,2,0,0,0,7212,0.00
vsp4,0.00,0.00,19,0,C++,-,58,0,0,0,0,0,1,0,0,2492,0.00
jordan15game,0.00,0.00,7,0,C++,-,62,0,0,0,0,0,2,0,0,2620,0.00
felaw,0.00,0.01,5,0,Python,3.5,29,0,2,0,0,2,1,0,0,7224,0.00
carlop,0.00,0.00,20,0,C++,-,53,0,0,0,0,0,8,0,0,2480,0.00
Icemore,0.00,0.00,20,0,C++,-,75,0,0,0,0,0,0,0,0,2528,0.00
lifted,0.00,0.00,15,0,C++,-,81,0,0,0,0,0,1,0,0,2648,0.00
DimaUvarov,0.00,0.00,4,0,Python,2.7,50,0,2,0,0,2,0,0,0,6168,0.00
yukariko,0.00,0.00,8,0,C++,-,43,0,0,0,0,0,0,0,0,2644,0.00
lazyc97,0.00,0.00,8,0,C++,-,43,0,0,0,0,0,0,0,0,2628,0.00
hiukim,0.01,0.05,20,0,java,-,92,0,0,0,0,0,35,64,0,21804,0.04
Vennik,-,-,29,-,java,-,77,-,-1,-,-,-1,0,-,-,-,-
slex,0.00,0.04,11,0,java,-,78,0,1,0,0,1,0,64,0,21588,0.04
Nandofer,0.00,0.01,12,0,Python,2.7,50,0,2,0,0,2,2,0,0,7840,0.00
tomekster,-,-,3,-,C++,-,52,-,-1,-,-,-1,5,-,-,-,-
wverlaek,-,-,14,-,java,-,60,-,-1,-,-,-1,1,-,-,-,-
pse1202,0.00,0.00,0,0,Python,2.7,20,0,2,0,0,2,0,0,0,6132,0.00
NLR,0.00,0.00,0,0,C++,-,113,0,0,0,0,0,0,0,0,2520,0.00
RupertW,0.00,0.01,7,0,C#,-,67,0,2,0,0,2,0,0,0,12100,0.00
vadi,0.00,0.00,9,0,C,-,67,0,0,0,0,0,0,0,0,2524,0.00
shakilaust,0.00,0.00,22,0,C++,-,133,0,0,0,0,0,21,0,0,2492,0.00
dinhnguyenkhoi,0.00,0.00,10,0,C++,-,52,0,0,0,0,0,0,0,0,2424,0.00
quangbx,0.00,0.05,3,0,java,-,61,0,1,0,0,1,1,64,0,21884,0.04
HappyPerson,0.00,0.00,9,0,C++,-,32,0,0,0,0,0,0,0,0,2260,0.00
Delgan,0.00,0.00,18,0,Python,3.5,99,0,2,0,0,2,0,0,0,7224,0.00
khrak,-,-,20,-,C++,-,84,-,-15,-,-,-15,0,-,-,-,-
MiminoCoder,0.00,0.00,11,0,C++,-,73,0,0,0,0,0,1,0,0,2608,0.00
ytytyt,0.00,0.00,5,0,C++,-,60,0,0,0,0,0,0,0,0,2560,0.00
sonka,0.00,0.01,5,0,Python,3.5,45,0,2,0,0,2,1,0,0,7228,0.01
bfabiandev,0.00,0.05,5,0,java,-,67,0,1,0,0,1,3,64,0,21592,0.04
jonis,0.00,0.00,1,0,C++,-,39,0,0,0,0,0,0,0,0,2544,0.00
Jarlaxle,0.00,0.04,5,0,java,-,57,0,1,0,0,1,0,64,0,21580,0.04
partiallyfinite,0.00,0.00,5,0,C++,-,35,0,0,0,0,0,0,0,0,2472,0.00
ImGonnaWreckIt,0.00,0.00,2,0,C++,-,62,0,0,0,0,0,0,0,0,2384,0.00
wfe2016,0.00,0.00,12,0,C++,-,85,0,0,0,0,0,0,0,0,2392,0.00
metakirby5,-,-,2,-,Python,2.7,21,-,1,-,-,1,1,-,-,-,-
dallasyan,0.00,0.00,1,0,Python,2.7,53,0,2,0,0,2,0,0,0,6080,0.00
Te4NIK,0.00,0.00,12,0,C++,-,81,0,0,0,0,0,2,0,0,2496,0.00
equation618,0.00,0.00,4,0,C++,-,41,0,0,0,0,0,0,0,0,2684,0.00
Fakvarl,0.00,0.00,9,0,C++,-,44,0,0,0,0,0,0,8,0,2432,0.00
Dener,0.00,0.00,9,0,C++,-,41,0,0,0,0,0,0,0,0,2520,0.00
MattMerr47,-,-,9,-,java,-,43,-,-1,-,-,-1,2,-,-,-,-
Butternut,-,-,3,-,C++,-,57,-,-1,-,-,-1,1,-,-,-,-
zarandy,0.00,0.00,5,0,C++,-,54,0,0,0,0,0,0,0,0,2620,0.00
vtyw,0.00,0.01,1,0,Python,2.7,27,8,0,0,0,0,3,0,0,6628,0.00
olage,0.00,0.00,14,0,C++,-,77,0,0,0,0,0,1,0,0,2512,0.00
xuanji,0.00,0.00,7,0,Python,2.7,30,8,0,0,0,0,1,0,0,6572,0.00
sourovsrv,0.00,0.00,7,0,C++,-,67,0,0,0,0,0,2,0,0,2724,0.00
udigoR,0.00,0.00,18,0,C++,-,55,0,0,0,0,0,0,0,0,2480,0.00
Parikh,0.00,0.05,11,0,java,-,63,0,1,0,0,1,0,64,0,21744,0.04
tsyao,0.00,0.00,5,0,C++,-,60,0,0,0,0,0,0,0,0,2256,0.00
aPoCaLYpSe,0.00,1.86,13,0,Python,2.7,49,0,0,0,0,0,0,0,0,7176,1.85
vibhorg,0.00,0.00,8,0,C++,-,78,0,0,0,0,0,1,0,0,2500,0.00
dorilla,0.00,0.04,6,0,java,-,58,0,1,0,0,1,0,64,0,21812,0.04
ncfxy,0.01,0.07,10,0,java,-,68,0,0,0,0,0,20,64,0,25568,0.07
abhishek1997,0.00,0.00,1,0,C++,-,91,0,134,0,0,134,0,0,0,2492,0.00
Mesh,0.00,0.00,11,0,C++,-,42,0,0,0,0,0,0,0,0,2632,0.00
konfused,0.00,0.00,8,0,C++,-,59,0,0,0,0,0,0,0,0,2276,0.00
nikkitousen,0.00,0.00,7,0,C++,-,68,0,0,0,0,0,1,0,0,2512,0.00
bowbowbow,0.00,0.00,14,0,C++,-,64,0,0,0,0,0,0,0,0,2624,0.00
vladvd,0.00,0.00,7,0,C++,-,52,0,0,0,0,0,3,0,0,2768,0.00
martinson,0.00,0.00,6,0,C++,-,47,0,0,0,0,0,0,8,0,2548,0.00
PeterMunich,0.01,0.06,11,0,java,-,54,0,1,0,0,1,2,64,0,21488,0.05
First4196,-,-,10,-,C++,-,129,-,-1,-,-,-1,0,-,-,-,-
himanshujaju,-,-,5,-,C++,-,79,-,-15,-,-,-15,0,-,-,-,-
KYMblC,0.00,0.00,19,0,C++,-,182,0,0,0,0,0,12,0,0,2628,0.00
Naduxa,-,-,2,-,C++,-,50,-,-15,-,-,-15,2,-,-,-,-
BombayDuck,0.00,0.00,7,0,C++,-,74,0,0,0,0,0,0,0,0,2468,0.00
SickMath,0.00,0.00,5,0,Python,2.7,30,0,2,0,0,2,0,0,0,6152,0.00
rabbit125,0.02,0.40,1,0,C++,-,144,0,0,0,0,0,30,120960,0,2708,0.37
pd17,0.00,0.00,2,0,C++,-,73,0,0,0,0,0,2,0,0,2488,0.00
AdGold,0.00,0.00,6,0,Python,2.7,17,0,2,0,0,2,6,0,0,6168,0.00
olpetOdessaONU,0.00,0.00,7,0,C++,-,71,0,0,0,0,0,1,0,0,2584,0.00
Logicos,0.00,0.01,10,0,Python,3.5,31,0,2,0,0,2,11,0,0,7224,0.00
1saac,0.00,0.00,7,0,C++,-,60,0,0,0,0,0,2,0,0,2644,0.00
