user_id,syatem_time,wall_clock,blanks,avg_memory,language,compiler_version,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,max_RAM,user_time
codeshubh,0.00,0.00,1,0,C++,-,64,0,0,0,0,0,0,0,0,2604,0.00
seb5666,0.00,0.07,4,0,java,-,52,0,0,0,0,0,3,64,0,25320,0.07
ltaravilse,0.00,0.00,3,0,C++,-,51,0,0,0,0,0,0,0,0,2708,0.00
Math,0.00,0.01,7,0,Python,3.5,30,0,2,0,0,2,1,0,0,7160,0.00
magicdlf,-,-,6,-,C++,-,89,-,-1,-,-,-1,2,-,-,-,-
bmca,0.00,0.00,3,0,C++,-,56,0,0,0,0,0,1,0,0,2656,0.00
ksmaHK,0.01,0.09,9,0,java,-,49,0,0,0,0,0,0,64,0,25408,0.09
katyatitkova,0.00,0.07,4,0,java,-,56,0,0,0,0,0,1,72,0,30464,0.08
andrew2509,0.00,0.00,10,0,C++,-,80,0,0,0,0,0,2,0,0,2648,0.00
shelajev,-,-,12,-,java,-,92,-,-1,-,-,-1,3,-,-,-,-
SQLNinja,0.00,0.00,3,0,C++,-,38,0,139,0,0,139,0,0,0,2460,0.00
huntzhan,0.00,0.00,16,0,C++,-,78,0,0,0,0,0,10,0,0,2400,0.00
jCorbett19,0.01,0.08,6,0,java,-,62,0,0,0,0,0,2,72,0,30364,0.07
linguo,0.00,0.01,3,0,Python,2.7,20,0,0,0,0,0,0,0,0,6360,0.00
PMichalak,0.00,0.00,8,0,C++,-,82,0,0,0,0,0,0,0,0,2588,0.00
dntzzz,0.00,0.00,11,0,Python,2.7,41,8,0,0,0,0,4,0,0,6480,0.00
Sriuba,0.00,0.00,5,0,Python,2.7,42,0,0,0,0,0,3,8,0,6536,0.00
timgaripov,0.00,0.00,6,0,C++,-,47,0,0,0,0,0,0,0,0,2628,0.00
Swynfel,0.00,0.00,6,0,C++,-,52,0,0,0,0,0,0,0,0,2624,0.00
icedingo,0.00,0.01,9,0,Python,3.5,23,0,2,0,0,2,0,0,0,7164,0.00
nedchu,0.00,0.00,1,0,C++,-,43,0,0,0,0,0,1,8,0,2532,0.00
jackyyf,0.00,0.00,2,0,Python,2.7,28,0,0,0,0,0,0,0,0,6608,0.00
unsneakyNinja,0.00,0.00,5,0,Python,2.7,33,0,0,0,0,0,3,8,0,6316,0.00
wolfib,0.00,0.07,11,0,java,-,67,0,0,0,0,0,6,64,0,21672,0.06
davidlin97,0.00,0.00,5,0,C++,-,50,0,0,0,0,0,5,0,0,2488,0.00
matiash,-,-,13,-,C#,-,55,-,-1,-,-,-1,1,-,-,-,-
benbbb,-,-,7,-,C++,-,65,-,-15,-,-,-15,0,-,-,-,-
BenWynne,0.00,0.00,11,0,C++,-,70,0,0,0,0,0,19,0,0,2508,0.00
doodhwala,0.00,0.00,4,0,Python,3.5,36,0,2,0,0,2,0,0,0,7160,0.00
boryspoplawski,0.00,0.00,6,0,C++,-,65,0,0,0,0,0,0,0,0,2496,0.00
rappel,0.00,0.00,4,0,Python,2.7,52,0,2,0,0,2,0,0,0,6136,0.00
kphmd,0.00,0.00,11,0,C++,-,68,0,0,0,0,0,4,0,0,2660,0.00
AdiDahan,-,-,22,-,java,-,77,-,-1,-,-,-1,4,-,-,-,-
titusnicolae,0.00,0.00,1,0,Python,2.7,21,8,0,0,0,0,1,0,0,6592,0.00
acguy,0.00,0.00,11,0,C++,-,57,0,0,0,0,0,5,0,0,2516,0.00
kwshi,0.00,0.00,6,0,Python,2.7,20,0,0,0,0,0,1,0,0,6444,0.00
graf,0.00,0.01,7,0,Python,3.5,34,0,2,0,0,2,2,0,0,7192,0.01
Treeone,0.00,0.00,1,0,C++,-,45,0,0,0,0,0,0,0,0,2492,0.00
vaibhavbright,0.00,0.00,24,0,C++,-,104,0,139,0,0,139,2,0,0,2388,0.00
eemon,0.00,0.01,9,0,Python,3.5,23,0,2,0,0,2,2,0,0,7208,0.00
kzanmo,0.00,0.00,34,0,C++,-,99,0,0,0,0,0,0,0,0,2628,0.00
gahl,0.00,0.00,12,0,Python,2.7,41,8,0,0,0,0,2,0,0,6556,0.00
zxytim,0.00,0.00,8,0,Python,3.5,27,0,2,0,0,2,7,0,0,7228,0.00
ArbokEkans,0.00,0.01,3,0,Python,3.5,34,0,2,0,0,2,4,0,0,7184,0.00
Bobibop,0.00,0.00,12,0,C++,-,123,0,1,0,0,1,0,0,0,2480,0.00
jsannemo,0.00,0.00,4,0,C++,-,47,0,0,0,0,0,0,0,0,2540,0.00
adbjesus,0.00,0.01,7,0,Python,2.7,17,0,0,0,0,0,1,0,0,6496,0.00
bIgInNnNeR,0.00,0.00,23,0,C++,-,129,0,0,0,0,0,2,0,0,2428,0.00
kotamanegi,0.00,0.00,0,0,C++,-,71,0,0,0,0,0,0,0,0,2628,0.00
multifaceted,0.00,0.04,12,0,java,-,146,0,1,0,0,1,5,64,0,21596,0.04
TDteach,0.00,0.00,15,0,C++,-,63,0,0,0,0,0,0,0,0,2764,0.00
reignat,0.00,0.00,4,0,C++,-,73,0,139,0,0,139,0,0,0,2288,0.00
gerardlouw,0.00,0.01,0,0,Python,3.5,20,0,2,0,0,2,0,0,0,7164,0.00
tjohnson314,0.00,0.08,10,0,java,-,74,0,0,0,0,0,2,64,0,25600,0.07
daybreakcx,0.00,0.00,3,0,C,-,48,0,0,0,0,0,0,0,0,2372,0.00
Harshgupta11,0.00,0.00,5,0,C++,-,84,0,0,0,0,0,0,0,0,2492,0.00
ZaN,0.00,0.00,2,0,C++,-,40,0,0,0,0,0,0,0,0,2396,0.00
daga07,0.00,0.00,1,0,C++,-,72,0,0,0,0,0,0,0,0,2584,0.00
NekoChen,0.00,0.01,8,0,Python,3.5,39,0,2,0,0,2,2,0,0,7200,0.01
IAmCharizard,0.00,0.00,10,0,C++,-,109,0,0,0,0,0,1,0,0,2520,0.00
Safrout,0.00,0.05,1,0,java,-,53,0,0,0,0,0,1,72,0,21728,0.05
deniswerner,0.00,0.00,27,0,Python,2.7,46,0,2,0,0,2,19,0,0,6108,0.00
kenkoooo,0.00,0.00,6,0,C++,-,87,0,0,0,0,0,22,0,0,2508,0.00
vovanhuy22000,0.00,0.00,36,0,C++,-,165,0,0,0,0,0,3,0,0,2524,0.00
AizukiKoh,0.00,0.01,3,0,C#,-,88,0,0,0,0,0,0,0,0,14412,0.00
king1224,0.00,0.00,5,0,C++,-,61,0,0,0,0,0,0,0,0,2272,0.00
vitux,0.00,0.00,5,0,C++,-,66,0,0,0,0,0,2,0,0,2500,0.00
magicznymichal,0.00,0.00,15,0,C++,-,69,0,0,0,0,0,0,0,0,2480,0.00
shubhv92,0.00,0.00,5,0,C++,-,55,0,0,0,0,0,0,0,0,2608,0.00
Khaelex,0.00,0.00,3,0,Python,2.7,39,8,0,0,0,0,0,0,0,6560,0.00
tli,0.00,0.00,10,0,Python,2.7,36,8,0,0,0,0,0,0,0,6908,0.00
grothendiggah,0.00,0.00,7,0,C++,-,60,0,0,0,0,0,0,0,0,2560,0.00
YuHang,0.00,0.00,4,0,C++,-,50,0,0,0,0,0,7,0,0,2556,0.00
valor11,0.00,0.00,7,0,C++,-,72,0,0,0,0,0,1,0,0,2640,0.00
msagimbekov,0.00,0.05,20,0,java,-,64,0,1,0,0,1,9,64,0,21760,0.04
okaduki,0.00,0.00,19,0,C++,-,75,0,0,0,0,0,0,0,0,2588,0.00
knst,0.00,0.00,13,0,C++,-,77,0,0,0,0,0,5,0,0,2512,0.00
reydentx,0.00,0.04,10,0,java,-,75,0,1,0,0,1,1,64,0,21764,0.04
hikshiks,0.00,0.00,6,0,C++,-,48,0,0,0,0,0,0,8,0,2724,0.00
Halogen,0.00,0.00,1,0,Python,2.7,43,0,2,0,0,2,0,0,0,6224,0.00
dmikhalin,0.00,0.00,1,0,Python,2.7,19,0,2,0,0,2,0,0,0,6136,0.00
smartelf,0.00,0.00,12,0,C++,-,61,0,0,0,0,0,2,0,0,2336,0.00
supasaya,-,-,4,-,C++,-,87,-,-1,-,-,-1,0,-,-,-,-
trunghai95,0.00,0.00,10,0,C++,-,52,0,0,0,0,0,0,0,0,2596,0.00
chwang,0.00,0.00,8,0,Python,2.7,36,0,2,0,0,2,2,0,0,6140,0.00
InhaKorean,0.00,0.00,9,0,Python,2.7,33,0,2,0,0,2,0,0,0,6196,0.00
hongjun7,0.00,0.00,0,0,C++,-,44,0,0,0,0,0,0,8,0,2360,0.00
noamher,0.00,0.00,26,0,Python,2.7,58,0,1,0,0,1,3,0,0,6672,0.00
yaoshimax,0.00,0.00,3,0,C++,-,63,0,0,0,0,0,0,0,0,2648,0.00
thefourseasons,0.00,0.00,1,0,Python,2.7,54,0,2,0,0,2,0,0,0,6220,0.00
teacup123123,-,-,5,-,java,-,48,-,-1,-,-,-1,0,-,-,-,-
Rabby250,0.01,0.05,7,0,java,-,56,0,1,0,0,1,0,64,0,21632,0.04
yerfdog,0.00,0.00,4,0,C#,-,71,0,2,0,0,2,0,0,0,12108,0.00
ppham27,0.00,0.00,3,0,C++,-,46,0,0,0,0,0,1,0,0,2516,0.00
Esy,0.00,0.00,3,0,C++,-,63,0,0,0,0,0,0,0,0,2484,0.00
easyrider,0.00,0.00,12,0,Python,3.5,38,0,2,0,0,2,1,0,0,7160,0.00
Nyatl,0.00,0.00,8,0,C++,-,58,0,0,0,0,0,0,0,0,2644,0.00
MariaIzobava,0.00,0.00,5,0,C++,-,67,0,0,0,0,0,2,0,0,2656,0.00
CodeAce,0.00,0.00,18,0,C++,-,66,0,0,0,0,0,0,0,0,2496,0.00
VCLH,0.00,0.00,2,0,C++,-,38,0,0,0,0,0,0,0,0,2664,0.00
jcbages,0.00,0.00,0,0,Python,2.7,23,0,0,0,0,0,0,0,0,6584,0.00
auguste,0.00,0.00,2,0,C++,-,42,0,0,0,0,0,0,0,0,2276,0.00
ser398,0.00,0.00,6,0,C++,-,79,0,0,0,0,0,0,0,0,2740,0.00
amtematem,0.01,0.07,5,0,java,-,63,0,0,0,0,0,0,72,0,30128,0.07
determinism,0.00,0.00,32,0,C++,-,203,0,134,0,0,134,9,0,0,2484,0.00
ahri,0.00,0.00,9,0,C++,-,70,0,0,0,0,0,5,0,0,2652,0.00
azukun,0.00,0.01,8,0,C#,-,97,0,2,0,0,2,5,0,0,12108,0.00
Takoshi,0.00,0.00,17,0,C++,-,102,0,0,0,0,0,0,0,0,2536,0.00
Tinsane,0.00,0.00,10,0,C++,-,87,0,0,0,0,0,2,0,0,2600,0.00
younis,0.00,0.00,0,0,C++,-,49,0,0,0,0,0,0,808,0,2276,0.00
pedrohlf,0.00,0.00,8,0,C++,-,68,0,0,0,0,0,0,0,0,2616,0.00
alex1770,0.00,0.00,2,0,Python,2.7,16,8,0,0,0,0,0,0,0,6556,0.00
avv,-,-,19,-,C++,-,98,-,-15,-,-,-15,17,-,-,-,-
alvinpiter94,-,-,17,-,C++,-,55,-,-1,-,-,-1,3,-,-,-,-
timmyphysics,0.00,0.00,15,0,Python,2.7,50,0,0,0,0,0,11,8,0,6652,0.00
skdudn321,0.00,0.00,13,0,C++,-,57,0,0,0,0,0,0,0,0,2124,0.00
Guineapig,0.00,0.00,19,0,C++,-,111,0,0,0,0,0,9,0,0,2604,0.00
heaparray,0.00,0.00,15,0,Python,2.7,72,0,2,0,0,2,2,0,0,6184,0.00
evima,0.00,0.00,15,0,C++,-,77,0,0,0,0,0,1,0,0,2560,0.00
SerhiiOryshych,0.00,0.00,15,0,C++,-,86,0,0,0,0,0,0,0,0,2568,0.00
szb640,0.00,0.00,5,0,Python,2.7,43,0,2,0,0,2,0,0,0,6116,0.00
pr0v3rbs,0.00,0.01,8,0,Python,2.7,66,8,0,0,0,0,0,0,0,6600,0.00
Sibi,0.00,0.00,11,0,Python,2.7,30,0,0,0,0,0,0,0,0,6600,0.00
jlrz,-,-,36,-,C++,-,119,-,-1,-,-,-1,5,-,-,-,-
eclectic,0.00,0.01,10,0,Python,3.5,18,0,2,0,0,2,9,0,0,7204,0.01
phyllo,0.00,0.00,6,0,C++,-,100,0,0,0,0,0,0,0,0,2660,0.00
Suez,0.01,0.05,16,0,java,-,70,0,1,0,0,1,0,64,0,21896,0.04
vahid,0.01,0.04,15,0,java,-,75,0,1,0,0,1,0,64,0,21564,0.03
Shivamd,0.00,0.00,11,0,C++,-,56,0,0,0,0,0,1,0,0,2384,0.00
imulan,0.00,0.00,15,0,C++,-,81,0,0,0,0,0,0,0,0,2764,0.00
gultai4ukr,0.00,0.00,11,0,C++,-,75,0,0,0,0,0,2,8,0,2572,0.00
NURLANCHIK,0.00,0.00,9,0,C++,-,117,0,134,0,0,134,0,0,0,2556,0.00
calvinleenyc,0.00,0.00,5,0,C++,-,71,0,0,0,0,0,1,8,0,2476,0.00
Yuichiro,0.00,0.00,6,0,Python,2.7,36,8,0,0,0,0,2,0,0,6528,0.00
nxphuc,0.00,0.00,12,0,C++,-,90,0,134,0,0,134,8,0,0,2496,0.00
krajeev,0.00,0.00,0,0,C++,-,65,0,0,0,0,0,0,0,0,2644,0.00
Shaon,0.00,0.00,25,0,C++,-,89,0,0,0,0,0,2,0,0,2536,0.00
healther,0.00,0.01,13,0,Python,3.5,45,0,2,0,0,2,2,0,0,7224,0.01
juniorandrade,0.00,0.00,10,0,C++,-,78,0,0,0,0,0,2,0,0,2612,0.00
Daniyar,0.00,0.00,6,0,C++,-,82,0,0,0,0,0,0,0,0,2484,0.00
Taizo,0.00,0.00,11,0,Python,2.7,28,0,2,0,0,2,3,0,0,6224,0.00
RazanKtaish,0.00,0.01,11,0,Python,2.7,26,0,0,0,0,0,0,0,0,6596,0.00
eidanch,0.00,0.01,9,0,Python,3.5,41,0,2,0,0,2,7,0,0,7280,0.00
Farqd,0.00,0.00,10,0,C++,-,65,0,0,0,0,0,2,0,0,2548,0.00
ch3141,0.00,0.00,15,0,C++,-,43,0,0,0,0,0,3,0,0,2584,0.00
bsnipers,0.00,0.00,3,0,C++,-,38,0,0,0,0,0,0,0,0,2260,0.00
Fenghuo,3.26,4.18,11,0,C++,-,57,0,0,0,0,0,0,120816,0,2588,0.92
DragonPW,0.00,0.00,19,0,C++,-,72,0,0,0,0,0,7,0,0,2392,0.00
oyas,0.00,0.00,12,0,C++,-,49,0,0,0,0,0,0,0,0,2528,0.00
kectavi,0.02,0.03,15,0,C++,-,61,0,0,0,0,0,0,816,0,2640,0.01
xhae,0.00,0.00,9,0,C++,-,36,0,0,0,0,0,0,0,0,2436,0.00
beeshi,0.00,0.00,0,0,C++,-,60,0,0,0,0,0,0,0,0,2672,0.00
admin123,0.00,0.06,12,0,java,-,75,0,0,0,0,0,7,64,0,24524,0.05
pixeusz,0.00,0.00,10,0,C++,-,71,0,0,0,0,0,0,0,0,2356,0.00
yghari,0.00,0.00,11,0,C++,-,91,0,0,0,0,0,9,0,0,2608,0.00
CharlesBradshaw,0.00,0.00,1,0,Python,2.7,32,0,2,0,0,2,0,0,0,6196,0.00
canberkk,0.00,0.04,15,0,java,-,62,0,1,0,0,1,4,64,0,21712,0.04
merc90,0.02,0.04,2,0,C++,-,59,0,0,0,0,0,3,880,0,2500,0.02
MaiorPa,0.00,0.00,8,0,C++,-,70,0,0,0,0,0,1,8,0,2512,0.00
Timdrie,-,-,3,-,C++,-,64,-,-15,-,-,-15,0,-,-,-,-
mjy0724,0.00,0.00,6,0,C++,-,31,0,0,0,0,0,2,0,0,2520,0.00
roiti46,0.00,0.02,3,0,Python,2.7,22,8,0,0,0,0,1,0,0,8324,0.01
Vally79,0.00,0.00,0,0,C++,-,51,0,0,0,0,0,0,0,0,2476,0.00
Woreviam,0.00,0.00,33,0,C++,-,57,0,0,0,0,0,0,0,0,2700,0.00
Nyan101,-,-,10,-,C++,-,58,-,-15,-,-,-15,0,-,-,-,-
Bnick,0.00,0.00,10,0,C++,-,122,0,0,0,0,0,8,0,0,2640,0.00
MiriTheRing,0.00,0.00,8,0,C++,-,84,0,0,0,0,0,0,0,0,2524,0.00
whxwhx,0.00,0.00,0,0,C++,-,30,0,0,0,0,0,0,0,0,2704,0.00
Freetime,0.00,0.00,6,0,C++,-,53,0,139,0,0,139,0,0,0,1980,0.00
akcelero,0.00,0.00,4,0,C++,-,55,0,0,0,0,0,0,0,0,2496,0.00
bubblecn,0.00,0.05,7,0,java,-,90,0,1,0,0,1,4,64,0,21808,0.05
ilwoo12,0.00,0.05,5,0,java,-,57,0,0,0,0,0,0,72,0,21896,0.04
morojenoe,0.00,0.00,16,0,C++,-,107,0,0,0,0,0,2,0,0,2768,0.00
tjake,0.00,0.00,1,0,Python,2.7,24,0,0,0,0,0,0,0,0,6736,0.00
JasperV,0.00,0.00,0,0,Python,2.7,24,0,2,0,0,2,0,0,0,6064,0.00
Lliane,-,-,6,-,C#,-,50,-,-1,-,-,-1,0,-,-,-,-
nedp,0.00,0.01,13,0,Python,3.5,53,0,2,0,0,2,21,0,0,7208,0.01
MMilanov,0.00,0.01,11,0,C#,System.Numerics,61,0,1,0,0,1,0,0,0,14036,0.00
saurabhjn76,0.00,0.00,11,0,C++,-,80,0,0,0,0,0,0,0,0,2632,0.00
AndreyL,0.00,0.05,18,0,java,-,59,0,1,0,0,1,7,64,0,21568,0.04
Alwahsh,0.00,0.00,12,0,C++,-,73,0,134,0,0,134,0,0,0,2668,0.00
Pred4c3,0.00,0.01,2,0,Python,3.5,22,0,2,0,0,2,0,0,0,7228,0.00
cherudim9,0.00,0.00,9,0,C++,-,61,0,0,0,0,0,1,880,0,2548,0.00
Rhinox,0.00,0.00,13,0,Python,2.7,47,0,2,0,0,2,1,0,0,6172,0.00
quasisphere,0.00,0.00,7,0,C++,-,51,0,0,0,0,0,0,0,0,2512,0.00
sergiunasca,-,-,8,-,C++,-,82,-,-15,-,-,-15,7,-,-,-,-
etds,-,-,14,-,C++,-,64,-,-1,-,-,-1,24,-,-,-,-
xsy,0.00,0.00,4,0,C++,-,60,0,0,0,0,0,0,0,0,2456,0.00
albertnez,0.00,0.00,2,0,C++,-,47,0,0,0,0,0,0,0,0,2512,0.00
HUhuhu,0.00,0.00,2,0,C++,-,74,0,0,0,0,0,0,0,0,2388,0.00
lightning95,-,-,18,-,java,-,113,-,-1,-,-,-1,4,-,-,-,-
kawasaki,0.00,0.00,4,0,Python,2.7,35,8,0,0,0,0,0,0,0,6448,0.00
Gerbil,0.00,0.00,4,0,Python,2.7,45,0,2,0,0,2,2,0,0,6208,0.00
IDrandom,0.00,0.00,0,0,C++,-,76,0,0,0,0,0,0,8,0,2620,0.00
DimonK,-,-,7,-,C++,-,55,-,-15,-,-,-15,0,-,-,-,-
LuckyOne,0.00,0.04,15,0,java,-,75,0,1,0,0,1,3,64,0,21764,0.04
tomek204,0.00,0.00,7,0,C++,-,47,0,0,0,0,0,0,0,0,2612,0.00
QPHutu,0.00,0.00,6,0,C++,-,45,0,0,0,0,0,0,0,0,2516,0.00
jeger,0.00,0.00,7,0,C++,-,58,0,0,0,0,0,5,0,0,2396,0.00
Helicopter,0.00,0.00,10,0,C++,-,121,0,0,0,0,0,6,0,0,2156,0.00
njy,0.00,0.00,4,0,Python,2.7,25,0,2,0,0,2,0,0,0,6136,0.00
singleheart,0.00,0.01,9,0,Python,2.7,27,8,0,0,0,0,4,0,0,6828,0.00
DUPI,-,-,18,-,Python,2.7,63,-,1,-,-,1,3,-,-,-,-
prrateekk,0.00,0.00,17,0,C++,-,72,0,0,0,0,0,6,0,0,2568,0.00
Barty,-,-,1,-,C++,-,39,-,-1,-,-,-1,0,-,-,-,-
Daydreamer,0.00,0.00,9,0,C++,-,61,0,0,0,0,0,0,0,0,2600,0.00
Zimmux,0.00,0.00,3,0,Python,2.7,23,0,0,0,0,0,0,0,0,6972,0.00
AndersTornkvist,-,-,52,-,Python,2.7,201,-,1,-,-,1,38,-,-,-,-
toj210,0.00,0.00,2,0,C++,-,58,0,0,0,0,0,0,0,0,2484,0.00
shikhar0037,0.00,0.00,3,0,C++,-,54,0,0,0,0,0,3,0,0,2480,0.00
nadoo,0.00,0.00,4,0,C++,-,58,0,0,0,0,0,0,0,0,2172,0.00
LegaDyan,0.00,0.00,4,0,C++,-,62,0,0,0,0,0,1,0,0,2624,0.00
kwea,0.00,0.04,5,0,java,-,69,0,1,0,0,1,2,64,0,21912,0.04
Mewore,0.00,0.00,31,0,C++,-,73,0,0,0,0,0,4,0,0,2188,0.00
tmi,0.00,0.00,20,0,Python,2.7,74,0,2,0,0,2,14,0,0,6136,0.00
ZQFMGB12,0.00,0.00,4,0,C++,-,69,0,0,0,0,0,4,0,0,2476,0.00
ArneH,0.00,0.00,12,0,C++,-,58,0,0,0,0,0,0,0,0,2628,0.00
Huangry,0.00,0.00,4,0,Python,2.7,36,0,2,0,0,2,0,0,0,6116,0.00
Bluewind001,0.00,0.00,6,0,C++,-,68,0,0,0,0,0,5,0,0,2576,0.00
p5ic05i5,-,-,3,-,C,-,53,-,-1,-,-,-1,0,-,-,-,-
penartur,0.00,0.01,10,0,C#,-,41,0,0,0,0,0,3,0,0,16064,0.01
sagorika1996,0.00,0.00,5,0,C++,-,73,0,0,0,0,0,2,0,0,2516,0.00
prabowo,0.00,0.00,20,0,C++,-,71,0,0,0,0,0,0,0,0,2320,0.00
cympfh,0.00,0.00,22,0,C++,-,94,0,0,0,0,0,1,0,0,2524,0.00
notmichael,0.01,0.08,7,0,java,-,57,0,0,0,0,0,0,64,0,24912,0.07
Marshmallow,-,-,17,-,C#,-,80,-,-1,-,-,-1,5,-,-,-,-
sergio10barca,0.00,0.00,5,0,C++,-,73,0,0,0,0,0,1,0,0,2556,0.00
k3shav,0.00,0.00,3,0,C++,-,48,0,0,0,0,0,0,0,0,2608,0.00
RobKing,0.00,0.01,6,0,Python,3.5,22,0,2,0,0,2,0,0,0,7196,0.01
snasscha,-,-,3,-,-,C#,19,-,-1,-,-1,59,-,-,-,-
Tommmmmmmm,0.00,0.00,0,0,C++,-,37,0,0,0,0,0,0,0,0,2464,0.00
Whalanator,0.00,0.00,5,0,C++,-,35,0,0,0,0,0,0,0,0,2608,0.00
DumbLuck2,0.00,0.00,22,0,C++,-,119,0,0,0,0,0,1,0,0,2516,0.00
sninkovic,0.00,0.01,9,0,Python,2.7,45,8,0,0,0,0,4,0,0,6476,0.00
chensunrise,0.00,0.00,4,0,C++,-,53,0,0,0,0,0,0,0,0,2508,0.00
packwolf,0.00,0.00,2,0,Python,2.7,25,0,2,0,0,2,0,0,0,6140,0.00
Wellan,0.00,0.00,6,0,C++,-,81,0,0,0,0,0,0,0,0,2488,0.00
gantians,0.00,0.00,4,0,C++,-,39,0,0,0,0,0,0,0,0,2628,0.00
adrisr,0.00,0.01,8,0,Python,3.5,39,0,2,0,0,2,0,0,0,7192,0.00
darkn8,0.00,0.00,0,0,C++,-,50,0,139,0,0,139,0,0,0,2452,0.00
dotato,0.00,0.00,11,0,C++,-,39,0,0,0,0,0,1,0,0,2724,0.00
Nugusha,0.00,0.00,18,0,C++,-,67,0,0,0,0,0,0,0,0,2564,0.00
ineedAC,0.00,0.00,2,0,C++,-,74,0,0,0,0,0,10,0,0,2600,0.00
thabetx,0.00,0.00,3,0,C++,-,28,0,0,0,0,0,0,0,0,2496,0.00
leocp1,0.00,0.00,6,0,C++,-,41,0,0,0,0,0,17,0,0,2624,0.00
amylase,0.00,0.00,6,0,Python,2.7,25,8,0,0,0,0,0,0,0,7172,0.00
culaucon,0.00,0.00,4,0,C++,-,64,0,139,0,0,139,0,0,0,2348,0.00
jr5000,0.00,0.01,5,0,C#,-,70,0,2,0,0,2,0,0,0,12100,0.00
Rwoflx,0.00,0.07,7,0,java,-,64,0,0,0,0,0,0,64,0,24940,0.08
sagarkaushal,0.00,0.00,1,0,C++,-,53,0,0,0,0,0,0,0,0,2488,0.00
simolew,0.00,0.00,7,0,C++,-,65,0,0,0,0,0,0,0,0,2404,0.00
hoario,0.00,0.00,5,0,C++,-,52,0,0,0,0,0,0,0,0,2496,0.00
addie9000,0.00,0.00,15,0,Python,2.7,37,8,0,0,0,0,0,0,0,6960,0.00
robostac,0.00,0.00,10,0,Python,2.7,39,0,2,0,0,2,1,0,0,6196,0.00
jjdt,-,-,16,-,C++,-,52,-,-15,-,-,-15,16,-,-,-,-
MikeMirzayanov,0.00,0.00,12,0,C++,-,83,0,0,0,0,0,11,0,0,2484,0.00
lunawyll,0.00,0.00,15,0,C++,-,117,0,0,0,0,0,8,0,0,2744,0.00
imaster0,0.00,0.00,10,0,C++,-,66,0,0,0,0,0,0,0,0,2496,0.00
cleverzys,-,-,20,-,C++,-,119,-,-1,-,-,-1,5,-,-,-,-
mosterdt,0.00,0.00,6,0,Python,2.7,21,8,0,0,0,0,2,0,0,6748,0.00
minus9d,0.00,0.00,16,0,C++,-,81,0,0,0,0,0,1,0,0,2536,0.00
misha100896,0.00,0.00,3,0,C++,-,54,0,134,0,0,134,0,0,0,2624,0.00
hobermallow,0.00,0.00,3,0,C,-,75,0,0,0,0,0,0,0,0,2264,0.00
vmohit,0.00,0.00,3,0,C++,-,74,0,0,0,0,0,0,0,0,2488,0.00
Twink1e,0.00,0.00,2,0,C++,-,34,0,0,0,0,0,1,0,0,2380,0.00
Fedux,0.00,0.01,2,0,Python,2.7,11,8,0,0,0,0,30,8,0,6568,0.00
Bulsa,0.00,0.00,2,0,C++,-,44,0,0,0,0,0,0,0,0,2592,0.00
Antonator,0.00,0.00,19,0,Python,2.7,41,0,2,0,0,2,4,0,0,6116,0.00
AxiomOfChoice,0.00,0.00,10,0,C++,-,97,0,0,0,0,0,0,0,0,2608,0.00
Guppsy,-,-,10,-,java,-,58,-,-1,-,-,-1,2,-,-,-,-
Qianruru,0.00,0.00,11,0,C++,-,75,0,0,0,0,0,0,0,0,2420,0.00
aviaryan,0.00,0.00,7,0,C++,-,53,0,0,0,0,0,4,0,0,2676,0.00
zeebonk,0.00,0.00,7,0,Python,2.7,32,8,0,0,0,0,0,0,0,6756,0.00
aicioara,0.00,0.00,22,0,C++,-,98,0,0,0,0,0,1,0,0,2616,0.00
Alex7,0.00,0.00,3,0,C++,-,53,0,0,0,0,0,0,0,0,2560,0.00
xuhaike,-,-,4,-,C++,-,50,-,-1,-,-,-1,0,-,-,-,-
no15renne,0.00,0.00,8,0,C++,-,64,0,0,0,0,0,1,0,0,2640,0.00
nishant10,0.00,0.00,7,0,C++,-,57,0,134,0,0,134,2,0,0,2480,0.00
runom,0.00,0.00,2,0,C++,-,57,0,0,0,0,0,1,0,0,2492,0.00
KliKir2599,0.00,0.00,7,0,C++,-,44,0,0,0,0,0,0,0,0,2476,0.00
lysine,0.00,0.00,9,0,C++,-,35,0,0,0,0,0,0,0,0,2472,0.00
chang2394,0.00,0.00,34,0,C++,-,211,0,0,0,0,0,10,0,0,2484,0.00
SaDDaS,0.00,0.00,2,0,C++,-,40,0,0,0,0,0,7,0,0,2648,0.00
Rijul,0.00,0.00,24,0,C++,-,82,0,0,0,0,0,6,816,0,2584,0.00
shinism,0.00,0.00,2,0,C++,-,54,0,0,0,0,0,0,0,0,2288,0.00
DenXX,0.01,0.07,6,0,java,-,53,0,0,0,0,0,0,64,0,25192,0.07
blackjaguar97,0.00,0.00,2,0,C++,-,47,0,0,0,0,0,5,0,0,2636,0.00
BrainSteel,0.00,0.00,17,0,C,-,85,0,0,0,0,0,7,0,0,2276,0.00
achaitanyasai,0.00,0.00,3,0,C++,-,110,0,0,0,0,0,0,0,0,2548,0.00
yaoling1997,0.00,0.00,0,0,C++,-,44,0,0,0,0,0,2,0,0,2408,0.00
hpc,0.00,0.00,3,0,C++,-,92,0,0,0,0,0,1,880,0,2620,0.00
