user_id,penalty,points
kozikow,4061,27
Alon,7413,21
chengweiye,2206,21
timomerlin,6055,21
Varys,6701,21
snowbann,5469,21
mururu,4346,10
vlad89,5951,63
dreaven,6642,27
pa1,6656,27
pumpkinsm,5592,6
Goblin911,4915,16
k21,6019,63
Mythalic,6707,36
Terence,8949,45
Ahmed.Ibrahem,6504,16
cepiross,7185,21
rayafjyblue,5286,16
kayrick,6546,16
MrMT,5984,27
ishwar,4436,21
rappy,4137,21
ultraredrays,5170,10
cjoa,4314,27
K0stIa,8012,27
swengw,4486,6
fkmj,6361,63
pedropobla,8968,21
FXilip,9144,27
JohnSmith,3521,21
tokoharu,5348,27
MyunghunCha,5449,21
mattloto,6412,10
Stymlice,7776,10
Ohfuji,1814,6
ololo,4654,21
brucetong,8067,10
nghiand,5642,16
GoldenSection,5870,27
tonyk,8177,27
real,6282,63
liux0229,8942,57
felixh,9705,63
hovey,9183,63
darkscale,6901,21
Lovro,3814,63
morbidel,5139,6
chyx,7027,63
Arseniy.,5037,27
barcahead,6865,27
alpc104,7594,27
Blazerfrost,8127,18
Edvard,4746,63
zulo,4182,27
nanda,8074,16
clan,5249,21
lockers2012,8060,16
michal27,7735,45
zli,8877,27
lukasP,8379,100
NilayVaish,5433,21
jyotigupta,6913,21
jacharya,8312,16
eXtreme,3399,27
VinyleEm,4533,27
DryukAlex,5143,16
fiver,3820,27
matwetu,5646,27
hiltarc,4809,27
DamianS,8493,63
ikicic,8058,100
julsa,7655,27
edward.mj,8156,64
guchengdd,10817,21
ankit.shukla,5481,27
towelenee,5048,27
chaemon,2990,27
navinp,1794,6
rlamoni,9073,21
i0exception,6166,27
szsz,6523,63
graeme,7147,16
aussie,8011,63
NeT,6343,63
SuperJim,7923,10
wiza,9138,16
asas,8666,27
lauer,8648,10
Yuankai,6362,27
amitcodename1333215,9741,27
Shayan,4841,10
Raamam,8640,21
BlackHole,4159,10
hoppinglife,7928,27
LiteXavier,5364,27
bigblind,2564,6
true.sonix2,6570,21
r00T,9205,16
whosemario,6031,16
bubu123,4861,10
MauriceJoe,5292,27
hoshi524,3852,10
DrX,5297,27
deflat,5785,10
HTC,5397,27
ScaleRhyme,8719,63
Teletubbie,7555,21
CGMorton,3342,21
spsp,6850,16
gprano,8925,63
ashkan13,4192,6
Martun,8724,27
zorrikon,7089,63
lxc902,4262,27
cptBeatty,9729,63
doudouille,4782,27
pashka,5076,100
ffreakk,2447,21
Nerevar,5669,63
tigranh,6380,27
ronaflx,2690,27
tomates,8442,21
msiro,7116,36
JmJ,3581,16
xxifaye,9689,27
Storm,5777,6
ST.Lighter,7925,27
luca.wehrstedt,5453,63
Hanaban,7715,45
delta4d,7503,27
nyanp,7215,16
santa17,6810,27
AIMag,6687,18
m78man,2184,10
marstone,2618,21
SAVFOD,7866,21
sunny...,6615,16
Jakubo,3709,10
yyysb,6999,63
Bla.Maeda,5974,21
parampampam,6210,21
TotallyNotAProgrammer,5122,10
vkruoso,4539,27
Cowboy,9067,21
myotan,3424,10
DDDre,8924,21
ivan.sandrk,5671,27
moshiur,4390,27
levlam,2657,27
max777alex,8758,21
WoodJohn,6906,21
sisi44,10293,27
ywang,5303,21
killrain,7950,16
daybreakcx,5973,27
jfgagne,6972,27
fushar,4867,63
Ming.Shen,5823,63
iakudryashov,6035,63
microsky,4658,27
Ra16bit,3529,63
kszymko,9084,27
vors,4239,27
mconnor,7853,27
aswmtjdsj,4450,21
Hani.Amr,3372,6
ania7,4958,63
ktesar,7237,27
imbanoob,4908,63
raysofice,8726,16
bishop,2285,6
trulo17,4909,27
LinShu,1560,21
PanZverski,3228,21
Connector,7093,27
PaulRS,7001,27
Towhid,8816,27
Dark,7702,63
Wahba,2282,6
LouisP,9000,10
orrindeng,7572,21
Scotu,9182,10
Jeremis,5949,27
padreati,5638,6
boat.pratompol,4257,6
faisalbaazigar,1475,6
lolotp,9568,63
tiantian123,8797,16
migaloo,9056,10
Nachiket,7301,21
islam.al.aarag,4507,63
dergach,7048,63
blackblood,6811,10
Arcturus,8975,36
jinlin,9190,63
natalia,4243,63
Tavis,3336,27
mindprince,4102,6
Whimsy,5955,27
Fancy,6743,63
covganet,9914,45
Seyaua,4696,63
Ahmed.Salama,6384,27
rrk275,5087,27
old.man,9043,63
GeniusYan,4273,27
kobra,4389,27
orbby,7683,57
L7we,2144,10
Fatest,5406,27
llx,3734,21
baukaman,8382,27
Dlougach,7000,100
Theorem,6865,16
kbokros,7571,21
jk73,4756,10
porker2008,4807,27
alabax,6219,27
ft.azadi,4285,27
bayleef,5433,63
wmc,4746,10
tomerv,8008,27
boris4,4498,27
Lathentar,8948,57
yvasyliv,7676,63
alexander07k,5332,21
Kosie,9655,63
macaroniz,5273,27
samsat,7454,10
Suki.Xia,6730,21
mzry1992,2503,27
uwi,4881,63
sivsoft,7406,21
SobolS,6954,63
AlexAlvarez,4366,27
atlas.frees,8923,27
samsm,3514,21
Ananya,5217,27
MuslimAndProud,5752,27
jianzaixian,4760,16
purplesky1234567,6115,10
sadkangaroo,5559,63
fzvinicius,8986,16
chavit92,5592,27
danalpha,6180,10
mathewsb,9409,63
alexey.enkov,7019,57
pbj,8225,16
Psyho,3212,63
jchzhu,6622,10
yangzhe1991,7262,27
yasutomo57jp,8011,16
streets,6960,21
random.johnnyh,4623,100
hheng,8512,21
hiphiphip,3330,27
Gennady.Korotkevich,3281,100
Raindrop.Nick,8807,27
dsheng,2369,10
Simozene,5822,27
nimda,9156,21
Capp,9156,57
sazzad,3936,21
wychen,3522,27
hdd,3594,6
jaaro,6117,45
ValenKof,6115,63
s.taki,5323,6
gergely.elias,10115,10
LittleRaccoon,6792,27
itoasquall,4549,27
nhrobin,4638,21
lua.rasta,6096,27
yasuharu519,10071,21
andrewzta,6433,100
edemairy,3926,21
strongoier,3560,27
mateiepure,3443,6
devurandom,7820,63
MadCow,7477,21
Andrejs,6253,27
ggm,6348,27
TakaakiUmedu,9651,46
Adrian.Orzepowski,6568,63
Silence,9041,63
lidaobing,4371,63
JeHyun,8626,27
jamesdju,9838,10
santjuan,9054,63
yankyo,8092,27
LeonidB,7789,10
xwchen,3902,21
kawz,8653,16
Lutyj,7940,63
reeng,3706,6
b123,6119,21
proscriptus,5256,63
skrzypl1,6662,57
zgjabs,7086,10
Visba,9283,10
twenz,7042,27
1152230301,5051,6
yoursunny,7842,63
Lytton,6752,63
wendly,4078,21
MoreFreeze,7438,27
jayantbit,8290,10
cevacba,7928,27
smad,4608,21
ronnodas,7847,63
pawelg,8607,21
primia,6225,27
Vedi,6519,10
D0NKEY,9357,10
jughead,7366,63
alterloki,7048,16
dmon,6917,21
vincentli,8717,27
JaNo,8147,63
VanillaMilkTea,7890,16
Jane1123,5577,21
hynek,8698,57
dooz,2280,6
sokian,6883,10
Zaphus,3172,10
guyadini,6918,64
alueft,7684,16
Gareve,7838,27
Subscheme,5114,10
Phicar,3695,6
jevi,5836,27
jdm,5499,21
ydnl,5667,21
jdh,6681,27
CompoundParrot,7603,27
icoiv,6837,10
Anikushin,3126,27
ballonguy,6117,63
Martial,5650,27
Roman1,8859,27
arkorwan,7057,27
ankit1990,4386,27
SevagD,9568,16
RKSharma,3292,6
Stashio,4630,6
zjx20,5046,27
bryanj,2897,16
Emajor,8335,53
cxlove,6809,27
bimaoe,8874,21
Azras,3070,27
SmileIJP,6114,63
Ahbong,10431,45
10iii,9069,27
fugusuki,6681,10
jhspaybar,4921,10
TV4Fun,9209,27
Tym,5844,63
LinKin,3046,27
ulzha,6188,57
Amtep,8880,57
Wsxhwyy,4027,16
mixisbad,3850,10
woodpecker112358,5148,10
csc,6333,27
harryk,7606,10
Alinfty,5780,21
FedePousa,9137,36
zBard,9433,16
Xeronix,2457,6
piranna0,7400,10
Mech2,9368,16
alanzak,5689,6
e.ro,7775,10
LunaticFringe,4137,27
Altynai,6511,63
risko23,3687,27
fata1ex,4071,6
JaricV,5326,6
RuslanGatin,8108,63
jlfwong,8104,63
Jethol,7823,21
Kirby.Iwaki,7448,21
DANDELION,5154,27
mylyanyk.ivan,5972,63
tecfreak,3555,10
UltraSuperboy,8639,10
Belag,4219,21
acnine,4761,27
aggelgian,5218,10
jbennet,8509,10
xithan,7240,21
buga,4474,6
jianhe25,6439,27
Sasha.Pshenychnyy,7675,63
esrever,5969,27
Vyahhi,2046,27
robertjli,2483,6
Mirko02,6424,21
muggle506,9478,27
szabar,8326,27
RalfKistner,5241,63
winger,8252,100
zitmen,5766,16
UnknownException,7603,27
Ifni,8867,21
aditsu,7606,64
MummRa,8566,21
mrhaas,5866,16
equivalence1,9069,21
smilingface,4416,21
immoonancient,7801,63
arckc,9605,21
aufather,5319,10
Upsilon,4636,27
Omoikane,7960,63
ruleof2,6097,10
KirillB,2836,27
wyh123,5729,27
elizarov,8270,63
CANDEO,7623,10
minsung,4130,27
pingpong,3239,21
naguib,3310,27
bangaru,9807,10
sai16vicky,1615,6
it3,5959,27
lookatmeyou,7285,27
maksay,4833,63
muriloadriano,9226,10
Johan.de.Ruiter,4851,27
szk1347,5200,6
dbmoore,7217,21
j3st3r,9549,10
kacz,4638,21
Efyx,6153,21
mkdots,6192,21
EriKKo,6524,57
NGG,7019,63
bitlove,8331,45
jellies,8696,100
dexy,6973,63
Robert.Rosolek,7340,63
HeroShadow,7299,27
smoomaster,5231,6
YuriM,6662,27
todo,8257,63
yositugu,5514,6
Gh0sT,9101,10
quincy,5195,10
JustHaveAGo,5535,21
Renelvon,9146,21
lucifer,8017,63
Arios,3646,27
Chewbacca,6130,21
irokez,8775,27
indraep,3702,6
bjano,8989,63
quimey,2666,27
Nikkolloz,2255,27
lastland,8473,34
Cloud26,3640,27
roryxr,5451,21
JMonsorno,5110,6
jlaurend,5734,27
heltonduarte,5548,27
medveczukor,8890,10
fuhuoyeyou,6532,27
Glanish,3794,21
vineetg,5070,27
marcin.mucha,3089,27
kohyatoh,6405,63
HenryNSW,6562,63
Aaron07,5586,27
Lukasz16a,7453,63
andcai,6457,27
dkmike,8401,16
sergey.makarenko,7393,27
ryanlau,6118,21
Shapo,4943,27
bumbu,10337,27
Timus,8009,63
Erichsh,11050,10
stef.lp,2913,27
etothepii,4336,21
0b00101010,6908,16
Imo,8993,63
amitsaharana,9427,10
ImranBinAzad,1961,6
abhinav1203,4232,6
mostafa.fahim,8045,34
NULLspeed,8079,21
ituphanov,4163,27
Enric,7222,63
bokertov,4912,6
edda,6507,43
gpg,7373,27
JasonDisney,6638,27
Larry,3287,16
Golovanov399,7503,10
whaatt,4512,10
735612658,9713,21
Wraith246,7933,16
royalsflush.deprecated,4146,27
EIFY,9019,21
EricStansifer,7712,63
wonderflow,7630,16
tatuyan,5574,21
spacedout,3039,27
Nevermore,5212,27
binon,5738,27
ramzy,7279,18
shishkander,6311,27
TLN,4054,27
Skult,6237,21
Czy,4042,27
.dP.,6173,63
dtn,6050,21
stephsolis,1620,6
median0816,4095,27
Yok,5811,16
Conan630,7310,63
freud,9040,21
balakrishnan.v,6862,63
feigao,5426,27
Gordderp,9545,63
nel215,9138,45
Zlobober,5362,63
YaYaYaYaYa,7390,16
aay,8875,16
Smam,6266,21
fiony,6908,10
lvhongqiang,4324,10
CleRIC,2741,27
arjunarul,2199,6
MrBearUA,7682,21
fbiwarning,9164,16
rush0,5840,27
ClusterWing,6358,42
raver1975,3313,6
nikkitousen,7687,45
zpxu,5192,10
wkoder,8848,63
daffy,7848,10
KEVINLEE,6041,21
CrazyScratcher,7276,63
Nickle,8292,43
imagin,4857,27
calc.saransh,2504,27
phi16,8553,16
HouXiang,5005,10
planetblugreene,5581,27
xzminx,6238,27
Aleksander,3927,27
shadow.codejam,2877,27
miau,4449,6
yehara,2978,27
sjoerd.visscher,1614,6
frail,4517,10
mnessirio,4785,10
neophyte,5049,6
ecink,3851,6
trecio,6021,27
aifreedom,7316,16
macs,8851,63
suxing11,4736,27
Linkid,4880,6
garnettxuxu,3998,27
Im.A.Name,8085,27
ymlin,9175,21
ycx,7718,27
UESTC.Fish,6591,63
rho,7581,63
magrady,5642,27
zdravko..b,8814,16
EliKarasik,4143,21
rajat.ag12,5157,6
Dasc,4346,10
Hanieh,2855,10
c0cddf,6628,27
iit2009154,4869,6
RicardoHahn,8008,63
StianF,7535,16
kmjp,6249,63
stoic,4786,6
infrmtcs,4920,27
sspa,7909,57
willwill,1940,6
ArtHoly,4953,27
el.apexo,6106,63
best.ua,7956,27
ankitsablok89,6642,21
RobLachlan,5771,21
Zeddy,8660,10
oMaMo,6614,10
Opu,5020,27
Joranvar,7037,43
Kornacker,3194,63
Sethera,4888,6
Jerica,8598,36
Jonasz,3851,63
benny391,7707,21
Efgen,2086,27
MathMods,4663,10
diesel301,7692,21
mtgto,6455,16
Raviphol,2545,27
Roger.Wong,3390,21
omaraliqureshi,2797,6
noriok,1280,6
Myth5,4187,64
foobarbaz,7241,27
meir,8375,36
Lameiro,4953,6
Milik,7040,18
oscil8,6881,43
spiker,6801,27
ogiekako,6418,63
alculquicondor,8979,10
peking2,8003,16
Loki...,5891,16
paf31,1986,6
kfoszcz,3273,21
superlukia,4665,10
philfifi,7068,27
yairchu,5208,27
Rubanenko,6153,27
Sunliy,9394,27
Uninvited,6215,16
origamy,5914,10
Kabie,5002,21
danzhi,8131,27
rch850,6953,21
marijonas,5421,27
tender,4945,21
lmatt,8056,27
dano,1603,27
ippeb,3734,21
ashmelev,5889,100
JFantasy,8370,63
apathism,6778,27
ntopia,6032,27
hesibo,3497,27
Cupuman,7123,36
starisme,7474,21
erobeva,7502,27
jacklv,7794,27
Pla,5321,16
AddaxT,5559,10
pfctgeorge,2782,27
atoll,8771,27
lrgar,7819,52
FlagCapper,3465,10
perxnit,7232,43
dilsonguim,8930,63
ciccino,4510,10
pwahs,2530,27
k.kojima,5419,27
kashyapkumar,6557,27
DesiCoder,6221,10
LYW,7492,57
K.A.D.R,4838,63
Rajesh.Veeranki,7130,10
SwitchCase,6763,27
LeBron,7266,63
Zacky,7542,27
suhendry,7664,27
tygrysek,3037,10
zhzehong,9526,27
wjsw,7123,63
nlisgo,7283,21
lcch,9677,45
Hohol,3643,27
BobobUnicorn,5135,10
VUAcoder,4310,27
Vahnatai,8492,27
karata,5321,21
Nooby,7083,10
Slamur,8429,63
rofi,5334,27
MauricioC,6448,100
sdya,7671,100
YuKiSa,8262,27
yasith,3334,6
mishastassen,8296,57
ankurgupta.iiith,4862,27
developster,9327,27
vhpcomp,5127,10
Shohag,1495,6
BinishK,8305,43
SergGr,7489,27
alex.dolin,8383,21
arbesfeld,8920,52
BaturaDima,9668,63
Ostap,8307,63
Albert.su,6749,21
SurendraM,8151,27
DCLXVI,3966,64
Bogdan,9731,16
ppc,8136,10
suminos,3944,27
winlll,7455,57
gawry,9291,57
carlos.perez,8912,16
leo2,7406,36
swiftorific,2291,6
cjqcjq,4327,27
bloops,8937,63
Ridowan,3134,27
stocarul,7532,57
Denikin,8533,21
centipede80,7687,27
haker4o,8139,63
iTeal,4949,28
bcarneiro,6652,21
Chmel.Tolstiy,4937,63
ehees,3629,10
tomoto,5064,21
saschaw,4265,10
yaray,5961,63
joeylee,8032,21
applepi,5550,63
zkellsbury,6620,21
aRSeniy,5747,27
applewin,2378,10
dundjoh,5998,21
backing,5564,10
ben.hakunamatata,5665,21
ppershing,7095,63
vot,7598,100
liteJimmy,5503,21
elffikk,4790,6
SourceCode,8269,27
Garyzx,6462,21
GeorgeGate,6106,27
GGed,4782,63
Zongxu,6455,21
MiSawa,4681,16
mtjoy,6880,21
37ae912,3963,16
jilljenn,4244,27
FrostByte,6568,27
mernen,3009,6
ytoku,3136,10
xuanluong,9104,16
bswig,9504,16
wcao,3113,57
chinawork,5886,10
artemhb,2579,27
waitingkuo0527,4880,27
Lafsody,5650,21
AIQINGXING,6014,63
vaibhav.rox26,7404,21
kaalex,3620,27
progfool,5406,6
zhonghaoxi,2486,6
lxx,6790,16
FerroMrkva,9959,63
BlackBird,4453,27
bbappyuanyuan,8983,63
megadave,7240,27
bertschi,6646,21
johar,2971,27
9mat,4818,21
Kengood,1116,6
shurtu,4198,21
mi6091,3576,27
deso,8289,63
cherryPi,7257,10
meret,7161,27
SkyHawk,7106,63
pivizz,5641,21
Krem,1939,21
wilanw,9202,45
Dovgaluk,3579,27
Anuta,8512,63
Zygmunth,5076,21
hanhan0912,9058,63
guani,4306,10
erlang4fun,8881,21
serhei,4686,10
Bernard,7929,27
MatsT,6789,27
Tim1,1924,6
wcwswswws,8207,63
landhar,4060,6
L.I.S.,6912,45
Digibomb,4714,10
palkooo,2462,21
qfel,3508,27
lewy669,6669,27
hpmv,2180,27
Copymaster.old,7239,63
seanwentzel,8190,63
Mars314,7638,16
ucho,4700,6
lintaor1,3853,27
tclh123,8898,10
marci,8695,10
format,9161,27
Ahmed.Kamel,3749,27
Die,9064,52
manatea,4338,21
yushiw,4793,10
AlexLin,7285,63
alikhtarov,7616,63
yeputons,4694,100
haaawk,5711,27
setsuna91,9427,16
pietrzkiewicz,7076,57
andrei.alpha,3492,16
mihaillinkov,6589,27
faximan,5275,27
RafaelBrandao,3373,27
Makandriaco,7753,21
Yeomin,5333,63
voidus,9182,64
wangchaohui,2334,21
darkbtf,4595,27
roundegg,7384,10
Akira,5589,6
primorial,7226,27
Kenni,9135,53
Kristofer,9666,63
Thachnh,6808,21
wasi.ahmed,5700,27
jkadams,2096,27
jmdana,4428,43
michaelfy,4492,21
Praw,8376,21
goldwin,7046,27
hejy,5933,10
iPunz,3567,6
stormsky,4278,21
maciejk,3619,63
Kazem,6166,10
nuzelac,4361,16
IIoTeP9HuY,5112,27
hannanaha,1471,6
mYTH,6341,43
twinkle,9158,52
zhanrnl,2052,6
code.runner,5150,21
luckyi,3598,27
dschlyter,8501,63
puns4life,4039,10
abhiranjanlost,5274,10
cjdfdf,2773,6
rui,3079,10
mdragus,6792,57
LOST,4673,21
Sorington,8322,57
LanceHalberd,7246,27
GlebsHP,4177,63
Justin24,4632,21
Kodret,4102,10
juju,5588,10
smokemeakipper250,7941,21
step,5733,27
srik,4927,21
leozn,9140,16
Payton,4759,27
aMi,2990,21
bgd,5069,21
tcbpg,5274,27
Paul.Xue,7072,10
idy,3570,27
MichaelLevin,6872,63
ipknHama,2625,27
RahulChk,6019,21
dasko,5585,64
Emanuele,8333,21
NeilV,4954,27
anlock,6923,21
utf8please,9201,27
Bark,5582,27
BBuss,7738,27
Lyrius,4780,21
Vinay1069,4741,6
moshangcheng,7809,27
ororog,4370,27
krienson,7117,27
rowdark,10024,63
takezoux2,5447,6
fibadoll,4262,10
jooyunghan,3431,21
hiro.00,11272,21
pcsh710738,7997,10
S.Yesipenko,8001,63
YXR,4168,16
Cromel,6801,21
Vitali,5145,6
Nabb,7768,64
cstnt,8110,16
dxmtb,5896,63
nise..nabe,3524,21
annoyingpi,6719,27
borncrazy,4108,10
Fly,7899,63
llanuvas,6278,16
nathanfan46,4982,21
Dukeling,9642,16
whiring,6226,10
Louise.de.La.Valliere,4301,27
donogo,4103,21
LuisSergio,5574,6
milchJ,5974,27
HOBO,9119,16
ipaljak,6043,27
Zekareisoujin,5534,27
maverickz,5674,21
m9qnas,9447,21
skyshaw,4436,27
Hewr,3860,27
zifmia,6432,27
sessoh,7138,43
zhk,3546,27
victorlee129,4719,21
Ansel,2926,21
oa12gb,6297,27
Tate,3771,16
hirosegolf,6695,21
nik3daz,3013,6
sqybi,5858,27
Smartpiggy,10525,21
lyl,2817,27
m.raszyk,675,6
Nikelandjelo,8088,63
myunicorn2310,6463,27
shimps,7682,27
zerosnake0,4967,27
slip0110,3648,6
dvrakas,9601,27
ganatcs,4211,6
Spect506,8485,21
Gruagain,4999,10
KuzmichevDima,6244,45
ChrisBeaumont,9362,64
mafranko,4250,10
LifeMaker.fi,3345,6
hanetsuki,4842,6
Lewin,3468,57
zhipengjia,4471,63
Inspired,6999,27
dudkamaster,2954,27
muc80,9176,21
PlutoShe,6143,27
Keks,3455,21
sjbr,8473,16
LiGhT,9390,21
soimort,9189,16
kingtoto,3054,6
Chaker,5303,27
yzhuqing,3799,21
Yzerman,6322,10
Gaurav.Katoch,9428,27
notogawa,6820,27
themiurgo,5672,6
ijacek,8046,39
nacuong,7871,16
agh,8536,27
Wataru,8679,64
RexII,9373,10
leonardoalt,3937,6
monik,5354,27
skaaat,8370,10
The.One.Ring,6121,16
ffao,7623,63
killerrex,5282,43
lzw75,5869,53
Burlakov.Nick,4759,63
Sheimi,7450,16
Sammax,7637,21
fat.cat.in.a.hat,5909,10
xtof.durr,7667,63
nitinj,9016,64
Lark,10563,21
hhoomn,9512,45
QuJun,7625,27
ndtc,8462,27
fluxmaxim,3530,6
NoS,6088,16
cpphamza,8640,63
lukewillson,4060,6
TarifEzaz,8791,21
taichi,8946,27
mreve,4675,27
CaptainObvious,4518,16
nurzhands,5947,27
welter,2508,21
yerich,3380,10
takapt,6243,21
Nova2358,7291,27
agul,6081,27
zyz915,5807,63
Vrexu,6714,21
qiusd,5341,21
Vanderer,8084,10
Titus,4285,21
pmnox,9160,57
piyapan,7878,10
issue9,7678,52
Koyaah,6215,63
huang47,9589,21
petrzlen,3969,21
Borbinha,6788,27
MikeLiang,5685,6
hack1nt0,5762,21
1E60,6839,21
syco,7997,79
Nxun,6266,27
nktaushanov,7132,63
steve.curran,7260,21
eto,5394,10
try,5983,27
chuchu,6740,10
MiameRishio,7134,27
ZumZoom,4764,27
NicolasP,6328,43
hamdanil,4709,27
AluisioASG,3504,6
Kakelukiya,8654,21
Sfairat,5431,27
Magilarrr,7053,63
Anton.Lunyov,5200,63
tossboy,4208,27
Weeble,9167,57
Smithers,7085,63
bearish,8547,43
opensky,7952,27
SCat.Wang,4503,16
oezz,5784,27
Eridoxi,7079,27
Calmon,8909,10
Explorers,7798,21
Deepak.Arul,6380,10
hkx,5764,27
oonishi,9569,16
Arup,4106,16
izulin,5274,64
franklin314,5068,21
CS.Ferng,4660,63
naiveAlgorist,8828,100
bachelor,4378,27
tkociumaka,7322,63
meshanya,7586,63
RobertDadsUncle,8883,27
kolina,6474,16
Marte,9105,52
Trewq,3640,10
antonkovsharov,3447,27
mbilal,8937,10
Brambar,7931,16
ShiWei,7432,10
shades,6387,27
AlTimin,7954,89
nicoelrulo,7232,27
Fildi,9689,57
dcposch,8787,57
vyasram,5663,10
peterpan,5702,21
looper,6983,21
Rustyoldman,8155,21
linyufly,8354,63
moon5ckq,9210,63
Zyqing1,5198,27
YiYi,7492,21
asif.khan.ak,7120,27
Artishok11,1549,21
michiel,4744,18
Dmoonleo,5153,27
Ksjuchi,4201,27
damo.yu,4799,16
Fj.,9106,63
IElenik,8467,63
matsu4512,7330,27
djurina,6990,27
fhlasek,6373,63
MDA,6409,27
EnBee,8206,10
yasser.adel,5623,6
SergioSousa,3106,21
iPeter,7560,63
jbochi,6969,21
saintqdd,7068,10
lxhgww,7042,63
dEE,5112,10
MDT,4533,27
Ho.Lee,4948,21
Nika86,8984,27
aalexand,3998,6
monyura,9187,21
SITZ,1249,6
Nasa,7087,27
dogchaos,8175,27
steppenwolf,4963,27
apronchenkov,7894,27
srou,9442,27
Spencer.Velicue,9366,63
pulkitg10,7390,27
Jickson,4911,6
croikle,6395,27
7omasz,9411,10
stanvalchek,6657,27
askrats,8841,27
Wiki.ki,4742,6
mpohlman,4695,21
Baroukh,8100,21
tcooke,8553,57
onetwothree,7691,27
gpvg,7692,10
raidenx2,4294,6
coolzzz,9338,63
Jondale,9042,10
incrementaldramaqueen,8872,63
Oddin,8237,10
DeCowboy,8373,63
kitamasa,7827,63
KyleLau,7920,36
ss.,4652,16
BlueFish,8058,21
RiteshKapoor,9124,16
tlazarowicz,1875,6
NicYun,1904,21
camperr,5453,27
Bremsstrahlung,6366,10
bulda.e.bien,3084,6
volkmar,4382,10
Tedday,6596,21
BertLeung,4278,21
Perdur,7656,21
lysine,4076,10
zhujiaye,7821,63
Ryan,5213,63
RunningWild,3151,6
lama,9323,10
Michivious,8236,10
phoenix123,4550,21
Ironguilou,7596,10
anrieff,6145,63
Omar.Darwish,4010,27
Vishwamithra,3406,10
tfg102,6608,27
MSPA,5938,27
kingbird,4603,21
normit,9404,63
eungjun,9530,27
marting,4960,27
felipebart,6969,63
CuteCube,6463,21
framalex,3089,27
DrEdri,8453,27
Starvae,7074,63
eddyferreira,3787,27
linguo,5464,27
rafalm,9057,16
vlvovch,7466,63
sions,6300,27
keshavaga,9297,10
Krig,6113,100
Vurtne,6114,10
fengzlzl,7218,16
odorgergo,7822,16
imiro.afk,1859,6
Tos5,4481,10
yunan,4407,27
keemy,3424,21
WillCodeForFood,3409,27
sunnn,4561,6
Cocular,8093,63
kp7,6287,63
Tangel,4300,27
yuyarin,8819,27
brownan,4998,43
Lefonius,7467,39
AliakseiCharnevich,6094,27
broot,5321,27
stonegold,8495,27
marwanpp,7491,27
tsp,10849,10
strapahuulius,8238,63
diko,3015,21
13k,9906,16
Thijs.,7621,57
Rasto,5911,10
Bellnox,8383,63
ddimi,7792,21
NinjaCoder,7597,21
aluebs,6301,21
brianfry713,5830,27
kvijay,896,6
Youngchul,5487,43
dzhioev,4767,27
Yanting,9160,21
Kylin,7184,21
krijgertje,7117,100
zledas,9458,27
int13h,2076,6
xiaotao,5321,27
robket,9351,57
ninja.007742,3527,21
Zimmux,6684,42
ep.c87,9143,21
Biylda,9016,27
Wynd07,4742,6
Blackwood,3327,21
pashkal,7503,57
BatusaiX,3140,6
Reza.Zadeh,5427,6
ocozalp,5077,10
mxmm,3155,21
emaxx,3733,63
MaximKalinin,6629,63
bigfoot,8844,10
jainor,7053,21
greedypiggy,5402,27
ankurgupta,3858,27
MROS,9670,16
Shioju,5007,10
FKint,9209,63
reconditesea,8551,10
dorota,9236,63
ishikado,4613,27
Uran,7696,63
Chino,9356,16
GradM,6524,63
mendax,5608,21
lulu2184,4297,27
piro1996,4804,6
ca.show,8750,16
Jackiesteed,7109,16
ecv,8008,42
NoNoNo,5404,16
sanyizaresz,5286,21
ofer,6708,10
coderhead42,8718,10
MiniGolf2000,8417,27
Nickolas,5225,27
Aramgutang,6335,21
barns,3629,6
Rulle,3292,6
lancelot,7027,27
Jump,3556,21
segrey,8407,27
haxxpop,3554,21
despart,8936,21
chEEtah,4540,63
xyCai,6467,63
tckwok,5546,63
blando,9397,63
psquid,4774,21
VulpesX,3462,63
pedrosorio,9430,63
Kawazoe,4552,27
Saay,5527,21
DuDa,5738,6
FruitsCandy,2924,21
tbischel,2643,21
nickbuelich,8333,27
Jan.D.Huang,7361,63
ethankao,8386,10
Prof,5936,27
wikrsh,7004,10
Wingi,7550,21
KirarinSnow,5876,27
Stigius,4099,63
Tigvarts,6987,63
ACQuester,3392,27
Huicpc0328,6005,27
M.Katsuragi,4658,21
Phil217,8993,63
naagi,7421,16
Afshin,5265,27
simp1eton,1770,27
1ed,3827,21
emgab,5434,6
srkr,4607,6
abrackadabra,5728,63
mouadino,3931,6
yashdv,3665,6
mohitj,5412,16
ebru,8793,10
amriteshanand,8499,21
helloben,6126,27
Konjac,4295,27
femidav,7494,27
ruijiang2009,2761,10
Aumy,7211,21
RalphFurmaniak,9197,100
Josruice,8345,21
TedTed,6316,27
Ants,2819,21
ybh,8509,27
antiAgainst,8952,27
daggerbox,7856,27
Zodiac,9698,10
rcc,3059,6
shacharr,5977,27
stdin,4873,16
AKee,4757,21
Photon211,7049,10
gwding,4251,10
Mickalot,7606,27
Vasyl,5122,63
robertre,8494,100
KhaustovPavel,7173,63
ethanJV,8851,27
apoluektov,5705,16
strelok1918,6133,27
Paf,6955,63
sohelH,8076,63
macduy,6479,27
eomole,7893,63
AlexTolstov,5301,27
DeimonDB,6125,21
min,4993,27
mib,8125,100
Tadrion,4784,27
Aryobarzan,4312,27
