user_id,blanks,coments,language,cloc
jinzhao,20,2,C++,131
flowlight0,20,30,C++,137
Bobik,14,12,Python,228
iwiwi,8,2,C++,78
winger,27,0,java,140
dmute,4,0,C++,29
shangjingbo,7,4,C++,52
agutowski,7,1,Python,53
RiaD,8,5,C++,193
satashun,17,0,C++,105
PavelSavchenkov,172,7,C++,987
AISarkin,26,0,C++,146
gustav,43,20,C++,215
Yarin,2,22,java,3
JAPLJ,13,5,C++,103
Solaris3,1,10,C++,72
zzc0817,13,0,C++,70
ikatanic,2,0,C++,69
kolesov93,17,0,C++,104
Anta0,24,2,C++,124
blmarket,41,6,C++,324
krijgertje,13,0,C++,97
eatmore,12,0,java,84
dancho,41,6,C++,324
ifsmirnov,3,0,C++,50
clrs97,12,57,C++,174
GordeevAlex,12,57,C++,174
whoami,13,0,C++,89
NGG,18,2,Python,97
zerokugi,3,22,C++,26
Endagorion,3,0,C++,53
avolchek,4,0,C++,38
sugim48,2,24,C++,12
zimpha,5,0,C++,29
eduardische,10,0,C++,117
andrewzta,2,4,Python,53
Gullesnuffs,2,24,C++,12
glapul,27,0,C++,140
Ahyangyi,12,0,C++,84
tkociumaka,12,0,C++,135
LeBron,2,16,C++,78
a142857a,3,24,C++,3
antonkovsharov,13,0,java,97
Dembel,10,0,C++,58
TKnigge,3,24,C++,3
simonlindholm,33,17,C++,177
omeometo,12,0,C++,65
pashka,13,0,java,70
rowdark,38,6,C++,245
DEGwer,9,8,C++,81
ACube,3,12,C++,39
hellman,7,0,Python,52
subscriber,8,5,C++,193
bmerry,37,0,Python,71
fhlasek,14,1,C++,107
hansonw,4,1,Python,61
Enchom,17,5,C++,121
ush,11,0,C++,38
XraY,10,0,C++,88
yosupot,12,0,C++,135
aquamongoose,33,1,C++,193
jcvb,9,0,C++,76
IvL,27,0,C++,152
KalininN,19,1,C++,136
Snuke,14,1,C++,64
darnley,7,5,java,121
gfarina,5,0,Python,60
cubelover,4,2,C++,121
peterderivaz,2,0,Python,105
dotory1158,6,0,C++,70
ballonguy,10,0,C++,88
sundar95,2,0,C++,80
Burunduk1,7,5,C++,121
Tyg3R,10,0,C++,117
Zlobober,5,0,C++,66
aid,14,0,C++,132
Erop,5,0,C++,72
retrograd,2,16,C++,78
Ra16bit,11,0,C++,89
SeyedParsa,27,0,C++,152
ImBarD,7,0,C++,56
vepifanov,15,0,C++,146
HellKitsune123,21,5,C++,161
Muali,9,0,C++,49
GGed,14,1,C++,107
azure97,172,7,C++,987
kawatea,13,0,C++,89
tomconerly,1,0,java,36
pasin30055,15,0,Python,45
xcwgf666,19,1,C++,136
nwin,16,0,Python,48
iskim,10,0,C++,89
jthread,10,8,C#,62
tczajka,11,5,C++,120
jakubr,14,0,C++,132
teleport,4,2,C++,121
wata,9,0,java,49
Chendy,8,22,C++,104
ftiasch,9,0,Python,72
koratel,15,0,C++,146
burunduk3,11,5,C,120
jpsbur,13,0,Python,100
piob,3,0,C++,97
vici,2,22,C++,3
apiad,1,0,C++,36
Lewin,10,0,java,79
meret,5,5,Python,68
ffao,10,0,C++,79
EgorKulikov,38,6,java,245
kostyaby,2,0,C++,69
