user_id,avg_memory,wall_clock,system_time,blanks,compiler_version,language,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,compile_error_msg,run_error_msg,max_RAM,user_time
0w1,0,0.00,0.00,0,-,C++,34,0,0,0,0,0,0,0,0,32960,-,-,2288,0.00
0x42,0,0.10,0.00,26,-,Java,71,0,0,0,0,0,1,80,0,2603,-,-,29120,0.08
12rmshe,-,-,-,1,-,C++,63,-,0,-,-,-15,15,-,-,10136,-,Timeout,-,-
200,0,0.00,0.00,11,2.7,Python,41,8,0,0,0,0,0,8,0,1685,-,-,6724,0.00
354898002,-,-,-,20,-,C++,46,-,0,-,-,-15,0,-,-,9848,-,Timeout,-,-
3bdelra7man,0,0.00,0.00,2,-,C++,65,0,0,0,0,0,3,0,0,24632,-,-,2648,0.00
6eJIa9IzZzTeHb,-,-,-,17,-,C++,71,-,0,-,-,-15,4,-,-,32744,-,Timeout,-,-
8cbx,0,0.00,0.00,0,-,C++,80,0,0,0,0,0,13,0,0,7912,-,-,2260,0.00
ABHISHEK004,-,-,-,40,-,C++,160,-,0,-,-,-15,6,-,-,17616,-,Timeout,-,-
ACalvin,0,0.00,0.00,0,-,C++,53,0,0,0,0,0,0,0,0,37640,-,-,2304,0.00
ACgege,0,0.03,0.00,14,-,C++,60,0,0,0,0,0,4,8,0,9832,-,-,2612,0.03
ADJA,0,0.11,0.00,15,-,C++,69,0,0,0,0,0,3,0,0,9144,-,-,2600,0.11
AFGhazy,0,4.18,3.11,4,-,C++,41,0,0,0,0,0,0,137200,0,11232,-,-,2584,1.06
AIDUMP,-,-,-,7,-,C++,60,-,1,-,-,-1,3,-,-,-,No such file or directory,-,-,-
AIMag,0,0.00,0.00,13,-,C++,78,0,0,0,0,0,0,0,0,17408,-,-,2596,0.00
AISarkin,0,1.92,0.00,24,-,C++,67,0,0,0,0,0,0,0,0,24744,-,-,2492,1.90
AK93,-,-,-,7,-,C++,85,-,0,-,-,-15,0,-,-,55824,-,Timeout,-,-
AKim,0,0.00,0.00,12,-,C++,73,0,0,0,0,0,1,0,0,11664,-,-,2708,0.00
AaronYChan,0,0.07,0.00,18,-,Java,80,0,0,0,0,0,1,80,0,3282,-,-,25864,0.06
Abacist,0,0.00,0.00,14,-,C++,68,0,0,0,0,0,1,0,0,42840,-,-,2500,0.00
AhmadMamdouh,0,0.08,0.00,10,-,Java,111,0,0,0,0,0,2,80,0,2152,-,-,27212,0.07
AhmedFathyAly,0,5.73,0.12,21,-,Java,136,0,0,0,0,0,12,80,0,3681,-,-,751688,5.60
AizukiKoh,0,0.02,0.00,3,-,C#,78,0,0,0,0,0,0,0,0,4096,-,-,13248,0.02
Aj5774,0,0.00,0.00,17,-,C++,71,0,0,0,0,135,14,0,0,19440,-,Unknown,2304,0.00
Ajlohr,0,7.60,0.05,7,-,Java,90,0,0,0,0,0,0,72,0,2481,-,-,118480,7.79
Akigeor,0,0.00,0.00,0,-,C++,65,0,0,0,0,0,1,0,0,8544,-,-,2620,0.00
Aksenov239,0,0.05,0.00,13,-,Java,62,0,0,0,0,0,0,80,0,2054,-,-,24784,0.04
Alcarinquo,0,0.00,0.00,14,-,C++,82,0,0,0,0,0,0,0,0,9960,-,-,2592,0.00
Aleksander,0,0.00,0.00,13,-,C++,51,0,0,0,0,0,2,944,0,17080,-,-,2592,0.00
AlexAlvarez,-,-,-,10,-,C++,52,-,0,-,-,-15,5,-,-,20576,-,Timeout,-,-
AlexanderL,0,0.00,0.00,6,-,C++,52,0,0,0,0,0,4,0,0,10064,-,-,2484,0.00
Alexnus,0,0.22,0.00,16,-,Java,62,0,0,0,0,1,1,72,0,2408,-,java.lang.ArrayIndexOutOfBoundsException:,23664,0.03
AmolMandhane,0,0.00,0.00,5,2.7,Python,23,8,0,0,0,0,0,0,0,2065,-,-,6840,0.00
Amoo,0,0.00,0.00,3,-,C++,29,0,0,0,0,0,0,0,0,17704,-,-,2580,0.00
Andrei6184,0,0.00,0.00,2,-,C++,30,0,0,0,0,0,0,0,0,10056,-,-,2564,0.00
Andretti,0,0.00,0.00,12,-,C++,42,0,0,0,0,0,1,0,0,8544,-,-,2216,0.00
Andryxa,-,-,-,6,-,C++,85,-,1,-,-,-1,0,-,-,-,Unknown error,-,-,-
AndyBear,0,0.04,0.00,11,-,C++,97,0,0,0,0,0,6,0,0,38752,-,-,25916,0.03
AnhDo,0,0.00,0.00,0,-,C++,30,0,1,0,0,127,6,0,0,-,Unknown error,Command not found,1384,0.00
Anton92nd,0,0.00,0.00,5,-,C++,72,0,0,0,0,0,1,944,0,17296,-,-,2612,0.00
Antrax,0,0.08,0.01,3,-,Java,44,0,0,0,0,0,13,80,0,1523,-,-,26628,0.06
AnuarTB,-,-,-,15,-,C++,63,-,0,-,-,-15,0,-,-,11264,-,Timeout,-,-
AnybodyButClinton,0,0.00,0.00,4,-,C++,34,0,0,0,0,0,1,0,0,34120,-,-,2504,0.00
AravindaDP,0,0.02,0.00,10,-,C#,54,0,0,0,0,1,0,0,0,4096,-,: System.IndexOutOfRangeException,10208,0.02
Arcey,0,0.02,0.00,3,-,C++,34,0,0,0,0,0,0,8,0,10896,-,-,2476,0.02
Areseye,0,0.50,0.01,11,-,C++,64,0,0,0,0,0,6,137200,0,10128,-,-,2604,0.49
Aries512,0,0.04,0.01,44,-,Java,446,0,0,0,0,1,3,72,0,11604,-,java.lang.ExceptionInInitializerError,23572,0.02
Ariza,0,0.00,0.00,2,-,C++,64,0,0,0,0,0,0,0,0,20792,-,-,2612,0.00
Arrows,0,0.00,0.00,5,-,C++,45,0,0,0,0,0,0,0,0,23576,-,-,2468,0.00
Arseny,0,0.01,0.00,5,2.7,Python,26,8,0,0,0,0,3,0,0,1248,-,-,6876,0.00
Arshu,0,0.00,0.00,3,-,C++,47,0,0,0,0,0,0,0,0,28392,-,-,2692,0.00
Arti1990,0,0.00,0.00,12,-,C++,53,0,0,0,0,0,2,0,0,8592,-,-,2744,0.00
Artifere,0,0.00,0.00,28,-,C++,76,0,0,0,0,0,13,0,0,39584,-,-,2596,0.00
Arup,0,0.10,0.01,12,-,Java,40,0,0,0,0,0,3,72,0,1341,-,-,27460,0.07
Askhatish,0,0.00,0.00,11,-,C++,70,0,0,0,0,0,0,0,0,21032,-,-,2688,0.00
Asocasno,0,0.00,0.00,19,-,C++,84,0,0,0,0,0,0,0,0,47088,-,-,2488,0.00
Atropine,0,0.00,0.00,8,-,C++,50,0,1,0,0,127,2,0,0,-,Unknown error,Command not found,1424,0.00
Attrom,-,-,-,7,-,C++,54,-,0,-,-,-15,0,-,-,10152,-,Timeout,-,-
Auenwald,0,0.00,0.00,3,-,C++,51,0,0,0,0,0,0,0,0,28048,-,-,2632,0.00
Aurel,0,0.00,0.00,8,2.7,Python,29,8,0,0,0,0,1,0,0,1259,-,-,6908,0.00
Aussiroth,0,0.01,0.00,3,2.7,Python,31,8,0,0,0,0,0,8,0,1290,-,-,6596,0.01
Auster,0,0.00,0.00,5,-,C++,49,0,0,0,0,0,0,0,0,17712,-,-,2588,0.00
Awcrr,0,0.10,0.00,1,-,C++,40,0,0,0,0,0,0,0,0,9536,-,-,2344,0.10
Aztrorisk,-,-,-,8,2.7,Python,28,-,0,-,-,1,0,-,-,1413,-,ImportError,-,-
Bagla,0,0.00,0.00,19,-,C++,70,0,0,0,0,0,1,0,0,8824,-,-,2748,0.00
Baklazan,0,0.00,0.00,3,-,C++,56,0,0,0,0,0,0,0,0,22472,-,-,2612,0.00
Balajiganapathi,0,0.00,0.00,15,-,C++,105,0,0,0,0,0,7,0,0,21272,-,-,2608,0.00
BananaTree,0,5.04,0.00,2,-,C++,79,0,0,0,0,0,5,0,0,66848,-,-,12664,5.04
Barba,-,-,-,6,-,C++,89,-,0,-,-,-15,25,-,-,11264,-,Timeout,-,-
BarsukAlexey,0,0.00,0.00,11,-,C++,71,0,0,0,0,0,0,0,0,36688,-,-,2488,0.00
Bench,0,0.10,0.00,4,-,Java,76,0,0,0,0,0,2,80,0,2517,-,-,27600,0.08
BendingUnit22,0,0.34,0.00,3,2.7,Python,45,8,0,0,0,0,1,0,0,1552,-,-,9640,0.34
Benjibs,0,0.00,0.00,12,-,C++,54,0,0,0,0,0,5,0,0,8632,-,-,2520,0.00
Benyamin,0,0.00,0.00,5,-,C++,56,0,0,0,0,0,3,0,0,12040,-,-,2644,0.00
Beresta,-,-,-,7,-,C#,86,-,0,-,-,1,1,-,-,5120,: Unexpected symbol `)' /home/useruser/datacollection/solutions_5646553574277120,: System.IO.FileNotFoundException,-,-
Beriand,0,0.79,0.00,22,-,C++,59,0,0,0,0,0,0,0,0,8048,-,-,2356,0.77
Betlista,0,0.08,0.02,10,-,Java,67,0,0,0,0,0,1,72,0,2395,-,-,86840,0.05
Bewww,0,0.00,0.00,9,-,C++,89,0,0,0,0,0,24,0,0,9624,-,-,2232,0.00
Bg1,0,0.04,0.00,5,-,Java,108,0,0,0,0,1,9,72,0,2486,-,java.io.FileNotFoundException:,23904,0.03
Bidhan,0,0.00,0.00,17,-,C++,51,0,0,0,0,134,5,0,0,64184,-,underflow error reading the file,2572,0.00
BigWaterMan,-,-,-,8,-,C++,71,-,1,-,-,-1,7,-,-,-,not declared,-,-,-
BigWolf,0,0.00,0.00,2,-,C++,114,0,0,0,0,0,0,0,0,45640,-,-,2656,0.00
Bigmac,0,0.00,0.00,6,-,C++,142,0,0,0,0,1,110,0,0,22480,-,Unknown,2596,0.00
Biigbang,0,0.00,0.00,9,-,C++,39,0,0,0,0,0,0,0,0,8112,-,-,2436,0.00
BishalG,0,0.00,0.00,8,-,C++,85,0,0,0,0,0,16,0,0,22368,-,-,2572,0.00
Biylda,0,0.12,0.00,20,-,C#,164,0,0,0,0,0,1,0,0,6144,-,-,14652,0.12
BlackGammon,0,0.05,0.01,7,2.7,Python,29,0,0,0,0,0,0,0,0,1364,-,-,21272,0.03
BlazWin,0,2.00,0.12,13,-,C++,66,0,0,0,0,0,1,0,0,10216,-,-,2600,0.00
BlinkingStar,0,0.00,0.00,11,-,C++,42,0,0,0,0,0,0,0,0,21032,-,-,2740,0.00
BluElist,0,0.01,0.00,8,3.5,Python,31,0,0,0,0,0,1,0,0,1014,-,-,7724,0.01
BlueGene,0,0.00,0.00,6,-,C++,81,0,0,0,0,0,2,0,0,11088,-,-,2620,0.00
Boping,0,0.00,0.00,4,-,C++,37,0,1,0,0,127,0,0,0,-,Unknown error,Command not found,1376,0.00
Breda,0,0.00,0.00,3,-,C++,64,0,0,0,0,0,6,0,0,7904,-,-,2372,0.00
BrettAM,0,0.04,0.00,13,-,Java,85,0,0,0,0,0,4,72,0,3327,-,-,23620,0.04
BryceSandlund,0,0.00,0.00,9,-,C++,35,0,0,0,0,0,0,0,0,27584,-,-,2624,0.00
Bugloon,0,0.01,0.00,5,2.7,Python,28,8,0,0,0,0,0,0,0,1673,-,-,6604,0.00
Bulsa,-,-,-,2,-,C++,39,-,0,-,-,-15,0,-,-,79112,-,Timeout,-,-
Burglarralgrub,0,0.00,0.00,0,-,C++,82,0,0,0,0,0,3,8,0,25152,-,-,2664,0.00
Burney,0,0.00,0.00,0,-,C++,48,0,0,0,0,0,1,0,0,8200,-,-,2284,0.00
Butozerca,0,0.00,0.00,9,-,C++,37,0,0,0,0,0,0,0,0,7952,-,-,2424,0.00
CGHo,0,0.04,0.01,15,2.7,Python,65,8,0,0,0,0,10,8,0,2483,-,-,21552,0.03
CJJ,-,-,-,10,2.7,Python,48,-,0,-,-,1,2,-,-,2695,-,File or Dir not found,-,-
CarrDelling,0,0.01,0.00,25,2.7,Python,37,8,0,0,0,0,4,8,0,1486,-,-,6612,0.00
Cartman,0,0.00,0.00,6,2.7,Python,17,8,2,0,0,0,0,0,0,-,-,-,6632,0.00
Carups,0,0.00,0.00,3,-,C++,73,0,0,0,0,0,1,0,0,22520,-,-,2492,0.00
CatNote,0,0.00,0.00,0,-,C++,26,0,0,0,0,0,0,0,0,16352,-,-,2220,0.00
CatalinCraciun,0,0.00,0.00,22,-,C++,118,0,0,0,0,0,7,0,0,30432,-,-,2704,0.00
Catch,0,0.04,0.00,5,-,Java,50,0,0,0,0,0,5,80,0,1878,-,-,24148,0.04
Chei,0,6.02,0.01,3,3.5,Python,28,0,0,0,0,0,0,0,0,1621,-,-,7940,6.00
ChengChieh,0,0.00,0.00,3,-,C++,40,0,0,0,0,0,0,0,0,10208,-,-,2576,0.00
Cheshulko,0,0.00,0.00,7,-,C++,93,0,0,0,0,0,7,0,0,10176,-,-,2616,0.00
Chewbacca,0,4.06,0.00,5,2.7,Python,25,8,0,0,0,0,11,0,0,1423,-,-,7008,4.05
Chitly,0,0.23,0.01,0,-,C++,50,0,0,0,0,0,3,8,0,25816,-,-,34988,0.21
Chumblespuzz,0,0.11,0.00,10,-,Java,56,0,0,0,0,0,0,80,0,1516,-,-,27840,0.09
Cire,0,0.08,0.00,6,-,Java,68,0,0,0,0,0,6,72,0,2353,-,-,26436,0.07
CleRIC,0,0.00,0.00,12,-,C++,73,0,0,0,0,0,2,0,0,31824,-,-,2464,0.00
Cleaner,0,0.00,0.00,1,-,C++,29,0,0,0,0,0,0,0,0,32808,-,-,2588,0.00
Code14,0,0.00,0.00,24,-,C++,42,0,0,0,0,0,3,0,0,9784,-,-,2596,0.00
CodeGreg,0,0.00,0.00,11,-,C++,50,0,0,0,0,0,1,0,0,19192,-,-,2388,0.00
Coldblade,0,0.00,0.00,2,-,C++,34,0,0,0,0,0,0,0,0,17240,-,-,2468,0.00
ComputerDruid,0,0.01,0.00,2,3.5,Python,20,0,0,0,0,0,1,0,0,960,-,-,7788,0.01
Conny,0,0.00,0.00,11,-,C++,40,0,0,0,0,0,0,0,0,10248,-,-,2452,0.00
Costyv95,0,0.00,0.00,10,-,C++,42,0,0,0,0,0,0,0,0,8224,-,-,2060,0.00
Cricycle,0,0.09,0.00,5,-,Java,40,0,0,0,0,0,0,72,0,1198,-,-,27060,0.08
Croohand,0,0.05,0.00,8,-,C++,120,0,0,0,0,0,0,0,0,22072,-,-,2536,0.05
Crossfade,-,-,-,19,-,C++,184,-,1,-,-,-1,0,-,-,-,No such file or directory,-,-,-
Cruiser,-,-,-,9,-,C++,68,-,1,-,-,-1,4,-,-,-,not declared,-,-,-
CyberEwok,0,0.01,0.00,3,2.7,Python,27,8,0,0,0,0,1,8,0,1376,-,-,6676,0.00
CyberZHG,0,0.00,0.00,5,-,C++,61,0,0,0,0,0,0,0,0,11112,-,-,2604,0.00
CyoSeKyo,0,0.00,0.00,4,-,C++,57,0,0,0,0,0,0,0,0,10008,-,-,2612,0.00
D0NKEY,0,0.04,0.00,14,-,Java,68,0,0,0,0,1,11,72,0,2677,-,java.io.FileNotFoundException:,23884,0.03
DAMF,0,0.00,0.00,14,2.7,Python,42,0,0,0,0,0,8,0,0,1954,-,-,6808,0.00
DBZX,-,-,-,29,-,C++,237,-,1,-,-,-1,20,-,-,-,No such file or directory,-,-,-
DKolodzey,0,0.00,0.00,2,-,C++,36,0,0,0,0,0,0,0,0,18000,-,-,2388,0.00
DXsmiley,0,0.00,0.00,5,-,C++,45,0,0,0,0,0,0,0,0,36584,-,-,2404,0.00
Dalimil,0,6.19,0.00,15,-,C++,95,0,0,0,0,0,2,0,0,29776,-,-,2648,6.19
Daria,0,0.00,0.00,4,-,C++,31,0,0,0,0,0,0,0,0,10184,-,-,2408,0.00
DarkZero,0,0.00,0.00,12,-,C++,81,0,0,0,0,0,1,0,0,10088,-,-,2460,0.00
Darkgeass,0,0.00,0.00,4,-,C++,40,0,0,0,0,0,0,0,0,36256,-,-,2404,0.00
DavidS,-,-,-,16,-,C++,132,-,1,-,-,-1,5,-,-,-,not declared,-,-,-
Deeles,0,0.12,0.00,20,-,Java,129,0,0,0,0,0,9,80,0,3333,-,-,28552,0.11
Defrag,0,0.01,0.00,13,2.7,Python,31,8,0,0,0,0,10,0,0,1362,-,-,6680,0.00
DeimonDB,0,0.00,0.00,6,-,C++,38,0,0,0,0,0,1,0,0,17952,-,-,2708,0.00
Dembel,0,0.00,0.00,8,-,C++,52,0,0,0,0,0,0,0,0,27232,-,-,2452,0.00
Dendro,0,0.00,0.00,33,-,C++,140,0,0,0,0,0,2,0,0,63360,-,-,2520,0.00
DiegoCR,0,0.00,0.00,17,-,C++,33,0,0,0,0,0,0,0,0,11200,-,-,2368,0.00
DimaPhil,0,0.00,0.00,11,-,C++,82,0,0,0,0,0,0,0,0,28920,-,-,2656,0.00
Dismember,0,0.00,0.00,11,-,C++,86,0,0,0,0,0,1,0,0,9960,-,-,2600,0.00
Disruption,0,0.08,0.00,11,-,Java,68,0,0,0,0,0,1,72,0,2520,-,-,26468,0.07
Dive5617,0,0.00,0.00,18,-,C++,106,0,0,0,0,0,2,0,0,22776,-,-,2556,0.00
DmitryAnkudinov,0,0.03,0.00,13,-,Java,55,0,0,0,0,1,7,72,0,1955,-,java.io.FileNotFoundException:,23468,0.03
DoDoHushHush,-,-,-,6,-,C++,67,-,0,-,-,-15,0,-,-,10288,-,Timeout,-,-
Dohoho,-,-,-,20,2.7,Python,59,-,0,-,-,1,2,-,-,2755,-,File or Dir not found,-,-
DonaldDuck,0,0.00,0.00,16,-,C++,61,0,0,0,0,0,1,0,0,23544,-,-,2624,0.00
Drevnij,0,0.04,0.00,17,-,Java,45,0,0,0,0,0,0,80,0,1594,-,-,24312,0.04
Dstbstr,-,-,-,14,-,Java,85,-,0,-,-,1,19,-,-,3119,-,java.lang.IndexOutOfBoundsException:,-,-
DuX,0,0.00,0.00,18,-,C++,46,0,1,0,0,127,0,0,0,-,Unknown error,Command not found,1344,0.00
Duxar,-,-,-,29,-,C++,130,-,0,-,-,-15,3,-,-,12408,-,Timeout,-,-
DylanN,0,0.01,0.00,2,3.5,Python,17,0,0,0,0,0,1,0,0,714,-,-,7840,0.01
Eason,0,0.00,0.00,3,-,C++,38,0,0,0,0,0,1,0,0,40904,-,-,2492,0.00
East,-,-,-,1,-,C++,24,-,1,-,-,-1,0,-,-,-,Unknown error,-,-,-
EatSleepCode,0,0.00,0.00,14,-,C++,56,0,0,0,0,0,0,0,0,22128,-,-,2648,0.00
EiLx2,0,0.00,0.00,8,-,C++,63,0,0,0,0,0,0,0,0,11488,-,-,2476,0.00
Eibe,0,0.01,0.00,1,2.7,Python,27,8,0,0,0,0,0,0,0,968,-,-,6796,0.01
Ekas,0,0.00,0.00,1,-,C,52,0,0,0,0,139,4,0,0,9320,-,Segmentation fault,1420,0.00
Eklavya,0,0.00,0.00,8,-,C++,72,0,0,0,0,0,7,0,0,9928,-,-,2628,0.00
Elias,0,0.10,0.00,7,-,Java,48,0,0,0,0,0,2,80,0,1477,-,-,27744,0.08
Elshiko,0,0.00,0.00,7,-,C++,70,0,0,0,0,0,0,0,0,12728,-,-,2548,0.00
Empress,0,0.00,0.00,1,-,C++,49,0,0,0,0,0,1,0,0,9872,-,-,2564,0.00
Empty007,0,0.00,0.00,17,-,C++,74,0,0,0,0,0,10,0,0,21280,-,-,2464,0.00
EnTerr,0,0.01,0.00,15,2.7,Python,37,0,0,0,0,0,9,0,0,1317,-,-,6728,0.00
Endagorion,0,0.00,0.00,7,-,C++,67,0,0,0,0,0,0,0,0,17704,-,-,2632,0.00
Entlicher,0,0.19,0.00,6,-,Java,60,0,0,0,0,0,14,72,0,1897,-,-,37904,0.17
Epiq,0,0.00,0.00,8,-,C++,43,0,0,0,0,0,3,0,0,18464,-,-,2724,0.00
Eragon77,0,0.00,0.00,4,-,C++,27,0,0,0,0,0,0,0,0,9992,-,-,2388,0.00
EriKKo,0,0.01,0.00,0,2.7,Python,15,8,0,0,0,0,0,0,0,587,-,-,6608,0.00
EricLuo,0,0.04,0.00,4,-,Java,66,0,0,0,0,1,3,72,0,2604,-,java.io.FileNotFoundException:,25348,0.04
Ewelina131,0,0.00,0.00,13,-,C++,55,0,0,0,0,136,7,0,0,12080,-,Unknown,2412,0.00
FCB1234,0,1.04,0.00,6,-,C++,74,0,0,0,0,0,0,0,0,34440,-,-,2436,1.04
Fajrin,0,0.00,0.00,7,-,C++,32,0,0,0,0,0,0,0,0,7440,-,-,2424,0.00
FatMinMin,0,0.01,0.00,6,2.7,Python,47,8,0,0,0,0,0,0,0,1305,-,-,6708,0.01
Felix13,0,0.00,0.00,9,-,C++,105,0,0,0,0,0,46,0,0,32480,-,-,2600,0.00
Fenxy,0,4.91,3.05,6,-,C++,89,0,0,0,0,0,0,137184,0,10704,-,-,2504,1.85
FerroMrkva,0,0.00,0.00,3,-,C++,34,0,0,0,0,0,0,0,0,16312,-,-,2428,0.00
Fettn,0,25,1.96,9,2.7,Python,52,280,0,0,0,0,0,0,0,2185,-,-,25696,22
FiveEyes,0,0.43,0.01,16,-,C++,82,0,0,0,0,0,5,137160,0,16880,-,-,2596,0.41
FlyingAnt,-,-,-,5,-,C++,39,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
Folwar,-,-,-,12,-,C++,74,-,0,-,-,-15,30,-,-,25240,-,Timeout,-,-
FoolForCS,0,0.00,0.00,5,-,C++,148,0,1,0,0,127,4,0,0,-,Unknown error,Command not found,1384,0.00
ForLast,0,0.00,0.00,13,-,C++,57,0,1,0,0,127,0,0,0,-,Unknown error,Command not found,1424,0.00
Forceful,0,0.05,0.01,19,-,Java,94,0,0,0,0,1,0,72,0,2719,-,java.lang.NullPointerException,23956,0.02
FredWang,0,0.00,0.00,1,-,C++,37,0,0,0,0,0,0,0,0,11424,-,-,2620,0.00
FrostA,0,0.00,0.00,1,-,C++,48,0,0,0,0,0,2,0,0,10104,-,-,2544,0.00
Frostfrog,0,0.00,0.00,9,-,C++,38,0,0,0,0,0,0,0,0,17912,-,-,2544,0.00
Fulcrum,0,0.00,0.00,26,2.7,Python,56,8,0,0,0,0,1,8,0,3108,-,-,6980,0.00
Funghi,0,0.00,0.00,1,-,C++,33,0,0,0,0,0,0,0,0,29992,-,-,2372,0.00
Fzaero,0,0.00,0.00,10,-,C++,55,0,1,0,0,127,0,0,0,-,Unknown error,Command not found,1416,0.00
GGCarry,0,0.00,0.00,7,-,C++,62,0,1,0,0,127,0,0,0,-,Unknown error,Command not found,1436,0.00
GRajesh,0,0.10,0.01,11,-,Java,54,0,0,0,0,0,0,72,0,1478,-,-,28728,0.08
Ganindu,0,0.09,0.01,12,-,Java,62,0,0,0,0,0,2,80,0,1845,-,-,27552,0.07
GavinVS,0,0.04,0.00,24,2.7,Python,45,8,0,0,0,0,2,0,0,1989,-,-,6852,0.04
GeKa,0,0.00,0.00,10,-,C++,93,0,0,0,0,0,0,8,0,21880,-,-,2548,0.00
GeassCode,0,0.00,0.00,6,-,C++,61,0,0,0,0,0,0,0,0,10000,-,-,2444,0.00
GiB,0,0.00,0.00,12,2.7,Python,46,8,0,0,0,0,7,8,0,3146,-,-,6856,0.00
Gnat,0,0.01,0.00,10,-,C#,81,0,0,0,0,1,0,0,0,5120,-,: System.IndexOutOfRangeException,9540,0.01
GnsP,0,1.84,0.00,3,3.5,Python,22,0,0,0,0,0,0,0,0,947,-,-,7848,1.83
Gnurdux,0,1.42,0.00,12,-,C++,40,0,0,0,0,0,0,0,0,10024,-,-,2480,1.42
Goodhope,-,-,-,13,-,C++,45,-,1,-,-,-1,2,-,-,-,not declared,-,-,-
Gozz,0,0.00,0.00,4,-,C++,31,0,0,0,0,0,0,0,0,23240,-,-,2632,0.00
Grandrogue,0,0.00,0.00,6,-,C++,56,0,0,0,0,0,0,0,0,21912,-,-,2412,0.00
Greatlemer,0,0.01,0.00,11,2.7,Python,87,8,0,0,0,0,19,0,0,3648,-,-,7616,0.00
GreenPeace,0,0.04,0.00,2,-,Java,45,0,0,0,0,0,2,72,0,1507,-,-,23800,0.02
Gregor,0,0.00,0.00,25,-,C++,103,0,0,0,0,255,4,0,0,46176,-,Unknown,2640,0.00
Grenache,0,0.10,0.00,12,-,Java,41,0,0,0,0,0,0,72,0,1653,-,-,26856,0.08
GreyWarden,0,4.39,3.12,4,-,C++,63,0,0,0,0,0,0,137488,0,34160,-,-,2624,1.26
Grig,0,0.00,0.00,5,-,C++,56,0,0,0,0,134,0,0,0,29408,-,underflow error reading the file,2656,0.00
GrundoX,0,0.00,0.00,2,-,C++,32,0,0,0,0,0,0,0,0,10832,-,-,2620,0.00
GuaiNiGuoFenMeiLi,0,0.00,0.00,10,-,C++,63,0,0,0,0,0,0,0,0,23144,-,-,2460,0.00
GylN,-,-,-,11,-,C++,57,-,0,-,-,-15,0,-,-,25624,-,Timeout,-,-
Gyosh,0,0.00,0.00,10,-,C++,62,0,0,0,0,0,0,0,0,9832,-,-,2744,0.00
HTC,0,0.00,0.00,1,-,C++,39,0,0,0,0,0,1,0,0,9832,-,-,2332,0.00
HaaS,0,0.00,0.00,9,-,C++,37,0,0,0,0,0,0,0,0,36352,-,-,2488,0.00
Hachimori,0,0.00,0.00,13,-,C++,41,0,0,0,0,0,0,0,0,10152,-,-,2388,0.00
Haghani,0,0.00,0.00,0,-,C++,33,0,0,0,0,0,0,0,0,10160,-,-,2632,0.00
Harshgupta11,0,0.01,0.00,6,-,C++,40,0,0,0,0,0,0,0,0,37144,-,-,2624,0.00
Hayeselnut2127,0,0.00,0.00,6,-,C++,36,0,0,0,0,0,0,0,0,8184,-,-,2288,0.00
HelgeB,-,-,-,10,2.7,Python,45,-,0,-,-,1,0,-,-,2636,-,File or Dir not found,-,-
Hellis,0,0.00,0.00,8,-,C++,61,0,1,0,0,127,1,0,0,-,Unknown error,Command not found,1436,0.00
HeniekPL,0,0.00,0.00,5,-,C++,38,0,0,0,0,0,0,0,0,7560,-,-,2436,0.00
Hiking,0,12,0.05,7,2.7,Python,31,0,0,0,0,0,7,0,0,1627,-,-,6828,12
Hodobox,0,0.00,0.00,23,-,C++,59,0,0,0,0,0,0,0,0,9912,-,-,2616,0.00
HolkinPV,0,0.00,0.00,25,-,C++,101,0,0,0,0,0,0,0,0,39344,-,-,2740,0.00
Hory,0,0.00,0.00,4,-,C++,45,0,0,0,0,0,0,0,0,19952,-,-,2304,0.00
HotPxL,0,0.01,0.00,2,2.7,Python,27,8,0,0,0,0,1,0,0,981,-,-,6640,0.00
Htedsv,-,-,-,2,-,C++,30,-,1,-,-,-1,0,-,-,-,not declared,-,-,-
Huynh,-,-,-,12,-,C++,83,-,1,-,-,-1,7,-,-,-,not declared,-,-,-
I3MNIX,-,-,-,8,-,C++,57,-,0,-,-,-15,0,-,-,32704,-,Timeout,-,-
IAmWave,0,0.00,0.00,6,-,C++,56,0,0,0,0,0,1,0,0,25976,-,-,2492,0.00
ICastro,0,0.00,0.00,7,-,C++,58,0,0,0,0,0,0,0,0,18392,-,-,2596,0.00
IITianUG,0,0.02,0.00,7,-,C++,47,0,0,0,0,0,0,0,0,13864,-,-,2628,0.00
INT,0,0.44,0.02,2,-,C++,40,0,0,0,0,0,0,137184,0,9760,-,-,2668,0.40
IamSeulgi,0,0.04,0.00,29,-,Java,81,0,0,0,0,1,10,72,0,3438,-,java.nio.file.NoSuchFileException:,24252,0.03
IcePupil,0,0.00,0.00,3,-,C++,48,0,0,0,0,0,0,0,0,17064,-,-,2524,0.00
IgorKoval,0,0.12,0.01,58,-,Java,186,0,0,0,0,0,131,72,0,3085,-,-,38332,0.12
Ilearning99,0,0.00,0.00,3,-,C++,36,0,0,0,0,0,0,0,0,8400,-,-,2716,0.00
ImCoder,0,0.00,0.00,0,-,C,42,0,0,0,0,0,0,0,0,7640,-,-,1392,0.00
ImGonnaWreckIt,0,0.00,0.00,6,-,C++,42,0,0,0,0,0,0,0,0,9952,-,-,2564,0.00
