user_id,penalty,points,rank
..math,11993,60,893
.Invader,49322,60,2986
.PEIN.,13130,60,966
.bf,29587,60,1854
.jaz,40021,60,2411
072988,39977,60,2409
0806580124,26462,60,1655
0xfd,47844,60,2883
10iii,43067,60,2582
13k,6249,60,614
178855371157,87507,100,152
1ed,41248,60,2476
1nadequacy,7230,60,650
2332933,29691,60,1860
2old2randr,31918,60,1979
3230391,26872,60,1681
37ae912,72065,75,407
3of7,9592,60,768
3xian,63001,75,355
42Life,74331,75,418
4TShirt,49148,60,2972
4sh1sh,48521,60,2931
5l2,20221,60,1334
77696c6c,29153,60,1833
7henick,42017,60,2523
8163264128,16156,60,1123
830,12006,60,895
9mat,32412,60,2008
A.Nabil,14425,60,1020
A.Turtle,16412,60,1142
ACKOKO,36980,60,2240
ACLegend,21062,60,1362
ACMonster,8588,60,709
ACPrimer,9005,60,732
ACSeed,33150,60,2053
ACmyth,32495,60,2017
ACube,22601,75,229
ACvon,42420,60,2544
ADRush,16923,60,1169
AEtheReal,40387,60,2433
AGrover,46624,60,2804
AIMag,66333,75,370
AMV,61167,75,348
APZ,49556,60,2996
AReddy,30406,60,1895
AS1,60601,100,78
ASCII,26894,60,1684
ASotelo,79214,100,131
ATe,25983,60,1631
AVictor,68096,75,377
AbdelrahmanAsal,15355,60,1081
AbuHijleh,44600,60,2676
Acev,39923,60,2405
AdGold,41450,60,2485
Adel,27682,60,1740
Adelaide,35559,60,2167
AekdyCoin,12124,60,906
Aerodonkey,39267,60,2367
Ahbong,75090,75,423
AhmadMamdouh,8361,60,700
AhmedRashad,38777,60,2344
Akollias,36070,60,2199
Al.Cash,52115,100,60
Al3kSaNdaR,13018,60,963
Alan.Chang,44006,60,2645
Alan.Leung,12631,60,938
Albert.su,11619,60,875
Aleksei,32382,60,2006
Aleksi,36666,60,2227
Alekso,10466,60,819
Alesis.Novik,9684,60,771
Aletos,11004,60,842
Alex.Baranau,35831,100,45
AlexDoris,26946,60,1690
AlexFetisov,33300,60,2060
AlexGran,45361,60,2716
AlexLin,18052,60,1233
AlexWMF,47290,60,2845
Alexander86,42718,100,51
AlexanderBolshakov,25077,60,1585
AlexisD,20414,60,1338
Aliaksei,63990,75,359
Alireza.bh,35901,60,2185
Alkemir,7498,60,663
Allbeert,7194,60,647
Almog,42213,60,2533
Alon,30019,60,1874
AlonsoVidales,13788,60,992
AmamiyaYuko,15387,60,1084
Ambrax,30614,60,1902
AmosBird,34731,60,2131
Amtep,37613,60,2281
Amtrix,3715,60,522
AmyZhang,21759,60,1397
AnMarie,46851,60,2820
AncientPC,15945,60,1116
Andrejs,89924,100,161
Ansel,25912,60,1623
Ant.dujun,43575,60,2612
Anta0,47339,60,2849
AntiForest,41755,60,2508
Anton.Hola,24153,60,1535
AntonBerezin,45549,75,293
AntonyKP,44465,60,2668
Antywer,15987,60,1117
AnuragSingla,12136,60,907
Apr,8748,60,721
AquaSnail,30173,60,1885
Arcturus,63908,100,83
Arkadiy,27861,60,1753
Aros,38658,60,2337
ArtHoly,46227,60,2784
AshBringer,49314,60,2985
Astein,48669,60,2942
Athom,15600,60,1098
Atvoid,14242,60,1013
Aumy,37863,60,2300
Aup,57506,75,334
Aurel,8815,60,726
Aushin,22802,60,1455
Ax.h,22333,100,24
AxiomOfChoice,3655,60,520
Azerend,30627,60,1903
Azras,46079,60,2774
B.Reimu,12174,60,909
B4dT0bi,45422,60,2720
BHAVANI,32497,60,2018
BSBandme,28953,60,1820
Bakes,4426,60,542
Bartek,80111,75,441
BasicSkills,90268,100,162
BassWu,17167,60,1184
Batterytime,23781,60,1503
BatusaiX,29074,60,1828
Bejos,17080,60,1180
Belag,40531,60,2439
Bellnox,20855,60,1353
BenZ,13189,60,968
BenoitBlanchon,45334,60,2712
Berry,18788,100,16
BertLeung,40107,60,2417
BetaNona,17605,75,211
Betlista,49064,60,2967
Bew,37639,60,2285
Beyond.The.God,6032,60,604
Bidhan,29975,60,1869
BigBoy,40358,65,487
Bigtime,40099,60,2415
Biman,40781,60,2452
BinaryHuang,26726,60,1670
BinishK,18688,60,1262
Binnie,7497,60,662
Biskup,47403,60,2853
Biylda,42410,60,2543
BlackHole,25735,60,1615
BlackY.hun,29769,60,1862
BloodLustr,27305,60,1720
BlueBison,32447,60,2014
Bluetree,19271,60,1287
BobobUnicorn,15875,60,1109
Bogdan,46745,60,2809
Boltmeyer,33955,100,41
Boncida,31859,75,253
Boojum,40520,60,2438
Boping,29064,60,1826
Borisp,38516,75,265
BradPreston,73841,75,417
Brian.Kim,33285,60,2058
Brian.P,26197,75,239
BruMetal,11502,60,868
Bryan.G,27859,60,1752
BtySgtMajor,21338,60,1377
Budianto,15711,60,1102
Burlakov.Nick,73149,75,412
Burunduk1,25243,60,1592
Butterfly0923,70558,75,397
BvdBijl,30482,60,1897
CANDEO,66419,75,372
CAQ,6844,60,629
CHRIST,48861,60,2956
CHZ,43811,60,2636
CRBorrero,31132,60,1938
CS.Ferng,32697,60,2026
CTQY,21882,60,1402
Cactus,45180,60,2704
Caesar11,33920,60,2091
Caeser,46642,60,2806
Cameleon,49479,60,2992
Caoqinxiang,78509,75,434
CapAwesome,43625,60,2617
CaptainAhmadi,67470,100,98
Carbon,67951,85,177
CaseyRoberts711,14756,75,204
Celeritous,43284,60,2590
Celicath,34026,60,2098
Cenadar,31132,60,1938
Cesar1000,68776,75,383
ChadiEM,46097,60,2775
ChamChi,5262,60,572
Chameera,28492,60,1789
ChaoticMind,44315,60,2657
Chencho,6224,60,612
Chewbacca,68163,100,100
ChinUp,37816,60,2294
ChingYunH,46006,60,2769
Chip,39737,60,2396
Chotiwat,39297,60,2370
Chriky,47445,60,2859
ChrisBeaumont,8035,60,688
ChrisDz,83031,100,139
ChrisFlash,76357,100,121
ChrisJ,66177,75,368
Chuchox.Jaraday,16930,60,1170
Cifko,5236,60,571
Cimosha,28578,60,1799
Cjf,58452,75,338
Claybirdx,25191,60,1587
Clint,21901,60,1405
Cloud26,24880,60,1575
CmdrDats,15838,60,1106
Cob,12473,60,928
Cod,42116,60,2524
CodeAce,17993,60,1224
CodeJam2013,8076,60,691
CodeNinja,23226,60,1473
Coder.1340,45445,60,2724
CoderAnuj,42176,60,2530
CodingGinsu,22244,60,1429
Coke,24317,60,1543
Coldblade,35971,60,2189
ComedyGuy,27729,60,1745
Commandos,48240,60,2915
ComputerDruid,27151,60,1710
ConanKudo247,4278,60,537
Conny,35059,60,2144
Crab.Greedy,39591,60,2386
CrazyScratcher,19082,60,1277
Cricycle,2841,60,504
