user_id,blanks,coments,language,cloc
angwuy,30,5,C++,286
yarrr,20,1,java,100
Nerevar,4,4,C++,50
RalfKistner,10,5,Python,81
ecnerwala,21,5,C++,175
niyaznigmatul,44,2,java,151
Kaizero,3,0,C++,42
RiaD,138,122,C++,846
voover,25,5,C++,227
shirobaka,22,0,C++,139
liutianren,18,0,Python,45
artemhb,8,0,C++,37
tomerun,22,4,java,187
jackyyf,13,2,C++,66
sdya,20,10,C++,103
krijgertje,14,0,C++,92
DaniJVaz,18,6,C++,97
seldon,16,2,C++,104
misof,0,0,C++,64
yokozuna57,14,0,C++,70
FerranAlet,7,0,C++,86
Seter,33,5,Python,82
RalphFurmaniak,17,9,C++,107
lordstefano,7,0,C++,98
gs12117,4,0,C++,48
flashmt,31,12,C++,222
tomek204,7,0,C++,86
PaulJefferys,5,3,C++,59
DamianS,3,0,C++,42
zerotrac,5,0,C++,62
rafaeldaigo,11,0,C++,64
yuusti,0,0,C++,64
daveagp,135,102,java,802
Smithers,2,8,Python,94
avolchek,11,0,C++,78
ashmelev,15,0,C++,59
BudAlNik,8,1,C++,81
Gullesnuffs,9,2,C++,59
poopi,5,37,C++,54
lmz,0,0,Python,44
IlyaLos,8,0,C++,39
andrewzta,17,5,java,115
rbommel,17,3,C++,85
pwahs,3,0,C++,58
GlebsHP,8,2,C++,64
david942j,12,2,C++,75
simonlindholm,11,0,C++,103
meshanya,17,0,C++,110
Borisp,15,10,C++,84
stgatilov,15,9,C++,115
Pasqual45,31,5,C++,242
cos,25,5,C++,227
Xhark,10,9,C++,67
pashka,31,12,java,222
karanaggarwal,22,5,C++,194
rowdark,20,1,C++,100
subscriber,1,1,C++,44
jzj,1,1,java,44
bmerry,135,102,C++,802
Enchom,17,2,C++,78
Romka,21,2,C++,99
XraY,22,5,C++,187
pandamonium,20,5,C++,144
wangyisong1996,22,5,C++,194
EricStansifer,27,1,Python,145
Sp3000,19,0,Python,95
freak93,5,1,C++,75
PavelKunyavskiy,2,48,C++,37
Nonira,16,0,C++,235
wuzhengkai,4,0,C++,48
tana,0,0,Python,63
SnapDragon,0,0,C++,61
kyuridenamida,30,5,C++,286
Zlobober,1,0,C++,36
Belonogov,101,22,C++,354
shik,17,5,C++,115
dyukha,129,102,C++,784
hellman,16,2,Python,112
peter50216,7,4,C++,84
kyc,5,0,java,53
Vasyl,8,0,C++,49
Umbra,2,15,C#,160
vepifanov,5,37,C++,54
Giove,17,1,Python,63
Merkurev,5,3,C++,86
kawatea,1,13,C++,54
nika,5,10,C++,50
shamir0xE,15,0,java,59
WJMZBMR,8,3,C++,45
h4tguy,20,15,C++,134
nwin,7,0,Python,91
Fcdkbear,0,4,C++,58
matias,22,9,C++,70
jopiko,0,4,java,58
Pufforrohk,44,2,C++,151
vlad89,16,2,C++,122
TeaPot,3,0,C++,39
yeputons,2,48,C++,37
piob,10,0,C++,69
k21,5,2,C++,52
mnbvmar,4,0,C++,31
Seemann,127,103,C++,774
mkirsche,20,10,java,93
EgorKulikov,31,5,java,242
