user_id,blanks,coments,language,cloc
stjepan,14,2,C++,133
xhae,6,0,C++,47
linguo,2,5,Python,107
argentony,3,0,java,42
Krig,9,1,C++,27
Eryx,12,0,C++,197
ttim,4,0,java,49
RalfKistner,34,0,Python,114
dmute,10,0,C++,59
KarlisS,4,3,C++,68
johnasselta,11,0,C++,118
c175353,11,2,C++,96
jchen314,15,0,java,85
agutowski,6,66,Python,54
lsmll,6,0,C++,62
Nika86,8,0,C++,94
voover,7,0,C++,46
alberist1,4,1,Python,85
klad2008,10,1,C++,68
evgentu,4,5,C++,42
yeputons,4,3,C++,68
isea,27,5,C++,137
Myth5,27,3,C++,177
spnautilus,5,0,C++,42
Witalia,4,0,C++,45
cherudim9,5,0,C++,44
maksay,11,3,C++,96
harrenhall,8,0,Python,65
huangxi,0,8,C++,40
pablobce,14,0,C++,52
phire,5,0,C++,46
ariacas,42,42,C++,140
rversteegen,0,0,Python,47
Seter,2,21,C++,2
Samsaray,2,19,C++,5
TimeString,9,0,C++,82
lookingfor,7,2,Python,59
Superpear,21,0,C++,145
Milanin,17,0,C++,163
WJMZBMR,4,1,C++,52
aropan,6,5,C++,56
GeassCode,4,5,C++,42
Alex97,2,21,C++,3
kmod,2,0,Python,54
Smithers,2,21,C++,2
Frederica,3,0,C++,49
Ldragon007,0,0,C++,33
andrewzta,14,1,java,91
caiwaifung,5,0,C++,48
TankEngineer,9,0,C++,43
caustique,13,0,C++,50
MiminoCoder,17,0,C++,110
humblefool,6,3,java,59
quimey,3,0,Python,37
tkociumaka,10,1,C++,68
stgatilov,11,0,C++,118
LeBron,6,5,C++,56
xiaowuc1,20,8,java,78
dasko,12,7,C++,102
equation618,4,0,C++,62
Celicath,3,1,C++,31
tailed,9,11,C++,55
eurekash,15,0,C++,107
Lytton,15,0,C++,85
decltypeNULL,0,0,C++,31
rettunlw,6,3,C++,59
kuangbin2013,14,1,C++,78
Dmoonleo,5,2,C++,66
ysymyth,0,0,C++,35
mruxim,8,0,C++,94
SqrtPi,27,3,C++,177
vdeksel,7,8,C++,182
bmerry,9,0,C++,43
Iliad,11,2,C++,96
Romka,9,0,C++,178
dkirienko,7,0,C++,83
keivan,1,1,C++,41
DCLXVI,7,1,C++,37
AHdoc,2,19,C++,5
dongockhanh1997,4,0,C++,102
SImplex,0,2,C++,27
cycycy,31,14,C++,139
xyz111,4,0,C++,49
natalia,14,1,C++,91
juwon,6,0,C++,61
Paja,9,1,C++,84
Endagorion,16,14,C++,106
MichaelLevin,9,1,C++,59
zhj,5,0,C++,46
Eledven,17,0,C++,163
Joshik,9,1,java,85
Ra16bit,11,3,C++,71
Dagon,15,0,C++,107
Theogry,3,0,C++,82
mystic,0,8,java,40
Vasyl,5,0,C++,46
trebe,11,0,C#,62
WindShi,6,5,C++,82
Merkurev,23,0,C++,139
emaxx,20,5,C++,81
Nedy88,3,1,C++,31
paulik,7,4,C++,69
PavelKuznetsov,3,0,C#,39
KaiZeR,18,3,C++,124
johannesk,20,5,C++,117
SmartSchizo,13,0,C++,81
heyihong,6,0,C++,59
LTzycLT,28,6,C++,138
daveagp,20,10,java,129
pty,7,0,C++,83
jarvis142,7,0,C++,46
Alexander86,13,0,C++,81
framalex,7,1,java,37
seanwu,10,1,C++,87
