user_id,blanks,coments,language,cloc
TakanashiRikka,6,1,C++,70
dnkywin,7,0,C++,75
cedriclin,26,0,C++,107
SaveVMK,4,0,java,33
MKLOL,14,15,C++,31
aurinegro,6,0,C++,45
FatalEagle,2,3,C++,87
Ljq,19,9,Python,71
Dukkha,1,0,java,33
winger,26,0,java,107
yzyz,7,0,C++,82
jchen314,1,0,java,31
jbaldus,1,0,C++,31
phirasit,10,0,C++,71
haoranxu510,7,0,C++,71
gauravjs,1,0,Python,52
Subscheme,9,0,Python,116
waltz,2,0,C++,25
Salls,18,0,Python,105
liutianren,13,0,C++,63
wwt15,5,0,C++,40
lichenkoh,1,0,C++,17
ZhSh,1,0,C++,34
OliverHallam,1,0,C#,52
jmzhao,16,13,Python,31
waterfalls,5,0,C++,40
zhouyuc1,2,3,Python,58
lwchkg,1,0,C++,34
alexwice,25,0,Python,97
rafaeldaigo,13,0,C++,63
camypaper,1,0,C#,38
ballonguy,14,13,C++,40
gizzywump,7,0,Python,71
Bossle,14,0,C++,67
AntiForest,25,0,C++,97
Stilwell,17,0,C++,115
jonathanasdf,2,3,C++,56
lyoz,25,0,C++,105
ASotelo,2,3,java,35
asi1024,10,0,C++,71
royf,6,3,Python,50
darkKelvin,7,0,C++,82
vovanhuy22000,2,3,C++,49
xiaowuc1,7,0,java,75
akulsareen,18,0,C++,105
Celicath,5,0,C++,31
EscapeSequence,7,2,Python,97
MauricioC,17,0,C++,105
rowdark,17,0,C++,115
UpDownDOTA,1,0,C++,33
cgy4ever,1,0,C++,34
OnionPringles,4,0,C++,27
mystic,2,3,C#,53
ilackthatsuperpower,15,15,C++,47
Vytis,4,0,Python,27
jcvb,2,0,C++,25
olafm,17,13,java,47
anari,9,0,Python,55
ctunoku,5,1,java,81
xyz111,25,0,C++,105
FittySpence,9,0,Python,71
RalphFurmaniak,9,0,C++,41
qwerty787788,17,0,java,105
Endagorion,19,0,C++,79
darnoc,5,0,Python,31
kiwijam,9,0,Python,76
danielf,20,0,Python,145
nathanajah,1,0,Python,21
izrak,1,0,C++,21
zajac,5,1,C++,81
tcooke,6,1,Python,70
alex1770,26,0,Python,118
sevenkplus,1,0,C++,39
ImBarD,2,3,C++,35
maxitg,9,0,C++,55
Nicolas16,10,0,C++,48
marcoskwkm,18,0,Python,77
HellKitsune123,9,1,C++,85
alkjash,3,0,Python,21
exod40,26,0,C++,118
lbj,1,0,C,40
Ragnar,10,0,C++,70
etotheipi,1,0,Python,21
Tellmarch,14,0,java,67
tomconerly,1,0,java,34
h4tguy,5,2,Python,87
abc3141,1,0,C++,37
Lewin,10,0,java,70
johngs,1,0,C++,21
Schneck,6,0,java,45
anttil,9,0,C++,41
abuss,7,0,Python,54
vibhorgoel,4,0,C++,33
achan1058,1,0,C++,21
vlecomte,14,15,C++,40
burunduk3,2,3,C++,56
halucinka,10,0,Python,48
mrauen,1,0,Python,17
azhai,1,0,C++,38
Itu,9,1,C++,85
