user_id,blanks,coments,language,cloc
Xay,0,0,C++,33
pjsdream,7,0,C++,65
hanhan0912,2,0,C++,28
alan790712,25,1,C,114
yarrr,10,2,C++,55
mfv,9,1,java,75
ttim,13,2,java,70
farzadab,2,0,C++,35
LeoMao,4,0,Python,58
xs0,6,0,java,53
sokokaleb,22,3,C++,115
turbin,18,0,C++,95
WeiLiu,14,0,C#,64
alberist2,10,2,Python,56
Ignat,5,0,C++,37
klad2008,11,0,C++,90
kcd,15,3,C++,81
Zuza,25,1,C++,114
Arti1990,40,34,C++,179
dragon007,14,4,C++,70
ZhouYuChen,51,0,C++,216
petrzlen,0,0,C++,45
Bidhan,4,0,C++,48
eatmore,11,0,java,73
maciejk,14,12,C++,176
jaro3000,9,14,C++,59
zhanyl,25,0,C++,193
NGG,10,0,C++,98
Eryx,17,0,C++,90
shindannin,1,0,C++,27
CarpathianCoder,18,0,C++,119
lookingfor,9,0,C++,67
giongto35,2,0,C++,66
aropan,9,2,C++,73
klemen,3,0,C++,29
lisang,1,0,C++,31
OlegHaracidi,26,1,java,95
khuebeo,0,0,C++,39
steiner,13,3,C++,55
RiKang,1,3,C++,37
HaaS,19,2,C++,64
Uran,3,5,C++,87
NovGosh,15,1,C++,50
KapJI,7,3,C++,105
MiminoCoder,8,0,C++,55
rbommel,1,0,C++,28
lopek,25,1,C++,242
Blakman,3,0,C#,28
david942j,20,9,C++,215
tkociumaka,14,12,C++,176
darkKelvin,2,0,C++,35
waynenguyen,10,1,C++,79
jamu,20,1,java,63
Dembel,1,0,C++,43
xiaowuc1,8,0,java,68
ir5,8,0,C++,75
PhilipPV,24,0,C++,151
userresu,19,0,C++,161
Dener,20,1,C++,63
YerzhanU,5,0,C++,77
Yao,11,0,C,110
staniek,10,1,C++,130
zlzmsrhak,25,14,C++,108
KOTEHOK,2,1,C++,20
Taehyun,19,0,C++,161
JialinOuyang,1,0,C++,15
olalia,3,0,C++,29
ituphanov,32,1,C++,120
bjano,13,3,java,55
lwq,6,0,C++,53
XraY,13,0,C++,97
keivan,8,5,C++,70
MikeMirzayanov,11,0,C++,84
AS1,14,0,C++,71
AekdyCoin,19,0,C++,128
fetetriste,17,0,java,90
dragonic,15,6,C++,89
RalphFurmaniak,7,0,C++,47
IP314,10,0,C++,71
MikeCAT,8,0,C,75
Gluk,26,1,C++,95
DCLXVI,32,1,C++,120
udalov,7,1,C++,61
nicesap,11,0,C++,68
qin,8,0,C++,44
rush0,25,0,C++,193
ktesar,10,2,C++,39
exod40,13,2,C++,74
Ripatti,14,0,C++,52
mkut,17,1,C++,80
plamenko,9,1,C++,75
nwin,6,2,Python,50
KomarovAndrey,11,0,java,84
xiaodao,5,0,C++,73
VotBear,7,3,C++,105
vvn,15,0,java,72
LinKin,11,0,C++,73
enkait,10,0,C++,98
nip,12,1,Python,91
wyl8899,22,0,C++,199
billynyh,51,0,C++,216
ahaigh,27,7,C++,124
meret,27,7,C++,122
vbuterin,17,1,C++,80
