user_id,penalty,points,rank
............................,4378,100,237
...levi...,2569,55,2084
.dP.,3168,100,103
0210804,9264,65,1632
0xb0c5,3774,79,1065
0xrgb,1226,55,1659
1.jatekos,3710,71,1168
131131yhx,9627,100,1039
1403mashaonan,5741,100,448
144p,7106,71,1353
178855371157,7872,100,798
19891101,6472,100,580
1NCID3R,9593,79,1140
2011aad,3359,55,2481
2jjy,2888,100,77
2oo7,2434,55,2036
2rf,3202,100,106
4ikalka,2921,55,2248
4xel,2425,55,2029
4yn,2579,55,2088
6aJIaJIae4HuK,2635,55,2120
7HM,4503,55,2991
7pablof,2901,55,2241
8000SG,2942,55,2259
8163264128,1879,55,1817
A13xand3r,3782,55,2675
ABANDIYA1995,3484,55,2533
ACErupt,6159,100,517
ACMonster,1715,100,5
ACalvin,5057,71,1236
AISarkin,4428,65,1519
AKim,3315,100,115
ALOHA.HJ,8679,79,1116
ALOHA.Sangwoo,6430,71,1309
AMartin,8986,100,978
ANKESH.007,2037,55,1878
AboShady,3736,55,2656
Action,7395,71,1367
AdGold,9032,65,1627
Adrian.Orzepowski,6718,100,623
Aerodonkey,7059,100,676
Agham,4406,55,2937
Agu1729,9145,100,1003
Ahbong,1582,55,1725
AhmadMamdouh,8670,100,918
Ahmed.Salama,2350,55,2002
AhmedFathyAly,7191,100,699
Ajlohr,10251,100,1047
Akakii,6087,100,505
Akigeor,4038,100,189
Akshaya,3276,55,2448
Alan.Chang,8277,100,848
Alex.CHS,6825,79,1079
AlexFetisov,4231,71,1196
AlexWang1993,7065,100,678
AlexYuan,3760,55,2666
Alexander86,7297,100,716
AlexanderYarets,8167,65,1593
Alexiski,2270,55,1973
AliakseiCharnevich,6286,100,541
Aliman,3089,55,2346
Alinfty,3996,55,2765
Allagash,4412,55,2940
AlphaGo,2453,55,2046
AlphardWang,6502,100,586
AlvinWong,3793,55,2679
Aman.Chhabra,3545,55,2565
AmanS,6773,100,632
Ambling,8168,71,1428
Amr.Magdy,4420,55,2941
AmrMahmoud,5645,100,430
Amzaz,6961,65,1562
AnPelec,7960,100,808
AndFio,2624,55,2114
AndersonDunai,1562,55,1723
Andreikkaa,4194,71,1192
Andres.Unt,1766,55,1783
AndreySiunov,5853,100,461
AndyPortnoy,2099,55,1903
AndyS12,6326,100,548
Angor,4758,71,1215
AngryBacon,3855,100,166
AnhDT,5349,71,1246
AnonymousBunny,7757,71,1396
Ansh27,4208,55,2869
Ant.dujun,4546,55,3009
AntiForest,4129,100,207
Anton.Hulikau,5327,100,379
Anton.Karmanov,8728,79,1118
AntonZ,3341,55,2476
Aprs,3389,55,2495
Araam,1082,55,1654
Armia,7594,71,1384
Arterm,3658,100,151
ArthasMenethil,9512,100,1036
Artxdmaster,1946,55,1843
Arunex,3899,55,2734
Arup,7582,100,753
AsGreyWolf,2667,55,2139
Ashkboooos,3891,55,2726
Ashutosh.Sitre,3909,55,2738
Ashwinkumar,3078,55,2338
Astein,6778,100,634
Astro75,5576,65,1530
Atlantis67,4977,100,325
AtomRush,8609,71,1456
AugustusLi,4178,55,2849
Augustyn,9223,79,1135
Aurelyssee,4578,55,3028
Auster,4284,100,222
Austin880625,8349,100,861
Aweather,2886,55,2238
B12040331,5805,71,1267
BIPUL,6605,71,1322
BIT.lx,6498,100,585
BKC,4441,55,2956
BSBandme,2930,100,85
Bacteriophage,3607,55,2594
Badman,4344,55,2911
BarNar5,4617,100,272
BarrettoBama,1767,55,1784
Basun,9787,89,1059
Bazza,2841,55,2215
Bebe,5652,100,432
BeeBetter,4575,55,3027
BehzadGolshan,3825,55,2693
BelaRacz,6588,100,602
BellyWhite,8092,100,820
Benbot,1604,55,1729
Benzema67,3068,55,2333
BigDuck,4508,55,2993
Bigmac,6367,71,1303
Bj0rnen,2700,55,2152
Blue.Bear,8201,100,834
Blue.Mary,6600,100,603
BlueEye,2034,55,1875
Boat,6978,65,1564
BombayDuck,2838,55,2214
Boping,4550,100,261
Bossle,2591,100,41
BoyZhou,2384,55,2017
Bradrin,1825,55,1798
BrainSteel,2965,55,2278
Brainfvck,8000,100,814
Brancaia,9323,71,1503
Breakun,2689,100,45
BreathOfZen,1959,55,1848
Breda,8968,79,1129
Bremsstrahlung,3367,55,2484
Brenton,4194,55,2859
BrettAM,5723,65,1532
BrianLee,3304,55,2460
Brightest,1899,55,1826
BrownBearSpaghetti,1493,55,1706
BryceSandlund,7462,100,736
Buggy.Code,4785,100,296
Bulsa,7846,79,1094
Burney,6247,100,537
CMM,9077,71,1490
CSniper,4430,55,2951
Caesar11,3323,55,2469
Caiyi,4129,55,2828
CalTroll,9360,100,1023
Carbon.Brother,4926,100,321
Carrierpigeon,2438,55,2040
Casablanca,4195,55,2860
CaseSensitive,6568,100,597
Cata,1992,55,1859
Celicath,5869,100,465
CentralPark,2666,55,2137
Chaithanya,4104,100,203
Chandlli,3608,55,2595
ChangRon,4502,55,2990
Changjinglu,8798,71,1471
CharlesBradshaw,9406,100,1029
ChevalierMalFet,6962,65,1563
ChienYu,3335,55,2474
Chikov2,3794,55,2680
Chip.Whaley,2962,55,2275
ChouUn,5504,100,409
Christinass,8710,100,924
Chumblespuzz,5827,100,456
CipheredBytes,4501,55,2988
Cire,5729,100,445
Clarissa,2601,55,2101
Code.Jelly,3919,55,2742
Code.saman,3820,55,2689
Code14,7123,71,1354
CodeG,3000,55,2296
CodeJamHoneyJam,3732,55,2653
CodingMonk,3012,55,2299
ColinZang,3994,55,2764
Comedi,8238,79,1104
CommendableFennel,5225,100,361
Comto,2216,55,1943
Constroy,4809,100,303
CoolerCat,3623,55,2603
CptLemonZ,1040,55,1649
CrBoy,2736,55,2168
Criado,5410,100,392
Csirke,3725,100,156
Cthaeghya,5409,86,1061
Cup.of.Java,8005,71,1414
Cyanfish,4007,100,184
CyberEwok,9076,100,992
CyberZHG,6717,100,622
Cypi,3751,100,160
DAMF,8947,100,969
DATASOURCE,8796,100,945
DAle,9471,100,1032
DBN,3545,55,2565
DDY,4222,55,2876
DGBlueWolf,2885,55,2235
DHY,3617,55,2599
DKolodzey,3477,55,2528
DaLeX,3347,55,2478
DanWue,3864,55,2711
DaniJVaz,6965,79,1081
Daniel850815,3699,55,2637
DarinTay,8623,79,1114
Dark,9070,100,991
Darkgeass,4835,100,306
Darrin370,5315,71,1245
Dash00,2172,55,1928
David.Liu,4571,55,3025
DavidPerez,3416,55,2500
Davira,3665,55,2623
Deemo1,2983,100,89
DeepDishPizza69,2256,55,1968
Delinger,3552,55,2571
DemoVersion,8107,71,1424
Demon1999,3863,100,167
DenRaskovalov,3346,71,1160
DennisMitchell,8913,71,1477
DerekLedbetter,7018,100,668
DerrickT,2572,55,2085
DesDesDes,4343,55,2910
Devil.Master,3511,55,2544
DevilMoo,4177,55,2848
Diego1149,4669,100,279
Diego93,975,55,1648
DimaPhil,4277,71,1198
Dog,4493,55,2984
Dohoho,7976,100,810
Doju,2855,100,71
Dorel,9142,71,1494
Doron.G,2399,55,2020
DoubleO,3280,55,2449
Dougie1123,2544,55,2073
Douglous,6231,100,533
Dr.Anderson,2224,55,1949
Dragonpig,4470,55,2970
Drak,8366,71,1442
DreadProgrammer,3555,55,2574
DukeXY,7351,71,1361
Dukkha,1494,55,1707
EJQ,8617,100,909
EbTech,5301,100,375
Edka,8253,65,1601
Edward89,2755,55,2176
