user_id,blanks,coments,language,cloc
darnley,3,0,java,57
nitinj,39,5,Python,254
Krig,4,0,C++,49
Dlougach,13,0,C++,95
Eryx,3,0,C++,57
Ixanezis,17,0,C++,127
izulin,16,0,C++,90
niyaznigmatul,16,0,java,90
Kornacker,6,1,java,62
puddleglum42,31,2,Python,213
aditsu,15,2,java,65
razimantv,17,0,C++,114
Jonasz,15,2,C++,170
NALP,16,0,C++,85
DreamLane,1,0,Python,53
araki,2,0,C++,75
Vitaliy,12,0,C,47
MikelTheProgrammer,1,0,Python,53
Yarin,26,1,java,58
Yaro,4,0,java,49
romanandreev,15,2,C++,109
yeputons,15,2,C++,170
Myth5,11,0,C++,96
Grotmol,11,0,java,86
Gassa,2,0,C++,67
syco,3,0,C++,57
krijgertje,16,0,C++,134
eatmore,2,0,java,75
voidus,35,1,Python,86
maciejk,39,5,C++,254
lukasP,20,3,C++,69
megaterik,32,5,java,189
Psyho,13,1,C++,93
skol,8,0,java,41
IvayloS,6,0,C++,75
Milanin,2,23,C++,4
WJMZBMR,15,3,C++,64
PaulJefferys,15,0,C++,72
jellies,12,0,C++,47
ikicic,17,0,C++,80
emaxx,3,1,C++,73
ashmelev,19,4,C++,99
andrewzta,15,0,java,72
steiner,16,5,C++,144
alexamici,21,4,Python,104
MiminoCoder,18,48,C++,114
Carber,30,5,C++,189
naiveAlgorist,6,1,C++,62
jackfeng,17,0,Python,127
stgatilov,15,2,C++,104
cobbal,4,0,Python,50
mikhailOK,13,0,java,85
cos,6,13,C++,79
Dembel,5,13,C++,53
CNRICville,5,13,java,62
fruwajacybyk,4,0,C++,107
dasko,32,5,C++,189
AlTimin,11,1,C++,96
b0b0b0b,3,0,java,50
pashka,11,1,java,96
VulpesX,2,18,java,3
Pompon,2,17,C++,3
takluyver,16,0,Python,85
MauricioC,3,0,C++,50
sdya,5,13,C++,62
gojira,10,0,C++,99
altkeys,21,0,Python,161
Romka,6,0,C++,82
sune2,41,14,C++,119
bmerry,9,0,C++,130
hansonw,2,0,C++,72
Nabb,35,1,C++,86
fmm,20,1,C++,132
DCLXVI,31,2,C++,213
valich,17,0,C++,96
guyadini,9,0,Python,130
asaveljevs,2,33,C++,17
MikeMirzayanov,17,0,C++,96
RalphFurmaniak,13,0,C++,85
Rydberg,11,0,C++,86
Ra16bit,15,0,C++,74
robertre,16,0,C++,98
vot,17,0,java,80
vepifanov,16,0,C++,98
marcoskwkm,4,0,C++,107
Ripatti,26,0,C++,176
mib,7,1,Python,83
narri,7,1,C++,83
ChrisBeaumont,4,0,Python,101
Atol,19,1,C++,137
PavelKuznetsov,4,0,C#,101
Mingwei,41,14,Python,119
wojteks,24,0,C++,135
jxwuyi,22,1,C++,151
Alias,21,0,C++,161
sisu,16,0,C++,109
ashwink,2,32,Python,10
Lovro,26,1,C++,58
IcePupil,2,18,C++,3
Wataru,24,1,C++,52
dolphinigle,26,0,C++,176
marcina,8,0,C++,41
oldjunyi,12,0,C++,66
ZhukovDmitry,15,1,C++,126
EgorKulikov,13,0,java,95
