user_id,blanks,coments,language,cloc
DjinnKahn,3,1,C++,43
pjsdream,7,0,C++,59
LayCurse,2,0,C,59
cedriclin,2,0,C++,44
stubbscroll,14,0,C,104
Zhuojie,3,5,C++,153
dwahler,5,0,C++,25
goffrie,2,15,C++,193
LinesPrower,7,0,C++,77
msg555,3,0,C++,25
a9108,5,2,C++,70
goryinyich,4,0,C++,51
Pasqual45,9,0,C++,177
RuanYongliu,8,0,C++,78
Naonao,2,0,java,59
ZhouErjin,23,0,C++,157
otis,7,0,C++,59
pawelparys,1,0,C++,55
Burunduk1,1,2,C++,30
rudradevbasak,0,0,C++,32
y3eadgbe,0,0,C++,32
dahlukeh,1,2,C,91
ONP,3,5,C++,43
tmt514,10,0,C++,42
dancho,0,11,C++,140
misof,28,3,Python,141
HiltonLange,4,0,C#,69
thinfaifai,10,0,C++,93
squark,24,2,C++,192
aropan,9,0,C++,40
SergeyRogulenko,8,2,C++,59
Maryann,2,1,C++,69
TripleM,3,0,C++,26
kmod,10,0,Python,65
MRoizner,4,0,C++,80
drazil,3,0,C++,25
SuBaRaSi,8,0,C++,67
EbTech,4,0,C++,78
royf,16,12,Python,83
SceneTree,2,0,C++,26
scottai,2,2,C++,24
falcon112358,15,0,Python,64
gabrielportal,7,0,C++,83
jaehyunp,1,2,C++,30
xiaowuc1,7,0,java,90
fagu,0,1,C++,66
omeometo,6,4,C++,86
SkidanovAlexander,8,0,C++,65
VArtem,14,0,java,104
SVKzemco,10,0,C++,185
Plagapong,0,0,C++,62
pieguy,7,0,C++,61
eMBe,16,0,Python,77
twds,4,0,java,74
kevinsogo,1,2,java,91
dzhulgakov,3,1,C++,38
cgy4ever,7,0,C++,77
Tilps,8,1,C#,44
ush,2,2,C++,24
ploh,4,1,C++,64
jackchen92,7,0,C++,46
Saeed,3,0,C++,44
Kriiii,11,0,C++,58
CaseyRoberts711,21,5,C++,154
tanonev,8,0,java,67
vpj,33,56,C++,128
hhb,3,5,C++,43
EmK,7,0,C++,90
SnapDragon,1,0,C++,49
danielf,22,10,Python,151
nathanajah,10,0,C++,42
Jimbly,7,0,C++,29
surwdkgo,14,0,C++,59
bwps,2,0,C++,26
radeye,0,0,java,62
gregstoll,8,0,Python,42
peter50216,9,0,C++,40
sevenkplus,1,0,C++,24
ErickW,3,0,C++,26
jpaulson,2,2,java,62
Merkurev,9,0,C++,69
WSX,3,0,C#,65
dj3500,7,0,C++,29
nika,10,0,C++,84
tomconerly,4,0,java,51
Murphy,5,0,C++,25
pasin30055,12,1,C++,77
scottwu,23,0,C++,157
W4yneb0t,18,5,C++,175
AEtheReal,11,0,C++,58
Komaki,7,0,C++,42
g201513,9,10,C++,66
Celicath,8,0,C++,127
jlaire,2,2,C++,62
wata,7,0,java,61
iwi,10,0,C++,185
dzetkulict,4,0,C++,74
kcm1700,5,0,C++,71
ftiasch,7,0,Python,74
domob,3,1,C++,38
williamljb,6,4,C++,94
burunduk3,5,0,Python,45
acrush,8,0,C++,52
Xazker,18,5,java,175
chokudai,3,2,C#,57
tikitikirevenge,7,0,C++,42
venco5,66,5,C++,197
loneknight,21,5,C++,154
chnlich,6,16,C++,83
